id,gene_ontology_i_ds
evm.TU.HiC_scaffold_85.292,GO:0005681; GO:0006397; GO:0008380
evm.TU.HiC_scaffold_50.269,GO:0003677; GO:0003899; GO:0005666; GO:0006351; GO:0046872
evm.TU.HiC_scaffold_29.240,GO:0005737; GO:0031929; GO:0031931; GO:0031932
evm.TU.HiC_scaffold_76.44,GO:0003964
evm.TU.HiC_scaffold_37.59,GO:0000139; GO:0006886; GO:0006890; GO:0006891; GO:0030126; GO:1901998
evm.TU.HiC_scaffold_44.58,GO:0003964
evm.TU.HiC_scaffold_23.84,GO:0005730; GO:0005737; GO:0006364; GO:0030515; GO:0030688
evm.TU.HiC_scaffold_58.82,GO:0004674; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007346; GO:0018107; GO:0030030; GO:0032956; GO:0036064; GO:0043410; GO:0106310; GO:0106311; GO:1902018
evm.TU.HiC_scaffold_15.287,GO:0003735; GO:0005840; GO:0006412
evm.TU.HiC_scaffold_3.46,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_53.9,GO:0003964
evm.TU.HiC_scaffold_23.194,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_9.110,GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0022626
evm.TU.HiC_scaffold_76.121,GO:0003964
evm.TU.HiC_scaffold_35.111,GO:0001650; GO:0003723; GO:0005654; GO:0005730; GO:0005732; GO:0005737; GO:0006364; GO:0016020; GO:0030515; GO:0031428; GO:0032040; GO:0045296; GO:0070761; GO:1990226
evm.TU.HiC_scaffold_9.82,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_38.94,GO:0001732; GO:0003743; GO:0004843; GO:0005829; GO:0005852; GO:0006413; GO:0008237; GO:0016020; GO:0016282; GO:0016579; GO:0031369; GO:0033290; GO:0042802; GO:0070122; GO:0071541; GO:0075522; GO:0101005
evm.TU.HiC_scaffold_12.91,GO:0001701; GO:0030424; GO:0043197; GO:0060998; GO:0061001; GO:0099519
evm.TU.HiC_scaffold_42.1,GO:0005524; GO:0005525; GO:0005737; GO:0005783; GO:0016787; GO:0043022; GO:0043023; GO:0046872
evm.TU.HiC_scaffold_56.334,GO:0003964
evm.TU.HiC_scaffold_69.388,GO:0003964
evm.TU.HiC_scaffold_97.103,GO:0000381; GO:0001510; GO:0001734; GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0007548; GO:0008380; GO:0030154; GO:0030237; GO:0036396; GO:0080009
evm.TU.HiC_scaffold_43.30,GO:0005524; GO:0033180; GO:0046933; GO:0046961; GO:1902600
evm.TU.HiC_scaffold_103.318,GO:0005737
evm.TU.HiC_scaffold_20.65,GO:0005829; GO:0022008
evm.TU.HiC_scaffold_28.69,GO:0003964
evm.TU.HiC_scaffold_88.93,GO:0000278; GO:0000776; GO:0003777; GO:0005524; GO:0005737; GO:0005794; GO:0005868; GO:0005875; GO:0005881; GO:0005938; GO:0006886; GO:0007018; GO:0007051; GO:0007052; GO:0007097; GO:0007098; GO:0007279; GO:0007282; GO:0007294; GO:0007298; GO:0007312; GO:0007349; GO:0007405; GO:0008088; GO:0008090; GO:0008298; GO:0008569; GO:0016319; GO:0030071; GO:0030286; GO:0030723; GO:0031122; GO:0034063; GO:0034501; GO:0035011; GO:0035149; GO:0040001; GO:0040003; GO:0045169; GO:0045197; GO:0045198; GO:0045478; GO:0045505; GO:0046604; GO:0048134; GO:0048311; GO:0048477; GO:0048813; GO:0050658; GO:0051237; GO:0051293; GO:0051642; GO:0051683; GO:0051959; GO:0072382; GO:0098958; GO:1904115; GO:1904801; GO:1990904
evm.TU.HiC_scaffold_13.188,GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0031369; GO:0033290
evm.TU.HiC_scaffold_104.350,GO:0001726; GO:0003779; GO:0005178; GO:0005198; GO:0005200; GO:0005737; GO:0005886; GO:0005925; GO:0007043; GO:0007155; GO:0015629; GO:0045202; GO:0051015; GO:0098609
evm.TU.HiC_scaffold_11.118,GO:0000338; GO:0004222; GO:0005634; GO:0005737; GO:0005829; GO:0008021; GO:0008180; GO:0008237; GO:0019784; GO:0043066; GO:0046872; GO:0048471; GO:0051091; GO:0060118; GO:0070122
evm.TU.HiC_scaffold_4.45,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_94.74,GO:0001649; GO:0003713; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005794; GO:0005829; GO:0016055; GO:0016491; GO:0019899; GO:0030178; GO:0042802; GO:0045944; GO:0048705; GO:0071560; GO:0072332; GO:0090575; GO:0097191; GO:2001238; GO:2001241
evm.TU.HiC_scaffold_45.72,GO:0003964
evm.TU.HiC_scaffold_26.353,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_54.214,GO:0003746; GO:0003924; GO:0005525; GO:0005829; GO:0006414; GO:0043022; GO:1990904
evm.TU.HiC_scaffold_28.237,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_55.210,GO:0001732; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0033290
evm.TU.HiC_scaffold_15.227,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_62.230,GO:0000151; GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0005694; GO:0006511; GO:0016567; GO:0031625; GO:0061631
evm.TU.HiC_scaffold_98.13,GO:0000791; GO:0003677; GO:0005634; GO:0006337; GO:0006357; GO:0007406; GO:0008134; GO:0010628; GO:0016514; GO:0017022; GO:0019904; GO:0031453; GO:0035060; GO:0045893; GO:0045944; GO:0061629; GO:0071564; GO:0071565
evm.TU.HiC_scaffold_18.303,GO:0005730; GO:0005737; GO:0006364; GO:0030515; GO:0030688
evm.TU.HiC_scaffold_83.125,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_3.204,GO:0003964
evm.TU.HiC_scaffold_12.179,GO:0003964
evm.TU.HiC_scaffold_89.184,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.574,GO:0005854; GO:0015031
evm.TU.HiC_scaffold_96.240,GO:0002183; GO:0003724; GO:0003743; GO:0005524; GO:0048471; GO:0140603; GO:1900260; GO:1990830
evm.TU.HiC_scaffold_101.38,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.208,GO:0003735; GO:0005840; GO:0006412
evm.TU.HiC_scaffold_12.123,GO:0000220; GO:0005769; GO:0005886; GO:0006879; GO:0007034; GO:0007035; GO:0007430; GO:0016471; GO:0033181; GO:0036295; GO:0046961; GO:1902600
evm.TU.HiC_scaffold_53.103,GO:0005634; GO:0005681; GO:0005737; GO:0017070; GO:0033120; GO:0036002; GO:0045292; GO:0046872
evm.TU.HiC_scaffold_24.58,GO:0003964
evm.TU.HiC_scaffold_62.77,GO:0004842; GO:0005516; GO:0005654; GO:0005813; GO:0005829; GO:0006511; GO:0007291; GO:0007601; GO:0008270; GO:0032436; GO:0042065; GO:0042066; GO:0043186; GO:0050896; GO:0061630; GO:0070373
evm.TU.HiC_scaffold_52.240,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.257,GO:0003964
evm.TU.HiC_scaffold_104.288,GO:0005634; GO:0005730; GO:0006364; GO:0030515; GO:0031428; GO:0032040
evm.TU.HiC_scaffold_78.27,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_78.259,GO:0002161; GO:0004823; GO:0005524; GO:0005759; GO:0006429
evm.TU.HiC_scaffold_65.204,GO:0000398; GO:0000956; GO:0005634; GO:0005654; GO:0005688; GO:0005689; GO:0005829; GO:0017070; GO:0046540; GO:0071004; GO:0071005; GO:0071013; GO:0097526; GO:0120115; GO:1990726; GO:1990904
evm.TU.HiC_scaffold_79.463,GO:0003964
evm.TU.HiC_scaffold_95.64,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_15.107,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_104.246,GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_99.69,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.406,GO:0003677; GO:0005634; GO:0006313; GO:0015074
evm.TU.HiC_scaffold_13.106,GO:0001732; GO:0003743; GO:0005852; GO:0006413; GO:0016282; GO:0031369; GO:0033290
evm.TU.HiC_scaffold_51.252,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_63.1,GO:0003964
evm.TU.HiC_scaffold_1074.3,GO:0005634; GO:0005737; GO:0005794; GO:0005874; GO:0006457; GO:0007052; GO:0007080; GO:0007097; GO:0030496; GO:0043434; GO:0051082; GO:0051301; GO:0072686
evm.TU.HiC_scaffold_92.321,GO:0003964
evm.TU.HiC_scaffold_80.168,GO:0004459; GO:0005737; GO:0005975; GO:0019752
evm.TU.HiC_scaffold_48.89,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_92.77,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_15.203,GO:0000122; GO:0000976; GO:0000978; GO:0001227; GO:0001822; GO:0003170; GO:0003279; GO:0003700; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006357; GO:0016235; GO:0043565; GO:0045892; GO:0046872; GO:0060976; GO:1990837
evm.TU.HiC_scaffold_24.12,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_80.13,GO:0003964
evm.TU.HiC_scaffold_60.439,GO:0003964
evm.TU.HiC_scaffold_35.72,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_56.416,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_3.203,GO:0003964
evm.TU.HiC_scaffold_51.6,GO:0003964
evm.TU.HiC_scaffold_56.349,GO:0004478; GO:0005524; GO:0005829; GO:0006556; GO:0006730; GO:0008340; GO:0046872
evm.TU.HiC_scaffold_67.253,GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_104.333,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_93.56,GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0022626
evm.TU.HiC_scaffold_58.203,GO:0004814; GO:0005524; GO:0005739; GO:0005759; GO:0006420; GO:0032543
evm.TU.HiC_scaffold_99.5,GO:0005634; GO:0005730; GO:0006364; GO:0030515; GO:0031428; GO:0032040
evm.TU.HiC_scaffold_35.50,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_98.82,GO:0000794; GO:0000922; GO:0001673; GO:0003677; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005815; GO:0005886; GO:0006259; GO:0006270; GO:0006281; GO:0006974; GO:0007095; GO:0008022; GO:0010212; GO:0015629; GO:0016604; GO:0016605; GO:0033314; GO:0042802; GO:0043231
evm.TU.HiC_scaffold_51.102,GO:0000278; GO:0005634; GO:0005654; GO:0005730; GO:0006397; GO:0006974; GO:0008380; GO:0016246; GO:0016607; GO:0031048; GO:0046833; GO:0051301; GO:1902369
evm.TU.HiC_scaffold_64.9,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_29.38,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_31.57,GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305
evm.TU.HiC_scaffold_76.139,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_80.33,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_10.4,GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0033290
evm.TU.HiC_scaffold_68.108,GO:0000462; GO:0005730; GO:0032040
evm.TU.HiC_scaffold_29.156,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_32.44,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_94.300,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_103.8,GO:0000122; GO:0000977; GO:0001227; GO:0001708; GO:0001709; GO:0003677; GO:0005634; GO:0007417; GO:0007424; GO:0007427; GO:0007489; GO:0030718; GO:0032876; GO:0035019; GO:0035094; GO:0035147; GO:0035215; GO:0035220; GO:0036335; GO:0042332; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0048076; GO:0055059; GO:2000177
evm.TU.HiC_scaffold_77.65,GO:0003964
evm.TU.HiC_scaffold_2.16,GO:0008270; GO:0008898; GO:0009086; GO:0032259; GO:0033528; GO:0047150; GO:0061627
evm.TU.HiC_scaffold_1127.1,GO:0000122; GO:0006368; GO:0016593; GO:0016607; GO:0035327; GO:0051571; GO:0080182
evm.TU.HiC_scaffold_89.204,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_81.278,GO:0003684; GO:0005634; GO:0006289; GO:0046872
evm.TU.HiC_scaffold_98.30,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_15.238,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_7.61,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_98.18,GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0006310; GO:0015074; GO:0046872
evm.TU.HiC_scaffold_52.251,GO:0003964
evm.TU.HiC_scaffold_18.146,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_6.157,GO:0017150; GO:0050660
evm.TU.HiC_scaffold_58.25,GO:0000070; GO:0000212; GO:0000226; GO:0000242; GO:0000278; GO:0000794; GO:0000930; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005813; GO:0005814; GO:0005815; GO:0005819; GO:0005827; GO:0005874; GO:0005876; GO:0005881; GO:0005929; GO:0007020; GO:0007052; GO:0031122; GO:0031252; GO:0036064; GO:0042802; GO:0045177; GO:0055037; GO:0097730; GO:1990498
evm.TU.HiC_scaffold_3.206,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_31.56,GO:0003677; GO:0005634
evm.TU.HiC_scaffold_7.139,GO:0003964
evm.TU.HiC_scaffold_46.348,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_60.399,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_4.68,GO:0003964
evm.TU.HiC_scaffold_84.97,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_69.49,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_3.132,GO:0003964
evm.TU.HiC_scaffold_46.229,GO:0003964
evm.TU.HiC_scaffold_53.13,GO:0004601; GO:0005152; GO:0005201; GO:0005576; GO:0005615; GO:0005783; GO:0006955; GO:0006979; GO:0019806; GO:0020037; GO:0030198; GO:0030199; GO:0042744; GO:0046872; GO:0062023; GO:0070062; GO:0070831
evm.TU.HiC_scaffold_35.85,GO:0004879; GO:0005634; GO:0008270; GO:0043565
evm.TU.HiC_scaffold_849.1,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_19.285,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_94.186,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_26.149,GO:0000122; GO:0000981; GO:0003677; GO:0005634; GO:0006357; GO:0007380; GO:0046872; GO:0048730; GO:0048749; GO:0061330
evm.TU.HiC_scaffold_89.12,GO:0005315; GO:0005886; GO:0006814; GO:0006817; GO:0015293; GO:0016021
evm.TU.HiC_scaffold_95.102,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_78.274,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_65.284,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_78.93,GO:0000139; GO:0005524; GO:0005737; GO:0006468; GO:0007163; GO:0032874; GO:0036481; GO:0042542; GO:0042803; GO:0046777; GO:0046872; GO:0050772; GO:0051645; GO:0051683; GO:0090168; GO:0106310; GO:0106311
evm.TU.HiC_scaffold_96.130,GO:0003693; GO:0004803; GO:0006313; GO:0015074; GO:0016740; GO:0046872
evm.TU.HiC_scaffold_14.105,GO:0003693; GO:0004803; GO:0006313; GO:0015074; GO:0016740; GO:0046872
evm.TU.HiC_scaffold_84.197,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_29.119,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_76.92,GO:0000978; GO:0001227; GO:0003714; GO:0005634; GO:0006357; GO:0045650; GO:0046872
evm.TU.HiC_scaffold_61.5,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_35.13,GO:0000976; GO:0000978; GO:0001228; GO:0002165; GO:0003677; GO:0004879; GO:0005634; GO:0005737; GO:0006355; GO:0006357; GO:0007480; GO:0007552; GO:0008134; GO:0008219; GO:0008270; GO:0009725; GO:0009755; GO:0009888; GO:0016319; GO:0016322; GO:0035073; GO:0035074; GO:0035075; GO:0035626; GO:0040034; GO:0045944; GO:0046982; GO:0048813; GO:0055088; GO:0090575
evm.TU.HiC_scaffold_69.118,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_41.96,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_104.90,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_19.290,GO:0004833; GO:0006727; GO:0019441; GO:0019442; GO:0020037; GO:0046872
evm.TU.HiC_scaffold_49.67,GO:0005524; GO:0005634; GO:0005737
evm.TU.HiC_scaffold_25.34,GO:0003964
evm.TU.HiC_scaffold_19.161,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_51.246,GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0008233; GO:0015074
evm.TU.HiC_scaffold_84.327,GO:0005737; GO:0005819; GO:0005921; GO:0007049; GO:0051301
evm.TU.HiC_scaffold_103.225,GO:0005886; GO:0007411
evm.TU.HiC_scaffold_84.351,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_69.55,GO:0005886; GO:0016020; GO:0016021; GO:0043652; GO:0070782; GO:1902742
evm.TU.HiC_scaffold_68.298,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_24.155,GO:0003964
evm.TU.HiC_scaffold_93.144,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_95.286,GO:0003964; GO:0046872
evm.TU.HiC_scaffold_101.18,GO:0003964
evm.TU.HiC_scaffold_81.121,GO:0003964
evm.TU.HiC_scaffold_27.78,GO:0003964
evm.TU.HiC_scaffold_53.97,GO:0007399; GO:0016021; GO:0030154; GO:0030215
evm.TU.HiC_scaffold_17.18,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_21.303,GO:0005516; GO:0005737; GO:0005813; GO:0005819; GO:0005874; GO:0007026; GO:0007052; GO:0008017; GO:0030496; GO:0030507; GO:0031122; GO:0031175; GO:0035331; GO:0045167; GO:0051011; GO:0051298; GO:0061867; GO:0072686; GO:0120219
evm.TU.HiC_scaffold_49.205,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_78.321,GO:0000139; GO:0005524; GO:0005737; GO:0006468; GO:0007163; GO:0032874; GO:0036481; GO:0042542; GO:0042803; GO:0046777; GO:0046872; GO:0050772; GO:0051645; GO:0051683; GO:0090168; GO:0106310; GO:0106311
evm.TU.HiC_scaffold_85.267,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_84.147,GO:0004402; GO:0005634; GO:0005739; GO:0005829; GO:0006044; GO:0006517; GO:0006612; GO:0009100; GO:0010524; GO:0010616; GO:0016231; GO:0031343; GO:0032024; GO:0043243; GO:0045862; GO:0046060; GO:0046326; GO:0051054; GO:0051901; GO:0051928; GO:0060051; GO:0060124; GO:0070265; GO:0102166; GO:0102167; GO:0102571
evm.TU.HiC_scaffold_59.452,GO:0003677; GO:0046872
evm.TU.HiC_scaffold_29.172,GO:0003677; GO:0005634; GO:0006313; GO:0015074
evm.TU.HiC_scaffold_83.169,GO:0003964
evm.TU.HiC_scaffold_64.79,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_103.92,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_38.132,GO:0003964; GO:0004519; GO:0006310; GO:0046872
evm.TU.HiC_scaffold_69.374,GO:0003676; GO:0008270; GO:0015074
evm.TU.HiC_scaffold_69.206,GO:0003964
evm.TU.HiC_scaffold_79.377,GO:0005219; GO:0005509; GO:0005790; GO:0005886; GO:0006816; GO:0006936; GO:0016021; GO:0030018; GO:0030659; GO:0033017; GO:0034704; GO:0035206; GO:0042383; GO:0048763; GO:0051209; GO:0060047; GO:0072347
evm.TU.HiC_scaffold_21.82,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_48.226,GO:0000212; GO:0000916; GO:0005737; GO:0005794; GO:0005802; GO:0006891; GO:0007110; GO:0007111; GO:0007112; GO:0030008; GO:0036063; GO:0043087; GO:0048137; GO:0048193; GO:1990071
evm.TU.HiC_scaffold_90.264,GO:0002165; GO:0005524; GO:0005737; GO:0005774; GO:0007049; GO:0007552; GO:0010008; GO:0015031; GO:0030496; GO:0031902; GO:0043162; GO:0043621; GO:0051259; GO:0051301; GO:0140545; GO:0140603
evm.TU.HiC_scaffold_46.378,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_80.229,GO:0005737; GO:0070042; GO:0070475
evm.TU.HiC_scaffold_92.431,GO:0003964
evm.TU.HiC_scaffold_58.126,GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074
evm.TU.HiC_scaffold_94.141,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_79.305,GO:0000082; GO:0000086; GO:0000287; GO:0000819; GO:0000922; GO:0001827; GO:0001828; GO:0004674; GO:0005524; GO:0005737; GO:0005815; GO:0006468; GO:0009755; GO:0017015; GO:0018105; GO:0019901; GO:0030216; GO:0030331; GO:0030496; GO:0030833; GO:0033138; GO:0033146; GO:0034613; GO:0035329; GO:0035556; GO:0043065; GO:0043254; GO:0045736; GO:0046620; GO:0051220; GO:0051301; GO:0060644; GO:0090090; GO:0106310; GO:0106311; GO:1900181; GO:2000058
evm.TU.HiC_scaffold_16.5,GO:0003964
evm.TU.HiC_scaffold_83.93,GO:0005524; GO:0005737; GO:0005829; GO:0005856; GO:0006777; GO:0007529; GO:0014069; GO:0018315; GO:0030425; GO:0032324; GO:0042802; GO:0045211; GO:0046872; GO:0061598; GO:0061599; GO:0072579; GO:0097112; GO:0098970; GO:0099144; GO:0099572; GO:0099634
evm.TU.HiC_scaffold_104.347,GO:0003964
evm.TU.HiC_scaffold_20.152,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_50.120,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_48.127,GO:0003677; GO:0003910; GO:0005524; GO:0005634; GO:0006260; GO:0006281; GO:0006310; GO:0007049; GO:0046872; GO:0051301; GO:0071897
evm.TU.HiC_scaffold_100.281,GO:0001736; GO:0005886; GO:0007164; GO:0008270; GO:0009948
evm.TU.HiC_scaffold_15.251,GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197
evm.TU.HiC_scaffold_74.218,GO:0003964
evm.TU.HiC_scaffold_67.186,GO:0003964
evm.TU.HiC_scaffold_65.140,GO:0004622; GO:0004623; GO:0005509; GO:0009395; GO:0031410; GO:0102545; GO:0102567; GO:0102568
evm.TU.HiC_scaffold_67.254,GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0010633; GO:0016055; GO:0030027; GO:0036464; GO:0038023; GO:0045184; GO:0050680; GO:0090090
evm.TU.HiC_scaffold_94.374,GO:0003964
evm.TU.HiC_scaffold_56.155,GO:0000281; GO:0004672; GO:0004674; GO:0004698; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0007155; GO:0007391; GO:0007472; GO:0018105; GO:0030027; GO:0030054; GO:0030496; GO:0031267; GO:0031532; GO:0032154; GO:0035556; GO:0045179; GO:0046777; GO:0090303; GO:0106310; GO:0106311; GO:1901648
evm.TU.HiC_scaffold_43.216,GO:0003964; GO:0006313
evm.TU.HiC_scaffold_24.49,GO:0003964
evm.TU.HiC_scaffold_77.241,GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0006511; GO:0008270; GO:0031624; GO:0032436; GO:0061630
evm.TU.HiC_scaffold_62.222,GO:0001568; GO:0001764; GO:0005085; GO:0005096; GO:0005737; GO:0005770; GO:0005886; GO:0005911; GO:0005923; GO:0007186; GO:0007218; GO:0008285; GO:0010976; GO:0016020; GO:0016324; GO:0019901; GO:0019933; GO:0021591; GO:0021884; GO:0030033; GO:0030139; GO:0030165; GO:0030552; GO:0031175; GO:0031547; GO:0031697; GO:0032092; GO:0032486; GO:0032991; GO:0038180; GO:0043005; GO:0043025; GO:0043547; GO:0043950; GO:0045202; GO:0045860; GO:0048022; GO:0048167; GO:0048471; GO:0050699; GO:0050774; GO:0061028; GO:0070300; GO:0070374; GO:0071320; GO:0071321; GO:0071880; GO:0072659; GO:0090557; GO:1901888; GO:1990090; GO:2000481; GO:2000670; GO:2001214; GO:2001224
evm.TU.HiC_scaffold_81.343,GO:0005085; GO:0005654; GO:0005829; GO:0051056
evm.TU.HiC_scaffold_53.176,GO:0003964
evm.TU.HiC_scaffold_36.93,GO:0000082; GO:0001525; GO:0001569; GO:0001655; GO:0001701; GO:0001702; GO:0001707; GO:0001755; GO:0002526; GO:0003143; GO:0003181; GO:0003183; GO:0003203; GO:0003274; GO:0003289; GO:0004672; GO:0004674; GO:0004675; GO:0005025; GO:0005524; GO:0005886; GO:0005887; GO:0006468; GO:0007179; GO:0007281; GO:0007368; GO:0007369; GO:0007498; GO:0007507; GO:0009953; GO:0009968; GO:0010862; GO:0016361; GO:0018107; GO:0019838; GO:0030278; GO:0030335; GO:0030501; GO:0030509; GO:0032924; GO:0032926; GO:0042803; GO:0043235; GO:0045177; GO:0045296; GO:0045669; GO:0045893; GO:0045944; GO:0046332; GO:0046872; GO:0048179; GO:0048185; GO:0048641; GO:0050431; GO:0050731; GO:0051145; GO:0060037; GO:0060389; GO:0060412; GO:0060923; GO:0061312; GO:0061445; GO:0070724; GO:0071363; GO:0071385; GO:0071773; GO:1905007; GO:1990782; GO:2000017; GO:2001237
evm.TU.HiC_scaffold_66.106,GO:0005049; GO:0005634; GO:0005737; GO:0006611; GO:0031267
evm.TU.HiC_scaffold_45.78,GO:0005524; GO:0005737; GO:0006915; GO:0043066; GO:0106310; GO:0106311
evm.TU.HiC_scaffold_24.78,GO:0000266; GO:0001661; GO:0001738; GO:0001933; GO:0003374; GO:0003779; GO:0003924; GO:0005525; GO:0005737; GO:0005874; GO:0005886; GO:0006897; GO:0007268; GO:0007291; GO:0007298; GO:0007349; GO:0007424; GO:0007427; GO:0007435; GO:0007612; GO:0007613; GO:0007614; GO:0007637; GO:0008017; GO:0008355; GO:0010508; GO:0014069; GO:0015630; GO:0016020; GO:0016185; GO:0030198; GO:0030424; GO:0030536; GO:0030707; GO:0030838; GO:0030866; GO:0031410; GO:0031623; GO:0031966; GO:0032956; GO:0032970; GO:0034334; GO:0035152; GO:0035186; GO:0036465; GO:0040008; GO:0044327; GO:0045202; GO:0046667; GO:0046718; GO:0046843; GO:0048172; GO:0048488; GO:0048489; GO:0048499; GO:0050803; GO:0061025; GO:0061883; GO:0070864; GO:0072583; GO:0072659; GO:0072686; GO:0090148; GO:0098793; GO:0098844; GO:0098884; GO:0150007; GO:0150008; GO:1903475
