"Treatment","gene","mean","sd","cv","DEG","change","spid","protein_names","evalue"
"Moderate","g95067",11.7390577406719,0.229793313544676,0.0195751071867139,"DEG","Up-regulated",NA,NA,NA
"Moderate","g95785",8.44702304191987,0.14952368129782,0.0177013464454616,"DEG","Up-regulated",NA,NA,NA
"Moderate","g96791",8.32507671874819,0.136785582158798,0.0164305491444608,"DEG","Up-regulated",NA,NA,NA
"Low","g10034",11.9564351551536,0.217810636790641,0.018217021542308,"DEG","Up-regulated",NA,NA,NA
"Low","g10070",10.9542682107153,0.171061651428736,0.0156159816555711,"DEG","Up-regulated","P08548","LINE-1 reverse transcriptase homolog (EC 2.7.7.49)",1.36e-21
"Low","g10145",10.2634424983089,0.131939724763889,0.0128553090043256,"DEG","Up-regulated",NA,NA,NA
"Low","g10146",10.7977703288929,0.152135469317054,0.0140895263265572,"DEG","Up-regulated",NA,NA,NA
"Low","g101899",10.8760291075917,0.214232596453346,0.019697685095731,"DEG","Up-regulated",NA,NA,NA
"Low","g10219",11.757249046398,0.197330552035776,0.016783734975507,"DEG","Up-regulated",NA,NA,NA
"Low","g102849",10.4269585611988,0.178804763907441,0.0171483144253412,"DEG","Up-regulated","O00370","LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",4.14e-18
"Low","g10301",9.51960858119066,0.135064516785952,0.0141880325891571,"DEG","Up-regulated",NA,NA,NA
"Low","g103388",8.70074323443298,0.140647623655899,0.0161650125588454,"DEG","Up-regulated","P11346","Raf homolog serine/threonine-protein kinase Raf (D-Raf) (dRAF-1) (EC 2.7.11.1) (Protein pole-hole)",2.39e-22
"Low","g104176",11.0166049543787,0.18450148482723,0.0167475810915683,"DEG","Up-regulated",NA,NA,NA
"Low","g10430",12.5282075768709,0.168503070173822,0.0134498944992662,"DEG","Up-regulated",NA,NA,NA
"Low","g104552",9.48533914913545,0.108885155244103,0.0114793107059359,"DEG","Up-regulated",NA,NA,NA
"Low","g10479",8.67656454962662,0.170026131992199,0.0195960199477241,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",2.05e-17
"Low","g106402",6.99446480880286,0.120936769644649,0.0172903535796541,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",5.2e-18
"Low","g106622",9.26756678834699,0.134178052695629,0.0144782396242716,"DEG","Up-regulated",NA,NA,NA
"Low","g106831",6.39859098363267,0.0950464620402197,0.0148542799943526,"DEG","Up-regulated",NA,NA,NA
"Low","g10730",8.83839844914729,0.168257610298912,0.019037115294926,"DEG","Up-regulated",NA,NA,NA
"Low","g10748",10.3026027059216,0.205792502623062,0.0199748071916604,"DEG","Up-regulated",NA,NA,NA
"Low","g107783",9.77257113476912,0.181369172381403,0.0185590025265841,"DEG","Up-regulated",NA,NA,NA
"Low","g10783",8.05803998155576,0.159393536646207,0.0197806832692623,"DEG","Up-regulated",NA,NA,NA
"Low","g10850",12.8895126704556,0.19909073637674,0.0154459475285735,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",3.73e-19
"Low","g108678",7.95640409872947,0.13556139743779,0.0170380231767562,"DEG","Up-regulated","Q8IRW8","Histone-lysine N-methyltransferase trr (EC 2.1.1.354) (Lysine N-methyltransferase 2C) (Trithorax-related protein)",3.89e-26
"Low","g10890",9.65047060587404,0.186824042456704,0.0193590603076899,"DEG","Up-regulated",NA,NA,NA
"Low","g10953",10.9027460290583,0.153645437768714,0.0140923614435495,"DEG","Up-regulated","O00370","LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",1.35e-18
"Low","g110191",7.91871176461599,0.151908200293619,0.0191834486225912,"DEG","Up-regulated",NA,NA,NA
"Low","g110298",10.5245927018935,0.185116561409775,0.0175889525279652,"DEG","Up-regulated",NA,NA,NA
"Low","g11031",10.8471334475672,0.143906709093196,0.013266796226746,"DEG","Up-regulated",NA,NA,NA
"Low","g11032",12.5424138398374,0.150356153385769,0.0119878163251324,"DEG","Up-regulated",NA,NA,NA
"Low","g11033",10.6919450594452,0.165650952822382,0.0154930606079057,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",2.16e-14
"Low","g111066",10.5370411971411,0.171712907442748,0.0162961218647733,"DEG","Up-regulated",NA,NA,NA
"Low","g111415",12.3616351592197,0.188724202065787,0.0152669286574948,"DEG","Up-regulated",NA,NA,NA
"Low","g11160",8.87002989606256,0.145015933073864,0.0163489790646858,"DEG","Up-regulated",NA,NA,NA
"Low","g111972",7.94688623803364,0.158340990018926,0.0199249096156818,"DEG","Up-regulated",NA,NA,NA
"Low","g11262",11.6312774351497,0.198856741995911,0.0170967241650488,"DEG","Up-regulated",NA,NA,NA
"Low","g11263",10.557144286659,0.198315154812518,0.0187849241639264,"DEG","Up-regulated",NA,NA,NA
"Low","g11264",11.2033662942028,0.212633251306777,0.018979407235556,"DEG","Up-regulated",NA,NA,NA
"Low","g113078",12.7595989387055,0.221884730406044,0.0173896320309073,"DEG","Up-regulated",NA,NA,NA
"Low","g11429",10.2482358950905,0.191250360997247,0.0186617836430625,"DEG","Up-regulated",NA,NA,NA
"Low","g11453",11.2307956084974,0.221162837437237,0.0196925351637512,"DEG","Up-regulated",NA,NA,NA
"Low","g11454",11.9304585145161,0.225152598334079,0.0188720825825872,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",5.21e-13
"Low","g11744",10.5720110383135,0.178751206740629,0.016907966336095,"DEG","Up-regulated",NA,NA,NA
"Low","g11823",10.4957166865542,0.197337676767706,0.0188017343323024,"DEG","Up-regulated",NA,NA,NA
"Low","g118514",9.3335883431241,0.155889965040451,0.0167020399132229,"DEG","Up-regulated",NA,NA,NA
"Low","g11873",11.0653075480454,0.0988785511235757,0.00893590627230618,"DEG","Up-regulated",NA,NA,NA
"Low","g12191",8.07130046201555,0.135456845967127,0.0167825304738192,"DEG","Up-regulated",NA,NA,NA
"Low","g123680",9.68587595901578,0.161361959734763,0.0166595112736876,"DEG","Up-regulated",NA,NA,NA
"Low","g12420",9.11960904540735,0.136318240780452,0.0149478163045928,"DEG","Up-regulated",NA,NA,NA
"Low","g12497",10.2762955201847,0.160019361093785,0.0155716970944905,"DEG","Up-regulated",NA,NA,NA
"Low","g12517",7.66486530863897,0.113598085411634,0.0148206238253918,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",3.08e-29
"Low","g125456",9.62754416502738,0.104753629587285,0.0108806179220459,"DEG","Up-regulated",NA,NA,NA
"Low","g12557",8.34874871134966,0.144192106912841,0.0172711039579883,"DEG","Up-regulated",NA,NA,NA
"Low","g12755",10.827339956062,0.186720966740085,0.0172453222580809,"DEG","Up-regulated",NA,NA,NA
"Low","g12834",11.2019064955849,0.127267637075607,0.011361247938087,"DEG","Up-regulated","Q6NT04","Tigger transposable element-derived protein 7",2.71e-20
"Low","g12887",12.1036070137057,0.196888232690407,0.0162669055982616,"DEG","Up-regulated",NA,NA,NA
"Low","g12909",8.53909840869757,0.159458257851568,0.0186738986037625,"DEG","Up-regulated",NA,NA,NA
"Low","g13017",9.29444769344238,0.16484580066321,0.0177359436623131,"DEG","Up-regulated",NA,NA,NA
"Low","g13041",12.2904519838401,0.14619903422572,0.0118953342332688,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",9.95e-18
"Low","g131829",7.39431219289112,0.124972035035887,0.0169011034124357,"DEG","Up-regulated",NA,NA,NA
"Low","g13191",8.3068617235993,0.0820529169229506,0.00987772755261391,"DEG","Up-regulated",NA,NA,NA
"Low","g13239",9.11424767525327,0.181888651273376,0.019956518382448,"DEG","Up-regulated",NA,NA,NA
"Low","g13286",7.08399151977291,0.127302605727793,0.0179704627500562,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",3.73e-22
"Low","g132869",9.94792071178185,0.181008181195038,0.0181955794019006,"DEG","Up-regulated",NA,NA,NA
"Low","g13287",9.91580011353148,0.136710750551825,0.0137871628095109,"DEG","Up-regulated",NA,NA,NA
"Low","g13406",11.8575607865022,0.106588119421385,0.00898904263199875,"DEG","Up-regulated",NA,NA,NA
"Low","g13436",8.76508267126641,0.105275539864648,0.0120107868702438,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",3.09e-24
"Low","g13489",9.45209819888865,0.108570448145177,0.0114863859706771,"DEG","Up-regulated",NA,NA,NA
"Low","g13496",9.94425203278392,0.181050789164718,0.0182065768815829,"DEG","Up-regulated","Q6ZMW2","Zinc finger protein 782",2.16e-65
"Low","g13722",11.481233881182,0.1735715713411,0.0151178499747825,"DEG","Up-regulated",NA,NA,NA
"Low","g13723",10.6113508569411,0.188848597935128,0.0177968479679096,"DEG","Up-regulated",NA,NA,NA
"Low","g137406",9.01154978893453,0.114331547178316,0.0126872236026157,"DEG","Up-regulated","E9Q5F9","Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2)",1.68e-11
"Low","g13761",10.9988341925088,0.161168728999205,0.014653255624944,"DEG","Up-regulated",NA,NA,NA
"Low","g138702",8.90304813621812,0.112465670055418,0.0126322657515353,"DEG","Up-regulated",NA,NA,NA
"Low","g139427",7.68387238330992,0.14930840757582,0.0194314012684714,"DEG","Up-regulated",NA,NA,NA
"Low","g13956",11.7833954704735,0.178002296188681,0.0151061972446494,"DEG","Up-regulated",NA,NA,NA
"Low","g13966",8.55447091612263,0.146424633874111,0.0171167375878436,"DEG","Up-regulated",NA,NA,NA
"Low","g13981",9.8867098568546,0.1719599687567,0.0173930429077452,"DEG","Up-regulated",NA,NA,NA
"Low","g140440",12.313591731169,0.176908268506267,0.0143669103514666,"DEG","Up-regulated",NA,NA,NA
"Low","g14069",10.7268740235458,0.203330697785716,0.0189552610890554,"DEG","Up-regulated",NA,NA,NA
"Low","g141085",9.11698591516594,0.116341749626632,0.0127609881938173,"DEG","Up-regulated",NA,NA,NA
"Low","g14227",8.89712284661868,0.122922810938558,0.0138160181732541,"DEG","Up-regulated","P31368","Protein nubbin (POU domain protein 1) (PDM-1) (Protein twain) (dOCT1) (dPOU-19)",2.09e-67
"Low","g14243",10.3049464450058,0.171661490440375,0.0166581642472844,"DEG","Up-regulated",NA,NA,NA
"Low","g14272",12.0216373420964,0.214008095906785,0.0178019091590285,"DEG","Up-regulated",NA,NA,NA
"Low","g14335",9.00717644688475,0.165573495137278,0.0183823972044584,"DEG","Up-regulated",NA,NA,NA
"Low","g14343",11.080605830572,0.209275634656893,0.0188866599766135,"DEG","Up-regulated",NA,NA,NA
"Low","g143684",6.56780970993384,0.125674124976361,0.0191348608633223,"DEG","Up-regulated",NA,NA,NA
"Low","g14403",9.52576021327539,0.180977586629025,0.0189987552255209,"DEG","Up-regulated","Q8NI51","Transcriptional repressor CTCFL (Brother of the regulator of imprinted sites) (CCCTC-binding factor) (CTCF paralog) (CTCF-like protein) (Cancer/testis antigen 27) (CT27) (Zinc finger protein CTCF-T)",1.96e-16
"Low","g14456",9.84284237030115,0.163076338636019,0.0165680128260583,"DEG","Up-regulated",NA,NA,NA
"Low","g14457",8.23320125834827,0.143661822589898,0.0174490842725639,"DEG","Up-regulated",NA,NA,NA
"Low","g144698",8.28648747090339,0.14733723854555,0.0177804213260323,"DEG","Up-regulated",NA,NA,NA
"Low","g14553",9.93549361996622,0.109101877646802,0.0109810223648629,"DEG","Up-regulated",NA,NA,NA
"Low","g14626",9.75161822130183,0.119402986824862,0.0122444279621236,"DEG","Up-regulated",NA,NA,NA
"Low","g14720",8.4619334503126,0.109870558277481,0.0129840962378902,"DEG","Up-regulated","P21328","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.09e-13
"Low","g14736",12.1853409163169,0.211139751561178,0.0173273569456272,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.42e-16
"Low","g148724",9.79579119109268,0.159009537343094,0.016232434342586,"DEG","Up-regulated",NA,NA,NA
"Low","g14892",9.71746612706441,0.192737339075196,0.0198341148355946,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.68e-19
"Low","g1505",8.10375376590363,0.158846964431332,0.0196016523971492,"DEG","Up-regulated",NA,NA,NA
"Low","g15071",10.010167132553,0.181711338733141,0.0181526778051703,"DEG","Up-regulated",NA,NA,NA
"Low","g15150",9.64320972901877,0.187855060630992,0.0194805532504069,"DEG","Up-regulated",NA,NA,NA
"Low","g15429",12.0670383990043,0.184190064575109,0.015263899764362,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",2.25e-33
"Low","g15564",8.86284437530944,0.14182965557585,0.0160027243591196,"DEG","Up-regulated",NA,NA,NA
"Low","g1561",12.8149640875706,0.228939483400775,0.0178650117032185,"DEG","Up-regulated",NA,NA,NA
"Low","g15610",8.92133264629477,0.165927750259241,0.018598987039022,"DEG","Up-regulated",NA,NA,NA
"Low","g15652",11.0796412616371,0.16533731840028,0.0149226238012557,"DEG","Up-regulated",NA,NA,NA
"Low","g15653",12.2876720115966,0.163904493839099,0.0133389378951857,"DEG","Up-regulated",NA,NA,NA
"Low","g15669",11.0289348224016,0.131236543789242,0.0118992945286682,"DEG","Up-regulated",NA,NA,NA
"Low","g15758",10.6710797652671,0.169710861473133,0.0159038134102904,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",8.59e-19
"Low","g15759",9.47395361152422,0.14967034503547,0.0157980871738077,"DEG","Up-regulated",NA,NA,NA
"Low","g15806",9.00913938681185,0.144117556876943,0.0159968173084225,"DEG","Up-regulated","O75182","Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b)",3.57e-12
"Low","g16129",10.6875894802734,0.134606939902133,0.0125946959462265,"DEG","Up-regulated",NA,NA,NA
"Low","g16143",12.6778596911949,0.205426966290516,0.0162035999209859,"DEG","Up-regulated","Q9Z2W1","Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1)",6.65e-28
"Low","g16173",12.2936071026091,0.184392298722518,0.0149990395156995,"DEG","Up-regulated",NA,NA,NA
"Low","g16211",9.39132731636343,0.181867752463932,0.0193655003534,"DEG","Up-regulated",NA,NA,NA
"Low","g16216",10.5223869920404,0.164846427057281,0.0156662577780097,"DEG","Up-regulated","Q16832","Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)",6.17e-16
"Low","g16220",10.4550250450092,0.148402163651188,0.0141943384173938,"DEG","Up-regulated","Q96PE1","Adhesion G protein-coupled receptor A2 (G-protein coupled receptor 124) (Tumor endothelial marker 5)",6.49e-31
"Low","g1627",12.5792172316369,0.0708363051966706,0.00563121726036467,"DEG","Up-regulated",NA,NA,NA
"Low","g1628",10.9371911775779,0.15239654377832,0.0139337917116,"DEG","Up-regulated","Q23356","Serine/threonine-protein kinase mig-15 (EC 2.7.11.1) (Abnormal cell migration protein 15)",5.44e-28
"Low","g16327",11.7454952955307,0.149053295031838,0.0126902519886543,"DEG","Up-regulated",NA,NA,NA
"Low","g1639",10.2738421504742,0.150763061077546,0.0146744576049952,"DEG","Up-regulated",NA,NA,NA
"Low","g16461",10.0789995668084,0.120811691193207,0.011986476474417,"DEG","Up-regulated","P62484","Abl interactor 2 (Abelson interactor 2) (Abi-2) (Abl-binding protein 3) (AblBP3) (Arg-binding protein 1) (ArgBP1)",2.7e-20
"Low","g16462",10.3135631803548,0.109056186836131,0.0105740552444436,"DEG","Up-regulated",NA,NA,NA
"Low","g16504",10.4498347944833,0.155712170488402,0.0149009217419022,"DEG","Up-regulated",NA,NA,NA
"Low","g16505",10.5299140504107,0.127786525933982,0.0121355716031698,"DEG","Up-regulated",NA,NA,NA
"Low","g16506",8.98761953635526,0.12476238920343,0.013881583293414,"DEG","Up-regulated",NA,NA,NA
"Low","g16594",8.35160910432896,0.144927313280634,0.0173532203758809,"DEG","Up-regulated",NA,NA,NA
"Low","g16769",11.1925549747779,0.19111668544506,0.0170753403379065,"DEG","Up-regulated",NA,NA,NA
"Low","g16882",11.983222219339,0.232863947263194,0.0194324984549972,"DEG","Up-regulated",NA,NA,NA
"Low","g16979",9.02389515444509,0.179875965602727,0.0199332951595877,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",4.03e-27
"Low","g16983",10.6927989075959,0.209045453932777,0.0195501155253445,"DEG","Up-regulated",NA,NA,NA
"Low","g17",9.74229330202636,0.146543026249323,0.015041943586203,"DEG","Up-regulated",NA,NA,NA
"Low","g17201",11.3207449081657,0.175279556234938,0.0154830408826285,"DEG","Up-regulated",NA,NA,NA
"Low","g17203",10.7352125204678,0.192653174380729,0.0179459115516732,"DEG","Up-regulated","P04323","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]",5.32e-37
"Low","g17239",11.8662056426469,0.140965164722351,0.0118795484392859,"DEG","Up-regulated",NA,NA,NA
"Low","g17244",9.78512780248382,0.12797180252319,0.0130781942869163,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",2.68e-18
"Low","g17358",11.0022013726185,0.166661641746889,0.0151480268450335,"DEG","Up-regulated",NA,NA,NA
"Low","g17362",11.7386379989931,0.219275885653551,0.0186798405123627,"DEG","Up-regulated",NA,NA,NA
"Low","g17363",11.800407827307,0.197278884507263,0.0167179717340569,"DEG","Up-regulated",NA,NA,NA
"Low","g17388",11.6950302566688,0.183029195246476,0.0156501685955116,"DEG","Up-regulated",NA,NA,NA
"Low","g17401",8.8738615689675,0.171231004898354,0.0192961095423396,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",5.61e-15
"Low","g17402",11.5455235276377,0.215187463152261,0.0186381728500352,"DEG","Up-regulated",NA,NA,NA
"Low","g17457",8.81992143251052,0.13643666480101,0.0154691474119146,"DEG","Up-regulated","P08045","Zinc finger protein Xfin (Xenopus fingers protein) (Xfin)",2.98e-14
"Low","g17510",10.8756019556999,0.178906567773974,0.0164502680865594,"DEG","Up-regulated",NA,NA,NA
"Low","g17511",11.2725499969849,0.175196652506657,0.0155418829416164,"DEG","Up-regulated",NA,NA,NA
"Low","g1758",8.30413439586969,0.154770902971417,0.0186378128764868,"DEG","Up-regulated",NA,NA,NA
"Low","g17598",10.6074144498742,0.172237869888716,0.0162374979032481,"DEG","Up-regulated",NA,NA,NA
"Low","g17599",10.787506114993,0.145165153126746,0.0134567852457565,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",1.04e-14
"Low","g17601",11.1597734555055,0.17527396364567,0.0157058711222495,"DEG","Up-regulated",NA,NA,NA
"Low","g17854",10.8404068455845,0.189504596770932,0.0174813177651281,"DEG","Up-regulated",NA,NA,NA
"Low","g17909",8.38182800446035,0.154598374767377,0.0184444699515557,"DEG","Up-regulated",NA,NA,NA
"Low","g17922",10.8176637368713,0.190124505125505,0.0175753757696756,"DEG","Up-regulated","Q10126","Putative uncharacterized transposon-derived protein F52C9.6",8.3e-19
"Low","g17923",12.017233928232,0.180522714695807,0.0150219855728785,"DEG","Up-regulated",NA,NA,NA
"Low","g1797",11.249511511668,0.176703965542978,0.0157077012063769,"DEG","Up-regulated",NA,NA,NA
"Low","g17997",10.161926904188,0.149506977685358,0.0147124634033475,"DEG","Up-regulated","O73792","Tyrosine-protein kinase receptor Tie-1 (EC 2.7.10.1) (Fragment)",9.71e-30
"Low","g18045",10.5793520208134,0.15827414683579,0.0149606655043151,"DEG","Up-regulated",NA,NA,NA
"Low","g18074",10.251838467702,0.142941785271669,0.0139430391653167,"DEG","Up-regulated",NA,NA,NA
"Low","g18162",10.0312438432753,0.193086278042939,0.019248488129653,"DEG","Up-regulated",NA,NA,NA
"Low","g18167",10.6197427203957,0.130337273901886,0.0122731103128862,"DEG","Up-regulated",NA,NA,NA
"Low","g1818",10.9446614349891,0.142061411860815,0.0129799731773025,"DEG","Up-regulated",NA,NA,NA
"Low","g18181",9.42970706621731,0.168852104518924,0.0179063997781914,"DEG","Up-regulated",NA,NA,NA
"Low","g1849",8.30108556696805,0.161337264771689,0.0194356826550117,"DEG","Up-regulated",NA,NA,NA
"Low","g18717",11.0147273653721,0.165697641941466,0.0150432812765192,"DEG","Up-regulated",NA,NA,NA
"Low","g18791",12.1065671075732,0.189200935156093,0.0156279590634523,"DEG","Up-regulated",NA,NA,NA
"Low","g19470",9.29904656205738,0.134127210165049,0.014423759389734,"DEG","Up-regulated",NA,NA,NA
"Low","g19471",10.1364005115585,0.145708268619696,0.0143747544755701,"DEG","Up-regulated",NA,NA,NA
"Low","g19506",10.6486538190486,0.103019251651724,0.00967439203136083,"DEG","Up-regulated",NA,NA,NA
"Low","g19591",11.0560403135374,0.175770886423936,0.0158981770542854,"DEG","Up-regulated",NA,NA,NA
"Low","g1960",12.4151821145723,0.210981922120251,0.0169938644615299,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",3.99e-40
"Low","g19615",8.67996374082607,0.166578249303175,0.0191911227139898,"DEG","Up-regulated",NA,NA,NA
"Low","g19622",8.64746234390128,0.148380755409438,0.0171588784672864,"DEG","Up-regulated",NA,NA,NA
"Low","g19623",8.8020239133349,0.110826227442458,0.0125909936775517,"DEG","Up-regulated",NA,NA,NA
"Low","g19638",12.8109953902674,0.232101592521714,0.0181173738223372,"DEG","Up-regulated",NA,NA,NA
"Low","g19717",10.2537885804632,0.140198849219057,0.013672882770977,"DEG","Up-regulated","Q95SX7","Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)",3.13e-16
"Low","g19960",9.00036318179001,0.155299821345099,0.0172548394112928,"DEG","Up-regulated","O00370","LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",3.36e-17
"Low","g19996",10.2710443263732,0.150005720301817,0.0146047193970961,"DEG","Up-regulated",NA,NA,NA
"Low","g20172",10.3839427608407,0.188110671035414,0.0181155342790222,"DEG","Up-regulated",NA,NA,NA
"Low","g20418",11.1180955942263,0.221656203624562,0.0199365261564823,"DEG","Up-regulated",NA,NA,NA
"Low","g20543",12.0344696644713,0.237274630820555,0.0197162515205009,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",1.31e-26
"Low","g20544",10.8850048443073,0.122631917353202,0.0112661334659246,"DEG","Up-regulated",NA,NA,NA
"Low","g20571",6.80589854406346,0.130197072291719,0.0191300342561358,"DEG","Up-regulated","Q9NBX4","Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)",1.5e-32
"Low","g20585",10.9322197614394,0.174286843941518,0.0159424936330196,"DEG","Up-regulated",NA,NA,NA
"Low","g20586",8.64256365849451,0.168285917519586,0.0194717590947894,"DEG","Up-regulated",NA,NA,NA
"Low","g20604",10.6451292029453,0.201945003558022,0.0189706484259626,"DEG","Up-regulated","P21329","RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",3.4e-33
"Low","g20619",9.00616300776475,0.165013157238208,0.0183222485642265,"DEG","Up-regulated",NA,NA,NA
"Low","g2072",11.70029331027,0.215250918992852,0.0183970532434357,"DEG","Up-regulated",NA,NA,NA
"Low","g2075",11.4947766976308,0.162194872309823,0.0141103108460778,"DEG","Up-regulated",NA,NA,NA
"Low","g20818",8.66717881707639,0.156480067818415,0.0180543255332534,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",1.17e-12
"Low","g20819",9.8697515407702,0.170912771463045,0.0173168261386353,"DEG","Up-regulated",NA,NA,NA
"Low","g20856",10.0191001260722,0.143126850597995,0.0142853997661471,"DEG","Up-regulated","P04323","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]",7.66e-35
"Low","g20857",10.959028250284,0.150201656402853,0.0137057458902855,"DEG","Up-regulated",NA,NA,NA
"Low","g20895",8.72703690870741,0.14552758835778,0.0166754867522767,"DEG","Up-regulated",NA,NA,NA
"Low","g20919",10.9050127630745,0.10654571424411,0.00977034292017382,"DEG","Up-regulated",NA,NA,NA
"Low","g20936",12.9863745465454,0.232103420631868,0.0178728420160661,"DEG","Up-regulated",NA,NA,NA
"Low","g21043",8.31219975761339,0.134067322615687,0.0161289822820837,"DEG","Up-regulated",NA,NA,NA
"Low","g21063",11.7671950809648,0.147843506230434,0.0125640397064202,"DEG","Up-regulated",NA,NA,NA
"Low","g21227",12.9382151758432,0.245066184956461,0.0189412667532398,"DEG","Up-regulated",NA,NA,NA
"Low","g21313",10.242656355817,0.166727338910751,0.0162777440850159,"DEG","Up-regulated",NA,NA,NA
"Low","g21336",11.7191765439436,0.165763555594037,0.014144641901457,"DEG","Up-regulated","O55164","Multiple PDZ domain protein (Multi-PDZ domain protein 1)",1.8e-24
"Low","g2139",10.6844798504422,0.183035013546767,0.0171309241169276,"DEG","Up-regulated",NA,NA,NA
"Low","g21443",9.68895801400231,0.191106211555235,0.0197241242328691,"DEG","Up-regulated",NA,NA,NA
"Low","g21535",9.18658483663697,0.162528388666859,0.017691927038945,"DEG","Up-regulated",NA,NA,NA
"Low","g21581",8.52862535306204,0.114226832127233,0.0133933462191797,"DEG","Up-regulated",NA,NA,NA
"Low","g221",8.9292850522863,0.138691523799353,0.0155322092404074,"DEG","Up-regulated","P11369","LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]",4.28e-18
"Low","g22199",8.79272154937371,0.150097165244304,0.0170706150992573,"DEG","Up-regulated",NA,NA,NA
"Low","g22213",10.4968019668547,0.192700660096289,0.0183580352096545,"DEG","Up-regulated","Q7KRI2","Longitudinals lacking protein-like (Lola-like protein) (Protein Batman)",1.76e-14
