Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Endocannabinoid Cancer Inhibition Pathway	0.00E+00	-0.426401433	4.11E-01	"ADCY1,ADCY9,CASP10,CASP2,CASQ1,CCNE1,CDKN1B,EIF2A,GSK3B,GUCY1A1,HIF1A,MAP2K4,MLST8,NOS1,NOS2,PIK3C2B,PIK3CA,PRKAB2,PRKAG1,PRKAR1A,PRKAR2A,TCF7L1,TRIB3"
Endocannabinoid Developing Neuron Pathway	0.00E+00	1.507556723	3.21E-01	"ADCY1,ADCY9,BRCA1,CDKN1B,GNB5,GSK3B,GUCY1A1,MAP2K4,MLST8,MRAS,PIK3C2B,PIK3CA,PRKAG1,PRKAR1A,PRKAR2A,RAP1GAP,RASD2"
Endocannabinoid Neuronal Synapse Pathway	0.00E+00	-3.137858162	4.75E-01	"ADCY1,ADCY9,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,DAGLA,DNAH3,GNA11,GNB5,GRIA1,GRIA3,GRIA4,GRIN1,GRIN2C,GRIN2D,GRIN3A,GRINA,GUCY1A1,NDUFS2,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A,RIMS1"
Endometrial Cancer Signaling	0.00E+00	1.133893419	4.17E-01	"CTNNA2,GSK3B,ILK,MRAS,PDPK1,PIK3C2B,PIK3CA,PTEN,RASD2,SOS1"
Endoplasmic Reticulum Stress Pathway	0.00E+00		3.75E-01	"EIF2AK3,EIF2S1,HSP90B1"
Endothelin-1 Signaling	0.00E+00	0.208514414	3.97E-01	"ADCY1,ADCY9,CASP10,CASP2,CASQ1,ECE2,GNA11,GUCY1A1,GUCY2C,GUCY2D,GUCY2F,MRAS,NOS1,NOS2,NPR1,PIK3C2B,PIK3CA,PLAAT4,PLCB1,PLCB4,PLCD3,PLCL2,PLD1,PRDX6,RASD2,SHC2,SOS1"
Ephrin A Signaling	0.00E+00		2.22E-01	"ADAM10,PAK1,PIK3C2B,PIK3CA"
Ephrin B Signaling	0.00E+00	0.816496581	3.04E-01	"EPHB1,GNA11,GNB5,ITSN1,ITSN2,MRAS,PAK1"
Ephrin Receptor Signaling	0.00E+00	0	4.09E-01	"ACTR2,ADAM10,ANGPT1,ARPC1B,ARPC2,ARPC3,ARPC4,EPHB1,GNA11,GNB5,GRIN1,GRIN2C,GRIN2D,GRIN3A,GRINA,ITGAV,ITGB1,ITSN1,MRAS,PAK1,RAPGEF1,RASD2,SDCBP,SH2D3C,SORBS1,SOS1,WAS"
Erythropoietin Signaling Pathway	0.00E+00	0.301511345	3.24E-01	"GSK3B,HIF1A,MRAS,NFKB1,PDPK1,PIK3C2B,PIK3CA,RASD2,RPS6KB1,SHC2,SOS1,STAT5A"
Estrogen-Dependent Breast Cancer Signaling	0.00E+00	-0.377964473	4.83E-01	"AKR1B10,EGFR,HSD17B10,HSD17B12,HSD17B2,HSD17B4,HSD17B8,IGF1R,MRAS,NFKB1,PIK3C2B,PIK3CA,RASD2,STAT5A"
Extrinsic Prothrombin Activation Pathway	0.00E+00		5.00E-01	"F5,SERPINC1"
FAK Signaling	0.00E+00	-2.065591118	3.95E-01	"ACTR2,ACVR1,ADGRD1,ADGRL1,APC,ARPC1B,ARPC2,ARPC3,ARPC4,ASAP1,AVPR1A,CALCRL,CAPN2,CCKAR,COL11A2,COL2A1,CRHR2,CSK,DOCK1,EGFR,ELF2,ETS1,ETS2,FSHR,FZD8,GABBR1,GABBR2,GIT2,GPR84,GRM4,GRM6,GSK3B,IGF1R,ITGAV,ITGB1,KDR,LGR5,LHCGR,MAP2K4,MRAS,NFKB1,NPY5R,OXTR,PAK1,PDGFRB,PDPK1,PIK3C2B,PIK3CA,PTEN,RASD2,RXFP1,RXFP2,SDCBP,SOCS7,SOS1,SPARCL1,TCF7L1,TGFBR1,TRHR,WAS"
FAT10 Cancer Signaling Pathway	0.00E+00	-1.341640786	4.55E-01	"ACVR1,GSK3B,NFKB1,PCNA,TGFBR1"
FGF Signaling	0.00E+00	-1.341640786	1.67E-01	"FGF20,FGFR3,PIK3C2B,PIK3CA,SOS1"
FLT3 Signaling in Hematopoietic Progenitor Cells	0.00E+00	1.133893419	3.20E-01	"MRAS,PDPK1,PIK3C2B,PIK3CA,RASD2,RPS6KB1,SOS1,STAT5A"
Factors Promoting Cardiogenesis in Vertebrates	0.00E+00	-2.683281573	4.07E-01	"ACVR1,APC,CAMK2D,FZD8,GATA4,GSK3B,LRP1,LRP6,MAP2K4,MEF2C,PLCB1,PLCB4,PLCD3,PLCL2,SCN5A,SMAD1,SMAD9,TCF7L1,TGFBR1,WNT4,WNT5B,WNT9A"
Fatty Acid Activation	0.00E+00		5.00E-01	"ACSBG1,ACSBG2,ACSF2"
Fc Epsilon RI Signaling	0.00E+00	0	2.20E-01	"INPP5F,MAP2K4,MRAS,OCRL,PDPK1,PIK3C2B,PIK3CA,RASD2,SOS1"
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	0.00E+00	2.323790008	3.95E-01	"ACTG1,ACTR2,ARPC1B,ARPC2,ARPC3,ARPC4,DOCK1,EZR,MYO5A,PAK1,PLD1,PTEN,RPS6KB1,TLN1,WAS"
FcγRIIB Signaling in B Lymphocytes	0.00E+00	0	4.62E-01	"CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,MAP2K4,MRAS,PDPK1,PIK3C2B,PIK3CA,RASD2,SOS1"
Ferroptosis Signaling Pathway	0.00E+00	-0.942809042	3.67E-01	"ACACA,ARF1,BAP1,CTH,EIF2A,EIF2AK3,GCLC,GPX4,H2AZ1,MRAS,PRKAB2,PRKAG1,RASD2,RBL2,SLC7A11,STEAP3,USP7,VDAC2"
G Beta Gamma Signaling	0.00E+00	-0.774596669	4.25E-01	"ADCY1,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,EGFR,GNA11,GNB5,MRAS,PAK1,PDPK1,PRKAG1,PRKAR1A,PRKAR2A,RASD2,SOS1"
G Protein Signaling Mediated by Tubby	0.00E+00		3.57E-01	"GNA11,GNB5,MRAS,PLCB1,PLCB4"
G-Protein Coupled Receptor Signaling	0.00E+00	-1.649915823	3.65E-01	"ADCY1,ADCY9,ADGRD1,ADGRL1,APEX1,ARRB2,AVPR1A,CALCRL,CALM1 (includes others),CAMK2D,CCKAR,CNGA3,CNGB3,CRHR2,EYA2,FOXO6,FSHR,FZD8,GABBR1,GABBR2,GNA11,GNB5,GPR84,GRK3,GRM4,GRM6,GSK3B,GUCY1A1,KCNN2,LATS1,LGR5,LHCGR,MAP2K4,MAP3K10,MAP3K12,MEF2C,MEGF6,MRAS,MRTFA,MYL1,MYL9,NFKB1,NPY5R,OXTR,PAK1,PDE10A,PDE12,PDE2A,PDE3A,PDE4A,PDE4D,PDE9A,PDPK1,PIK3C2B,PIK3CA,PLCB1,PLCB4,PRKAG1,PRKAR1A,PRKAR2A,RAP1GAP,RAPGEF1,RASD2,RGS12,RXFP1,RXFP2,SHC2,SIX2,SOS1,SYNGAP1,TRHR,TTN"
GABA Receptor Signaling	0.00E+00		5.00E-01	"ADCY1,ADCY9,ALDH5A1,ALDH9A1,AP2A1,AP2M1,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,GABBR1,GABBR2,GABRP,GABRR1,GNA11,GNB5,GPHN,GUCY1A1,KCNN2,MRAS,NSF,RPS27A,SLC32A1,SLC6A1,UBA52"
GADD45 Signaling	0.00E+00	-1	4.09E-01	"ACVR1,BRCA1,CCNE1,CDK1,MAP2K4,NFKB1,NFYA,PCNA,TGFBR1"
GDNF Family Ligand-Receptor Interactions	0.00E+00	-0.816496581	2.80E-01	"MAP2K4,MRAS,PIK3C2B,PIK3CA,RASD2,RET,SOS1"
GDP-mannose Biosynthesis	0.00E+00		4.00E-01	"GMPPA,GPI"
GM-CSF Signaling	0.00E+00	0.377964473	3.08E-01	"CAMK2D,ETS1,MRAS,PIK3C2B,PIK3CA,RACK1,RASD2,SOS1"
GNRH Signaling	0.00E+00	-1.212678125	3.82E-01	"ADCY1,ADCY9,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,CALM1 (includes others),CAMK2D,EGFR,GNA11,GNB5,GUCY1A1,MAP2K4,MAP3K10,MAP3K12,MRAS,NFKB1,PAK1,PLCB1,PLCB4,PRKAG1,PRKAR1A,PRKAR2A,RASD2,SOS1"
GP6 Signaling Pathway	0.00E+00	2.182820625	4.05E-01	"ADAM10,CALM1 (includes others),COL11A2,COL15A1,COL2A1,COL4A1,GSK3B,LAMA1,LAMA4,LAMA5,LAMB2,LAMC1,LAMC3,PDPK1,PIK3C2B,PIK3CA,TLN1"
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	0.00E+00	0.904534034	4.00E-01	"ADCY1,ADCY9,CCKAR,GNA11,GUCY1A1,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A"
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	0.00E+00	-2.323790008	4.10E-01	"ADCY1,ADCY9,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,GNA11,GUCY1A1,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A"
Gap Junction Signaling	0.00E+00		4.60E-01	"ACTG1,ADCY1,ADCY9,CSNK1G1,CTH,EGFR,GRIA1,GRIA3,GRIA4,GRIK1,GRIK2,GRIK3,GUCY1A1,GUCY2C,GUCY2D,GUCY2F,Gucy2g,MRAS,NPR1,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A,RASD2,SGSM3,SOS1,TUBA1A,TUBA1B,TUBA1C,TUBA3C/TUBA3D,TUBA3E,TUBA4A,TUBB2B,TUBB4A,TUBG1"
Germ Cell-Sertoli Cell Junction Signaling	0.00E+00		4.51E-01	"A2M,ACTG1,Actn3,AFDN,Cdc42,CTNNA2,ILK,IQGAP1,ITGB1,LAMC3,MAP2K4,MAP3K10,MAP3K12,MRAS,PAK1,PDPK1,PIK3C2B,PIK3CA,RASD2,RHOBTB2,RHOC,SORBS1,TGFBR1,TUBA1A,TUBA1B,TUBA1C,TUBA3C/TUBA3D,TUBA3E,TUBA4A,TUBB2B,TUBB4A,TUBG1"
Glioblastoma Multiforme Signaling	0.00E+00	-0.21821789	4.67E-01	"APC,CCNE1,Cdc42,CDKN1B,E2F2,EGFR,FZD8,GSK3B,IGF1R,MRAS,PDGFRB,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLCD3,PLCL2,PTEN,RASD2,RHOBTB2,RHOC,RPS6KB1,SHC2,SOS1,TSC2,WNT4,WNT5B,WNT9A"
Glioma Invasiveness Signaling	0.00E+00	1.632993162	3.46E-01	"Cdc42,ITGAV,MRAS,PIK3C2B,PIK3CA,PLG,RASD2,RHOBTB2,RHOC"
Glioma Signaling	0.00E+00	0	4.55E-01	"CALM1 (includes others),CAMK2D,E2F2,EGFR,HDAC2,HDAC6,HDAC7,IDH1,IDH3B,IDH3G,IGF1R,MRAS,PA2G4,PDGFRB,PIK3C2B,PIK3CA,PTEN,RASD2,RBL2,SOS1"
Glutamate Degradation III (via 4-aminobutyrate)	0.00E+00		5.00E-01	"ALDH5A1,SUCLG2"
Glycine Biosynthesis I	0.00E+00		5.00E-01	SHMT1
Granulocyte Adhesion and Diapedesis	0.00E+00		1.82E-01	"EZR,ITGB1"
Growth Hormone Signaling	0.00E+00	1.414213562	3.33E-01	"A2M,IGF1R,IGFALS,PDPK1,PIK3C2B,PIK3CA,RPS6KB1,SOCS7,STAT5A"
Guanosine Nucleotides Degradation III	0.00E+00		1.67E-01	PNP
Gustation Pathway	0.00E+00	-2.400396793	4.23E-01	"ABCC9,ADCY1,ADCY9,CACNA1A,CACNA1B,CACNA1G,CACNA2D1,CACNA2D4,GABRP,GABRR1,GUCY1A1,KCNJ12,KCNN2,LIPH,ORAI2,PDE3A,PRKAG1,PRKAR1A,PRKAR2A,SCN5A,SCN8A,SLC5A1"
Gα12/13 Signaling	0.00E+00	-0.301511345	3.33E-01	"ARHGEF1,CDH11,CDH23,MAP2K4,MEF2C,MRAS,MYL1,MYL9,NFKB1,PIK3C2B,PIK3CA,RASD2"
Gαi Signaling	0.00E+00	-0.277350098	4.09E-01	"ADCY1,ADCY9,GABBR1,GABBR2,GNA11,GNB5,GRM4,GRM6,GUCY1A1,MRAS,PRKAG1,PRKAR1A,PRKAR2A,RAP1GAP,RASD2,RGS12,SHC2,SOS1"
Gαq Signaling	0.00E+00	-1.290994449	3.53E-01	"ARHGEF25,AVPR1A,CALM1 (includes others),Cdc42,CSK,GNA11,GNB5,GSK3B,GYS2,MRAS,NFKB1,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLD1,RHOBTB2,RHOC"
Gαs Signaling	0.00E+00	-1.732050808	3.95E-01	"ADCY1,ADCY9,ADD1,CNGA3,CNGB3,FSHR,GNA11,GNB5,GUCY1A1,LHCGR,MRAS,PRKAG1,PRKAR1A,PRKAR2A,RAPGEF2,RYR1,RYR3"
HGF Signaling	0.00E+00	-0.301511345	3.08E-01	"DOCK1,ELF2,ETS1,ETS2,ITGAV,ITGB1,MAP2K4,MAP3K10,MAP3K12,MRAS,PAK1,PIK3C2B,PIK3CA,RAPGEF1,RASD2,SOS1"
HIF1α Signaling	0.00E+00	-1.224744871	3.79E-01	"APEX1,CAMK2D,COPS5,EP300,GPI,HIF1A,HK1,HSPA4,KDR,MAP2K4,MKNK2,MRAS,NAA10,NCF2,NOS2,PIK3C2B,PIK3CA,RACK1,RAN,RASD2,RBX1,RPS6,RPS6KB1,SLC2A1,SLC2A8"
HMGB1 Signaling	0.00E+00	0	3.14E-01	"Cdc42,KAT6B,MAP2K4,MRAS,NFKB1,PIK3C2B,PIK3CA,RASD2,RBBP7,RHOBTB2,RHOC"
HOTAIR Regulatory Pathway	0.00E+00	-1	4.00E-01	"EP300,EZH2,HDAC2,KMT2C,MRTFA,NFKB1,PIK3C2B,PIK3CA,PTEN,RBBP7,RHOC,TCF7L1,WIF1,WNT4,WNT5B,WNT9A"
Heparan Sulfate Biosynthesis (Late Stages)	0.00E+00	1.941450687	5.00E-01	"ALDH2,CHST1,CHST10,CHST11,CHST4,CHST7,HS2ST1,HS3ST4,PPME1,PRDX6,SULT1A3/SULT1A4,SULT1B1,SULT1E1,SULT4A1"
Hepatic Cholestasis	0.00E+00		4.55E-01	"ABCB1,ABCC1,ABCC2,ABCG5,ADCY1,ADCY9,CYP27A1,CYP3A5,GUCY1A1,IRAK4,MAP2K4,NFKB1,NR1I2,NR5A2,PRKAG1,PRKAR1A,PRKAR2A,RXRA,SLC4A2,SREBF1"
Hepatic Fibrosis / Hepatic Stellate Cell Activation	0.00E+00		5.00E-01	"A2M,COL11A2,COL15A1,COL2A1,COL4A1,EGFR,IGF1R,KDR,LAMA1,MYH10,MYH11,MYL1,MYL9,MYO18A,MYO1H,NFKB1,PDGFRB,TGFBR1"
Hepatic Fibrosis Signaling Pathway	0.00E+00	0.149071198	4.44E-01	"ACVR1,APC,CACNA1A,CACNA1B,CACNA2D1,CACNA2D4,Cacnb1,CALM1 (includes others),Cdc42,CDKN1B,COL11A2,COL2A1,CSNK1G1,EZH2,FZD8,GLI2,GSK3B,HIF1A,IRAK4,ITGAV,ITGB1,KDR,LRP1,LRP6,MAP2K4,MRAS,MYL1,MYL9,NCF2,NFKB1,PDCD4,PDGFRB,PDK1,PIK3C2B,PIK3CA,PRKAG1,PRKAR1A,PRKAR2A,PTCH1,PTEN,RASD2,RHOBTB2,RHOC,RPS6KB1,SDHA,SDHB,SNAI1,SOD2,SOS1,TCF7L1,TGFBR1,TTN,WNT4,WNT5B,WNT9A"
Histidine Degradation VI	0.00E+00		4.29E-01	"AMDHD1,MICAL3,UROC1"
Human Embryonic Stem Cell Pluripotency	0.00E+00		4.42E-01	"ACVR1,APC,FGFR3,FZD8,GNA11,GNB5,GSK3B,MRAS,PDGFRB,PDPK1,PIK3C2B,PIK3CA,SMAD1,SOX2,TCF7L1,TGFBR1,WNT4,WNT5B,WNT9A"
Hypoxia Signaling in the Cardiovascular System	0.00E+00	0	5.00E-01	"BIRC6,COPS5,EP300,HIF1A,HSP90B1,P4HB,PTEN,UBE2D2,UBE2E3,UBE2G1,UBE2H,UBE2M,UBE2Q2,UBE2R2,UBE2V1,UBE2W"
ICOS-ICOSL Signaling in T Helper Cells	0.00E+00	0.707106781	3.20E-01	"CALM1 (includes others),CAMK2D,CSK,NFKB1,PDPK1,PIK3C2B,PIK3CA,PTEN"
ID1 Signaling Pathway	0.00E+00	-0.522232968	4.71E-01	"ACVR1,APP,BLK,CCNE1,CDC20,CDKN1B,CHRFAM7A,CHRNA10,CHRNA7,CHRNB2,EGFR,EP300,ETS1,FGFR3,FRK,GLI2,GSK3B,GSPT1,HIF1A,IGF1R,MRAS,NFKB1,PIK3C2B,PIK3CA,PLXNB1,PTEN,RAP1GAP,RASD2,RHOC,SMAD1,SMAD9,TGFBR1,TYMS"
IGF-1 Signaling	0.00E+00	0.577350269	4.32E-01	"CCN1,CSNK2B,IGF1R,MRAS,PDPK1,PIK3C2B,PIK3CA,PRKAG1,PRKAR1A,PRKAR2A,RASD2,RPS6KB1,SOCS7,SOS1,YWHAB,YWHAE"
IL-1 Signaling	0.00E+00	0.333333333	3.78E-01	"ADCY1,ADCY9,ECSIT,GNA11,GNB5,GUCY1A1,IRAK4,MAP2K4,MRAS,NFKB1,PRKAG1,PRKAR1A,PRKAR2A,TAB1"
IL-10 Signaling	0.00E+00		4.17E-01	"ARG2,BLVRB,MAP2K4,NFKB1,TAB1"
IL-12 Signaling and Production in Macrophages	0.00E+00		3.79E-01	"APOD,EP300,IRF8,JMJD6,MAP2K4,NFKB1,NOS2,PIK3C2B,PIK3CA,RAB7A,RXRA"
IL-13 Signaling Pathway	0.00E+00	1.889822365	3.50E-01	"ANO1,BLK,CLCA1,FRK,PIK3C2B,PIK3CA,POSTN"
IL-15 Production	0.00E+00	-2.182820625	4.25E-01	"BLK,CLK2,CSK,DDR2,DSTYK,EGFR,EPHB1,FGFR3,FRK,IGF1R,KDR,MAP2K4,NFKB1,PDGFRB,RET,SRMS,TIE1"
IL-15 Signaling	0.00E+00	0.707106781	3.20E-01	"MLST8,MRAS,NFKB1,PIK3C2B,PIK3CA,RASD2,RPS6KB1,STAT5A"
IL-17 Signaling	0.00E+00	-0.904534034	3.93E-01	"Chil3/Chil4,GSK3B,HSP90B1,MAP2K4,MRAS,NFKB1,NOS2,PIK3C2B,PIK3CA,RASD2,SRSF1"
IL-17A Signaling in Airway Cells	0.00E+00	-0.447213595	3.53E-01	"GSK3B,MAP2K4,NFKB1,PIK3C2B,PIK3CA,PTEN"
IL-17A Signaling in Fibroblasts	0.00E+00		3.33E-01	"GSK3B,NFKB1"
IL-17A Signaling in Gastric Cells	0.00E+00		5.00E-01	"EGFR,MAP2K4,NFKB1"
IL-2 Signaling	0.00E+00	0.447213595	3.50E-01	"CSNK2B,MRAS,PIK3C2B,PIK3CA,RASD2,SOS1,STAT5A"
IL-22 Signaling	0.00E+00		3.33E-01	"MAP2K4,STAT5A"
IL-23 Signaling Pathway	0.00E+00	-1.341640786	4.17E-01	"HIF1A,NFKB1,PIK3C2B,PIK3CA,RORA"
IL-3 Signaling	0.00E+00	0.377964473	2.76E-01	"MRAS,PAK1,PIK3C2B,PIK3CA,RAPGEF1,RASD2,SOS1,STAT5A"
IL-4 Signaling	0.00E+00		3.64E-01	"INPP5F,MRAS,OCRL,PIK3C2B,PIK3CA,RASD2,RPS6KB1,SOS1"
IL-6 Signaling	0.00E+00	-0.632455532	3.33E-01	"A2M,ABCB1,CSNK2B,MAP2K4,MRAS,NFKB1,PIK3C2B,PIK3CA,RASD2,SOS1,TAB1"
IL-7 Signaling Pathway	0.00E+00	1	4.00E-01	"CDKN1B,EBF1,FOXO6,GSK3B,PDPK1,PIK3C2B,PIK3CA,SLC2A1,SOS1,STAT5A"
IL-8 Signaling	0.00E+00	0.5	3.49E-01	"ANGPT1,ARRB2,Cdc42,EGFR,GNA11,GNB5,IQGAP1,IRAK4,ITGAV,KDR,MAP2K4,MRAS,MYL9,NCF2,NFKB1,PIK3C2B,PIK3CA,PLD1,RASD2,RHOBTB2,RHOC,RPS6KB1"
IL-9 Signaling	0.00E+00	0	4.00E-01	"NFKB1,PIK3C2B,PIK3CA,STAT5A"
Induction of Apoptosis by HIV1	0.00E+00	-0.447213595	4.29E-01	"CYC1,MAP2K4,NFKB1,SLC25A10,SLC25A3,SLC25A5"
Inflammasome pathway	0.00E+00		4.00E-01	"NEK7,NFKB1"
Insulin Receptor Signaling	0.00E+00	1.527525232	4.07E-01	"EIF2B1,GSK3B,GYS2,INPP5F,MRAS,OCRL,PDPK1,PIK3C2B,PIK3CA,PPP1CA,PPP1CC,PRKAG1,PRKAR1A,PRKAR2A,PTEN,PTPN1,PTPRF,RAPGEF1,RASD2,RPS6KB1,SOS1,TSC2"
Integrin Signaling	0.00E+00	1.671258044	4.02E-01	"ACTG1,Actn3,ACTR2,ARF1,ARPC1B,ARPC2,ARPC3,ARPC4,ASAP1,CAPN2,Cdc42,DOCK1,GSK3B,ILK,ITGAV,ITGB1,MAP2K4,MRAS,MYL9,PAK1,PARVB,PIK3C2B,PIK3CA,PTEN,RAPGEF1,RASD2,RHOBTB2,RHOC,SOS1,TLN1,TSPAN5,TTN,WAS"
Iron homeostasis signaling pathway	0.00E+00		4.53E-01	"ABCB10,ACO2,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1F,ATP6V1G2,ATP6V1H,CIAO2A,CIAO3,EGFR,FBXL5,FECH,HIF1A,ISCU,LRP1,NUBP1,PDGFRB,SKP1,SMAD1,STAT5A,STEAP3,TFR2,TMPRSS6"
JAK/STAT Signaling	0.00E+00	0.707106781	3.60E-01	"MRAS,NFKB1,PIK3C2B,PIK3CA,PTPN1,RASD2,SOCS7,SOS1,STAT5A"
LPS-stimulated MAPK Signaling	0.00E+00	0.816496581	2.19E-01	"MAP2K4,MRAS,NFKB1,PAK1,PIK3C2B,PIK3CA,RASD2"
Leptin Signaling in Obesity	0.00E+00		3.82E-01	"ADCY1,ADCY9,GUCY1A1,PDE3A,PIK3C2B,PIK3CA,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A"
Leukocyte Extravasation Signaling	0.00E+00	0.832050294	2.55E-01	"ACTG1,Actn3,AFDN,ARHGAP1,CTNNA2,EZR,ITGB1,MAP2K4,NCF2,PIK3C2B,PIK3CA,RAP1GAP,WAS"
Lipoate Biosynthesis and Incorporation II	0.00E+00		5.00E-01	LIAS
Lymphotoxin β Receptor Signaling	0.00E+00	0	3.75E-01	"CYC1,EP300,NFKB1,PDPK1,PIK3C2B,PIK3CA"
Lysine Degradation V	0.00E+00		3.33E-01	PIPOX
MIF Regulation of Innate Immunity	0.00E+00		3.33E-01	"MAP2K4,NFKB1,NOS2"
MIF-mediated Glucocorticoid Regulation	0.00E+00		1.67E-01	NFKB1
MSP-RON Signaling In Cancer Cells Pathway	0.00E+00	-0.727606875	4.50E-01	"EGFR,ELF2,ETS1,ETS2,FLNA,GSK3B,HIF1A,ITGB1,KLKB1,MRAS,NFKB1,PIK3C2B,PIK3CA,RASD2,SOS1,TCF7L1,YWHAB,YWHAE"
MSP-RON Signaling In Macrophages Pathway	0.00E+00	0.377964473	3.33E-01	"KLKB1,MRAS,NFKB1,NOS2,PIK3C2B,PIK3CA,RASD2,SOS1"
MSP-RON Signaling Pathway	0.00E+00		3.33E-01	"ACTG1,KLKB1,NOS2,PIK3C2B,PIK3CA"
MYC Mediated Apoptosis Signaling	0.00E+00	0.447213595	4.17E-01	"CASP2,NFKB1,PRKAG1,PRKAR1A,PRKAR2A"
Macropinocytosis Signaling	0.00E+00	1.341640786	2.41E-01	"ANKFY1,ITGB1,MRAS,PAK1,PIK3C2B,PIK3CA,RASD2"
Mechanisms of Viral Exit from Host Cells	0.00E+00		1.88E-01	"ACTG1,LMNB2,VPS4A"
Melanocyte Development and Pigmentation Signaling	0.00E+00	-0.301511345	3.33E-01	"ADCY1,ADCY9,EP300,GUCY1A1,MRAS,PAX3,PIK3C2B,PIK3CA,PRKAG1,PRKAR1A,PRKAR2A,RASD2,RPS6KB1,SOS1"
Melanoma Signaling	0.00E+00		2.78E-01	"MRAS,PIK3C2B,PIK3CA,PTEN,RASD2"
Melatonin Degradation I	0.00E+00	1.414213562	4.44E-01	"B3GAT3,CSGALNACT1,CYP2U1,CYP3A5,CYP4B1,LARGE1,SULT1A3/SULT1A4,SULT1B1"
Melatonin Signaling	0.00E+00	-1.507556723	3.55E-01	"CALM1 (includes others),CAMK2D,MAP2K4,PLCB1,PLCB4,PLCD3,PLCL2,PRKAG1,PRKAR1A,PRKAR2A,RORA"
Methionine Degradation I (to Homocysteine)	0.00E+00	2.236067977	5.00E-01	"AHCYL2,EEF1AKMT1,MAT2B,PRMT1,PRMT5"
Methylglyoxal Degradation III	0.00E+00		5.00E-01	"AKR1B1,AKR1B10,PTGR1"
Molecular Mechanisms of Cancer	0.00E+00		4.22E-01	"ADCY1,ADCY9,APC,ARHGEF1,BRCA1,CAMK2D,CASP10,CCNE1,Cdc42,CDK1,CDK10,CDK11A,CDK17,CDK19,CDK20,CDK7,CDK8,CDKN1B,CHEK1,CTNNA2,E2F2,EP300,FZD8,GNA11,GNB5,GSK3B,GUCY1A1,HDAC2,HDAC6,HDAC7,HIF1A,ITGAV,ITGB1,LRP1,LRP6,MAP2K4,MRAS,NFKB1,NLK,NOTCH1,PA2G4,PAK1,PIK3C2B,PIK3CA,PLCB1,PLCB4,PRKAG1,PRKAR1A,PRKAR2A,PTCH1,RAPGEF1,RASD2,RBL2,RBPJ,RHOBTB2,RHOC,SHC2,SMAD1,SMAD9,SOS1,SUFU,SYNGAP1,TAB1,TGFBR1,WNT4,WNT5B,WNT9A,ZBTB17"
Molybdenum Cofactor Biosynthesis	0.00E+00		5.00E-01	GPHN
Mouse Embryonic Stem Cell Pluripotency	0.00E+00	-0.577350269	3.71E-01	"APC,FZD8,GSK3B,MRAS,PIK3C2B,PIK3CA,RASD2,SMAD1,SMAD9,SOS1,SOX2,TAB1,TCF7L1"
N-acetylglucosamine Degradation I	0.00E+00		5.00E-01	GNPDA2
N-acetylglucosamine Degradation II	0.00E+00		3.33E-01	GNPDA2
NAD Biosynthesis III	0.00E+00		5.00E-01	NMNAT3
NAD Salvage Pathway II	0.00E+00		3.33E-01	"NMNAT3,NMRK2"
NF-κB Activation by Viruses	0.00E+00	1.133893419	2.86E-01	"ITGAV,ITGB1,MRAS,NFKB1,PIK3C2B,PIK3CA,RASD2,TBP"
NF-κB Signaling	0.00E+00	-1.147078669	4.35E-01	"CSNK2B,EGFR,EP300,FGFR3,GSK3B,HDAC2,IGF1R,IRAK4,KDR,MRAS,NFKB1,PDGFRB,PIK3C2B,PIK3CA,RASD2,TAB1,TBK1,TGFBR1,TLR3,UBE2V1"
NGF Signaling	0.00E+00	-0.632455532	2.79E-01	"MAP2K4,MAP3K10,MAP3K12,MRAS,NFKB1,PDPK1,PIK3C2B,PIK3CA,RASD2,RPS6KB1,SHC2,SOS1"
