© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.brown
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.brown
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446106

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.brown
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
G0S2	other	 	2	Inhibited	 	-2.236	1.50E-03	7.40E-03	G0S2,PNPLA2	ACAA2,ACADL,ACADS,ACADVL,ACO2,ACOX1,CPT1A,CPT2,CS,EP300,FASN,FH,GSTK1,HSPD1,MTTP,PCK1,PLIN2,SLC2A1,SREBF1,SUCLG2	20 (2)	2	pirinixic acid,PTEN	A939572,ammonium,MRTFB,NR4A1,TP53,TXNIP	 	 	MYC,PNPLA2	 	 	 	 	
IND S7	chemical - kinase inhibitor	 	1	 	 	-1.387	1.51E-03	2.00E-03	IND S7	ATP5F1B,COPS8,ENO1,ETFA,FH,GLOD4,GLUD1,HNRNPL,PGK1,PSMA1,RTCB,STIP1,VDAC2	13 (1)	1	 	 	 	 	 	 	 	 	 	
NAMPT	cytokine	-0.245	1	Activated	 	3.674	1.51E-03	5.50E-03	NAMPT	AIFM1,AKR1B10,ALDH3A2,ALDH5A1,ALDH6A1,DLD,DPYD,E2F2,ETFB,HADH,HADHA,HPGD,HSD17B2,IDH3A,IDH3B,IDH3G,ITGB1,LGR5,NDUFA9,PDGFRB,PGD,SDHB,UQCRFS1,UQCRQ	24 (1)	1	FOXO4,mono-(2-ethylhexyl)phthalate	 	 	CCL20	CASP3	 	 	 	 	
LIN28B	other	-0.702	2	 	 	1.067	1.54E-03	1.08E-02	LIN28B,YAP1	ACACA,ACTG1,AURKB,CCN1,CCNA2,CDC20,CDC6,CDKN1B,Chil3/Chil4,CIT,DDAH1,DICER1,DOCK9,EEF2,EGFR,ENDOU,FASN,FLNA,FSHR,GINS1,LGR5,MCM3,MYL9,NOS2,NR5A1,P4HA1,PLK1,PROM1,PTEN,RANBP1,RRM1,RRM2,SNAI1,SORBS1,SOX2,SREBF1,SULT1E1,TAGLN,TGFBR1,TK1,TP63,TYMS,UGP2	43 (2)	2	BRD4	INSR	 	MYCN,SNAI1,YAP1	 	 	 	 	 	
hexokinase	group	 	2	 	 	0.000	1.58E-03	2.95E-02	2-deoxyglucose,D-glucose,hexokinase,mannose,SLC29A1	ABCG2,ACAA2,ACACA,ACADL,Acan,ACHE,ACO2,ACOX1,ADARB1,ADIPOR1,AKR1B1,ALDOA,ALDOC,ANO1,APP,ARNTL,ATP2B2,BACE1,CACNA1B,CANX,CAPZA1,CAT,CBR3,CCNE1,CCNG1,CDK1,CDKN1B,CDT1,COL2A1,COL4A1,CORIN,CTH,CYP24A1,DECR1,DMD,DUOX1,EIF2A,ENO1,EP300,FASN,FBP1,FKBP2,FUT1,GAPDH,GATA4,GFPT1,GLUL,GPI,GPX1,GRN,HDAC2,HSPD1,ILK,IRF8,ITGB1,KDR,LAMC1,LGR5,LRP1,MAP1LC3A,MID1IP1,MIOX,MYH11,MYL9,NCAM1,NDUFB9,NFKB1,NOS2,NPHS1,NR1I2,NR4A1,PARP1,PAX3,PC,PCCB,PCK1,PCNA,PCSK2,PDCD4,PDGFRB,PDHX,PDIA4,PDK1,PDPK1,PDX1,PGK1,PGM1,PGM2,PHB,PIGA,PIK3CA,PLCB1,PPIB,PPP2R2A,PRDX3,PRDX6,PREB,PTPRN,PYCR1,RAB3B,RPL10A,RPL3,RRM2,SARS1,SDHB,SEPHS2,SIRT5,SIRT6,SIRT7,SLC16A4,SLC25A11,SLC25A5,SLC29A1,SLC2A1,SLC35B1,SLC5A1,SLC8A1,SORBS1,SREBF1,SRM,SRPRA,SSR1,STXBP1,SUCLA2,SVIL,TAGLN,TALDO1,TK1,TP63,TPI1,UQCRC2,USO1	132 (5)	4	NR4A1	acyl-coenzyme A,Cd2+	 	 	 	 	 	 	 	
lithocholic acid	chemical - endogenous mammalian	 	2	Activated	 	3.359	1.59E-03	2.18E-02	Akt,CASP9,EPHA2,GPBAR1,lithocholic acid,Mapk,NR1I2,VDR	A2M,ABCC2,ACACA,ACE,ACOX1,ADA,ADD1,ALDH3A2,ALG9,APC,APP,ATP5F1A,BHMT,CAT,CDC20,CDK1,CDKN1B,CDT1,CLIP1,CLPTM1,COL4A1,COPS6,CPD,CPOX,CPT2,CTH,CUBN,CYP24A1,CYP27A1,CYP3A5,DCTPP1,ENTPD5,EP300,FEN1,GATA2,GATA3,GLI2,GLUD1,GLUL,GNPTAB,GRN,GSTK1,GSTM3,GSTM5,Gstm6,GUSB,H2AZ1,HIF1A,HMGCS1,HSPG2,IGF1R,IQGAP1,KCNA5,KIRREL1,LAMB2,LHCGR,LMF2,LRP2,MAGI1,MFN2,MSI1,MTTP,NASP,NCAM1,NCAPD2,NDUFB8,NDUFV1,NDUFV2,Nedd4,NOS1,NOS2,NOTCH1,NOX5,NPC1,ODC1,PCDH1,PCK1,PCNA,PDIA4,PDX1,PGD,PGRMC2,PIPOX,PLG,PLIN2,PPP1CA,PRC1,PRDM16,PTPRF,PTPRS,RAD51,RAPGEF1,RNF144A,RRM2,SCARB1,SDHB,SEMA6D,SERPINC1,SLC1A2,SLC22A5,SLC25A10,SLC2A1,SLC34A2,SLC6A15,SLC6A2,SLC7A5,SLC8A1,SLIT2,SMURF2,SNAI1,SOD2,SOX2,SREBF1,STT3A,STT3B,SULT1E1,TGFBR1,TH,TK1,TMX3,TNC,TP63,TUSC3,TYMS,UQCRC2,UTRN,WSB1,WTAP	128 (8)	8	 	 	 	APOC2,CYP3A5,LDLR,NR1H4	RARB	 	 	 	 	
HOXA4	transcription regulator	 	2	 	 	-1.622	1.60E-03	7.80E-03	HOXA4,YAP1	ACTG1,AURKB,CCN1,CCNA2,CCNE1,CDC20,CDC6,CDKN1B,Chil3/Chil4,CIT,DDAH1,DICER1,DOCK9,EGFR,ENDOU,FLNA,FSHR,GINS1,ITGB1,MCM3,MYH11,MYL9,NOS2,NR5A1,P4HA1,PLK1,PTEN,RANBP1,RRM1,RRM2,SORBS1,SULT1E1,TAGLN,TGFBR1,TK1,TP63,TYMS,UGP2	38 (2)	2	RARB,RARG	 	 	 	BIRC5,CCND1,CCND2,MYC,YAP1	 	 	 	 	
MSI2	other	-0.612	2	 	 	1.947	1.60E-03	7.20E-03	MSI2,YAP1	ACTG1,AURKB,CCN1,CCNA2,CDC20,CDC6,CDKN1B,Chil3/Chil4,CIT,DDAH1,DICER1,DOCK9,EGFR,ENDOU,FLNA,FSHR,GINS1,MCM3,MYL9,NOS2,NR5A1,NUMB,P4HA1,PLK1,PTEN,RANBP1,RRM1,RRM2,SNAI1,SORBS1,SOX2,SULT1E1,TAGLN,TGFBR1,TK1,TP63,TYMS,UGP2	38 (2)	2	 	GABA	 	MYC,SNAI1,YAP1	NUMB	 	 	 	 	
xanthine	chemical - endogenous mammalian	 	2	Activated	 	2.714	1.72E-03	4.41E-02	CASP1,CTNNB1,EGFR,Jnk,MAPK1,MAPK3,Pkc(s),SRC,xanthine	A2M,ABCB1,ABCG2,ABCG5,ACADL,ACADS,ACADVL,ACAT2,ACE,ACOX1,Actn3,ACY1,ADARB1,ALDH1A3,ANPEP,APC,APP,ARG2,ARSB,ATAD3A,ATP2A1,ATP5PO,B4GALT1,BRCA1,BZW2,CACNA1G,CAD,CAPN2,CCN1,CCNA2,CCNE1,CCT5,CDC6,CDH11,CDK1,CDK19,CDKN1B,CDX1,Chil3/Chil4,CHKA,CHST7,CKM,COL2A1,COL4A1,CPT1A,CRYAB,CSGALNACT2,CTNNA2,CTSF,CYC1,CYP24A1,DMD,DNMT1,E2F2,EGFR,ENO1,EP300,ETS1,EXOSC5,EYA2,FEN1,FGF20,FLI1,FMN2,GAPDH,GATA2,GLI2,GLS,GLUL,GRAMD1B,GRIA1,GRN,HADHA,HDC,HHEX,HIF1A,HIRA,HMGCS1,HNRNPH1,HOXA7,HPGD,HSP90B1,IGBP1,IGF1R,ILF3,IRF8,ITGAV,ITGB1,IVL,IVNS1ABP,KDR,KPNB1,KRT8,LAMA1,LGR5,LIG1,LMX1B,MAST3,MSH2,MTHFD1,MTHFR,NCAM1,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NDUFV1,NFKB1,NOS1,NOTCH1,NOX5,NPTX2,NR1D1,NR5A2,NSF,NSUN2,NUDC,NUP188,ODAD2,ODC1,ORC1,OSBPL1A,OVOL1,PA2G4,PAQR6,PARD3,PAX1,PAX3,PAX7,PAX8,PBX1,PCDH15,PCK1,PCNA,PDK1,PGM1,PLD1,PLG,PLIN2,PLK1,PPIA,PPT2,PRDM1,PRKAR1A,PROM1,PSMB6,PTCH1,PTEN,PTPRN,QKI,RAD51,RANBP1,RBBP7,RET,RETSAT,RXRA,SAMHD1,SCARB1,SDHA,SDHB,SIRT6,SLC1A2,SLC25A32,SLC2A1,SLC6A2,SLC6A4,SLC6A9,SLC7A11,SMARCC1,SMS,SNAI1,SOD2,SOX2,SPRING1,SREBF1,SRPK1,SRSF1,SUN2,TAGLN,TBP,TBXAS1,TCF7L1,TGM1,TIMM9,TNC,TNN,TP63,TTC27,TUBA4A,TUBG1,UBA1,UQCRC2,UTP18,WIF1,WNT9A,XRN2	196 (9)	9	 	 	 	CXCR4	 	 	 	 	 	
mir-122	microRNA	 	3	 	 	0.071	1.74E-03	4.73E-02	Akt,ERK,HNF4α dimer,IRS1,mir-122,NR5A2,PPARG,PPRC1,SREBF1,SREBF2,YAP1	A2M,AACS,ABCC2,ABCG2,ABCG5,ACAA2,ACACA,ACADS,ACOX1,ACTG1,ADAM10,ADD1,ALDOA,ALDOC,ALG9,AP2A1,ARG2,ARHGAP1,ARPC2,ATP5PO,ATP6V1D,AURKB,BACE1,BDH1,BRCA1,CACYBP,CAP2,CAT,CCN1,CCNA2,CCNE1,CCNG1,CDC20,CDC6,CDK1,CDKN1B,CEL,Chil3/Chil4,CIT,CLPTM1,COPS6,CORIN,CPD,CPT1A,CPT2,CS,CSAD,CTH,CTPS1,CTSL,CYP27A1,CYP4B1,DDAH1,DGKQ,DICER1,DLAT,DOCK9,ENDOU,EPHB1,EPHX1,ETS1,FASN,FBP1,FDPS,FKBP1A,FLNA,FSHR,FUT8,GATA2,GINS1,GLB1,GLI2,GNPDA2,GNPTAB,GPT,GSTK1,Gstm6,HADHA,HADHB,HES6,HIF1A,HMGCS1,HSPG2,IDH1,IGF1R,IQGAP1,IRAK4,ITGAV,ITGB1,IVD,IVNS1ABP,KCNA5,KHDRBS1,KIRREL1,LAMB2,LAMC1,LHCGR,LMF2,LMNB2,LPIN1,LRP1,MAP3K12,MARK1,MCM3,MCM6,MCM7,MDH1,MEF2C,MFN2,MIOX,MKNK2,MRTO4,MSI1,MTTP,MYL1,MYL9,NDUFB8,NDUFS2,NDUFV1,Nedd4,NOS1,NOS2,NOTCH1,NPC1,NPEPPS,NR1D1,NR2F2,NR5A1,NSF,NUDC,ODC1,P4HA1,P4HA2,PC,PCDH1,PCK1,PCNA,PDK1,PDX1,PEPD,PLG,PLIN2,PLIN4,PLK1,POSTN,PPIC,PPP2CA,PRDM16,PTCH1,PTEN,PTPN1,PTPN14,PTPRF,PTPRS,RAD51,RANBP1,RCC2,RDH11,RIMS1,RPSA,RRM1,RRM2,SCARB1,SDHB,SEMA6D,SIRT6,SLC1A2,SLC20A1,SLC22A5,SLC2A1,SLC6A15,SLC7A5,SLC8A1,SMURF2,SOD2,SORBS1,SOX2,SPTBN1,SREBF1,STT3A,STT3B,SULT1E1,TAGLN,TBXAS1,TK1,TMX3,TNC,TP63,TRIB3,TTN,TUBA1A,TUSC3,TYMS,UBR4,UGP2,UQCRC2,UTRN,VPS4A,WARS1,WTAP,YWHAE	201 (11)	11	HNF4A	acetaminophen	 	HMGCR,MVK	CCNG1,FUT8,LETM1,MAP3K12,MEF2D,PTPN14,RAD21	 	 	 	 	
PTK6	kinase	 	2	 	 	1.361	1.76E-03	4.14E-02	Akt,CBL,EGFR,ERBB3,HIF1A,IGF1R,KHDRBS1,MAPK7,PTK6,STAT3	AACS,ABCB1,ABCC4,ABCG2,ACACA,ACADS,ACE,Actn3,ACY1,ADAM10,ADAM15,ADD1,ALDH1A3,ALDOA,ALDOC,ALG9,ALPL,APP,ARG2,ATAD3A,ATP5F1B,ATP5PD,ATP7A,BACE1,BRCA1,BZW2,CAD,CAMK2D,CAT,CCN1,CCNA2,CCNC,CCNE1,CCT5,CD109,CHEK1,Chil3/Chil4,CHKA,CLCA2,CLPTM1,COL4A1,COPG2,COPS6,CPD,CPT1A,CPT2,CRYAB,CYC1,D2HGDH,DHCR24,DNMT1,E2F2,EIF4G1,ENO1,ERGIC1,ETS1,EXOSC5,EZH2,EZR,FASN,FDPS,FGL2,FSTL1,GAPDH,GATA2,GATA3,GBA,GLI2,GLS,GNPTAB,GRIN1,GRN,GSTK1,HADHA,HDC,HEXB,HIRA,HMGCS1,HNRNPH1,HOXA7,HSP90B1,HSPG2,IGBP1,IGF1R,ITGAV,ITGB1,IVNS1ABP,JMJD6,KCNA5,KDM4B,KDR,KIRREL1,KPNB1,KRT17,LAMA4,LAMB2,LHCGR,LMF2,LRP2,MAGEL2,MEF2C,MSI1,MTHFD1,MTHFR,NAE1,NDUFA10,NDUFA9,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFV1,NDUFV2,Nedd4,NFKB1,NOS1,NOS2,NPC1,NR4A1,NSF,NSUN2,NUDC,ODC1,P4HA1,P4HA2,PA2G4,PAX3,PBX1,PCDH1,PCNA,PDHA1,PDPK1,PDX1,PECR,PHB,PLG,PLK1,POLRMT,POSTN,PPIA,PPP1R9A,PRDM1,PRDM16,PRKAR1A,PRKN,PSIP1,PSMB6,PTPRF,PTPRS,QKI,RAD51,RANBP1,RASSF1,RBBP7,RBPJ,RDH11,RET,RORA,RRM2,SCARB1,SCP2,SDHA,SDHB,SESN2,SFMBT2,SLC16A4,SLC1A2,SLC22A5,SLC25A32,SLC28A2,SLC29A1,SLC6A15,SLC6A4,SLC7A11,SLC7A5,SLC8A1,SLC9B2,SMN1/SMN2,SMURF2,SOD2,SPRING1,SRD5A1,SREBF1,SRSF1,SRSF2,STAG2,STT3A,STT3B,TAGLN,TBXAS1,TGFBI,TH,TIMM9,TK1,TLN1,TLR3,TMPRSS6,TMX3,TNC,TNN,TP63,TPI1,TPO,TTN,TUBA4A,TUBG1,TUSC3,TYMS,UBA1,UTRN,WARS1,WAS,WNT4,WTAP,XPNPEP2,XRN2	216 (10)	10	HSP90AB1	 	 	 	 	 	 	 	 	
UBTD1	other	-0.352	2	Inhibited	 	-2.030	1.76E-03	6.50E-03	RHOA,UBTD1,YAP1	ACTG1,AURKB,CCN1,CCNA2,CCNE1,CDC20,CDC6,CDKN1B,Chil3/Chil4,CIT,DDAH1,DICER1,DOCK9,ECT2,EGFR,ENDOU,FLNA,FSHR,GINS1,HSPD1,MCM3,MYL9,Nedd4,NOS2,NR5A1,P4HA1,PDHA1,PLK1,PTEN,RANBP1,RHOC,RRM1,RRM2,SORBS1,SULT1E1,TAGLN,TGFBR1,TK1,TP63,TYMS,UGP2	41 (3)	2	 	 	 	 	YAP1	 	 	 	 	
mibefradil	chemical drug	 	2	 	 	1.716	1.80E-03	1.97E-02	Akt,CACNA1C,CYP3A,CYP3A4,JINK1/2,JUN,mibefradil,MYOG,REN	ACE,ACHE,ADD1,ALG9,APEX1,APP,ATP5F1A,BRCA1,CCN1,CDH11,CDK1,CDKN1B,CHST4,CKM,CLPTM1,COPS6,CPD,CPT1A,CTSL,DICER1,DNMT1,DOCK9,DROSHA,EGFR,EIF4A1,ENO1,EZH2,EZR,FASN,GATA2,GCLC,GLI2,GNPTAB,GPT,GSK3B,GSTK1,HIF1A,HMGCS1,HPGD,HSPG2,ITGAV,IVL,KCNA5,KDR,KIRREL1,LAMB2,LGR5,LHCGR,LMF2,MEF2C,MFN2,MSH2,MSI1,MTHFR,NDUFB8,NDUFV1,Nedd4,NOS1,NOS2,NOTCH1,NPC1,NR4A1,OXTR,PARP1,PCDH1,PCK1,PCNA,PDK1,PDX1,PLG,PRDM16,PTPRF,PTPRS,RAD51,RRM2,RXRA,SCARB1,SDHB,SEMA6D,SF3B3,SLC1A2,SLC22A5,SLC2A1,SLC6A15,SLC6A6,SLC7A5,SLC8A1,SMURF2,SNAI1,SNRNP70,Snrpc,SNRPN,SOX2,SREBF1,SRP19,SRSF2,STT3A,STT3B,TARBP2,TK1,TMX3,TNC,TUSC3,TYMS,UQCRC2,UTRN,WNT9A,WTAP,XPO5,XYLT1	110 (9)	8	 	 	 	 	JINK1/2	 	 	 	 	
FA2H	enzyme	 	2	Inhibited	 	-2.333	1.81E-03	6.50E-03	FA2H,YAP1	ACTG1,AURKB,CCN1,CCNA2,CDC20,CDC6,CDKN1B,Chil3/Chil4,CIT,DDAH1,DICER1,DOCK9,EGFR,ENDOU,FASN,FLNA,FSHR,GINS1,MCM3,MYL9,NOS2,NR5A1,P4HA1,PLK1,PTEN,RANBP1,RRM1,RRM2,SORBS1,SULT1E1,TAGLN,TGFBR1,TK1,TP63,TYMS,UGP2	36 (2)	2	 	 	 	INSR	YAP1	 	 	 	 	
D,L-propargylglycine	chemical reagent	 	2	Activated	 	3.308	1.88E-03	2.98E-02	CTH,D,L-propargylglycine,EGFR,ERK1/2,IGF1R,LIPE,PI3K (complex),PLIN1	ABCC4,ABCG2,ACACA,ACADL,ACADS,ACE,ACOX1,Actn3,ACY1,ADIPOR1,AKR1B10,ALPL,APP,ATAD3A,ATP1A3,ATP5F1A,ATP5F1B,ATP5PD,ATP5PO,BHMT,BRCA1,BZW2,CAD,CAPN2,CAT,CCNA2,CCNE1,CCT5,CD109,CDK1,Chil3/Chil4,CHKA,COL2A1,COL4A1,CPT2,CRYAB,CTH,E2F2,EIF2AK3,ENO1,EXOSC5,EZR,FLI1,GATA3,GCLC,GCLM,GLI2,GRN,GSTM5,HADHA,HADHB,HDC,HIF1A,HIRA,HK1,HNRNPH1,HOXA7,HPGD,HSP90B1,IGBP1,IGF1R,ITGB1,IVNS1ABP,KPNB1,KRT17,LAMA4,LHCGR,MAP2K4,MAP3K10,MAPK8IP1,MEF2C,MFN2,MTHFD1,MTHFR,NCOA2,NDUFA9,NDUFB8,NDUFB9,NDUFV2,NOS2,NOTCH1,NR4A1,NSF,NSUN2,NUDC,ODC1,PA2G4,PBX1,PC,PCK1,PCNA,PDK1,PDX1,PECR,PLIN2,PLK1,POSTN,PPIA,PRKAR1A,PRKN,PROM1,PSMB10,PTEN,RAD51,RANBP1,RBBP7,RHOC,RPL23,RPS6,RRM2,RXRA,SCARB1,SCARB2,SCP2,SDHB,SEMA6D,SFMBT2,SLC25A32,SLC2A1,SLC7A11,SMN1/SMN2,SNAI1,SOX2,SPRING1,SREBF1,SRSF1,TBP,TBXAS1,TGFBI,TH,TIMM9,TNC,TP63,TPO,TUBA4A,TUBG1,UBA1,WNT4,XRN2	139 (8)	8	 	 	 	 	 	 	 	 	 	
SFN	other	 	2	 	 	0.649	1.89E-03	2.71E-02	Akt,CASP3,caspase,CDK1,CDK2,CDKN1B,CHEK2,JUN,NR3C1,SFN	ADD1,ADH5,ALG9,ANAPC1,ANGPTL7,APEX1,APP,ARL10,ATP5F1A,CAPN2,CAT,CBR1,CCN1,CCNE1,CCNG1,CCT6A,CDC20,CDC6,CDH11,CDKN1B,CHST4,CLPB,CLPTM1,COMMD3-BMI1,COPS5,COPS6,CPD,CPT1A,CTSL,CYP27A1,CYP3A5,DICER1,DNMT1,DOCK9,DROSHA,DUOX1,EGFR,EIF4A1,ETNK2,EZH2,EZR,FKBP4,FSHR,GATA2,GATA3,GCLM,GLI2,GLUL,GNPTAB,GPT,GPX4,GRIA1,GRIA3,GRIA4,GRIN1,GRIN2C,GSK3B,GSTK1,HDAC2,HIF1A,HPGD,HSPG2,ING1,IRF8,ITGAV,IVL,KCNA5,KDR,KIRREL1,KLF13,KRT14,KRT8,LAMB2,LGR5,LHCGR,LMF2,LPIN1,MFN2,MRRF,MSH2,MSI1,MTHFR,NAV3,NDUFB8,NDUFV1,Nedd4,NOS1,NOTCH1,NPC1,NR4A1,OXTR,PCDH1,PDK1,PDX1,PES1,PLG,PPT2,PRDM16,PTEN,PTGR1,PTPRF,PTPRS,RAD51,RBL2,RRM2,RXRA,SCARB1,SDHA,SDHB,SEMA5B,SEMA6D,SERPINB9,SF3B3,SHMT1,SLC1A2,SLC22A5,SLC2A1,SLC32A1,SLC6A15,SLC6A6,SLC7A5,SLC8A1,SMURF2,SNAI1,SNRNP70,Snrpc,SNRPN,SOX2,SRP19,SRSF2,STOM,STT3A,STT3B,SYT2,TARBP2,TAT,TEKT1,TENM4,TMX3,TNC,TPH2,TUBA3E,TUBA4A,TUSC3,TYMS,UQCRC2,UTRN,WNT9A,WTAP,XPO5,XYLT1,ZNF704	152 (10)	10	5-fluorouracil,PHF1,TP53	 	 	BTG2,CHEK2	CASP3,Cyclin B	 	 	 	 	
carboplatin	chemical drug	 	2	 	 	-0.887	1.90E-03	2.84E-02	ABL1,ADORA2A,Akt,carboplatin,CASP3	A2M,ABCC2,ADD1,ALDOC,ALG9,ATP1A3,ATP5F1A,B4GALT3,BRCA1,CAMKV,CAPN2,CCNA2,CCNE1,CCT5,CDK1,CDKN1B,CLPTM1,COPS6,CPD,CPT1A,CTSL,DGKZ,EEF2,EGFR,EZH2,G3BP2,GAPDH,GATA2,GDI1,GLI2,GNPTAB,GPI,GPX2,GSTK1,GTPBP4,HSPG2,IGF1R,KCNA5,KIRREL1,LAMB2,LHCGR,LMF2,MCM3,MFN2,MSI1,NAPA,NDUFB8,NDUFV1,Nedd4,NME1,NOS1,NOTCH1,NOX5,NPC1,NR4A1,P4HB,PCDH1,PCK1,PCNA,PDX1,PLG,PMPCA,PPP1CA,PPP2CA,PPP2R1A,PRDM16,PRKAR1A,PTEN,PTPRF,PTPRS,RAB6A,RAD51,RRM2,SCARB1,SDHB,SEMA6D,SLC1A2,SLC22A5,SLC2A1,SLC34A2,SLC6A15,SLC7A5,SLC8A1,SMURF2,SNAI1,SOD2,SOX2,SPTBN1,SSRP1,STT3A,STT3B,TIMM44,TMX3,TNC,TP63,TUBB4A,TUSC3,TYMS,UQCRC2,USP5,UTRN,VPS4A,WTAP	103 (5)	5	 	 	 	CASP3,LAMC2,LGALS3,MYC	ADORA1,ADORA2A	 	 	 	 	
Huwe1	enzyme	 	3	 	 	-1.193	1.95E-03	2.22E-02	AURKB,FSH,H2AB3 (includes others),H2AX,H2AZ1,Histone H1,Histone h2a,Histone H2b,Histone h4,Huwe1,MACROH2A1,NLRP3,NSD1,SETD2,TOP1	ACADL,ALDH1A3,ANGPT1,ANGPTL6,ANK1,APP,ARPC4,ATP5F1A,ATP5F1C,AURKB,BLK,BRCA1,CAPZA1,CCN1,CCNA2,CDK7,CDKN1B,CENPI,Chil3/Chil4,CPE,DDB2,DHRS2,EGFR,ESPL1,ETS1,EZR,FASN,FSHR,GATA3,GATA4,GLB1,GSK3B,HHEX,HIP1R,ILK,ING1,KATNB1,KIF1A,LAMA1,LAMA4,LHCGR,LIG1,LIN28B,LIPH,LZTR1,MCM3,MEF2C,MMEL1,MYO6,NDUFB8,NOS2,NR4A1,NR5A1,PARP1,PCNA,PLG,PLK1,POLR2A,POLRMT,PPA1,PRKAR1A,PSIP1,PTEN,QKI,RAD51,RBPJ,RPL39,RPS6,SCARB1,SDHB,SERPINB9,SLC7A11,SMAD1,SMARCA4,SMARCD1,SOX2,SRD5A1,STIP1,TBX3,TGFBR1,TLN1,TTK,TUBA1A,TYMS,UQCRC2	85 (15)	12	 	 	 	 	Histone h2a	 	 	 	 	
oligomycin	chemical - endogenous non-mammalian	 	2	 	 	0.676	1.99E-03	4.15E-02	AKT1,AMPK,BAK1,HIF1A,MAP3K7,MAPK8,MTORC1,oligomycin,PFKFB3,PRKAA,PRKAA2,RAC1,RPS6KB1	AACS,ACACA,ACO2,ACOX1,ADAM10,ADAM15,ADARB1,AKR1B10,ALDOA,ALDOC,APOD,ATP5PO,ATP6V1E1,ATP7A,B4GALT1,BAAT,BACE1,CAMKK1,CCN1,CCNA2,CCNE1,CDK1,CKM,COL2A1,COL4A1,CPT1A,CYC1,CYLD,CYP27A1,CYP3A5,D2HGDH,DDAH1,DELE1,DHCR24,DNAJB9,DNMT1,EIF2AK3,EIF4G1,ENO1,ERGIC1,ETS1,EZR,FDPS,FSTL1,GALM,GAPDH,GATA3,GATA4,GCLC,GCLM,GCSH,GRIA3,GRIN1,GSPT1,GSTK1,GSTM5,HDAC6,HMGCS1,HNRNPL,IDH3A,IGF1R,ITGAV,JMJD6,KDM4B,KDR,KRT14,LPIN1,MDH1,MEF2C,MTHFR,MTTP,MYH10,MYH11,MYL1,NAE1,NCF2,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NDUFV1,Nedd4,NOS1,NOTCH1,NPEPL1,NR4A1,ODC1,P4HA1,P4HA2,P4HB,PAK1,PARP3,PAX3,PCNA,PDGFRB,PDHA1,PDHB,PDK1,PDPK1,PGK1,PLG,POLRMT,PPIA,PRDM16,PRKAR1A,PROM1,PTCH1,PTEN,PTPRN,QKI,RASSF1,RET,SDHA,SEMA6D,SESN2,SIRT6,SLC16A4,SLC29A1,SLC2A1,SLC6A8,SNAI1,SORL1,SOS1,SOX2,SOX6,SPRED1,SPTBN1,SRD5A1,SRP14,SRSF2,TBP,TMPRSS6,TP63,TPI1,TRHR,TTN,VCP,WNT4,XPC,YBX1	140 (13)	13	 	 	 	SESN2	CCND2	 	 	 	 	
NMI	transcription regulator	 	2	Inhibited	 	-4.503	2.02E-03	2.06E-02	CDKN2A,Jnk,NMI	A2M,ADARB1,AK1,APP,ATAD2,AURKB,BRCA1,CCNA2,CCNE1,CCNG1,CDK1,CDKN1B,CTH,DEK,DNMT1,DYNLRB1,E2F2,EHD3,ETS1,EZH2,FASN,FEN1,FLI1,FMN2,GLB1,GLS,GLUD1,GLUL,GOT2,GRIA1,GSPT1,GTF3C1,HAUS1,ITGAV,LIN9,MCM4,MCM7,MCM8,MELK,MSH2,NOS2,NR4A1,ODC1,P4HA2,PBX3,PCNA,PDGFRB,PLG,PLK1,PLSCR1,POLD2,POLD3,POSTN,PSAT1,PSMA5,PSPH,PTEN,PYCR1,RAD51,RBBP7,RFC3,RRM1,RRM2,RXRA,SHMT1,SOD2,SOX2,SREBF1,TBP,TK1,TNN,TP63,UBR7,VPS41,ZNF385A	75 (3)	3	E2F1,MYC,TLX1	 	 	 	TERT	 	 	 	 	
