© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.pink
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.pink
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446107

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.pink
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Increased Levels of Creatinine	clearance	Increased clearance of creatinine	4.61E-01	 	 	 	 	HDC,ARHGDIA,ACE	3	
Decreased Levels of Albumin	uptake	Increased uptake of albumin	4.61E-01	 	 	 	 	LRP2,FLNA,NTN1	3	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	mixed hepatocellular carcinoma	Mixed hepatocellular carcinoma	4.61E-01	 	 	 	 	RASSF1,PBRM1,IDH1	3	
Cardiac Arrythmia	paroxysmal atrial flutter	Paroxysmal atrial flutter	4.61E-01	 	 	 	 	SCN5A,KCNA5,ADRA2C	3	
Cardiac Infarction	myocardial infarction	Recurrent myocardial infarction	4.61E-01	 	 	 	 	VDR,ACE,SERPINC1	3	
Cardiac Dysfunction	right ventricular dysfunction	Right ventricular dysfunction	4.61E-01	 	 	 	 	SERPINC1,PLG,MAPKAPK2	3	
Cardiac Arteriopathy	spontaneous coronary artery disease	Spontaneous coronary artery disease	4.61E-01	 	 	 	 	HMGCR,SCARB1,ACE	3	
Renal Necrosis/Cell Death	survival	Survival of podocytes	4.61E-01	 	 	 	 	NPHS1,FAT1,KIRREL1	3	
Glomerular Injury, Renal Inflammation, Renal Nephritis	IgA nephropathy	IgA nephropathy	4.62E-01	 	 	 	 	NOS2,ABCA1,PSMD1,VDR,ACE,IL16	6	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatocellular carcinoma	Locally advanced hepatocellular carcinoma	4.62E-01	 	 	 	 	FGFR3,FGFR1,PDGFRB,BRAF,RET,TOP2B	6	
Renal Proliferation	proliferation	Proliferation of mesangial cells	4.62E-01	 	1.067	 	0.999	EGFR,PDGFRB,AKR1B1,ANGPT2,PTPN11,HSPG2	6	
Cardiac Dysfunction	left ventricular dysfunction	Left ventricular dysfunction	4.65E-01	 	-0.037	 	-0.019	TNNC1,NOX5,SMARCA4,PBX3,SCN5A,CKM,MYH11,DGCR8,DMD,EGFR,MYH7,RB1CC1,APOD,PRKG1,SOD2,EIF2AK4,MUS81,SOX9,GSK3B,SLC6A6,NPR1,HMGCR,ACTC1,SLC8A1,FKBP1A,SLC20A1,CAMK2D,GPX1,ACE,CACNB2,PRDX3,CREM,NOS1,E2F2,CPT2,LAMA4,NT5E,MIB1,NFKB1,ANGPT2,NOTCH1,ABCA1,EP300,GAA,MYH6,IGF2R,HCN4,NOS2,PBX1,PRDM16,VDR,ADRA2C,CSRP3,TTN,EIF2AK3,PDE9A	56	
Cardiac Arrythmia	syndromic arrhythmia	Syndromic arrhythmia	4.71E-01	 	 	 	 	CALM1 (includes others),ACTC1,DPP6,LAMC1,SLC22A5,CACNB2,GPD1L,SCN5A,UBR4,ABCC9,MYH11,FLNC,SIRT6,LAMA4,MYH7,FLNA,KCNA5,TBX5,RIMS1,ANK2,MYH6,COL5A1,HCN4,TTC39A,NOS1AP,PRDM16,KIF21B,TTN	28	
Renal Inflammation, Renal Nephritis	nephritis	Nephritis	4.72E-01	 	0.980	 	1.214	LRP2,TYMS,CTNS,SLC7A9,LMX1B,SMURF2,CD22,IL16,SMAD4,ARRB2,MAPKAPK2,GRN,CTSL,GPX7,PDE3A,ECHDC3,MGAT2,ARSA,EGFR,COL4A1,LSM1,RC3H1,EIF2AK4,ALDH5A1,PSMD1,Uox,LYN,NPR1,PDE4A,FKBP1A,MTHFR,ST14,ACE,ABAT,BSG,SNAI1,FAH,CYP2B6,ADAMTS6,PDE11A,E2F2,NPHS1,ARHGDIA,PDE4D,YBX1,INF2,ITGA8,SUGCT,LAMB2,SIRT1,NFKB1,ANGPT2,MARK2,ABCA1,EP300,PPIA,MYH10,GSTK1,IRAK4,PARP1,PDE8A,NOS2,TLR3,HIF1A,VDR,PTPRC	66	
Liver Hyperplasia/Hyperproliferation	hepatic adenocarcinoma	Hepatic adenocarcinoma	4.75E-01	 	 	 	 	FGFR1,PTEN,TYMS,PTCH1,PBRM1,METTL1,MAP2K1,SMAD4,APC,NBN,TUBB2A,RRM2,TUBA1A,TUBA3C/TUBA3D,EGFR,TUBB4A,BRAF,RRM1,PSMD1,TUBA4A,BRCA2,IDH1,ALDH1A3,AURKB,BAP1	25	
Liver Cirrhosis, Liver Fibrosis	primary biliary cirrhosis	Primary biliary cirrhosis	4.79E-01	 	 	 	 	SLC4A2,FGFR3,FGFR1,PDGFRB,ABCB10,ABCC4,NOTCH1,DLG1,JAG1,PTCH1,NR4A1,HMGCR,ITGA6,PPIA,ABCC1,JAG2,ABCG2,NOTCH2,BSG,ALPL,NOS2,TLR3	22	
Cardiac Arrythmia, Tachycardia	tachycardia	Tachycardia	4.79E-01	 	-1.000	 	-0.936	ACHE,MYH7,ANGPT2,CALM1 (includes others),RAPGEF4,KCNA5,TBX5,SLC8A1,ATP1A3,SLC6A2,ANK2,PLA2G6,CACNB2,HCN4,SCN5A,ABCC9,PTPN11,ASPH,ADRA2C,SLC6A4,LAMA4,TTN	22	
Liver Hyperplasia/Hyperproliferation	liver tumor	Metastatic liver tumor	4.83E-01	 	 	 	 	TOP1,FGFR3,FGFR1,EGFR,PDGFRB,TYMS,RET,MAP2K1,SULT1E1,BSG,TOP2B,TUBB4A,TUBB2A,RRM2,TUBA1A,BRAF,RRM1,TUBA4A,TUBA3C/TUBA3D	19	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy	Dilated cardiomyopathy	4.90E-01	 	 	 	 	SQSTM1,TNNC1,DPP6,SLC2A8,GLRX5,SUCLG1,SLC25A11,GPD1L,SDHB,SCN5A,DICER1,ABCC9,CKM,MYH11,FLNC,DGCR8,DMD,MYH7,CRYAB,RB1CC1,ANK3,IGF1R,SOD2,ZMPSTE24,VDAC2,AIFM1,BCL2L1,SLC25A1,SLC6A6,NPR1,ACTC1,SLC8A1,FKBP1A,FASN,CAMK2D,TSFM,GPX1,ACE,CACNB2,XYLT1,TOP2B,DNAJC19,TPI1,NOS1,PTPN11,SLC6A8,GATA4,PGK1,ADGRD1,LAMA4,MIB1,ATP6V1E1,SIRT1,FRRS1,ACADVL,DHX36,TNNI3K,TBX5,PPP1CA,EP300,SDHA,SRSF2,ANK2,ABCC1,GAA,MYH6,ZBTB17,RGS12,IGF2R,HCN4,IRAK4,GNAS,PRDM16,SYNE1,GATAD1,SLC6A4,CSRP3,TTN,RAC1,PDE9A	80	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatocellular carcinoma	Child-Pugh class A hepatocellular carcinoma	4.93E-01	 	 	 	 	FGFR3,FGFR1,PDGFRB,POLA1,TYMS,HMGCR,RET,POLD1,CHD1,CA13,TOP2B,BRAF,CA4	13	
Cardiac Arteriopathy	coronary artery disease	Coronary artery disease	4.99E-01	 	 	 	 	SQSTM1,ADA,MYO3B,CNGB3,SAMD4A,ACAT2,GUCY1B1,SCARB1,GUCY1A1,ITGB2,LRP8,PBX3,WWOX,GSTO1,SUPV3L1,SMG6,PDE3A,LRP6,LRP1,MTARC1,DOCK9,KCNA5,FAM107B,ALDH5A1,PRCP,ABCB1,NPR1,PDE4A,OGDH,HMGCR,SLC8A1,ACE,SLC29A1,DISP1,SERPINC1,TPTE2,ARNTL,PDE11A,PDE4D,EIF4A3,ITGA8,CNTNAP5,PLXNA2,NFKB1,BPTF,NPC1L1,ABCA1,ABCG1,ADARB2,KIAA0319L,PDE8A,NOS2,SOAT1,CTNNBL1,AADAT	55	
Liver Inflammation/Hepatitis	acute hepatitis	Acute hepatitis	5.01E-01	 	 	 	 	ALPL,PDE8A,ADK,PDE11A,PDE4A,ALPI,PDE4D,PDE3A,NAGLU,CASP7	10	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatocellular carcinoma	Primary hepatocellular carcinoma	5.01E-01	 	 	 	 	FGFR3,FGFR1,CDK5RAP3,PDGFRB,BRAF,RET,ILF3,FASN,ILF2,ADAM10	10	
Cardiac Enlargement	right ventricular hypertrophy	Right ventricular hypertrophy	5.01E-01	 	 	 	 	ADA,PBX1,ABCA1,PRKG1,GUCY1A1,SLC6A4,GAA,SIRT1,MAPKAPK2,PBX3	10	
Cardiac Dysfunction	systolic dysfunction	Systolic dysfunction	5.01E-01	 	0.130	 	0.185	SOX6,NFKB1,TNNC1,HMGCR,TARBP2,SLC2A1,ACE,PGAM2,CACNB2,EIF2AK3	10	
Degeneration of liver	degeneration	Degeneration of liver	5.11E-01	 	0.649	 	0.799	GSK3B,RB1CC1,XRCC5,ADAMTS3,SERPINC1,PHYH,TBK1	7	
Renal Proliferation	proliferation	Proliferation of glomerular cells	5.11E-01	 	1.432	 	1.414	EGFR,PDGFRB,AKR1B1,ANGPT2,CDKN1B,PTPN11,HSPG2	7	
Cardiac Fibrosis	interstitial fibrosis	Interstitial fibrosis of heart	5.25E-01	 	-0.832	 	-0.802	NFKB1,ANGPT2,NPR1,PAK1,NOX5,ACTC1,CAMK2D,GPX1,PTK2,PRDX3,IGF1R,NOS2,CSRP3,SIRT7	14	
Liver Hyperplasia/Hyperproliferation	intrahepatic bile duct cancer	Intrahepatic bile duct cancer	5.27E-01	 	 	 	 	TOP1,FGFR1,EGFR,PTEN,TYMS,PTCH1,PBRM1,METTL1,MAP2K1,SMAD4,APC,TUBB4A,TUBB2A,RRM2,TUBA1A,BRAF,RRM1,PSMD1,TUBA4A,BRCA2,IDH1,ALDH1A3,TUBA3C/TUBA3D,BAP1	24	
Glomerular Injury, Renal Necrosis/Cell Death	apoptosis	Apoptosis of mesangial cells	5.28E-01	 	-0.343	 	-0.363	SOD2,CDKN1B,ITGB1,KAT5	4	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	primary hepatocellular carcinoma	BCLC stage B primary hepatocellular carcinoma	5.28E-01	 	 	 	 	FGFR1,PDGFRB,BRAF,RET	4	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	primary hepatocellular carcinoma	BCLC stage C primary hepatocellular carcinoma	5.28E-01	 	 	 	 	FGFR1,PDGFRB,BRAF,RET	4	
Cardiac Arrythmia, Tachycardia	catecholaminergic polymorphic ventricular tachycardia type 1	Catecholaminergic polymorphic ventricular tachycardia type 1	5.28E-01	 	 	 	 	SCN5A,CALM1 (includes others),ANK2,LAMA4	4	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	advanced hepatocellular carcinoma	Child-Pugh class B advanced hepatocellular carcinoma	5.28E-01	 	 	 	 	FGFR3,FGFR1,TYMS,RET	4	
Liver Inflammation/Hepatitis	chronic hepatitis B	Chronic hepatitis B	5.28E-01	 	 	 	 	ADK,POLA1,RASSF1,POLD1	4	
Cardiac Damage	damage	Damage of cardiac muscle	5.28E-01	 	-0.025	 	0.013	ANGPT2,HADHA,LAMA4,PIM3	4	
Cardiac Dysfunction	dysfunction	Dysfunction of left ventricle	5.28E-01	 	1.000	 	1.058	NFKB1,CREM,EIF2AK3,DGCR8	4	
Cardiac Enlargement	enlargement	Enlargement of atrium	5.28E-01	 	 	 	 	GSK3B,CREM,RRM1,ACTC1	4	
Liver Hyperplasia/Hyperproliferation	hepatosplenic gamma-delta T-cell lymphoma	Hepatosplenic gamma-delta T-cell lymphoma	5.28E-01	 	 	 	 	NCAM1,INO80,STAT5B,GZMB	4	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatocellular carcinoma	Inoperable hepatocellular carcinoma	5.28E-01	 	 	 	 	FGFR1,PDGFRB,BRAF,RET	4	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatocellular carcinoma	Intermediate disease stage hepatocellular carcinoma	5.28E-01	 	 	 	 	FGFR1,PDGFRB,BRAF,RET	4	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatocellular carcinoma	Local hepatocellular carcinoma	5.28E-01	 	 	 	 	FGFR1,PDGFRB,BRAF,RET	4	
Congenital Heart Anomaly	Shprintzen syndrome	Shprintzen syndrome	5.28E-01	 	 	 	 	SLC6A3,SLC6A2,ADRA2C,SLC6A4	4	
Cardiac Arteriopathy	variant angina	Variant angina	5.28E-01	 	 	 	 	AMY2A,AMY2B,HMGCR,CACNB2	4	
Liver Hypoplasia	hypoplasia	Liver Hypoplasia	5.36E-01	Increased	2.728	 	2.918	ARIH2,PBX1,MAFK,TSC2,ARHGAP1,SLC20A1,YBX1,ERN1,ARF6,SPEN,MBTD1	11	
Renal Enlargement	nephromegaly	Nephromegaly	5.36E-01	 	 	 	 	FAH,GRN,PDGFRB,PDPK1,NPR1,E2F2,CAT,PLXNB1,PLG,IGF2R,LYN	11	
Liver Hyperplasia/Hyperproliferation	primary liver cancer	Primary liver cancer	5.36E-01	 	 	 	 	FGFR3,FGFR1,CDK5RAP3,PDGFRB,BRAF,HPSE,RET,ILF3,FASN,ILF2,ADAM10	11	
Renal Necrosis/Cell Death	cell viability	Cell viability of kidney cell lines	5.42E-01	 	-0.704	 	-0.632	UBE2J1,NCLN,THOC1,PTEN,GALNS,RET,ALG5,SIN3B,EMC3,PTGR1,HYOU1,SIRT1,PRKCE,EMC1,RPS6KB2,UBE2G2,SGPL1,PAK1,EZR,PPIA,APP,SLC2A1,SLC35C1,PTK2,ABCG2,BCL6,SLC22A3,RASD2,SLC22A1,GATAD1,CCDC47,SYVN1,NOP58,BCL2L1,UBA5,STT3B,FGD1,RAC1	38	
Liver Hyperplasia/Hyperproliferation	liver cancer	Metastatic liver cancer	5.43E-01	 	 	 	 	TOP1,FGFR3,FGFR1,EGFR,PDGFRB,TYMS,RET,MAP2K1,BSG,TOP2B,TUBB4A,TUBB2A,RRM2,TUBA1A,BRAF,RRM1,TUBA4A,TUBA3C/TUBA3D	18	
Liver Inflammation/Hepatitis	infection	Infection by hepatitis B virus	5.51E-01	 	 	 	 	EGFR,ADK,NOS2,POLA1,RASSF1,POLD1,AP2A1,STAM	8	
Glomerular Injury, Renal Damage	injury	Injury of renal glomerulus	5.51E-01	 	-0.426	 	-0.414	KCNMA1,GRN,ANGPT2,SREBF1,DICER1,FKBP1A,CYP2J2,ERN1	8	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	hepatocellular carcinoma	Progressive hepatocellular carcinoma	5.51E-01	 	 	 	 	FGFR3,FGFR1,PDGFRB,BRAF,SREBF1,RET,FRK,DDR2	8	
Congenital Heart Anomaly	single ventricle defect	Single ventricle defect	5.51E-01	 	 	 	 	TUBB4A,TUBB2A,TUBA1A,GNA11,FLNA,TUBA4A,HEY1,TUBA3C/TUBA3D	8	
Liver Cholestasis	intrahepatic cholestasis	Intrahepatic cholestasis	5.68E-01	 	 	 	 	LIPA,ADA,RDH16,SREBF1,ABCC2,HMGCR,ABCG1,SLC35B1,SLC27A4,HDLBP,ABCG2,SLC22A1,BAAT,UGP2,GPX2,UQCRFS1,SCP2,MGST3,CYP27A1	19	
Cardiac Fibrosis	fibrosis	Fibrosis of myocardium	5.75E-01	 	1.000	 	1.077	NFKB1,GNAS,NPR1,ITGB1,VDR	5	
Cardiac Inflammation	pericarditis	Pericarditis	5.75E-01	 	 	 	 	TUBB4A,TUBB2A,TUBA1A,TUBA4A,TUBA3C/TUBA3D	5	
Cardiac Enlargement	right ventricular dilatation	Right ventricular dilatation	5.75E-01	 	 	 	 	SOD2,NPR1,FKBP1A,GAA,IGF2R	5	
Cardiac Dysfunction, Heart Failure	systolic heart failure	Systolic heart failure	5.75E-01	 	 	 	 	TNNC1,HMGCR,SLC2A1,ACE,CACNB2	5	
Cardiac Infarction	non-ST elevation myocardial infarction	Non-ST elevation myocardial infarction	5.85E-01	 	 	 	 	TUBB4A,ITGA2B,TUBB2A,TUBA1A,HMGCR,TUBA4A,SLC29A1,SERPINC1,TUBA3C/TUBA3D	9	
Hepatocellular carcinoma, Liver Hyperplasia/Hyperproliferation	recurrent hepatocellular carcinoma	Recurrent hepatocellular carcinoma	5.85E-01	 	 	 	 	FGFR3,RRM2,FGFR1,ADK,RRM1,HMGCR,HNRNPAB,RET,BSG	9	
Cardiac Dilation, Cardiac Enlargement	3-methylglutaconic aciduria type 5	3-methylglutaconic aciduria type 5	5.92E-01	 	 	 	 	DNAJC19	1	
Liver Cholestasis	accumulation	Accumulation of taurocholic acid	5.92E-01	 	 	 	 	VDR	1	
Hepatocellular Peroxisome Proliferation	activation	Activation of PPARA in liver cells	5.92E-01	 	 	 	 	PLIN2	1	
Cardiac Pulmonary Embolism	acute deep vein thrombosis with pulmonary embolism	Acute deep vein thrombosis with pulmonary embolism	5.92E-01	 	 	 	 	SERPINC1	1	
Liver Inflammation/Hepatitis	acute inflammation	Acute inflammation of liver	5.92E-01	 	 	 	 	TLR3	1	
Cardiac Infarction	acute periprocedural myocardial infarction	Acute periprocedural myocardial infarction	5.92E-01	 	 	 	 	SLC29A1	1	
Glomerular Injury, Renal Inflammation, Renal Nephritis	acute proliferative glomerulonephritis	Acute proliferative glomerulonephritis	5.92E-01	 	 	 	 	MAPKAPK2	1	
Cardiac Pulmonary Embolism	acute submassive pulmonary embolism	Acute submassive pulmonary embolism	5.92E-01	 	 	 	 	PLG	1	
Liver Adhesion	adhesion	Adhesion of hepatocytes	5.92E-01	 	 	 	 	KRT8	1	
Heart Failure	chronic heart failure	Advanced chronic heart failure	5.92E-01	 	 	 	 	TNNC1	1	
Liver Cirrhosis	cirrhosis	Advanced stage cirrhosis	5.92E-01	 	 	 	 	F5	1	
Liver Cirrhosis, Liver Fibrosis	alcoholic cirrhosis	Alcoholic cirrhosis	5.92E-01	 	 	 	 	NOSTRIN	1	
Cardiac Necrosis/Cell Death	apoptosis	Apoptosis of HCASMC cells	5.92E-01	 	 	 	 	PTEN	1	
Cardiac Necrosis/Cell Death	apoptosis	Apoptosis of left ventricle	5.92E-01	 	 	 	 	GSK3B	1	
Liver Proliferation	growth	Arrest in growth of hepatocytes	5.92E-01	 	 	 	 	CCNE1	1	
Cardiac Damage	cardiotoxicity	Asymptomatic stage cardiotoxicity	5.92E-01	 	 	 	 	TOP2B	1	
Cardiac Dysfunction	left ventricular dysfunction	Asymptomatic stage left ventricular dysfunction	5.92E-01	 	 	 	 	ACE	1	
Cardiac Arrythmia	atrial fibrillation with embolism	Atrial fibrillation with embolism	5.92E-01	 	 	 	 	SERPINC1	1	
Cardiac Enlargement	atrial hypertrophy	Atrial hypertrophy	5.92E-01	 	 	 	 	CREM	1	
Congenital Heart Anomaly	atrial septal defect type 1	Atrial septal defect type 1	5.92E-01	 	 	 	 	TBX5	1	
Congenital Heart Anomaly	atrial septal defect type 2	Atrial septal defect type 2	5.92E-01	 	 	 	 	GATA4	1	
Congenital Heart Anomaly	atrial septal defect type 3	Atrial septal defect type 3	5.92E-01	 	 	 	 	MYH6	1	
Congenital Heart Anomaly	atrial septal defect type 5	Atrial septal defect type 5	5.92E-01	 	 	 	 	ACTC1	1	
Congenital Heart Anomaly	atrioventricular septal defect type 4	Atrioventricular septal defect type 4	5.92E-01	 	 	 	 	GATA4	1	
Renal Inflammation, Renal Nephritis	atypical nephropathic cystinosis	Atypical nephropathic cystinosis	5.92E-01	 	 	 	 	CTNS	1	
Cardiac Arteriopathy	autosomal dominant coronary artery disease type 2	Autosomal dominant coronary artery disease type 2	5.92E-01	 	 	 	 	LRP6	1	
Nephrosis	Finnish congenital nephrotic syndrome	Autosomal recessive Finnish congenital nephrotic syndrome	5.92E-01	 	 	 	 	NPHS1	1	
Nephrosis	nephronophthisis type 2	Autosomal recessive nephronophthisis type 2	5.92E-01	 	 	 	 	INVS	1	
Renal Dysplasia	renal tubular dysgenesis	Autosomal recessive renal tubular dysgenesis	5.92E-01	 	 	 	 	ACE	1	
Liver Hyperplasia/Hyperproliferation	beta-catenin activating mutation positive hepatocellular adenoma	Beta-catenin activating mutation positive hepatocellular adenoma	5.92E-01	 	 	 	 	GLUL	1	
Cardiac Hemorrhaging	bleeding	Bleeding of pericardium	5.92E-01	 	 	 	 	DICER1	1	
Glomerular Injury	bleeding	Bleeding of renal glomerulus	5.92E-01	 	 	 	 	PDGFRB	1	
Cardiac Arrythmia	Brugada syndrome type 2	Brugada syndrome type 2	5.92E-01	 	 	 	 	GPD1L	1	
Cardiac Arrythmia	Brugada syndrome type 4	Brugada syndrome type 4	5.92E-01	 	 	 	 	CACNB2	1	
Cardiac Arrythmia	brugada syndrome type 8	Brugada syndrome type 8	5.92E-01	 	 	 	 	HCN4	1	
Cardiac Arrythmia	Brugada syndrome type 9	Brugada syndrome type 9	5.92E-01	 	 	 	 	LAMA4	1	
Cardiac Arrythmia, Tachycardia	catecholaminergic polymorphic ventricular tachycardia type 4	Catecholaminergic polymorphic ventricular tachycardia type 4	5.92E-01	 	 	 	 	CALM1 (includes others)	1	
Liver Inflammation/Hepatitis	chronic inflammation	Chronic inflammation of liver	5.92E-01	 	 	 	 	SIRT6	1	
Liver Inflammation/Hepatitis	chronic persistent hepatitis	Chronic persistent hepatitis	5.92E-01	 	 	 	 	THOP1	1	
Renal Proliferation	contact growth inhibition	Contact growth inhibition of kidney cell lines	5.92E-01	 	 	 	 	ABCG2	1	
Renal Damage	contrast-induced acute kidney injury	Contrast-induced acute kidney injury	5.92E-01	 	 	 	 	HMGCR	1	
Liver Cirrhosis, Liver Fibrosis	cryptogenic cirrhosis	Cryptogenic cirrhosis	5.92E-01	 	 	 	 	KRT8	1	
Cardiac Damage	damage	Damage of myocardium	5.92E-01	 	 	 	 	ANGPT2	1	
Renal Damage	damage	Damage of peritubular capillary	5.92E-01	 	 	 	 	NTN1	1	
Congenital Heart Anomaly	deafness, congenital heart defects, and posterior embryotoxon	Deafness, congenital heart defects, and posterior embryotoxon	5.92E-01	 	 	 	 	JAG1	1	
Degeneration of liver	degeneration	Degeneration of hepatocytes	5.92E-01	 	 	 	 	XRCC5	1	
Renal Degeneration	degeneration	Degeneration of renal tubular epithelial cells	5.92E-01	 	 	 	 	ARHGDIA	1	
Liver Hyperplasia/Hyperproliferation	formation	Delay in initiation of formation of liver tumor	5.92E-01	 	 	 	 	CCNA2	1	
Glutathione Depletion In Liver	depletion	Depletion of glutathione in liver	5.92E-01	 	 	 	 	GPX1	1	
Renal Depletion	depletion	Depletion of podocytes	5.92E-01	 	 	 	 	ERN1	1	
Congenital Heart Anomaly	developmental cardiac valvular defect	Developmental cardiac valvular defect	5.92E-01	 	 	 	 	PLD1	1	
Liver Inflammation/Hepatitis, Liver Steatosis	diet-induced nonalcoholic steatohepatitis	Diet-induced nonalcoholic steatohepatitis	5.92E-01	 	 	 	 	MFN2	1	
Cardiac Arrythmia, Congenital Heart Anomaly	digenic long QT syndrome 3/6	Digenic long QT syndrome 3/6	5.92E-01	 	 	 	 	SCN5A	1	
Cardiac Enlargement	digenic midventricular hypertrophic cardiomyopathy	Digenic midventricular hypertrophic cardiomyopathy	5.92E-01	 	 	 	 	MYH7	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy 1R	Dilated cardiomyopathy 1R	5.92E-01	 	 	 	 	ACTC1	1	
Cardiac Arrythmia, Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy 1e	Dilated cardiomyopathy 1e	5.92E-01	 	 	 	 	SCN5A	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy 1g	Dilated cardiomyopathy 1g	5.92E-01	 	 	 	 	TTN	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy 1m	Dilated cardiomyopathy 1m	5.92E-01	 	 	 	 	CSRP3	1	
Cardiac Arrythmia, Cardiac Dilation, Cardiac Enlargement, Tachycardia	dilated cardiomyopathy 1o	Dilated cardiomyopathy 1o	5.92E-01	 	 	 	 	ABCC9	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy 1z	Dilated cardiomyopathy 1z	5.92E-01	 	 	 	 	TNNC1	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy 3B	Dilated cardiomyopathy 3B	5.92E-01	 	 	 	 	DMD	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy type 1EE	Dilated cardiomyopathy type 1EE	5.92E-01	 	 	 	 	MYH6	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy type 1GG	Dilated cardiomyopathy type 1GG	5.92E-01	 	 	 	 	SDHA	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy type 1II	Dilated cardiomyopathy type 1II	5.92E-01	 	 	 	 	CRYAB	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy type 1JJ	Dilated cardiomyopathy type 1JJ	5.92E-01	 	 	 	 	LAMA4	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy type 1LL	Dilated cardiomyopathy type 1LL	5.92E-01	 	 	 	 	PRDM16	1	
Cardiac Dilation, Cardiac Enlargement	dilated cardiomyopathy type 2B	Dilated cardiomyopathy type 2B	5.92E-01	 	 	 	 	GATAD1	1	
Cardiac Damage, Cardiac Dilation, Cardiac Enlargement	doxorubicin induced cardiomyopathy	Doxorubicin induced cardiomyopathy	5.92E-01	 	 	 	 	TOP2B	1	
Liver Hyperbilirubinemia	Dubin-Johnson syndrome	Dubin-Johnson syndrome	5.92E-01	 	 	 	 	ABCC2	1	
Renal Dysfunction	dysfunction	Dysfunction of podocytes	5.92E-01	 	 	 	 	ANGPT2	1	
Glomerular Injury, Renal Dysplasia	dysplasia	Dysplasia of podocytes	5.92E-01	 	 	 	 	LMX1B	1	
Cardiac Dysplasia	dysplasia	Dysplasia of right ventricle	5.92E-01	 	 	 	 	RPSA	1	
Cardiac Arrythmia	early repolarization syndrome	Early repolarization syndrome	5.92E-01	 	 	 	 	CACNB2	1	
Liver Hyperplasia/Hyperproliferation	liver cancer	Early stage liver cancer	5.92E-01	 	 	 	 	SIRT6	1	
Congenital Heart Anomaly	early-onset myopathy with fatal cardiomyopathy	Early-onset myopathy with fatal cardiomyopathy	5.92E-01	 	 	 	 	TTN	1	
Cardiac Enlargement	enlargement	Enlargement of left atrium	5.92E-01	 	 	 	 	ACTC1	1	
Cardiac Enlargement	enlargement	Enlargement of right atrium	5.92E-01	 	 	 	 	ACTC1	1	
Renal Inflammation, Renal Nephritis	epstein syndrome	Epstein syndrome	5.92E-01	 	 	 	 	MYH10	1	
Congenital Heart Anomaly	familial Ebstein anomaly	Familial Ebstein anomaly	5.92E-01	 	 	 	 	MYH7	1	
Cardiac Arrythmia	familial atrial fibrillation type 10	Familial atrial fibrillation type 10	5.92E-01	 	 	 	 	SCN5A	1	
