© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	Amb_vs_Low
Date	Mon Apr 11 14:50:28 PDT 2022
Analysis ID	39401804

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Low
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Amb_vs_Low	 	GPX1	0.414	enzyme	 	-0.555	 	-0.153	-0.214	2.55E-05	CAT,GPX2,GPX4,NDUFB8,PRDX6,SOD2,UQCRC2	GPX1,H2AX	
Amb_vs_Low	 	NR4A1	-0.404	ligand-dependent nuclear receptor	Inhibited	-2.896	 	-0.104	-2.404	4.21E-05	ACLY,ALDOA,ATP5F1A,ATP5F1B,CCND1,DLST,EHF,ENO1,EP300,FBP1,GSTM5,IDH3A,MDH1,MDH2,NDUFA10,NDUFA7,NDUFS1,NDUFS7,PCNA,PDHA1,PGAM2,PGK1,PGM1,SUCLG1,UQCRFS1,UQCRQ	CEBPA,CTNNB1,D-glucose,E2F1,E2F4,FOXM1,HIF1A,Insulin,MYC,NR4A1,PDX1,PPARD,PPARG,PPARGC1A,RB1,SIRT1,SREBF2,TP53	
Amb_vs_Low	 	Hbb-b1	 	transporter	Activated	2.714	bias	0.373	1.478	5.17E-05	ATP5F1C,ATP5PO,CYC1,NDUFA7,NDUFA9,NDUFB8,NDUFB9,NDUFS7,NDUFV2,RET,UQCRC2	 	
Amb_vs_Low	 	NFU1	 	other	Inhibited	-2.530	 	0.000	-2.530	6.54E-05	ATP5F1A,ATP5F1B,ATP5F1C,ATP5PD,ATP5PO,NDUFS1,PRDX3,UQCRC2,UQCRFS1,VDAC2	 	
Amb_vs_Low	 	medroxyprogesterone acetate	 	chemical drug	Activated	4.487	bias	0.347	2.293	7.39E-05	ACTG1,ADCY1,ALDH2,ALDH3A2,ARPC1B,BRIP1,CCN1,CCNA2,CCND1,CDK1,CTSL,DDOST,FGFR1,FLNC,GLB1,GLUL,GUCY1B1,GUSB,HDAC2,HGSNAT,ITGA8,ITGB2,LGMN,LIPA,MANBA,MCM3,MCM4,MCM5,MCM7,NPC1,NPR1,PAK1,PCNA,PLAAT4,PPT1,ROBO1,RPN1,SMPD1,SMS,SPRED1,STT3A,VCL	E2F1,Nuclear factor 1,RB1,TP53,beta-estradiol,estrogen,medroxyprogesterone acetate	
Amb_vs_Low	 	LONP1	0.187	peptidase	 	1.322	 	-0.084	1.580	7.44E-05	ATP5F1A,ETFB,GARS1,GATB,IDH3A,MCEE,MDH2,MRPS31,NDUFS7,P4HB,SOD2,TUFM,UQCRFS1,VDAC2	 	
Amb_vs_Low	 	Immunoglobulin	 	complex	 	0.812	 	-0.092	1.208	9.12E-05	ACBD5,ACLY,ALDOA,ANPEP,ARRDC2,ATP5F1A,ATP5F1B,CAMK2D,CCNA2,CDK1,CLCA1,CTBS,CTH,DLST,EIF2A,ENO1,FBP1,GPX1,GUSB,IDH3A,ITGB2,LAMC1,LGMN,LIPA,MDH1,MDH2,MGST3,NDUFA10,NDUFA7,NDUFS1,NDUFS7,NOTCH2,NPHS1,PDHA1,PGAM2,PGK1,PGM1,PLIN4,RPS11,RPS3,RPS9,SCP2,SOD2,SORL1,SUCLG1,SUPT5H,TGFBR1,UQCRFS1,UQCRQ	CTNNB1,E2F1,E2F4,FOXM1,HIF1A,Immunoglobulin,NR4A1,PPARG,PPARGC1A,RB1,RBL1,RORC,TBX2,TP53	
Amb_vs_Low	 	Esrra	-0.038	transcription regulator	 	1.004	 	0.171	0.396	1.05E-04	ACADL,ACOX1,ALDOA,ALDOC,ATP5F1B,ATP5PB,ATP5PO,BDH1,CYC1,ECH1,ENO1,FBP1,IDH3A,PGAM2,PGM1	ESRRG,Esrra,HIF1A,PPARD,PPARG,PPARGC1A,TP53	
Amb_vs_Low	 	pirinixic acid	 	chemical toxicant	Activated	3.833	bias	0.344	1.905	1.28E-04	ACAA2,ACADL,ACOX1,ALDH3A2,ALDOC,ASL,CAT,CCNA2,CCND1,CCT6A,CDK1,CYP3A5,DAD1,ECH1,FBP1,FEN1,GAPDH,GLUL,GOT2,GRHPR,GSTM3,HADHA,HSD17B4,MGST3,MTTP,NPC1,NPC2,PAICS,PCNA,PGM1,PLIN2,PLIN4,PSMC2,RORA,SC5D,SCP2,Slc22a21,TKTL2,TUFM,VPS29	CEBPA,PPARA,PPARD,PPARG,PPARGC1A,RBL1,TP53,pirinixic acid	
Amb_vs_Low	 	Insulin	 	group	Activated	3.683	 	0.230	2.405	1.43E-04	ACLY,ACOX1,ACTC1,ALAD,ALDOA,ARG2,BDH1,CCND1,CCT2,CCT4,CCT5,CCT6A,CDK8,CKM,CTH,CYP3A7-CYP3A51P,DNAJA2,ETFA,GAPDH,GUCY2C,HSD17B4,IDE,IDH1,LRP1,MCM6,MCM7,MDH2,MTTP,NDUFB9,NDUFS1,NDUFS2,NPR1,P4HB,PCNA,PDHA1,PGK1,PLIN2,PPIB,PRDX6,RGN,RPL32,RRM1,SLC25A5,SOD2,TGFBI,TRPC5,UQCRC2,UQCRQ	CTNNB1,D-glucose,HIF1A,INSR,Insulin,LEP,MTOR,MYC,PDX1,PPARD,PPARG,PPARGC1A,RB1,SIRT1,TP53	
Amb_vs_Low	 	BMS-690514	 	chemical drug	Inhibited	-3.000	bias	-0.352	-1.944	1.46E-04	CCND1,CDK1,CTSF,MCM3,MCM4,MCM5,MCM6,MCM7,PCNA	 	
Amb_vs_Low	 	PSEN1	-0.066	peptidase	 	-0.603	 	-0.128	-0.333	1.51E-04	ACTG1,ALDOA,AMY2A,ATP1A3,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PD,CAMK2D,CCND1,CHRNA7,CS,CTSC,EEF1G,ENO1,Folh1,GAPDH,GOT2,IDE,L1CAM,LRP1,LRP1B,NME1,PAK1,PGK1,PRDX6,RPGR,SUCLG1,TPI1,TUBA1B,TUBA3E,TUBB2B,TUFM,UQCRQ	 	
Amb_vs_Low	 	PKM	 	kinase	Activated	2.746	 	0.197	2.018	1.55E-04	ACLY,ACOX1,ALDOA,CCND1,ENO1,FBP1,FH,GAPDH,NDUFB8,PDHA1,PGAM2,PGLS,TGFBR1,UQCRC2	CTNNB1,E2F1,E2F4,FOXM1,HIF1A,PKM,PPARG,PPARGC1A,RB1,TP53	
Amb_vs_Low	 	rosiglitazone	 	chemical drug	 	1.388	bias	0.275	-0.093	1.57E-04	ACAA2,ACADL,ACLY,ACOX1,ADA,CAT,CCKAR,CCND1,CKM,CS,ECH1,ETFA,GAPDH,HPGDS,IDH1,IDH3A,LRP1,MCM6,MCM7,MDH2,NDUFS1,NDUFS2,NPHS1,PCNA,PDHA1,PHYH,PLA2G15,PLIN2,POU2F1,RORA,SOD2,UQCRC2,UQCRQ	CEBPA,D-glucose,ESRRG,Esrra,HIF1A,Insulin,LEP,MYC,PDX1,PPARA,PPARD,PPARG,PPARGC1A,RB1,SIRT1,SREBF2,TP53,rosiglitazone	
Amb_vs_Low	 	nitrofurantoin	 	chemical drug	 	1.265	 	0.085	0.917	1.65E-04	A2M,ACOX1,ACTG1,ASL,CAT,CCND1,COL2A1,GPX2,GSTM3,HSD17B4,PCNA,RPL13,RPL27,RPS8,RPS9,SCP2,TYMS	 	
Amb_vs_Low	 	8-bromo-cAMP	 	chemical reagent	Activated	4.206	bias	0.400	1.579	1.70E-04	ACE,ACOX1,ACTG1,ADCY1,ALDH2,ALDH3A2,ARG2,ARPC1B,CCNA2,CCND1,CDK1,CTSL,DDOST,FGFR1,FLNC,FSHR,GLB1,GLUL,GUCY1B1,GUSB,HDAC2,HGSNAT,ITGA8,LGMN,LHCGR,LIPA,MANBA,MCM3,MCM4,MCM5,MCM7,NFYC,NPC1,NPR1,PAK1,PCNA,PPT1,RPN1,RRM1,SMPD1,SMS,SPRED1,STT3A,VCL	8-bromo-cAMP,Akt,CTNNB1,HIF1A,LEP,Nuclear factor 1,PPARA,PPARG,RB1,TP53,beta-estradiol,dehydroepiandrosterone sulfate,progesterone	
Amb_vs_Low	 	IND S7	 	chemical - kinase inhibitor	 	-1.414	 	-0.197	-0.856	1.73E-04	ATP5F1B,COPS8,ENO1,ETFA,FH,PGK1,RTCB,VDAC2	 	
Amb_vs_Low	 	dexamethasone	 	chemical drug	Activated	2.654	 	0.127	1.516	1.79E-04	ACADL,ACE,ACLY,ACOX1,ACTC1,ACTG1,ALDH2,ALDH4A1,ALDH6A1,ALPL,AMY2B,ANGPT1,ANPEP,ARG2,ATP1A3,AUP1,B4GALT4,BRIP1,CAT,CBR3,CCN1,CCNA2,CCND1,CCT2,CNN2,COG2,COL7A1,CPSF3,CTSC,CTSL,CYP2A6 (includes others),Cyp3a25 (includes others),CYP3A5,CYP3A7-CYP3A51P,DDX19A,DLG1,EBF1,EHF,ENO1,ETFA,FBP1,FEN1,FKBP4,FSTL1,GABRA6,GAPDH,GCAT,GCC2,GLUL,GPR84,GPX1,GSTM3,GSTM5,HDAC2,HNRNPAB,HPGDS,IDE,IDH1,ILF3,ILVBL,LAMC1,LRP1,MCM4,MCM5,MCM7,MGAM,NDUFAF7,NDUFS1,NDUFS2,NDUFV2,NIPSNAP1,NOTCH2,NPR1,PCNA,PCSK2,PGD,PLAAT4,PLIN2,PLOD3,PMM1,PRDX6,RAPGEF4,RET,RGN,ROR1,RORA,RPL7,RPLP0,Rps3a1,RPS7,SC5D,SHKBP1,SLC10A6,SLC25A1,SLC25A5,SMPDL3B,SMS,SNRNP70,SOD2,SORD,SPARCL1,SRM,SSRP1,TGFBI,TGFBR1,TGFBRAP1,TYMS,UPF1,UQCRC2,UQCRQ,VCL,VCP,VNN1,WDR1,ZNF91	CEBPA,D-glucose,E2F1,FOS,FOXM1,HIF1A,Insulin,LEP,MYC,PDX1,PPARD,PPARG,RB1,RBL1,Rb,SIRT1,SPI1,SREBF2,TP53,dexamethasone	
Amb_vs_Low	 	ZBTB7B	 	transcription regulator	Activated	2.530	bias	0.373	1.352	1.92E-04	ACAA2,ACADL,ATP5F1A,COL2A1,ECH1,HADHA,HSD17B12,NDUFB8,NDUFV2,UQCRC2	 	
Amb_vs_Low	 	genistein	 	chemical drug	 	1.785	 	0.226	0.544	2.25E-04	A2M,ACE,ATP5PO,ATP6V1B1,CAT,CCND1,CDK1,CTSF,CTSL,DNMT1,DNPH1,GBA,GGA3,GLB1,GUCY1B1,GUSB,ITGB2,LGMN,LIPA,MANBA,MTTP,NPC1,NPC2,PCNA,PLA2G15,PPT1,SLC22A6,SLC36A1,SMPD1,SOD2,SUMF1,VPS52	Akt,CTNNB1,HIF1A,Nuclear factor 1,RB1,TP53,beta-estradiol,genistein	
Amb_vs_Low	 	PPARG	 	ligand-dependent nuclear receptor	Activated	2.390	bias	0.267	0.995	2.28E-04	ACAA2,ACADL,ACLY,ACOX1,ATP5PO,BDH1,CAT,CCND1,CORIN,CS,CTSL,CYP4B1,EPHX1,GAPDH,HADHA,IDH1,MANBA,MCM7,MCTP1,MDH1,MRC1,MTTP,NPEPPS,NSF,PCNA,PEPD,PLIN2,PLIN4,PMM1,POU2F1,RPSA,SCP2,TGFBR1,TRIB3,VNN1	CEBPA,E2F1,E2F4,FOXM1,HIF1A,Insulin,MYC,PPARA,PPARD,PPARG,PPARGC1A,RB1,RBL1,SREBF1,SREBF2,TP53,bezafibrate,rosiglitazone	
Amb_vs_Low	 	TFAP2A	0.062	transcription regulator	 	0.691	 	0.000	0.691	2.29E-04	CCND1,CHRNA7,COL7A1,LHCGR,LIPA,MCM5,MCM7,RPL7,RPLP0,RPS5,SMPD1,SOD2,TYMS	Akt,CTNNB1,HIF1A,RB1,TFAP2A	
Amb_vs_Low	 	SIRT1	-0.179	transcription regulator	 	-1.174	 	-0.142	-0.490	2.35E-04	ACADL,AURKB,CAT,CCND1,CLCA1,COL2A1,CPA1,EIF2A,EP300,FGFR1,GATA4,GSTM3,GSTM4,GSTM5,Gstm6,H2AZ1,NEGR1,PARP1,PCNA,PCSK2,PTF1A,RPL10A,RPL13,SCX,SLC7A10,SNRNP70,SOD2,UQCRC2,UQCRFS1,XPC,ZNF296	Akt,CTNNB1,E2F1,E2F2,E2F4,FOXM1,H2AX,HIF1A,PPARA,PPARG,RB1,RBL1,Rb,SIRT1,TP53	
Amb_vs_Low	 	mibolerone	 	chemical drug	Activated	2.528	bias	0.300	1.336	2.48E-04	CCND1,CDK1,DAD1,EP300,GOT2,HDLBP,IDH3G,NME1,P4HB,PCNA,PGK1,PPIB,SLC25A5,SPARCL1,SRM,TGFBI	 	
Amb_vs_Low	 	NR1I2	0.520	ligand-dependent nuclear receptor	 	1.787	 	0.219	0.939	2.48E-04	ACOX1,ALDH3A2,CAT,CTH,CYP2A6 (includes others),CYP3A5,CYP3A7-CYP3A51P,GLUL,GSTM3,GSTM5,Gstm6,GUSB,MTTP,PDIA4,PGD,PIPOX,SORL1,SULT1E1	CEBPA,NR1I2,PPARA,PPARG,Rb,TP53,dexamethasone	
Amb_vs_Low	 	3,5-diiodothyronine	 	chemical - endogenous mammalian	Activated	2.236	bias	0.460	1.207	2.59E-04	CKM,ENO1,GAPDH,IDH3A,PGM1	 	
Amb_vs_Low	 	TMEM126A	0.049	other	Activated	2.236	bias	0.460	1.207	2.59E-04	NDUFA10,NDUFA7,NDUFA9,NDUFS1,NDUFV2	 	
Amb_vs_Low	 	PDX1	-0.228	transcription regulator	Inhibited	-3.007	 	-0.031	-2.885	2.73E-04	ACTG1,AKR1B1,ATP5PD,CAT,CCND1,CSNK2B,ECH1,FGFR1,FH,GUSB,IDH1,INTS5,MDH1,NDUFB9,NR5A2,PCNA,PCSK2,PDIA4,TRIB3	 	
Amb_vs_Low	 	RORC	 	ligand-dependent nuclear receptor	Inhibited	-3.293	bias	-0.335	-2.191	2.93E-04	ALDH2,ALDOA,B3GALT1,CS,CYP2A6 (includes others),Cyp3a25 (includes others),CYP3A5,ENO1,GOT2,GSTM4,IDH3A,IDH3G,MDH1,MDH2,MGST3,PGK1,RORA,SLC13A2,SULT1E1,TPI1	 	
Amb_vs_Low	 	RPS15	0.370	other	 	 	 	 	 	3.25E-04	FEN1,MCM3,MCM4,MCM5,MCM6,MCM7,PCNA,RPS11,RPS15,RPS24,RPS4X,RPS5,RPS9	E2F1,E2F4,FOXM1,PPARG,RB1,RPS15,TP53	
Amb_vs_Low	 	sunitinib	 	chemical drug	 	-1.600	bias	-0.337	-0.655	3.26E-04	COL7A1,ECE1,ITGA8,ITGB2,KIRREL1,LAMC1,NPHS1,TGFBI	 	
Amb_vs_Low	 	RBL1	 	transcription regulator	Inhibited	-2.333	bias	-0.368	-1.229	3.38E-04	AURKB,CCNA2,CCND1,CDK1,LHCGR,MCM3,MCM5,MCM6,MCM7,PCNA,RRM1,TYMS	Akt,CTNNB1,E2F4,FOXM1,FUS,HIF1A,MLXIPL,MYC,RB1,RBL1,Rb,TAF1,TP53	
Amb_vs_Low	 	AGA	 	enzyme	 	-1.000	bias	-0.460	-0.080	3.56E-04	MCM3,MCM4,MCM5,TERF2	 	
Amb_vs_Low	 	TIP60	 	complex	 	 	 	 	 	3.56E-04	COL2A1,MCM3,MCM4,PCNA	E2F1,E2F4,FOXM1,PPARG,RB1,TIP60,TP53	
Amb_vs_Low	 	IND S1	 	chemical - kinase inhibitor	 	-1.134	 	-0.153	-0.728	3.83E-04	ATP5F1B,COPS8,ENO1,ETFA,FH,PGK1,VDAC2	 	
Amb_vs_Low	 	FANCD2	0.151	other	 	1.633	bias	0.358	0.756	3.86E-04	CAT,GPX1,GPX4,PRKN,SCP2,SOD2	 	
Amb_vs_Low	 	phenylbutazone	 	chemical drug	 	1.698	bias	0.256	1.078	3.86E-04	A2M,CCND1,GPX2,GSTM3,MCM3,MRC1	 	
Amb_vs_Low	 	acetaminophen	 	chemical drug	 	0.538	 	0.149	-0.091	3.90E-04	A2M,ACOX1,ACTG1,AKR1B1,ASL,CAT,CCND1,CYP3A5,EPHX1,GLUL,GPX1,GPX2,GPX4,GSTM5,HSD17B4,IDH1,PCNA,PGD,PRDX6,PRKN,SCP2,SLC25A5	 	
Amb_vs_Low	 	FOS	 	transcription regulator	 	0.737	 	0.132	0.108	4.63E-04	A2M,ACOX1,ACTG1,AP3D1,ASL,ATP2C1,CAMK2D,CAT,CCNA2,CCND1,CTH,DLG1,DNMT1,ENO1,FEZ2,FSTL1,GATA4,GBA,GRIK2,HPGDS,LIN9,MCM5,NDUFS7,NIPSNAP1,NPLOC4,NPTX1,NR5A2,NUBP1,PGAM2,PTPRD,RPL39,RPL9,RPLP0,RPS18,RPS24,RPS7,RPS9,TGFBI,TRAPPC3	 	
Amb_vs_Low	 	PRKCG	 	kinase	 	 	 	 	 	4.81E-04	ATP5F1A,CCND1,CYC1,ERCC6,NDUFA7,NDUFB8,NDUFB9,NDUFS7,PCNA,UQCRQ	 	
Amb_vs_Low	 	Rb	 	group	Inhibited	-2.376	 	-0.230	-1.693	4.83E-04	AURKB,CCNA2,CCND1,CDK1,DNMT1,MCM3,MCM4,MCM5,MCM7,PCNA,SOD2,TYMS	E2F1,E2F2,E2F4,FOS,FOXM1,PPARG,RB1,RBL1,Rb,SIRT1,TP53	
Amb_vs_Low	 	MEL S3	 	chemical - kinase inhibitor	 	-1.414	 	-0.173	-0.926	5.73E-04	ATP5F1B,COPS8,ENO1,ETFA,FH,PGK1,RTCB,VDAC2	 	
Amb_vs_Low	 	CEBPA	 	transcription regulator	 	0.032	 	0.099	-0.449	6.42E-04	A2M,ACLY,AKR1B1,ANPEP,ARG2,ASL,CCNA2,CCND1,CYP2A6 (includes others),CYP3A5,EBF1,EDF1,EEF1A2,EPHX1,GAPDH,GPR84,LHCGR,MSI2,NR5A2,PCNA,PGD,PLIN2,RORA,SOD2,VCL,ZNF296	CEBPA,E2F4,FOXM1,MYC,PPARA,PPARG,PPARGC1A,RBL1,SPI1,TAF1,TP53	
Amb_vs_Low	 	HIF1A	-0.177	transcription regulator	 	0.756	 	0.224	-0.314	6.56E-04	ACE,ALDOA,ALDOC,ANKZF1,ATP5F1A,ATP5F1B,ATP5PO,CCN1,CCND1,CYC1,ECE1,ENO1,ERGIC1,GAPDH,GSTM3,ITGB2,L1CAM,MCM6,MCM7,NDUFA10,NDUFB8,NDUFS1,NDUFS2,PDHA1,PGAM2,PGK1,RASSF1,RET,SLC8A2,SOD2,TBX5,TMPRSS6,TPI1,UQCRC2	Akt,CTNNB1,E2F1,E2F4,ESRRG,Esrra,HIF1A,MYC,PKM,PPARD,PPARG,PPARGC1A,RB1,RBL1,TBX2,TP53,YAP1	
Amb_vs_Low	 	miR-9-5p (and other miRNAs w/seed CUUUGGU)	 	mature microrna	Inhibited	-3.464	bias	-0.460	-1.870	6.77E-04	ACOX1,ALDH2,ALDOC,ATP5F1B,ATP5F1C,ATP5PO,CYC1,NDUFA10,NDUFA9,NDUFB5,NDUFB9,PGK1	 	
Amb_vs_Low	 	EP400	 	other	 	0.200	bias	0.377	-0.628	7.32E-04	CCNA2,GLB1,H2AZ1,MCM3,MCM4,PCNA,RASSF1	 	
Amb_vs_Low	 	POLG	0.248	enzyme	 	 	 	 	 	7.32E-04	RACK1,RPL13,RPL23,RPL7,RPS24,RPS27A,RPS5	 	
Amb_vs_Low	 	elaidic acid	 	chemical - endogenous mammalian	Activated	3.208	bias	0.460	1.492	7.42E-04	ACLY,ACOX1,AOX1,ATP5F1A,ATP5F1B,GPX4,HSD17B12,IDE,LIPA,MTTP,NPC2,PPT1,SC5D,SERPINC1	 	
Amb_vs_Low	 	NFIC	-0.611	transcription regulator	 	 	 	 	 	8.04E-04	ALDOA,CCND1,CEL,LHCGR,SLC25A5	 	
Amb_vs_Low	 	butylated hydroxyanisol	 	chemical toxicant	 	1.720	 	0.184	1.285	8.53E-04	CYP2A6 (includes others),GSTM3,GSTM4,GSTM5,Gstm6,MIOX	 	
Amb_vs_Low	 	RB1	 	transcription regulator	 	0.744	 	0.123	0.037	8.91E-04	ACTC1,ALPL,ATP5F1A,ATP6V1F,AURKB,CCNA2,CCND1,CDK1,CKM,DLST,DNMT1,DYNLRB1,FEN1,GHITM,GTF2H4,LAMC1,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MDH1,MRPL12,NDUFA10,NDUFA9,NDUFB8,NDUFS2,NDUFS7,NME1,PARP1,PCNA,PGAM2,PGD,PMPCB,RRM1,SOD2,TYMS,UQCRFS1,UQCRQ	E2F1,E2F2,E2F4,FOXM1,MYC,PPARG,RB1,RBL1,Rb,SIRT1,TAF1,TBX2,TP53	
Amb_vs_Low	 	FUS	 	transcription regulator	 	-1.000	 	0.092	-1.184	9.33E-04	CALM1 (includes others),CCND1,EIF2A,MCM4,NDUFB9,NDUFV2,PRKN,RPL18,RPL19,RPS15,RPS26,RPS3	 	
Amb_vs_Low	 	PC-SPES	 	chemical drug	 	 	 	 	 	9.75E-04	ACLY,CCNA2,CCND1,CYP3A7-CYP3A51P,DAD1,GAPDH,GARS1,HSD17B4,LAMC1,MCM5,P4HB,PRDX6,SEPHS2,TYMS	 	
Amb_vs_Low	 	SREBF2	 	transcription regulator	 	1.848	bias	0.389	0.710	1.01E-03	ACAA2,ACLY,ALDOC,CCN1,IDH1,LIPA,LRP1,MCM6,MTTP,PLIN2,SC5D	CEBPA,HIF1A,Insulin,PPARG,RB1,SREBF1,SREBF2	
Amb_vs_Low	 	IKBKE	 	kinase	Activated	3.000	bias	0.373	1.882	1.05E-03	ACLY,ALDOC,CCND1,DLST,IDH3A,PDHA1,PGK1,PGM1,TPI1	IKBKE,MTOR,TP53	
Amb_vs_Low	 	PPARGC1B	 	transcription regulator	 	1.036	bias	0.368	0.012	1.05E-03	ACADL,ATP5F1B,ATP5PO,CCND1,CS,ENO1,MCM4,MTTP,NDUFV2	ESRRG,PPARGC1B	
Amb_vs_Low	 	FLCN	 	other	Inhibited	-2.261	bias	-0.417	-0.732	1.27E-03	ALDOA,ATP5PO,CHRNA7,COL2A1,CTSC,ENO1,HHEX,L1CAM,LIPA,MANBA,NDUFV2,NPC2,SLC36A1,SOD2	CTNNB1,ESRRG,Esrra,FLCN,HIF1A,PPARD,PPARGC1A,RB1,TP53	
Amb_vs_Low	 	E2F2	0.238	transcription regulator	Activated	2.234	bias	0.345	1.463	1.40E-03	AMY2B,CCNA2,CCND1,CDK1,ECE1,MCM3,MCM4,MCM5,MCM6,MCM7,PCNA	CTNNB1,E2F1,E2F2,E2F4,MLXIPL,MYC,RB1,RBL1,Rb,TBX2,TP53	
Amb_vs_Low	 	bezafibrate	 	chemical drug	Activated	2.094	bias	0.397	0.798	1.40E-03	ACADL,ACOX1,CAT,CS,ECH1,HADHA,HSD17B4,MPG,NPC1,NPC2,PCNA	CEBPA,PPARA,PPARD,PPARG,PPARGC1A,RBL1,TP53,bezafibrate	
Amb_vs_Low	 	glutamine	 	chemical - endogenous mammalian	 	1.915	 	-0.046	2.035	1.47E-03	AARS1,ACTC1,ADA,CCND1,DNAJA2,GPX4,IDH1,PARP1,PCNA,PYCR1,TUBB4A,VCP,ZMYND8	CEBPA,HIF1A,Insulin,PPARG,RB1,SREBF2,glutamine	
Amb_vs_Low	 	SREBF1	-0.192	transcription regulator	Activated	3.157	bias	0.307	2.055	1.51E-03	AARS1,ACLY,ALDOA,ALDOC,CAP2,CTH,ETHE1,GLB1,Gstm6,IDH1,MIOX,MTTP,NDUFS2,NPC1,RPLP0,RPS24,SC5D,SMPD1,SUCLG1,UQCRFS1	CEBPA,D-glucose,HIF1A,Insulin,MYC,PDX1,PPARD,PPARG,RB1,SIRT1,SREBF1,SREBF2,TP53	
Amb_vs_Low	 	MEF2D	 	transcription regulator	 	-1.890	 	0.027	-1.961	1.51E-03	BLK,CCND1,CKM,MCM3,MCM5,MCM6,PCNA,SOD2	Akt,CTNNB1,HIF1A,MEF2D,RB1	
Amb_vs_Low	 	SIX2	0.026	transcription regulator	 	0.632	 	0.035	0.521	1.51E-03	ALDH2,ALDOA,CACNA1A,CALM1 (includes others),FBP1,FEN1,MCM4,PCSK2,PGK1,TPI1	 	
Amb_vs_Low	 	nicotinamide-beta-riboside	 	chemical - endogenous mammalian	Activated	3.162	bias	0.425	1.819	1.51E-03	ALDH3A2,ALDH6A1,ETFB,HADHA,IDH3A,IDH3G,NDUFA9,PGD,UQCRFS1,UQCRQ	 	
Amb_vs_Low	 	ACE	1.616	peptidase	 	1.987	bias	0.276	1.438	1.59E-03	ACE,ATP5F1A,ATP5F1B,NDUFB8	 	
Amb_vs_Low	 	RUVBL2	0.105	transcription regulator	 	 	 	 	 	1.59E-03	CCND1,MCM3,MCM4,PCNA	 	
Amb_vs_Low	 	allyl sulfide	 	chemical drug	 	0.927	bias	0.276	0.379	1.59E-03	CYP2A6 (includes others),CYP3A5,EPHX1,GSTM5	 	
Amb_vs_Low	 	MHC II	 	group	 	 	 	 	 	1.66E-03	RPL19,RPL23,RPL38,RPL7,RPLP0,RPS2	 	
Amb_vs_Low	 	progesterone	 	chemical - endogenous mammalian	 	0.974	 	0.159	0.046	1.90E-03	ACE,ACOX1,ADARB1,ADH5,ALPL,AMY2A,ATP5PD,CCNA2,CCND1,CLCA1,CNDP2,CTSF,CYP2A6 (includes others),CYP3A5,ECE2,FEN1,FKBP4,FSHR,GARS1,HSD17B4,IDE,LHCGR,MCM3,MCM4,MCM5,MCM6,MCM7,MRC1,NPC1,PCNA,PDHA1,PLIN4,RACK1,RNF227,SOD2,SRSF7,SULT1E1,TGFBI,TGFBR1	CEBPA,HIF1A,Insulin,PPARA,PPARG,PPARGC1A,RB1,SREBF2,TP53,progesterone	
Amb_vs_Low	 	CAB39L	 	kinase	Activated	2.236	bias	0.460	1.207	1.90E-03	NDUFB5,NDUFB8,NDUFB9,NDUFV2,UQCRQ	CAB39L,ESRRG,Esrra,HIF1A,PPARD,PPARGC1A,TP53	
Amb_vs_Low	 	SERTAD2	 	transcription regulator	Inhibited	-2.219	bias	-0.460	-1.198	1.90E-03	ACOX1,CAT,CYC1,ECH1,PHYH	 	
Amb_vs_Low	 	edaravone	 	chemical drug	Inhibited	-2.236	bias	-0.460	-1.207	1.90E-03	ACLY,CAT,ETFA,ETFB,PRDX3	 	
