© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.darkgreen
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.darkgreen
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446111

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.darkgreen
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
MM.darkgreen	 	CG	 	complex	 	1.527	 	-0.051	1.933	1.19E-03	ABCB1,AKR1B10,ANK2,BMP2,BRCA1,BTG2,CADM1,CAT,CBFA2T3,CCNA2,CCND2,CDC45,CDK1,CDKN1B,CEP170,CRYAB,DMD,ENPP3,FAT4,FSHR,FZD4,GATA4,HDLBP,HIF1A,HMGCR,HPGD,HSD17B2,IGF1R,ITGA4,ITGA8,ITGAV,ITGB1,KLHDC4,LGR4,LHCGR,LIN28B,LRP1B,MCM3,MCM5,MCM6,MELK,MEN1,MTA3,MTPN,NFKB1,NPR1,NR4A1,NR5A2,NUCB2,OXTR,PCNA,PDE4D,PLPP3,POLA2,POLE2,PRSS2,RECQL,RFC3,RORA,SACS,SCARB1,SCUBE1,SLC20A1,SLC5A7,SMAD4,SMAD9,SMARCA1,SMARCA5,SMURF2,SPRR1A,SREBF1,TENM4,TGFBR1,TMOD1,TSHR,UNG,WNT4	CEBPB,CG,E2F1,ESR2,FOXM1,FOXO1,FOXO4,NR1I3,PPARG,TP53,beta-estradiol,progesterone	
MM.darkgreen	 	NRIP1	 	transcription regulator	Activated	3.308	 	0.099	2.887	1.38E-03	ACAA2,ACACA,ACADM,ACO2,CCNB2,CCNE1,CDK1,CPT2,CYP4B1,FASN,GYS2,HADHB,IDH3A,OPLAH,SDHB,SLC16A10,SUOX,TK1	ESRRG,Esrra,NRIP1,PPARA,PPARD,PPARG,PPARGC1A	
MM.darkgreen	 	NR1I2	0.069	ligand-dependent nuclear receptor	Inhibited	-2.449	 	-0.059	-2.131	1.40E-03	ABCA1,ABCB1,ABCB10,ACOX1,AHCY,ALDH3A2,CAT,CPOX,CPT1A,CYP24A1,CYP27A1,CYP2A6 (includes others),CYP2B6,CYP3A5,CYP3A7,CYP3A7-CYP3A51P,FASN,GLUD1,GLUL,GSTM3,GSTM5,Gstm6,GUSB,HMGCS1,HNF4A,HTT,MTTP,NPC1L1,PAPSS2,PDIA4,PGD,PIPOX,POR,PTS,SCARB1,SLC22A7,SORL1,SREBF1,SULT1E1,TLR3	AHR,CEBPA,CEBPB,E2F1,ESR2,FOXO4,NFE2L2,NR1I2,Nr1h,PPARA,PPARG,SREBF1,SREBF2,TP53,beta-estradiol,cholesterol,dexamethasone	
MM.darkgreen	 	HNF4A	-0.418	transcription regulator	Inhibited	-3.169	 	-0.031	-2.907	1.41E-03	AASS,ABCA6,ABCB10,ABCF3,ABCG1,ABCG5,ACAA2,ACAD8,ACAT1,ACCS,ACIN1,ACO2,ACOX1,ACOX3,ACSS2,ACTR5,ACVR1,ACY1,ADIPOR1,AGXT2,AHNAK,AKR1B1,AKR1C1/AKR1C2,ALDH1L1,ALDH2,ALDH5A1,ALS2,AMT,ANKRD49,ANKZF1,ANPEP,AP2A1,APEH,APIP,ARFGEF1,ARFIP2,ARG2,ASB3/GPR75-ASB3,ATF6B,ATP6V1F,B9D2,BAAT,BACE1,BAZ1A,BAZ1B,BCCIP,BCL6,BDH1,BLVRB,BUD23,C14orf119,C1D,C2orf42,C9orf64,CALML4,CAMK2D,CASP2,CAT,CBR3,CCDC47,CCNA2,CCNE1,CCNG1,CCNT1,CCT8,CDC45,CDC5L,CDK1,CDK5RAP3,CDKN1B,CEP19,CHERP,CHIC2,CHMP1B,CHP1,CHRNB2,CHST9,CLPB,CLPX,CNOT9,COASY,COPS7A,COPS8,COQ10B,COQ4,COQ6,CPT1A,CPT2,CROT,CS,CSK,CTDNEP1,CUL5,CYLD,CYP27A1,CYP2A6 (includes others),CYP2B6,CYP2J2,CYP3A5,CYP3A7,DAD1,DCAF8,DDOST,DDX10,DDX23,DDX27,DDX47,DELE1,DHRS4,DIP2A,DIS3,DLST,DNAAF11,DNAJA2,DNAJA3,DNAJB9,DNAJC14,DNPH1,DPH6,ECI2,EIF4G1,EIF5,ELP3,EPHX1,ERCC6,ETFDH,ETNPPL,FAIM2,FAM107B,FBP1,FBXL7,FDPS,FDX1,FEM1B,FEM1C,FEN1,FH,FLNA,FNTB,FOXRED1,FRK,FTH1,FTSJ1,FURIN,FUT5,FUT6,G3BP2,G6PD,GALM,GAPDH,GATB,GATD3A/GATD3B,GBF1,GIPC2,GMDS,GNS,GPATCH3,GPX1,GPX2,GPX7,GRHL1,GRHPR,GRIK3,GRIN2D,GRWD1,GSPT1,GSS,GSTK1,GSTM4,GSTO1,GTF2H3,GTF2H4,GUF1,GUSB,GYS2,HADHA,HADHB,HDAC6,HELQ,HIF1A,HNF4A,HSD17B2,HSD17B4,HSPA5,HSPA8,IGF1R,INTS4,INTS7,ISOC2,ISY1-RAB43,ITIH3,ITIH4,KCNJ12,KCNN2,KIF3B,KLHL6,KRR1,KRT8,LARS2,LATS1,LIPA,LIPT1,LMAN2L,LRIG2,LRP5,LRRC40,LSM4,LSM5,MAIP1,MCCC1,MCEE,MCM3,MCM8,MDH1,MDH2,MED18,MED23,MEN1,MGST3,MID1IP1,MOCOS,MRPL2,MRPL4,MRPL44,MRPS12,MRPS35,MRPS7,MTF1,MTHFD1,MTR,MTTP,MUC4,NAMPT,NAPA,NBAS,NBEA,NCAPD2,NCBP2,NDUFA5,NDUFA7,NDUFB5,NDUFS1,NDUFS3,NDUFV1,NEK7,NFYA,NME1,NME7,NOC3L,NPC1L1,NR1D1,NR5A2,NSF,NUCB1,NUDT6,NUFIP1,NVL,ODAD4,OGA,OPA1,ORC3,OVOL1,PAF1,PAPOLA,PARD3B,PATJ,PCK1,PCNA,PCNP,PDCD4,PDE11A,PDIA5,PDK1,PDSS2,PELO,PFKFB4,PGM1,PHB,PIK3R3,PLA2G4A,PNLIPRP1,PNP,POGLUT2,POLE3,POLR1C,POLR2A,POLR3E,POR,PPCS,PPIL1,PPME1,PPP1CA,PPP1R3D,PPP2R3C,PPP4R1,PRDM5,PRKCE,PRMT1,PRMT7,PRPF31,PSMA1,PSMA2,PSMA3,PSMA5,PSMC4,PSMD1,PSMD7,PSMD8,PSME3,PTPN13,PTPN4,PTPRE,PTPRG,R3HDM1,RAB1B,RAB30,RAB7A,RAD50,RAD51,RASSF1,RBM28,RDH11,RECQL,RFC3,RHPN2,RIOK1,RIOK2,RIOK3,RNF40,RNGTT,RORA,RPAP3,RPL12,RPS6KA5,RRM1,RSL24D1,RSU1,RTCB,RTN4IP1,RUVBL2,SAMM50,SARS2,SCARB1,SCP2,SDR16C5,SDR39U1,SEC23A,SEC23IP,SESN2,SF3A3,SF3B5,SGK1,SH2D3C,SLC10A1,SLC17A5,SLC22A1,SLC22A8,SLC25A1,SLC25A18,SLC25A32,SLC25A5,SLC26A11,SLC2A1,SLC35A3,SLC35B1,SLC39A1,SLC5A2,SMAD4,SMARCA5,SMARCE1,SMC1A,SMC2,SMG9,SNW1,SOX9,SPCS3,SPRR1A,SQOR,SREBF1,SRP19,SRP54,SRPRA,SRR,SRSF1,SRSF3,SSR2,SSTR4,SSU72,ST13,STAM,STOM,STOML2,STRAP,STT3A,SUCLG1,SUGCT,SUGT1,SULT1A3/SULT1A4,SULT1E1,SULT2B1,SUPT16H,SUPT5H,TADA3,TAF6,TARS1,TAX1BP1,TBC1D15,TBC1D16,TBC1D23,TCF12,TDO2,TDP2,TDRD3,TENM4,TFR2,THOC3,TIGD6,TIMM9,TM9SF2,TM9SF4,TMBIM6,TMEM33,TMF1,TOM1,TPCN1,TPP2,TRAPPC13,TRAPPC3,TRIM23,TRPC4AP,TSG101,TTC19,TUBB4A,TXNDC9,TXNL1,TYMS,UBE2M,UBE2V1,UCHL3,UCHL5,UMPS,USH1C,USO1,USP5,UTP14C,VAMP1,VDAC2,VMP1,VPS29,WASHC5,WDR46,WDR77,WNT11,WNT4,WTAP,XPNPEP2,XPNPEP3,XPO1,XPR1,XRCC5,YBX1,ZAN,ZC3H10,ZCCHC9,ZFP64,ZNF235,ZNF277,ZNF443,ZNF586,ZNRD2	 	
MM.darkgreen	 	MUC1	 	other	 	-1.006	 	-0.080	-0.638	1.44E-03	ABCC1,CAT,CCND2,CDH11,CDKN1B,CHEK1,DNAJB9,DNMT1,ENTPD6,ERO1B,FASN,GCLC,HIF1A,HSPA5,MRC1,NOTCH1,PNP,POLD2,PYCR1,RASSF1,SMARCA4,SMARCC1,SNAI1,SOD2,TOP1,TYMP	AHR,CEBPA,CEBPB,E2F1,FOXO4,HIF1A,MUC1,PPARG,PPARGC1A,TP53	
MM.darkgreen	 	SOST	 	other	Activated	2.377	 	-0.014	2.418	1.47E-03	ACACA,ACADS,ACADVL,CA2,CPT1A,FASN,HADHA,PLIN2,SOD2,SREBF1	HIF1A,Insulin,PPARA,PPARG,PPARGC1A,SOST,SREBF2	
MM.darkgreen	 	bezafibrate	 	chemical drug	Inhibited	-2.306	 	-0.107	-1.799	1.50E-03	ABCD1,ACADL,ACADM,ACADVL,ACOT4,ACOX1,ACSL6,APEX1,CAT,CREB3L3,CROT,CS,DNM1L,ECH1,FASN,HADHA,HADHB,HSD17B4,HSPA5,MPG,NPC1,NPC2,PCNA,TDG	ADIPOQ,CEBPA,Esrra,FOXO1,NR1H3,PPARA,PPARD,PPARG,PPARGC1A,RXRA,SIRT1,SREBF1,TP53,bezafibrate	
MM.darkgreen	 	GW7647	 	chemical drug	 	-1.022	 	-0.089	-0.704	1.50E-03	ABCC1,ABCG2,CPT1A,EP300,NPC1,NPC2,PLIN2,PRKN,SLC16A13,Slc22a21,SLC22A5,SLC23A1,SREBF1	Esrra,GW7647,NR1H3,PPARA,PPARG,RXRA,SREBF1	
MM.darkgreen	 	IND S7	 	chemical - kinase inhibitor	 	0.832	 	0.053	0.640	1.50E-03	ATP5F1B,C1QBP,COPS8,ETFA,FH,GLOD4,GLUD1,HNRNPL,PGK1,PSMA1,RTCB,STIP1,VDAC2	 	
MM.darkgreen	 	SLC27A2	 	transporter	Activated	3.082	 	0.124	2.638	1.50E-03	ACAA2,ACADL,ACADM,ACOX1,CPT2,DECR1,DHRS4,ECI2,ETFDH,HADHA,HADHB,PLIN2,RETSAT	 	
MM.darkgreen	 	asciminib	 	chemical drug	Activated	2.986	 	0.124	2.538	1.50E-03	ATAD2,DCTPP1,DNMT1,HSF1,MCM2,MCM3,MCM4,MCM6,MCM7,NASP,RANBP1,SMC1A,SMC3	 	
MM.darkgreen	 	KDM5A	0.520	transcription regulator	Activated	3.069	 	0.104	2.392	1.53E-03	ACO2,ACTC1,Actn3,ATP5F1A,ATP6V1F,CCNE1,CDKN1B,DLAT,DLST,DNAJC11,IDH3B,ITGB1,MAP2K7,MCM2,MCM3,MDH1,MFN2,MRPL12,MRPL58,MYH4,MYH7,MYL1,NDUFA10,NDUFA13,NDUFA5,NDUFA9,NDUFB8,NDUFS2,NDUFS7,NDUFV1,NME1,OPA1,PDE2A,PDE3A,PGAM2,PGD,PMPCB,RYR1,RYR3,SDHB,SOD2,UQCRFS1,UQCRQ	 	
MM.darkgreen	 	LDLR	 	transporter	 	-1.806	 	-0.018	-1.735	1.53E-03	ABCA1,ABCG1,ACACA,ALDH9A1,ASPN,AURKB,BMP2,BUB1B,CCNA2,CCNB2,CDK1,CKS1B,CTSC,CYP27A1,DLAT,DLD,FASN,FBP1,FDPS,G6PD,GALM,GAPDH,GPI,HMGCR,HSPA5,HSPG2,KNTC1,LRP1,MFGE8,MID1IP1,NPC1L1,PCK1,PGM2,PRC1,PSMA7,PSMC6,RAD51,SC5D,SCARB1,SLC2A1,SREBF1,SYN1,VLDLR	LDL,LDLR,NFE2L2,NR1H2,Nr1h,PPARA,PPARG,PPARGC1A,SREBF1,SREBF2,cholesterol,sterol	
MM.darkgreen	 	cigarette smoke	 	chemical toxicant	 	0.932	 	-0.056	1.210	1.53E-03	ABCA1,AKR1B10,AOX1,CAT,CYP2B6,CYP3A5,DICER1,DNMT1,EIF2AK3,ERN1,ESD,G6PD,GCLC,GCLM,GPX2,GSTM5,HDAC2,HSPA5,HSPA9,LRAT,LRP1,MAP1LC3A,MAP3K1,MAPK14,MUC4,NFKB1,NRG1,PGD,PRDX4,PSMD1,PTPN1,SIRT6,SLC2A1,SLC6A9,SOD2,SPTAN1,SQSTM1,SREBF1,STK11,TSC2,UGDH,USP19,XPC	AHR,BACH1,CEBPB,CSF2,E2F1,HIF1A,IL1B,KLF6,NFE2L2,RXRA,TP53,cigarette smoke	
MM.darkgreen	 	FOXO1	 	transcription regulator	 	-1.310	 	-0.070	-0.747	1.73E-03	A2M,ACACA,Acan,ADIPOR1,ALOX5,ANGPT1,ATP5F1B,BCL6,BECN1,CA2,CASP2,CAT,CCNA2,CCNB2,CDK1,CDK5RAP3,CDKN1B,COL2A1,COL4A1,COMP,CPT1A,CPT2,CS,CYP27A1,ELOVL7,ENPEP,FASN,FDPS,FLNB,GABARAPL1,GPI,GPX1,GRHPR,GRN,GSTK1,HIF1A,HMGCR,HSPA5,HSPD1,HYOU1,IGF1R,ITGAV,ITGB2,JAG1,KIF18A,LEMD3,LHCGR,LRAT,MCM5,MEN1,MFN1,MRPL45,MRPS12,MRPS22,MRPS7,MTTP,NAMPT,NDUFA7,NDUFA8,NDUFA9,NDUFAF4,NPC1,OVOL1,PAK1,PAX5,PBK,PCK1,PDHB,PDX1,PRC1,PSMB6,RAB7A,RHOT1,RIPOR2,RPIA,SCARB1,SGK1,SLC25A12,SMAD4,SOD2,SOX2,SOX9,SREBF1,STAT5B,TDO2,TIE1,TIMM44,TOMM40,TRIB3,UBASH3B,WNT4	CEBPA,ESRRG,Esrra,FOXO1,FOXO4,HIF1A,Insulin,KAT2B,PPARA,PPARD,PPARG,PPARGC1A,RXRA,SIRT1,SREBF1,SREBF2,TP53,TXNIP	
MM.darkgreen	 	NR4A1	0.310	ligand-dependent nuclear receptor	Activated	2.290	 	0.028	2.106	1.76E-03	ABCG5,ACACA,ACO2,AKR1C1/AKR1C2,APOD,ATP5F1A,ATP5F1B,CCND2,CDKN1B,COL6A2,DLAT,DLD,DLST,EHF,EP300,FASN,FBP1,G6PD,GALM,GPI,GSTM5,HDAC6,HIF1A,HMGCR,IDH3A,IL16,ITGB1,KRT8,LPIN1,MDH1,MDH2,NDUFA10,NDUFA7,NDUFS1,NDUFS7,NR4A1,NUCB2,PC,PCK1,PCNA,PDHA1,PDHB,PDK1,PDX1,PGAM2,PGK1,PGM1,PPA1,RPIA,SLC37A2,SREBF1,SUCLG1,SUCLG2,TALDO1,TJP1,UGP2,UQCRFS1,UQCRQ	AHR,CEBPB,D-glucose,E2F1,FOXM1,FOXO1,FOXO4,HIF1A,Insulin,NR1H4,NR1I3,NR4A1,PDX1,PPARA,PPARG,PPARGC1A,RXRA,SIRT1,SREBF2,TP53	
MM.darkgreen	 	CSF2	 	cytokine	Inhibited	-2.525	 	-0.107	-1.752	1.79E-03	ABCA1,ABCG1,ACE,ADA,ADAM17,ALOX5,ARRB1,BSG,BUB1B,CA4,CASP2,CCNA2,CCND2,CDC20,CDK1,CDKN1B,Chil3/Chil4,CHST11,CKS1B,CTSC,DICER1,DSCC1,FLT1,GCLM,GK,GLB1,GUSB,HIF1A,HMGCR,HSPD1,IL16,ILF3,ITGA4,KNTC1,MAEA,MCM3,MCM5,MCM6,MED14,MRC1,NCAM1,NCAPD2,NCAPH,NFKB1,NLRP3,NR4A1,ODC1,PLA2G15,PLD1,POLD1,PRC1,RACGAP1,RAD51,RINT1,RIPOR2,RRM2,SERPINB9,SGK1,SLC11A2,SLC2A1,SLC2A3,SLC7A11,SMC2,SNRPD1,SOD2,SORL1,SQSTM1,SREBF1,STEAP3,TGFBI,TGFBR1,TPI1,TRIP13,VDR	AHR,CEBPB,CSF2,E2F1,FOXM1,FOXO1,FOXO4,HIF1A,IL1B,IL4,KLF6,NR1H4,NR1I3,PPARA,PPARG,PPARGC1A,RXRA,TGFB1,TP53	
MM.darkgreen	 	SIRT1	0.139	transcription regulator	 	0.030	 	0.038	-0.257	1.91E-03	ABCA1,ABCB1,ABCG1,ACADL,ACADM,Acan,ARNT2,AURKB,CAT,CCNB2,CCND2,CDKN1B,CLCA1,CMIP,COL2A1,CPA1,CPT1A,CTBP1,CYP2B6,DDB1,EDEM1,EIF2A,EIF2AK3,EIF2S2,EP300,FASN,FGFR1,FGFR3,GABARAPL1,GATA4,GSTM3,GSTM4,GSTM5,Gstm6,H2AZ1,HIF1A,HMGCR,HSPA5,IGF1R,KIF13B,KIF1A,KMT2B,LAMA4,MYT1,NAIP,NDUFA5,NEGR1,NLGN2,NR1D1,NRF1,PARP1,PC,PCK1,PCNA,PDCD6IP,PHB,POLR1A,PRDM16,RPL10A,SCGN,SCX,SDCBP,SFRP5,SIRT6,SLC12A8,SLC29A1,SLC7A10,SLC7A11,SMURF2,SNRNP70,SOD2,SREBF1,TSC2,TSG101,UQCRC2,UQCRFS1,XPC,ZNF296	ADIPOQ,CEBPB,E2F1,ESRRG,Esrra,FOXM1,FOXO1,FOXO4,HIF1A,NR1H3,PPARA,PPARD,PPARG,PPARGC1A,RXRA,SIRT1,SREBF1,TP53	
MM.darkgreen	 	MAPT	 	other	 	 	 	 	 	1.92E-03	A2M,AAK1,ABCG1,ABCG2,ACAT1,ACO2,ACTG1,ADD1,ALDH5A1,AP2A1,AP3B2,ARF1,ATP1A3,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,ATP5PD,ATR,BACE1,BSG,C1QBP,CAMK2D,CAPN1,CCT7,CCT8,CD22,CDKN1B,CHRNA7,CRYM,CS,CTSC,DCTN1,DLD,DNM1L,DSCAML1,DYNC1H1,EEF1G,EIF2AK3,ELOVL7,ENDOU,EPHX1,EPRS1,FASN,FBXL16,FGFR3,FKBP1A,GAD1,GAPDH,GDI2,GLRA3,GMPS,GNAO1,GOT2,GPX4,GRIN1,GSTM5,GUCY1B1,HIF1A,HK1,HPCA,HSPA5,HSPA8,HSPD1,HTT,HUWE1,ITGB2,LATS1,LRP1,LRP1B,MDH1,MTHFD1,MYO5A,NAPA,NAPG,NCKAP1,NDUFA13,NDUFA5,NDUFA8,NDUFS3,NDUFV2,NEFH,NFKB1,NME1,OTOF,PAK1,PDE2A,PGK1,PLIN4,PPA1,PPIA,PRDX3,PRDX6,QDPR,SLC37A2,SLC4A2,SNAP91,SPTAN1,SQSTM1,STIP1,STMN2,STXBP1,SUCLG1,SYN1,SYNE1,TOMM70,TOP2B,TPI1,TPPP,TUBA1A,TUBA1B,TUBA1C,TUBA3E,TUBA4A,TUBB2B,TUFM,UQCRC2,UQCRQ,USP9X,VAMP3,WAS,WASF1,YWHAE	MAPT,PSEN1,TP53	
MM.darkgreen	 	KDM8	 	enzyme	 	-1.050	 	-0.076	-0.670	2.06E-03	ACACA,ACOX1,ATAD2,CS,DHCR24,FASN,FBP1,FH,G6PD,GAPDH,GGT1,IDH1,MCM3,MCM4,MCM5,OSR2,PC,PDHA1,PDHB,PDK1,PGAM2,PGD,PGLS,SLC2A1,SOX9,STK3,TALDO1	AHR,FOXO4,HIF1A,KDM8,PPARG,PPARGC1A,TP53	
MM.darkgreen	 	Insulin	 	group	Inhibited	-2.428	 	-0.062	-1.818	2.16E-03	ABCA1,ACACA,ACADM,ACAT1,ACOX1,ACTC1,ADIPOR1,ALAD,AP2M1,APPL1,ARF1,ARG2,ARNTL,ARRB1,BACE1,BDH1,BECN1,CCNE1,CCT2,CCT4,CCT5,CCT6A,CCT7,CCT8,CDKN1B,CKM,COL4A1,COL5A1,CREB3L3,CRYAB,CYP27A1,CYP3A7-CYP3A51P,DNAJA2,DUOX1,ECI2,ETFA,FASN,FKBP8,G6PD,GAPDH,GCLC,GDI2,GNPAT,HIF1A,HMGCR,HMGCS1,HNF4A,HSD17B4,HSPA5,HSPA8,HSPA9,IDE,IDH1,IGF1R,IGFALS,IVD,LIPE,LPIN1,LRP1,MCM6,MCM7,MDH2,MEN1,MTCH2,MTTP,NDUFB9,NDUFS1,NDUFS2,NDUFV1,NLRP3,NPR1,NR4A1,NUCB2,ODC1,OGA,OGT,PCCB,PCK1,PCNA,PDGFRB,PDHA1,PDHB,PDK1,PGK1,PIKFYVE,PLCB1,PLIN2,PPIA,PPIB,PRDX6,PRKCQ,RETSAT,RGN,RRM1,RRM2,SCARB1,SDHB,SGK1,SLC25A11,SLC25A5,SLC28A2,SLC29A1,SLC2A1,SLC2A3,SLC2A8,SLC5A2,SLC6A2,SLC6A3,SLC6A4,SNAI1,SOD2,SORBS1,SRD5A1,SREBF1,SRSF3,STAT5A,SYT3,TCP1,TGFBI,TGS1,TJP1,TRPC5,TSHR,UMPS,UQCRC2,UQCRQ,VLDLR,WNT4,ZW10	CEBPA,D-glucose,FOXO1,INSR,Insulin,L-triiodothyronine,NR1H3,PDX1,PPARA,PPARG,PPARGC1A,RXRA,RXRB,SIRT1,SREBF1,SREBF2,TP53	
MM.darkgreen	 	CLUH	-0.597	translation regulator	 	-1.689	 	-0.047	-1.458	2.21E-03	ACAD8,ACADS,ALDH2,AMT,ECI2,ENPP3,FH,HDHD5,IVD,MCCC1,MRPL1,MRPL13,MRPL39,MRPL4,MRPL44,NDUFB8,NDUFS7,OPA1,PCCA,PCCB,PDHX,PPID,SIRT5,Tha1,TSFM	 	
MM.darkgreen	 	miR-9-5p (and other miRNAs w/seed CUUUGGU)	 	mature microrna	Activated	3.620	 	0.124	3.006	2.21E-03	ACOX1,ACSS2,ALDH1A3,ALDH2,ALDH9A1,ALDOC,ATP5F1B,ATP5F1C,ATP5PO,BACE1,CPT1A,CPT2,ECHS1,GCDH,HIBCH,HK1,IVD,NDUFA10,NDUFA9,NDUFB5,NDUFB9,NFKB1,PDGFRB,PGK1,SDHB	HIF1A,Insulin,PPARA,PPARG,PPARGC1A,SREBF2,miR-9-5p (and other miRNAs w/seed CUUUGGU)	
MM.darkgreen	 	CUL3	0.351	enzyme	 	0.196	 	0.046	0.015	2.30E-03	ACADL,Acan,ACE,Actn3,ANKLE2,BRD3,CCNE1,CD22,COL2A1,COL9A1,GRIK2,GSTK1,LMF2,MFAP4,MYH7,OGT,TAGLN	 	
MM.darkgreen	 	NFU1	 	other	 	 	 	 	 	2.30E-03	ACACA,ACOX1,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PD,ATP5PO,CPT1A,CPT2,DGAT1,FASN,NDUFS1,PC,PRDX3,UQCRC2,UQCRFS1,VDAC2	 	
MM.darkgreen	 	NR1H2	 	ligand-dependent nuclear receptor	 	0.434	 	-0.005	0.457	2.34E-03	ABCA1,ABCG1,ABCG5,ACACA,ACE,ACOX1,Chil3/Chil4,FASN,FDPS,HK1,HMGCR,HSD17B4,LIPE,LRP8,MRC1,PDX1,PRDM16,PTCH1,SCARB1,SLC16A10,SMAD4,SREBF1,TSHR	25-hydroxycholesterol,CEBPB,Esrra,FOXO1,NFE2L2,NR1H2,NR1H3,NR1H4,NR1I3,Nr1h,PPARA,PPARG,PPARGC1A,RXRA,SREBF1,SREBF2,cholesterol,fenofibrate	
MM.darkgreen	 	tert-butyl-hydroquinone	 	chemical reagent	 	-1.697	 	-0.115	-1.196	2.34E-03	ABCC1,AKR1C1/AKR1C2,CTCF,DDAH1,FTH1,G6PD,GCLC,GCLM,GPX2,GSS,GSTM3,GSTM5,HSPA5,HSPA8,MAP2K4,MIOX,MYH11,NEFH,PSMA5,PSMD4,RAB6A,SESN2,SMAD4	BACH1,NFE2L2,tert-butyl-hydroquinone	
MM.darkgreen	 	25-hydroxycholesterol	 	chemical reagent	 	0.800	 	-0.010	0.843	2.42E-03	ABCA1,ABCG1,APOD,CHAC1,CYP3A7-CYP3A51P,EIF2AK3,FASN,FDPS,HIF1A,HMGCR,HMGCS1,HSPA5,NR4A1,ODC1,PIK3R3,PTCH1,SCARB1,SREBF1,SULT2B1,TRIB3,VLDLR	25-hydroxycholesterol,NFE2L2,NR1H2,NR1H3,Nr1h,PPARA,PPARG,RXRA,SCAP,SREBF1,SREBF2,cholesterol	
MM.darkgreen	 	RXRB	 	ligand-dependent nuclear receptor	 	1.982	 	-0.062	2.106	2.69E-03	ABCA1,ACADM,ACOX1,ATP1A3,CD109,CRYAB,CYP24A1,FASN,FGFR1,FSTL1,SLC6A8,SREBF1	 	
MM.darkgreen	 	miR-24-3p (and other miRNAs w/seed GGCUCAG)	 	mature microrna	 	1.784	 	0.124	1.363	2.69E-03	ACSL6,AURKB,BRCA1,CCNA2,CDK1,E2F2,FEN1,FURIN,MAP2K4,MAPK14,NOTCH1,SMAD4	 	
MM.darkgreen	 	dextran sulfate	 	chemical drug	 	0.308	 	-0.053	0.515	2.72E-03	ACE,ADA,ATR,BUB1B,CCNA2,CDC20,CDK1,CKS1B,DSCC1,ETS1,FGFR1,FGFR3,FPGT,GLI2,GSTM5,IGF1R,KNTC1,LRP5,LRP6,MCM3,MCM5,MCM6,MRC1,MSH2,MSH3,MYLK,NCAPD2,NCAPH,NLRP3,ODC1,PARP1,PCNA,POLD1,PRC1,PTP4A3,RACGAP1,RAD51,RINT1,RRM2,SLC2A1,SLC35C1,SMC2,SPON2,STEAP3,TIE1,TJP1,TRIP13,VDR,WNT4	AHR,CEBPB,CSF2,HIF1A,IL1B,KLF6,LDL,NFE2L2,Nr1h,PPARA,RXRA,SREBF1,SREBF2,TP53,dextran sulfate	
MM.darkgreen	 	etoposide	 	chemical drug	 	-0.837	 	-0.048	-0.552	2.81E-03	ABCB1,ABCG1,ACHE,ADAM17,CA2,CASP2,CDK1,CDKN1B,CLCA2,CREG1,CROCC,CYP3A5,DHX9,DNMT1,FASN,FBXW7,FTH1,GZMB,HIF1A,HK1,MCM2,NR4A1,ODC1,PCNA,PIK3R3,RAN,RHOBTB2,SGK1,SLC16A4,SLC2A1,SLC2A3,SOD2,SQSTM1,SVIL,TAF6,TK1,TOP2B,TP63	AHR,CEBPB,E2F1,FOXM1,FOXO1,FOXO4,HIF1A,HTT,IL1B,KAT2B,KLF6,PPARA,PPARG,PPARGC1A,RXRA,SIRT1,SREBF1,TP53,etoposide	
MM.darkgreen	 	FANCD2	0.143	other	 	-1.000	 	-0.097	-0.710	2.83E-03	ABCG5,CAT,GPX1,GPX4,PRKN,SCP2,SOD2,SREBF1,TP63	 	
