Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
NGF Signaling	0.00E+00		2.09E-01	"MRAS,PLCG1,PTPN11,RASD2,RPS6KB2,SHC2,SMPD1,SMPD2,SOS1"
Natural Killer Cell Signaling	0.00E+00		1.70E-01	"COL2A1,HSPA8,IRAK4,MRAS,PAK1,PLCG1,PTPN11,RASD2,SOS1"
Netrin Signaling	0.00E+00		1.94E-01	"CACNA1A,CACNA1G,DCC,NTN1,PRKG1,UNC5C"
Neuregulin Signaling	0.00E+00		2.33E-01	"EGFR,ITGA2B,ITGA8,MRAS,PLCG1,PTPN11,RASD2,RPS6,RPS6KB2,SOS1"
Neuroinflammation Signaling Pathway	0.00E+00		1.57E-01	"GABBR2,GABRA6,GABRR2,GLUL,GRIN2D,IDE,IRAK4,NAIP,PLCG1,SOD2,TGFBR1"
Neuropathic Pain Signaling In Dorsal Horn Neurons	0.00E+00		2.00E-01	"CAMK2D,GRIA2,GRIA3,GRIA4,GRIN2D,GRM6,KCNN2,PLCD3,PLCG1,PLCZ1"
Neuroprotective Role of THOP1 in Alzheimer's Disease	0.00E+00		2.06E-01	"ECE2,ENDOU,F11,IDE,NFYA,PLG,THOP1"
Neurotrophin/TRK Signaling	0.00E+00		2.00E-01	"MRAS,PLCG1,PTPN11,RASD2,SOS1"
Nitric Oxide Signaling in the Cardiovascular System	0.00E+00		2.39E-01	"ATP2A1,CACNA1A,CALM1 (includes others),GUCY1B1,GUCY2C,GUCY2D,GUCY2F,NPR1,NPR2,PDE1B,PRKG1"
Notch Signaling	0.00E+00		1.33E-01	"NOTCH1,NOTCH2"
Opioid Signaling Pathway	0.00E+00		1.55E-01	"ADCY1,AP2A1,BLK,BRAF,CACNA1A,CACNA1G,CALM1 (includes others),CAMK2D,GRIN2D,GUCY1B1,MRAS,PDE1B,RASD2,RGS1,RPS6KB2,SOS1"
Osteoarthritis Pathway	0.00E+00		1.94E-01	"ALPL,CASP2,CASQ1,COL2A1,FGFR1,ITGA2B,ITGA8,LRP1,NOTCH1,OCRL,PRKAB2,TGFBR1"
Ovarian Cancer Signaling	0.00E+00		2.26E-01	"BRAF,CCND1,EGFR,FSHR,HDAC2,HDAC7,LHCGR,MRAS,MSH2,MSH6,RAD51,RASD2,RPS6KB2,WNT4"
Oxytocin In Brain Signaling Pathway	0.00E+00		2.04E-01	"CACNA1A,CACNA1G,CALM1 (includes others),CAMKK1,EGFR,EIF2A,MRAS,NLRP10,PLAAT4,PRDX6,RASD2"
Oxytocin Signaling Pathway	0.00E+00		2.28E-01	"ABCB8,ABCC9,CACNA1A,CALM1 (includes others),CAMKK1,CTH,EGFR,GUCY1B1,GUCY2C,GUCY2D,Gucy2d,GUCY2F,MRAS,MYL1,MYL9,MYO1H,NPR1,NPR2,PRKAB2,PRKG1,RASD2,SHC2,SOS1"
P2Y Purigenic Receptor Signaling Pathway	0.00E+00		1.67E-01	"ADCY1,GUCY1B1,ITGA2B,MRAS,PLCD3,PLCG1,PLCZ1,RASD2"
PAK Signaling	0.00E+00		2.14E-01	"DSCAM,ITGA2B,ITGA8,MRAS,MYL1,MYL9,PAK1,RASD2,SOS1"
PCP (Planar Cell Polarity) Pathway	0.00E+00		5.26E-02	WNT4
"PD-1, PD-L1 cancer immunotherapy pathway"	0.00E+00		1.30E-01	"CSNK2B,PLCG1,PTPN11"
PEDF Signaling	0.00E+00		1.11E-01	"MRAS,RASD2,SOD2"
PFKFB4 Signaling Pathway	0.00E+00		5.00E-02	FBP1
PI3K Signaling in B Lymphocytes	0.00E+00		1.95E-01	"BLK,CALM1 (includes others),CAMK2D,MRAS,PLCD3,PLCG1,PLCZ1,RASD2"
PI3K/AKT Signaling	0.00E+00		2.14E-01	"CCND1,GYS2,INPP5F,ITGA2B,ITGA8,MRAS,OCRL,PTPA,RASD2,RPS6KB2,SOS1,TSC2"
PKCθ Signaling in T Lymphocytes	0.00E+00		1.78E-01	"CACNA1A,CACNA1G,CAMK2D,MRAS,PLCG1,POU2F1,RASD2,SOS1"
PPAR Signaling	0.00E+00		1.25E-01	"MRAS,RASD2,SOS1"
PPARα/RXRα Activation	0.00E+00		1.73E-01	"ACADL,ADCY1,GOT2,GUCY1B1,MED12,MRAS,PLCD3,PLCG1,PLCZ1,PRKAB2,RASD2,SOS1,TGFBR1"
PTEN Signaling	0.00E+00		2.36E-01	"CCND1,CSNK2B,EGFR,FGFR1,INPP5F,ITGA2B,ITGA8,MRAS,OCRL,RASD2,RPS6KB2,SOS1,TGFBR1"
PXR/RXR Activation	0.00E+00		2.50E-01	"ABCC2,ALAS1,ALDH3A2,CYP2A6 (includes others),NR1I2"
Pancreatic Adenocarcinoma Signaling	0.00E+00		2.05E-01	"CCND1,EGFR,HDAC2,HDAC7,NOTCH1,PLD1,RAD51,TGFBR1"
Phagosome Formation	0.00E+00		1.99E-01	"ARFIP2,ARPC1B,ARPC3,ARPC4,CCKAR,FSHR,GABBR2,GPR84,GRM6,HTR1A,HTR7,ITGA2B,ITGA8,LHCGR,MRAS,MRC1,MYL1,MYL9,MYO1H,NPY5R,OCRL,PAK1,PLAAT4,PLCG1,PLD1,PRDX6,RAPGEF4,RASD2,RPS6KB2,RXFP2,SOS1,TACR2,TLN1"
Phagosome Maturation	0.00E+00		2.50E-01	"ATP6V1B1,ATP6V1F,ATP6V1G2,ATP6V1H,CTSC,CTSF,DYNLRB1,NAPA,NSF,PRDX6,TUBA1A,TUBA1B,TUBA3E,TUBA4A,TUBB2B,TUBB4A"
Phosphatidylethanolamine Biosynthesis II	0.00E+00		2.00E-01	CEPT1
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	0.00E+00		7.69E-02	MBOAT1
Phospholipase C Signaling	0.00E+00		2.05E-01	"ADCY1,CALM1 (includes others),GUCY1B1,HDAC2,HDAC7,ITGA2B,ITGA8,MRAS,MYL1,MYL9,PLCD3,PLCG1,PLD1,RASD2,RHOT1,SOS1"
Pregnenolone Biosynthesis	0.00E+00		1.67E-01	CYP27A1
Primary Immunodeficiency Signaling	0.00E+00		2.00E-01	ADA
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	0.00E+00		7.02E-02	"CAT,PLCG1,PTPA,RHOT1"
Prolactin Signaling	0.00E+00		1.67E-01	"MRAS,PLCG1,PTPN11,RASD2,SOS1"
Prostate Cancer Signaling	0.00E+00		1.50E-01	"CCND1,HDAC2,HDAC7,MRAS,RASD2,SOS1"
Protein Kinase A Signaling	0.00E+00		1.90E-01	"ADCY1,AKAP1,APEX1,BRAF,CALM1 (includes others),CAMK2D,CDC16,CNGA3,CNGB3,DCC,FLNA,FLNC,GUCY1B1,GYS2,MTMR3,MYL1,MYL9,NTN1,PDE1B,PDE8A,PGP,PLCD3,PLCG1,PLCZ1,PTPN11,PTPRD,PYGB,SMPDL3B,TGFBR1"
Protein Ubiquitination Pathway	0.00E+00		2.20E-01	"CDC20,CRYAB,DNAJC13,DNAJC27,DNAJC3,HSPA8,ODF1,PRKN,PSMA1,PSMA2,PSMA6,PSMB10,PSMC2,PSMC4,RPS27A,SKP1,THOP1,TRAP1,UBA1,UBA52,UBE2E3,UBE2Q2,UBE2R2,UBE2W,UCHL3,USO1,USP10,USP39,USP5"
Pulmonary Fibrosis Idiopathic Signaling Pathway	0.00E+00		2.42E-01	"ACTC1,ACTG1,BRAF,CCND1,COL2A1,COL4A1,COL5A1,COL9A1,EGFR,FGFR1,FGFRL1,MMP17,MRAS,MRTFA,NOTCH1,NOTCH2,PLG,PRKN,RASD2,RBBP7,RPS6KB2,SOS1,TGFBR1,WNT4"
Pulmonary Healing Signaling Pathway	0.00E+00		2.30E-01	"BLK,BRAF,CCND1,CHRNA7,EGFR,FGFR1,MMP17,MRAS,NOTCH1,NOTCH2,PRKAB2,RASD2,SOS1,WNT4"
Pyridoxal 5'-phosphate Salvage Pathway	0.00E+00		2.14E-01	"BRAF,CDK1,CDK8,PAK1,PIM1,PLK1"
Pyroptosis Signaling Pathway	0.00E+00		1.67E-01	"DHX9,NAIP,NLRP10"
RAC Signaling	0.00E+00		1.90E-01	"ANK1,ARFIP2,ARPC1B,ARPC3,ARPC4,ITGA2B,ITGA8,MRAS,PAK1,PLD1,RASD2"
RAN Signaling	0.00E+00		1.00E-01	KPNB1
RANK Signaling in Osteoclasts	0.00E+00		3.70E-02	CALM1 (includes others)
RAR Activation	0.00E+00		1.45E-01	"ADCY1,AKR1B1,CCNH,CSNK2B,GTF2H4,GUCY1B1,PARP1,PBRM1,RDH13,RPL7A,SMARCA4"
RHOA Signaling	0.00E+00		2.14E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,MYL1,MYL9,PLD1,SEPTIN12"
RHOGDI Signaling	0.00E+00		2.00E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,GRIP1,ITGA2B,ITGA8,MRAS,MYL1,MYL9,PAK1,RHOT1"
Reelin Signaling in Neurons	0.00E+00		1.13E-01	"ARHGEF25,ARPC1B,ARPC3,ARPC4,BLK,CAMK2D,GRIN2D"
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	0.00E+00		2.41E-01	"BRAF,EGFR,ETS1,FGF20,FGF6,FGFR1,FGFRL1,MRAS,PTPN11,RASD2,SHC2,SOS1,TGFBR1"
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	0.00E+00		6.45E-02	"NOTCH1,WNT4"
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	0.00E+00		2.07E-01	"CALM1 (includes others),MRAS,PLCG1,RASD2,SOS1,TGFBR1"
Regulation of the Epithelial-Mesenchymal Transition Pathway	0.00E+00		2.31E-01	"BRAF,EGFR,ETS1,FGF20,FGF6,FGFR1,FGFRL1,MRAS,NOTCH1,NOTCH2,PTPN11,RASD2,SOS1,TGFBR1,WNT4"
Relaxin Signaling	0.00E+00		2.21E-01	"ADCY1,APEX1,BRAF,CTH,GUCY1B1,GUCY2C,GUCY2D,Gucy2d,GUCY2F,MRAS,NPR1,NPR2,PDE1B,PDE8A,SMPDL3B"
Renin-Angiotensin Signaling	0.00E+00		1.67E-01	"ADCY1,GUCY1B1,MRAS,PAK1,PLCG1,RASD2,SHC2,SOS1"
Retinoate Biosynthesis I	0.00E+00		1.67E-01	"AKR1B1,RDH13"
Retinol Biosynthesis	0.00E+00		2.22E-01	"BCO1,ESD,PNLIP,RDH13"
Role of CHK Proteins in Cell Cycle Checkpoint Control	0.00E+00		2.40E-01	"CDK1,PCNA,PLK1,PTPA,RAD50,RFC2"
Role of JAK family kinases in IL-6-type Cytokine Signaling	0.00E+00		1.43E-01	PTPN11
Role of JAK1 and JAK3 in γc Cytokine Signaling	0.00E+00		1.67E-01	"MRAS,PTPN11,RASD2"
Role of JAK2 in Hormone-like Cytokine Signaling	0.00E+00		1.43E-01	PTPN11
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	0.00E+00		1.76E-01	"BRAF,PLAAT4,PRDX6"
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	0.00E+00		2.31E-01	"ATP6V1B1,ATP6V1F,ATP6V1G2,ATP6V1H,BRAF,MRAS,PLAAT4,PRDX6,RASD2"
Role of MAPK Signaling in the Pathogenesis of Influenza	0.00E+00		1.90E-01	"MRAS,PLAAT4,PRDX6,RASD2"
"Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis"	0.00E+00		1.88E-01	"CALM1 (includes others),CAMK2D,CCND1,IRAK4,LRP1,LRP6,MRAS,NLK,PLCD3,PLCG1,PLCZ1,RASD2,SFRP5,WIF1,WNT4"
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	0.00E+00		1.22E-01	"GATA4,MRAS,RASD2,SOS1,WNT4"
Role of NFAT in Cardiac Hypertrophy	0.00E+00		2.14E-01	"ADCY1,CACNA1A,CACNA1G,CALM1 (includes others),CAMK2D,GATA4,GUCY1B1,HDAC2,HDAC7,MRAS,PLCD3,PLCG1,PLCZ1,RASD2,SHC2,SLC8A2,SOS1,TGFBR1"
Role of NFAT in Regulation of the Immune Response	0.00E+00		1.27E-01	"CALM1 (includes others),GATA4,KPNB1,MRAS,PLCG1,RASD2,SOS1"
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	0.00E+00		1.88E-01	"NR5A1,NR5A2,PARP1"
"Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis"	0.00E+00		1.43E-01	"ALPL,CALM1 (includes others),LRP1,LRP6,NAIP,SFRP5,WIF1,WNT4"
Role of PKR in Interferon Induction and Antiviral Response	0.00E+00		1.52E-01	"CYC1,DNAJC3,HSPA8,NLRP10,TARBP2"
Role of Tissue Factor in Cancer	0.00E+00		1.82E-01	"BLK,CCN1,EGFR,MRAS,P4HB,PAK1,PTPN11,RASD2"
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	0.00E+00		4.76E-02	WNT4
Role of p14/p19ARF in Tumor Suppression	0.00E+00		1.11E-01	SF3A1
SAPK/JNK Signaling	0.00E+00		1.08E-01	"DAXX,MRAS,RASD2,SOS1"
SNARE Signaling Pathway	0.00E+00		2.03E-01	"ADCY1,CALM1 (includes others),CAMK2D,GUCY1B1,HSPA8,MYL1,MYL9,MYO1H,NAPA,NSF,RIMS1,SYT14"
SPINK1 General Cancer Pathway	0.00E+00		1.76E-01	"EGFR,MRAS,RASD2"
SPINK1 Pancreatic Cancer Pathway	0.00E+00		1.54E-01	"CPA1,TGFBR1"
STAT3 Pathway	0.00E+00		2.26E-01	"EGFR,FGFR1,MRAS,NDUFA13,PIM1,RASD2,TGFBR1"
Salvage Pathways of Pyrimidine Ribonucleotides	0.00E+00		2.16E-01	"BRAF,CDK1,CDK8,NME1,PAK1,PIM1,PLK1,UCKL1"
Semaphorin Neuronal Repulsive Signaling Pathway	0.00E+00		1.53E-01	"GUCY1B1,ITGA2B,ITGA8,MYL1,MYL9,NCAN,PAK1,PLCG1,PRKG1"
Semaphorin Signaling in Neurons	0.00E+00		1.00E-01	"PAK1,RHOT1"
Senescence Pathway	0.00E+00		2.43E-01	"BRAF,CACNA1A,CALM1 (includes others),CAPN3,CAPN7,CAT,CCNB2,CCNB3,CCND1,CDC16,CDK1,DLD,ETS1,GATA4,ITSN2,MRAS,NF1,PARP1,PDHA1,PDHB,PDHX,PHF1,PTPA,RAD50,RASD2,SOD2,TGFBR1"
Serotonin Receptor Signaling	0.00E+00		2.50E-01	"ADCY1,GUCY1B1,HTR1A,HTR7"
Sertoli Cell-Sertoli Cell Junction Signaling	0.00E+00		2.37E-01	"A2M,ACTC1,ACTG1,DLG1,GUCY1B1,ITGA2B,ITGA8,MRAS,PRKG1,RASD2,SPTAN1,TUBA1A,TUBA1B,TUBA3E,TUBA4A,TUBB2B,TUBB4A,VCL"
Signaling by Rho Family GTPases	0.00E+00		1.76E-01	"ACTC1,ACTG1,ARFIP2,ARPC1B,ARPC3,ARPC4,ITGA2B,ITGA8,MRAS,MYL1,MYL9,PAK1,PLD1,RHOT1,SEPTIN12"
Small Cell Lung Cancer Signaling	0.00E+00		1.56E-01	"CCND1,CKS1B,CYC1,HDAC2,HDAC7"
Sonic Hedgehog Signaling	0.00E+00		5.88E-02	CDK1
Spliceosomal Cycle	0.00E+00		2.41E-01	"DHX8,HSPA8,ISY1-RAB43,SF3A1,SF3A2,SF3B3,SNRNP200"
Stearate Biosynthesis I (Animals)	0.00E+00		8.33E-02	"PPT1,TECR"
Sumoylation Pathway	0.00E+00		2.00E-01	"DAXX,ETS1,HDAC2,PCNA,RFC2,RHOT1,UBA2"
Superpathway of Cholesterol Biosynthesis	0.00E+00		9.09E-02	HMGCS1
Superpathway of Citrulline Metabolism	0.00E+00		1.25E-01	ASL
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	0.00E+00		1.00E-01	HMGCS1
Superpathway of Inositol Phosphate Compounds	0.00E+00		1.40E-01	"ALPL,ENTPD6,INPP5F,NUDT11,OCRL,PI4K2A,PLCD3,PLCG1,PLCZ1,PTPA,PTPN11,RASA1,RNGTT"
Synaptic Long Term Potentiation	0.00E+00		2.20E-01	"ADCY1,CALM1 (includes others),CAMK2D,GRIA2,GRIA3,GRIA4,GRIN2D,GRM6,MRAS,PLCD3,PLCG1,PLCZ1,RASD2"
Systemic Lupus Erythematosus In B Cell Signaling Pathway	0.00E+00		2.40E-01	"CALM1 (includes others),CCND1,CD22,INPP5F,IRAK4,MRAS,OCRL,PLAAT4,PTPN11,RASD2,SHC2,SOS1"
Systemic Lupus Erythematosus In T Cell Signaling Pathway	0.00E+00		1.90E-01	"BCL6,CASP2,CASQ1,DNMT1,MLST8,MRAS,PLCG1,PTPA,RASD2,RHOT1,RPS6KB2,SOS1"
T Cell Exhaustion Signaling Pathway	0.00E+00		1.75E-01	"BCL6,MRAS,PLCG1,PTPA,PTPN11,RASD2,TGFBR1"
T Cell Receptor Signaling	0.00E+00		1.60E-01	"CALM1 (includes others),MLST8,MRAS,PLCG1,PTPN11,RASA1,RASD2,SOS1"
TEC Kinase Signaling	0.00E+00		1.92E-01	"ACTC1,ACTG1,BLK,ITGA2B,ITGA8,MRAS,PAK1,PLCG1,RHOT1,TXK"
TGF-β Signaling	0.00E+00		1.25E-01	"MRAS,RASD2,SOS1,TGFBR1"
TNFR1 Signaling	0.00E+00		2.50E-01	"CASP2,NAIP,PAK1"
TNFR2 Signaling	0.00E+00		1.43E-01	NAIP
TR/RXR Activation	0.00E+00		1.43E-01	"ATP2A1,ENO1,RAB3B,TBL1Y"
TREM1 Signaling	0.00E+00		2.00E-01	"NLRP10,PLCG1"
TWEAK Signaling	0.00E+00		2.00E-01	NAIP
Telomerase Signaling	0.00E+00		2.20E-01	"EGFR,ETS1,HDAC2,HDAC7,MRAS,PTPA,RASD2,SOS1,TERF2"
Th1 Pathway	0.00E+00		9.52E-02	"NOTCH1,NOTCH2"
Th1 and Th2 Activation Pathway	0.00E+00		1.00E-01	"NOTCH1,NOTCH2,TGFBR1"
Th17 Activation Pathway	0.00E+00		2.00E-01	"IRAK4,RORA"
Th2 Pathway	0.00E+00		1.03E-01	"NOTCH1,NOTCH2,TGFBR1"
The Visual Cycle	0.00E+00		1.25E-01	RDH13
Thrombin Signaling	0.00E+00		2.08E-01	"ADCY1,ARHGEF25,CAMK2D,EGFR,GATA4,GUCY1B1,MRAS,MYL1,MYL9,PLCD3,PLCG1,PLCZ1,RASD2,RHOT1,SOS1,TBP"
Thrombopoietin Signaling	0.00E+00		2.08E-01	"MRAS,PLCG1,PTPN11,RASD2,SOS1"
Thyroid Cancer Signaling	0.00E+00		2.27E-01	"BRAF,CCND1,MRAS,RASD2,RET"
Toll-like Receptor Signaling	0.00E+00		1.88E-01	"IRAK4,RPS27A,UBA52"
Transcriptional Regulatory Network in Embryonic Stem Cells	0.00E+00		1.33E-01	"GATA4,ISL1"
Triacylglycerol Biosynthesis	0.00E+00		5.26E-02	MBOAT1
Tryptophan Degradation III (Eukaryotic)	0.00E+00		1.25E-01	"GCDH,HSD17B4"
Tumor Microenvironment Pathway	0.00E+00		2.19E-01	"BRAF,CCND1,FGF20,FGF6,MMP17,MRAS,RASD2"
Tumoricidal Function of Hepatic Natural Killer Cells	0.00E+00		1.67E-01	AIFM1
Type I Diabetes Mellitus Signaling	0.00E+00		5.88E-02	CYC1
Type II Diabetes Mellitus Signaling	0.00E+00		1.14E-01	"CACNA1A,CACNA1G,PRKAB2,SMPD1,SMPD2"
UVB-Induced MAPK Signaling	0.00E+00		5.26E-02	EGFR
Ubiquinol-10 Biosynthesis (Eukaryotic)	0.00E+00		1.25E-01	BCKDHA
Unfolded protein response	0.00E+00		1.59E-01	"DNAJA2,DNAJC13,DNAJC3,EIF2A,HSPA8,P4HB,VCP"
Urate Biosynthesis/Inosine 5'-phosphate Degradation	0.00E+00		1.67E-01	NT5C3B
VDR/RXR Activation	0.00E+00		5.00E-02	CCNC
VEGF Family Ligand-Receptor Interactions	0.00E+00		1.54E-01	"MRAS,PLCG1,RASD2,SOS1"
VEGF Signaling	0.00E+00		2.37E-01	"ACTC1,ACTG1,EIF2B2,MRAS,PLCG1,PTPN11,RASD2,SOS1,VCL"
Virus Entry via Endocytic Pathways	0.00E+00		2.25E-01	"ACTC1,ACTG1,AP2A1,DNM1,FLNA,FLNC,MRAS,PLCG1,RASD2"
WNT/Ca+ pathway	0.00E+00		1.20E-01	"PLCD3,PLCG1,PLCZ1"
WNT/β-catenin Signaling	0.00E+00		2.37E-01	"CCND1,CSNK2B,LRP1,LRP6,NLK,NR5A2,PTPA,RPS27A,SFRP5,SOX14,TGFBR1,UBA52,WIF1,WNT4"
White Adipose Tissue Browning Pathway	0.00E+00		2.14E-01	"ADCY1,CACNA1A,CACNA1G,FGFR1,FGFRL1,GUCY1B1,NPR1,PRKAB2,PRKG1"
Xenobiotic Metabolism General Signaling Pathway	0.00E+00		1.67E-01	"CUL3,GSTM3,GSTM4,GSTM5,MGST3,MRAS,NR1I2,RASD2"
Xenobiotic Metabolism Signaling	0.00E+00		2.21E-01	"ABCC2,ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CAMK2D,CAT,CHST13,CUL3,ESD,GRIP1,GSTM3,GSTM4,GSTM5,MGST3,MRAS,NDST1,NR1I2,PTPA,RASD2,SULT1B1,SULT1E1,SULT2B1"
eNOS Signaling	0.00E+00		2.41E-01	"ADCY1,CALM1 (includes others),CCNA2,CHRNA7,CHRNA9,CHRNB2,CNGA3,CNGB3,GUCY1B1,HSPA8,NOSTRIN,PLCG1,PRKAB2,PRKG1"
fMLP Signaling in Neutrophils	0.00E+00		1.30E-01	"ARPC1B,ARPC3,ARPC4,CALM1 (includes others),MRAS,RASD2"
iNOS Signaling	0.00E+00		2.50E-01	"CALM1 (includes others),IRAK4"
nNOS Signaling in Neurons	0.00E+00		1.82E-01	"CALM1 (includes others),CAPN3,CAPN7,GRIN2D"
nNOS Signaling in Skeletal Muscle Cells	0.00E+00		2.35E-01	"CACNA1A,CACNA1G,CALM1 (includes others),CAPN3"
p38 MAPK Signaling	0.00E+00		2.50E-01	"DAXX,EEF2K,IRAK4,MKNK2,RPS6KB2,TGFBR1"
p53 Signaling	0.00E+00		9.09E-02	"CCND1,PCNA,TP63"
p70S6K Signaling	0.00E+00		2.29E-01	"EEF2K,EGFR,MRAS,PLCD3,PLCG1,PLCZ1,PLD1,PTPA,RASD2,RPS6,SOS1"
tRNA Charging	0.00E+00		1.79E-01	"AARS1,GARS1,HARS1,RARS1,VARS1"
tRNA Splicing	0.00E+00		1.82E-01	"APEX1,PDE1B,PDE8A,SMPDL3B"
α-Adrenergic Signaling	0.00E+00		2.14E-01	"ADCY1,CALM1 (includes others),GUCY1B1,GYS2,MRAS,PLCG1,PYGB,RASD2,SLC8A2"
γ-glutamyl Cycle	0.00E+00		2.50E-01	"ANPEP,OPLAH"
4-aminobutyrate Degradation I	2.35E-01		3.33E-01	ABAT
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	2.35E-01		3.33E-01	CYC1
Diphthamide Biosynthesis	2.35E-01		3.33E-01	DPH5
Galactose Degradation I (Leloir Pathway)	2.35E-01		3.33E-01	GALK1
Glycogen Biosynthesis II (from UDP-D-Glucose)	2.35E-01		3.33E-01	GYS2
L-carnitine Biosynthesis	2.35E-01		3.33E-01	BBOX1
Lysine Degradation V	2.35E-01		3.33E-01	PIPOX
NAD Phosphorylation and Dephosphorylation	2.35E-01		3.33E-01	NNT
Parkinson's Signaling	2.35E-01		3.33E-01	PRKN
Prostanoid Biosynthesis	2.35E-01		3.33E-01	HPGDS
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	2.35E-01		3.33E-01	SEPHS2
Urea Cycle	2.35E-01		3.33E-01	ASL
dTMP De Novo Biosynthesis	2.35E-01		3.33E-01	TYMS
Glycogen Degradation II	2.52E-01		2.86E-01	"PGM1,PYGB"
Heme Biosynthesis II	2.52E-01		2.86E-01	"ALAD,ALAS1"
Colanic Acid Building Blocks Biosynthesis	2.59E-01		2.73E-01	"GALK1,GMPPA,PMM1"
Oncostatin M Signaling	2.59E-01		2.73E-01	"MRAS,RASD2,SOS1"
"D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis"	2.63E-01		2.67E-01	"PI4K2A,PLCD3,PLCG1,PLCZ1"
Pyrimidine Ribonucleotides De Novo Biosynthesis	2.63E-01		2.67E-01	"DHX9,ENTPD6,NME1,NUDT18"
ERK5 Signaling	2.65E-01		2.63E-01	"EGFR,MRAS,PTPN11,RASD2,RPS6KB2"
Angiopoietin Signaling	2.69E-01		2.58E-01	"ANGPT1,MRAS,PAK1,PTPN11,RASA1,RASD2,SOS1,TIE1"
PDGF Signaling	2.69E-01		2.58E-01	"CSNK2B,INPP5F,MRAS,OCRL,PLCG1,RASA1,RASD2,SOS1"
Non-Small Cell Lung Cancer Signaling	2.70E-01		2.57E-01	"CCND1,EGFR,HDAC2,HDAC7,MRAS,PLCG1,RASD2,RASSF1,SOS1"
Sphingosine-1-phosphate Signaling	2.71E-01		2.56E-01	"ADCY1,ASAH2,CASP2,CASQ1,GUCY1B1,PLCD3,PLCG1,PLCZ1,RHOT1,SMPD1,SMPD2"
Xenobiotic Metabolism CAR Signaling Pathway	2.95E-01		2.57E-01	"ABCC1,ABCC2,ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CHST13,EGFR,GRIP1,GSTM3,GSTM4,GSTM5,MGST3,NDST1,PTPA,RACK1,SULT1B1,SULT1E1,SULT2B1"
cAMP-mediated signaling	2.95E-01		2.57E-01	"ADCY1,AKAP1,APEX1,BRAF,CALM1 (includes others),CAMK2D,CNGA3,CNGB3,FSHR,GABBR2,GRM6,GUCY1B1,HTR1A,HTR7,LHCGR,PDE1B,PDE8A,RAPGEF4,SMPDL3B"
Aryl Hydrocarbon Receptor Signaling	2.99E-01		2.60E-01	"ALDH2,ALDH3A2,ALDH4A1,ALDH6A1,CCNA2,CCND1,Cyp3a25 (includes others),GSTM3,GSTM4,GSTM5,MCM7,MGST3,SMARCA4"
GP6 Signaling Pathway	3.01E-01		2.62E-01	"CALM1 (includes others),COL2A1,COL4A1,COL5A1,COL9A1,ITGA2B,LAMA4,LAMC1,LAMC3,PLCG1,TLN1"
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	3.02E-01		2.63E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,PAK1,PLCG1,PLD1,RPS6KB2,TLN1"
Regulation of Actin-based Motility by Rho	3.02E-01		2.63E-01	"ACTC1,ARPC1B,ARPC3,ARPC4,ITGA2B,ITGA8,MYL1,MYL9,PAK1,RHOT1"
Actin Nucleation by ARP-WASP Complex	3.03E-01		2.65E-01	"ARPC1B,ARPC3,ARPC4,ITGA2B,ITGA8,MRAS,RASD2,RHOT1,SOS1"
Synaptogenesis Signaling Pathway	3.05E-01		2.56E-01	"ADCY1,AP2A1,ARPC1B,ARPC3,ARPC4,BRAF,CALM1 (includes others),CAMK2D,CNTNAP2,EPHB1,GRIA2,GRIA3,GRIA4,GRIN2D,GRM6,GUCY1B1,HSPA8,ITSN2,LRP1,MRAS,NAP1L1,NAPA,NLGN1,NLGN4Y,NSF,PAK1,PLCG1,RASD2,RPS6KB2,SHC2,SOS1,SYT14,THBS3,TLN1"
Cancer Drug Resistance By Drug Efflux	3.08E-01		2.73E-01	"ABCC1,ABCC2,BRAF,MRAS,RASD2,YBX1"
GADD45 Signaling	3.08E-01		2.73E-01	"CCND1,CDK1,NFYA,PCNA,POU2F1,TGFBR1"
IL-4 Signaling	3.08E-01		2.73E-01	"INPP5F,MRAS,OCRL,RASD2,RPS6KB2,SOS1"
