© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->GS.pco2
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	GS.pco2
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446105

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->GS.pco2
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
bendamustine	chemical drug	 	2	 	 	-0.532	2.04E-06	2.90E-03	bendamustine,CHEK2,H2AX,TP53	A2M,ABAT,ABCB8,ABCC1,ABCC2,ACADL,ACLY,ADA,ADAMTSL4,ADH5,AHCY,AKR1B1,ALDH4A1,ALDOA,ANGPT1,ANK1,APEX1,ARPC1B,ASL,ATP5F1C,ATP5PB,AURKB,BRAF,CAMK2D,CASP2,CAT,CCNA2,CCNB2,CDC16,CDC20,CDC6,CDK1,CDT1,Ces1b/Ces1c,Chil3/Chil4,CKM,CKS1B,CNN2,COL2A1,COL4A1,COL9A1,COPB1,COX15,CRYAB,CS,CSRP1,CTSF,DEK,DICER1,DLG1,DLST,DNAJA2,DNM1,DNM1L,DNMT1,DPEP1,ECH1,EGFR,ETFA,FAT1,FBLN2,FH,FKBP4,FSTL1,FUBP1,GAPDH,GATA4,GLB1,GLUL,GOLGA4,GPX1,HDAC2,HDLBP,HSPA8,HSPG2,IDH1,IDH3G,IPO7,ITGA2B,KMT2D,KPNB1,KSR1,LAMC1,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,MRC1,MRPL12,MRPL39,MYL9,NAB1,NDUFA8,NDUFB8,NDUFS1,NDUFS3,NFS1,NME1,NOTCH1,NOTCH2,NR5A1,NTN1,ODC1,P4HA1,P4HB,PAK1,PARP2,PCNA,PDHA1,PDHB,PDHX,PDIA5,PGAM2,PGD,PLAAT4,PLK1,POLD1,POLR3E,PRDX6,PRKAB2,PRKG1,PRKN,PSMA1,PTPN11,RAD50,RAD51,RBBP7,RCHY1,ROBO1,RPL12,RPL5,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,RRM2,SCRIB,SERPINC1,SLC5A8,SLC7A11,SMC2,SMC4,STAU1,STEAP3,SUCLG1,TBP,TBX3,TBX5,TGFBI,THOP1,TINAGL1,TLN1,TOMM40,TOP2B,TP63,TRAP1,TRIB3,TSC2,UBA1,UQCRC2,UQCRFS1,UQCRQ,USO1,VCL,XPC,XPNPEP1,XRCC5,YBX1	173 (4)	4	 	 	 	CDKN1A,TP53	 	 	 	 	 	
oxaliplatin	chemical drug	 	2	 	 	-0.525	2.07E-06	1.28E-02	AKT1,ATM,ATR,BCL2L1,CASP8,CASP9,caspase,CHEK2,FANCD2,GSK3B,HES1,MAPK8,MAPK9,MTOR,oxaliplatin,P38 MAPK,SP1,SRC (family),STAT3,TP53	ABAT,ABCB8,ABCC1,ABCC2,ACADL,ADA,ADAMTSL4,ADARB1,ADH5,AHCY,AIFM1,ALDH4A1,ALDOA,ALPL,ANGPT1,ANK1,APEX1,ARPC1B,ASL,ATP5F1A,ATP5F1B,ATP5F1C,AURKB,AVIL,BCL6,BRAF,CAMK2D,CASP2,CCNB2,CCNC,CCND1,CDC16,CDC20,CDC6,CDT1,Ces1b/Ces1c,CHAT,CHD1,CHERP,Chil3/Chil4,CKS1B,CNN2,COL2A1,COL9A1,COMMD3-BMI1,COPB1,COPG2,COX15,CRYAB,CS,CSRP1,CTCF,CTH,CTNND2,CTSF,CYC1,CYP27A1,DEK,DICER1,DLG1,DLST,DNAJA2,DNM1,DNM1L,DPEP1,ECH1,EGFR,ETS1,FAT1,FBLN2,FH,FKBP4,FLNA,FTMT,FUBP1,GAPDH,GATA4,GCSH,GLB1,GLUL,GOLGA2,GOLGA4,GOT2,GRIA2,HDAC2,HDLBP,HMGCS1,HSPA8,HSPG2,HTR1A,IDH1,IDH3G,IFT88,INO80,IPO7,ISL1,ITGA2B,IVL,KCND2,KIF3B,KMT2D,KPNB1,KSR1,LAMC1,LIPA,LSM5,MAGEL2,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MDH1,MDH2,MELK,MRC1,MRPL12,MRPL39,MSH2,MTTP,MUC4,MYL1,MYL9,NAB1,NCAM1,NCL,NDUFA8,NDUFS1,NDUFS3,NFS1,NKX2-2,NME1,NOTCH1,NOTCH2,NPR1,NR5A1,NR5A2,NTN1,ODC1,P4HA1,P4HB,PAK1,PARP1,PARP2,PDHA1,PDHB,PDIA5,PGAM2,PGD,PGP,PLAAT4,PLG,PLIN2,PLK1,POLR3E,PPIB,PRDX6,PRKAB2,PRKG1,PRKN,PRX,PSMA1,PTF1A,PTPN11,PYGB,RAD50,RBBP7,RCHY1,RET,ROBO1,RORA,RPL12,RPL23,RPL32,RPL5,RPL7,RPN1,RPS11,RPS18,RPS26,RPS3,RPS5,RPS6,RPTN,RRM1,SCP2,SCRIB,SERPINC1,SLC25A5,SLC28A2,SLC4A2,SLC5A7,SLC5A8,SLC7A11,SLC8A2,SMC2,SMC4,SMPD1,SND1,SNRPN,STAU1,STEAP3,SUCLG1,TAGLN,TBX3,TBX5,TGFBI,TGFBR1,THOP1,TINAGL1,TLN1,TOMM40,TOP2B,TRAP1,TRIB3,TSC2,TUBB4A,UBA1,UPF3A,UQCRC2,UQCRFS1,UQCRQ,USO1,VCL,VCP,WNT4,WRN,XPC,XPNPEP1,XRCC5,YBX1	232 (20)	20	 	 	 	CDKN1A,EIF2A,TP53	BIRC5,FANCD2,miR-30c-5p (and other miRNAs w/seed GUAAACA),MTOR	 	 	 	 	
VRK1	kinase	 	2	 	 	-0.526	2.07E-06	3.10E-03	ATF2,H2AX,MAPK8,TP53,VRK1	A2M,ABAT,ABCB8,ABCC1,ABCC2,ACADL,ACLY,ADA,ADAMTSL4,ADARB1,ADH5,AHCY,AKR1B1,ALDH4A1,ALDOA,ANGPT1,ANK1,APEX1,ARPC1B,ASL,ATP5F1C,ATP5PB,AURKB,BCKDHA,BRAF,CAMK2D,CASP2,CCNB2,CDC16,CDC20,CDC6,CDK1,CDT1,Ces1b/Ces1c,Chil3/Chil4,CKM,CKS1B,CNN2,COL2A1,COL4A1,COL9A1,COPB1,COX15,CRYAB,CS,CSRP1,CTSF,CYP27A1,DEK,DICER1,DLG1,DLST,DNAJA2,DNM1,DNM1L,DNMT1,DPEP1,ECH1,EGFR,ETFA,ETS1,FAT1,FBLN2,FH,FKBP4,FSTL1,FUBP1,GAPDH,GATA4,GLB1,GLUL,GOLGA4,GPX1,HDAC2,HDLBP,HMGCS1,HSPA8,HSPG2,IDH1,IDH3G,IPO7,ITGA2B,KMT2D,KPNB1,KSR1,LAMC1,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,MRC1,MRPL12,MRPL39,MTTP,MYL9,NAB1,NDUFA8,NDUFB8,NDUFS1,NDUFS3,NFS1,NME1,NOTCH1,NOTCH2,NR5A1,NTN1,ODC1,P4HA1,P4HB,PAK1,PARP2,PCNA,PDHA1,PDHB,PDHX,PDIA5,PGAM2,PGD,PLAAT4,PLK1,POLD1,POLR3E,PRDX6,PRKAB2,PRKG1,PRKN,PSMA1,PTPN11,RAD50,RAD51,RBBP7,RCHY1,ROBO1,RPL12,RPL5,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,RRM2,SCRIB,SERPINC1,SLC5A8,SLC7A11,SMC2,SMC4,STAU1,STEAP3,SUCLG1,TBX3,TBX5,TGFBI,THOP1,TINAGL1,TLN1,TOMM40,TOP2B,TP63,TRAP1,TRIB3,TSC2,UBA1,UQCRC2,UQCRFS1,UQCRQ,USO1,VCL,WNT4,XPC,XPNPEP1,XRCC5,YBX1	177 (5)	4	RABL6	 	 	 	 	 	 	 	 	
NCoR/SMRT corepressor	complex	 	3	 	 	-0.247	2.11E-06	3.30E-03	Ap1,AR,AURKB,Creb,ERK1/2,ESR1,Esr1-Esr1-estrogen-estrogen,estrogen,estrogen receptor,FOXO1,GPS2,HDAC3,HNF4A,IKK (complex),JINK1/2,Jnk,MAPK8,mifepristone,MTOR,NCOA1,NCOA2,NCOA3,NCoR/SMRT corepressor,NCOR1,NCOR2,NFkB (complex),NR1I2,NR4A1,P38 MAPK,PGR,PML-RARA,PPARA,PPARD,PPARG,PPARα-RXRα,RUNX2,RXRA,SIAH1,tamoxifen,TBL1XR1,TGFB1,THRB,TLR7,TLR9,Ubiquitin,VDR	ABCC2,ABCF1,ACO2,ACTC1,ADARB1,ADI1,AGRN,AKR1B1,ALAS1,ALDH3A2,ALDOA,AMY2B,ANK1,ANPEP,APEX1,ASL,ATP5PB,ATP5PO,AVIL,BDH1,CACNA1A,CAMK2D,CASP2,CBR1,CBR3,CCKAR,CCT5,CD109,CDC6,CHAT,Chil3/Chil4,CHST9,CKM,CKS1B,CLEC3B,CLEC4F,CNN2,COL5A1,CORIN,CORO1C,CRYAB,CSNK2B,CTBS,CTSF,CUL3,CYC1,CYP2A6 (includes others),CYP4B1,DAB2IP,DAXX,DCC,DCHS1,DDB1,DEPDC1,DICER1,DLD,DLST,DNM1L,DNMT1,DOCK9,DSCAM,EBF1,ECH1,ECI2,ELOVL7,ENPEP,ESRP1,ETFA,ETHE1,F11,FBP1,FEN1,FKBP4,FLNC,FSTL1,FTCD,FUBP1,GABRR2,GALK1,GAPDH,GARS1,GLB1,GLRX3,GLUD1,GOLGA2,GOT2,GPATCH3,GPR84,GPX4,GRIA3,GRID2,GRIN2D,GSTM3,GSTM5,GUCY2C,GUSB,H2AZ1,HDAC2,HDAC7,HEXB,HHEX,HIRA,HNRNPAB,HPGDS,HSD17B4,HSPA8,IDH1,IMPA1,IRAK4,ISY1-RAB43,KCND2,KDM2A,KIF18A,KIF3C,KNTC1,KYAT1,LAMC1,LIPA,LIPT1,LOXL3,LRP1,LSM5,MCCC2,MCTP1,MDH2,MELK,MGST3,MICALL2,MKNK2,MMP17,MPG,MRAS,MRPL39,MRPL45,MRTFA,MSH6,MUC4,MYO1F,MYOT,NAP1L1,NASP,NBEA,NCAN,NDST1,NDUFA10,NDUFA7,NDUFA8,NDUFA9,NDUFAF2,NDUFAF4,NDUFS1,NDUFS7,NDUFV2,NEGR1,NELFCD,NFS1,NFYC,NPR1,NR1I2,NR5A1,NR5A2,NSF,NUDT18,PARP1,PAX7,PAX8,PBLD,PCBP3,PCSK2,PDHA1,PDIA4,PDIA5,PEPD,PGD,PGM1,PGP,PGRMC2,PHACTR1,PHYH,PIPOX,PLD1,PLIN4,PLK1,PLSCR1,PMM1,POLD1,POLE,POU2F1,PPIB,PRCP,PRDM15,PRDX4,PRDX6,PRKN,PRX,PSMA1,PSMB10,PYCR1,PYGB,RACK1,RAD51C,RGN,RPIA,RPL12,RPL23,RPL32,RPLP0,RPS11,RPS18,RPSA,SARDH,SCN5A,SCP2,SCRIB,SCX,SLC20A1,SLC25A1,SLC25A10,SLC26A11,SLC34A2,SLC39A11,SLC4A2,SLC5A3,SLC8A2,SMC2,SMN1/SMN2,SMPD2,SMPDL3B,SND1,SNRNP40,SPARCL1,SRSF4,SRSF7,SSRP1,STRN,SUCLG1,SULT2B1,TBX3,TENM3,TFG,TFR2,TIE1,TLN1,TMEM120A,TMIGD1,TPI1,TRIM13,TRIM33,TUBA1A,TUFM,UNC5C,UQCRFS1,UQCRQ,USH1C,USO1,WIF1,XPC,XPO5,XRCC5,XRCC6,YBX1,ZNF71	262 (46)	41	 	 	 	 	 	 	 	 	 	
PSEN2	peptidase	-0.152	2	 	 	-0.743	2.15E-06	1.07E-02	AKT1,CTNNB1,EGFR,ERK1/2,Jnk,PLA2G6,PSEN2,SOD1,TP53	A2M,ABAT,ABCB8,ABCC1,ABCC2,ACLY,ACTC1,ADA,ADAMTSL4,ADARB1,ADH5,AHCY,AKR1B1,ALDH4A1,ALDOA,ALPL,ANK1,APEX1,ARPC1B,ASL,ATP1A3,ATP5F1A,ATP5F1C,ATP5PB,ATP5PO,AURKB,BCL6,BRAF,CACNA1G,CAMK2D,CASP2,CAT,CCAR1,CCNB2,CCT5,CDC16,CDC20,CDC6,CDK1,CDT1,Chil3/Chil4,CKM,CKS1B,CNN2,COL4A1,COL9A1,COPB1,COX15,CS,CSRP1,CTSC,CTSF,CUL3,CYC1,CYP2A6 (includes others),DEK,DICER1,DLG1,DLST,DNAJA2,DNM1,DNM1L,DPEP1,ECH1,EGFR,ENO1,ETFA,FAT1,FEN1,FGF20,FH,FKBP4,FSTL1,FUBP1,GAPDH,GATA4,GCSH,GLB1,GLUL,GOLGA4,GOT2,GPX1,GSTM5,HDAC2,HDLBP,HHEX,HIRA,HMGCS1,HSPA8,HSPG2,IDH1,IDH3G,ILF3,IPO7,ISL1,ITGA2B,IVNS1ABP,KIF5B,KMT2D,KPNB1,KSR1,LAMA4,LAMC1,LMX1B,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MDH1,MELK,MRPL12,MRPL39,MSH2,MYL1,MYL9,NAB1,NCAM1,NCL,NDUFA10,NDUFA8,NDUFS1,NDUFS2,NDUFS3,NFS1,NME1,NOTCH1,NOTCH2,NR5A1,NR5A2,NSF,NTN1,NUDC,ODC1,P4HA1,P4HB,PAK1,PARP2,PAX7,PAX8,PBX1,PDHA1,PDHB,PDHX,PDIA5,PGAM2,PGD,PGK1,PGM1,PLAAT4,PLCG1,PLG,PLIN2,PLSCR1,POLD1,POLR3E,PRDX6,PRKAB2,PRKG1,PRKN,PRX,PSMA1,PSMB10,PTPN11,RAD50,RCHY1,RGN,ROBO1,RPL12,RPL5,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,RRM2,SCRIB,SERPINC1,SLC25A32,SLC5A8,SLC7A11,SMC2,SMC4,SMPD2,SMS,SOD2,STAU1,STEAP3,SUCLG1,TBP,TBX3,TBX5,TCERG1,TGFBI,THOP1,TINAGL1,TLN1,TOMM40,TOP2B,TRAP1,TRIB3,TSC2,TUBA4A,UBA1,UQCRC2,UQCRFS1,UQCRQ,USO1,VCL,VCP,VNN1,WIF1,WNT4,XPC,XPNPEP1,XRCC5,YBX1	219 (9)	9	MITF,RB1	KDM5A	 	Creb	FBXW7,GJA1,INSR	 	 	 	 	
7-(4-fluorobenzylamino)-1,3,4,8-tetrahydropyrrolo[4,3,2-de]quinolin-8(1H)-one	chemical reagent	 	2	 	 	-0.457	2.17E-06	3.00E-03	7-(4-fluorobenzylamino)-1,3,4,8-tetrahydropyrrolo[4,3,2-de]quinolin-8(1H)-one,CHEK2,H2AX,TP53	A2M,ABAT,ABCB8,ABCC1,ABCC2,ACADL,ACLY,ADA,ADAMTSL4,ADH5,AHCY,AKR1B1,ALDH4A1,ALDOA,ANGPT1,ANK1,APEX1,ARPC1B,ASL,ATP5F1C,ATP5PB,AURKB,BRAF,CAMK2D,CASP2,CAT,CCNA2,CCNB2,CCND1,CDC16,CDC20,CDC6,CDK1,CDT1,Ces1b/Ces1c,Chil3/Chil4,CKM,CKS1B,CNN2,COL2A1,COL4A1,COL9A1,COPB1,COX15,CRYAB,CS,CSRP1,CTSF,DEK,DICER1,DLG1,DLST,DNAJA2,DNM1,DNM1L,DNMT1,DPEP1,ECH1,EGFR,ETFA,FAT1,FBLN2,FH,FKBP4,FSTL1,FUBP1,GAPDH,GATA4,GLB1,GLUL,GOLGA4,GPX1,HDAC2,HDLBP,HSPA8,HSPG2,IDH1,IDH3G,IPO7,ITGA2B,KMT2D,KPNB1,KSR1,LAMC1,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,MRC1,MRPL12,MRPL39,MYL9,NAB1,NDUFA8,NDUFB8,NDUFS1,NDUFS3,NFS1,NME1,NOTCH1,NOTCH2,NR5A1,NTN1,ODC1,P4HA1,P4HB,PAK1,PARP2,PDHA1,PDHB,PDHX,PDIA5,PGAM2,PGD,PLAAT4,PLK1,POLD1,POLR3E,PRDX6,PRKAB2,PRKG1,PRKN,PSMA1,PTPN11,RAD50,RAD51,RBBP7,RCHY1,ROBO1,RPL12,RPL5,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,SCRIB,SERPINC1,SLC5A8,SLC7A11,SMC2,SMC4,STAU1,STEAP3,SUCLG1,TBP,TBX3,TBX5,TGFBI,THOP1,TINAGL1,TLN1,TOMM40,TOP2B,TP63,TRAP1,TRIB3,TSC2,UBA1,UQCRC2,UQCRFS1,UQCRQ,USO1,VCL,XPC,XPNPEP1,XRCC5,YBX1	172 (4)	4	 	 	 	TP53	CDK6	 	 	 	 	
ELL	transcription regulator	 	2	 	 	0.150	2.22E-06	2.70E-03	Ap1,CASP3,ELL,NR3C2,RNA polymerase II,TP53	A2M,ABAT,ABCB8,ABCC1,ABCC2,ABCC9,ACADL,ACLY,ADA,ADAMTSL4,ADH5,AHCY,AKR1B1,ALDH4A1,ALDOA,ANK1,APEX1,ARPC1B,ASL,ATP5F1A,ATP5F1C,ATP5PB,AURKB,BRAF,CALM1 (includes others),CAMK2D,CASP2,CAT,CCNA2,CCNB2,CCND1,CDC16,CDC20,CDC6,CDK1,CDT1,Ces1b/Ces1c,Chil3/Chil4,CKM,CKS1B,CNN2,COL2A1,COL4A1,COL9A1,COPB1,COX15,CRYAB,CS,CSRP1,CTSF,DEK,DICER1,DLG1,DLST,DNAJA2,DNM1,DNM1L,DNMT1,DPEP1,ECH1,EGFR,ETFA,ETS1,FAT1,FBLN2,FH,FSTL1,FUBP1,GAPDH,GATA4,GLB1,GLUL,GOLGA4,HDAC2,HDLBP,HSPA8,HSPG2,HTR1A,IDH1,IDH3G,IPO7,ITGA2B,KMT2D,KPNB1,KSR1,LAMC1,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,MRC1,MRPL12,MRPL39,MYL9,NAB1,NDUFA8,NDUFS1,NDUFS3,NFS1,NME1,NOTCH1,NOTCH2,NR5A1,NTN1,ODC1,P4HA1,P4HB,PAK1,PARP2,PCNA,PDHA1,PDHX,PDIA5,PGAM2,PGD,PLAAT4,PLIN4,PLK1,POLD1,POLR3E,PPAT,PPIB,PRDX6,PRKAB2,PRKG1,PRKN,PSMA1,PTPN11,RAD50,RAD51,RAPGEF4,RBBP7,RCHY1,ROBO1,RPL12,RPL5,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,RRM2,SCRIB,SERPINC1,SLC5A8,SLC7A11,SMC2,SMC4,STAU1,STEAP3,SUCLG1,TBP,TBX3,TBX5,TGFBI,THOP1,TINAGL1,TLN1,TOMM40,TOP2B,TP63,TRAP1,TRIB3,TSC2,TUBA4A,UBA1,UQCRFS1,UQCRQ,USO1,VCL,XPC,XPNPEP1,XRCC5,YBX1	178 (6)	5	EAF1	 	 	 	CDKN1A,TP53	 	 	 	 	
MLH1	enzyme	0.106	2	 	 	-0.750	2.22E-06	2.80E-03	CDK1,CDK2,CHEK2,MAPK14,MLH1,TP53	A2M,ABAT,ABCB8,ABCC1,ABCC2,ACADL,ACLY,ADA,ADAMTSL4,ADH5,AHCY,AKR1B1,ALDH4A1,ALDOA,ANK1,APEX1,ARPC1B,ASL,ATP5F1A,ATP5F1C,ATP5PB,AURKB,BRAF,CAMK2D,CASP2,CAT,CCNA2,CCNB2,CCND1,CDC16,CDC20,CDK1,CDT1,Ces1b/Ces1c,Chil3/Chil4,CKM,CKS1B,CNN2,COL2A1,COL4A1,COL9A1,COPB1,COX15,CRYAB,CS,CSRP1,CTSF,DEK,DICER1,DLG1,DLST,DNAJA2,DNM1,DNM1L,DNMT1,DPEP1,ECH1,ETFA,FAT1,FBLN2,FH,FKBP4,FSTL1,FUBP1,GAPDH,GATA4,GLB1,GLUL,GOLGA4,GPX1,HAND2,HDAC2,HDLBP,HSPA8,HSPG2,HTR7,IDH1,IDH3G,IPO7,ITGA2B,IVL,KMT2D,KPNB1,KSR1,LAMC1,LRP6,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,MRC1,MRPL12,MRPL39,MYL9,NAB1,NDUFA8,NDUFS1,NDUFS3,NFS1,NME1,NOTCH1,NOTCH2,NR5A1,NTN1,ODC1,P4HA1,P4HB,PAK1,PARP2,PCNA,PDHA1,PDHB,PDHX,PDIA5,PGAM2,PGD,PLAAT4,PLK1,POLD1,POLR3E,PRDX6,PRKAB2,PRKG1,PRKN,PSMA1,PTPN11,RAD50,RAD51,RBBP7,RCHY1,ROBO1,RPL12,RPL5,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,RRM2,SCRIB,SERPINC1,SLC5A8,SLC7A11,SMC2,SMC4,SOD2,STAU1,STEAP3,SUCLG1,TAGLN,TBP,TBX3,TBX5,TGFBI,THOP1,TINAGL1,TLN1,TOMM40,TOP2B,TP63,TRAP1,TRIB3,TRPA1,TSC2,UBA1,UQCRFS1,UQCRQ,USO1,VCL,WIF1,XPC,XPNPEP1,XRCC5,YBX1	178 (6)	6	CSF2,E2F2,EPO,NFYA	PTTG1	 	APC,BNIP3	 	 	 	 	 	
perfluorodecanoic acid	chemical toxicant	 	3	 	 	0.403	2.24E-06	1.40E-02	Abcb1b,Acox,ERK1/2,IKBKB,Jnk,Nfat (family),NFkB (complex),P38 MAPK,perfluorodecanoic acid,Pkc(s),PPARA,reactive oxygen species,Sod,SOD1,SOD2,SRC (family),TP53	ABAT,ABCB8,ABCC1,ABCC2,ACADL,ACBD5,ACLY,ADA,ADAMTSL4,ADARB1,ADH5,AHCY,AKR1B1,ALDH2,ALDH3A2,ALDH4A1,ALDOA,ALPL,ANGPT1,APEX1,ARPC1B,ASL,ATP1A3,ATP5F1A,ATP5F1B,ATP5F1C,ATP5PB,AURKB,BRAF,CASP2,CBR3,CCAR1,CCKAR,CCN1,CCNB2,CDC16,CDC20,CDC6,CDK1,CDT1,Ces1b/Ces1c,CHAT,Chil3/Chil4,CKM,CKS1B,CNN2,COL2A1,COL4A1,COL9A1,COPB1,COX15,CRYAB,CS,CSRP1,CTCF,CTH,CYLD,CYP27A1,CYP2A6 (includes others),DAD1,DAXX,DEK,DICER1,DLG1,DLST,DNAJA2,DNAJC3,DNM1,DNM1L,DNMT1,DPEP1,EHF,ENO1,ETFA,ETHE1,FAT1,FBLN2,FH,FKBP4,FLNA,FSTL1,FTCD,FUBP1,GAPDH,GATA4,GLB1,GLUL,GOLGA2,GOLGA4,GPX1,GSTM3,HDAC2,HDLBP,HMGCS1,HSD17B4,HSPA8,HSPG2,HTR1A,IDH1,IDH3G,IPO7,ISL1,ITGA2B,KDM2A,KMT2D,KPNB1,KSR1,KYAT1,LAMC1,LHCGR,LIPA,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,MGST3,MPG,MRC1,MRPL12,MRPL39,MTTP,MUC4,MYL9,NAB1,NDUFA8,NDUFS1,NDUFS3,NFS1,NKX2-2,NME1,NOTCH2,NPR1,NR1I2,NR5A1,NTN1,ODC1,P4HA1,P4HB,PAK1,PARP2,PAX7,PBLD,PDHA1,PDHB,PDHX,PDIA5,PGAM2,PGD,PLAAT4,PLD1,PLG,PLIN2,PLIN4,PLK1,PLSCR1,POLD1,POLR3E,PRDX3,PRDX6,PRKAB2,PRKG1,PRKN,PSMA1,PSMB10,PTPN11,RAD50,RBBP7,RCHY1,ROBO1,RPL12,RPL5,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,RRM2,SAMD4A,SARDH,SCP2,SCRIB,SERPINC1,SLC5A8,SLC7A11,SLC7A5,SLIT2,SMC2,SMC4,SORD,SPARCL1,SRM,STAU1,STEAP3,SUCLG1,SUPT5H,TAGLN,TBX3,TBX5,TGFBI,TGFBR1,THOP1,TINAGL1,TOMM40,TOP2B,TRAP1,TRIB3,TSC2,UBA1,UQCRFS1,UQCRQ,USO1,VCL,VNN1,XPC,XPNPEP1,XRCC6,YBX1,ZNF71	222 (17)	14	 	 	 	ACOX1	 	 	 	 	 	
COPS2	other	 	2	 	 	-0.442	2.25E-06	2.40E-03	COPS2,IKK (complex),JUN,TP53	A2M,ABAT,ABCB8,ABCC1,ABCC2,ACADL,ACLY,ADA,ADAMTSL4,ADH5,AHCY,AKR1B1,ALAS1,ALDH4A1,ALDOA,ANK1,ARPC1B,ASL,ATP5F1A,ATP5F1C,ATP5PB,AURKB,BRAF,CAMK2D,CASP2,CAT,CCN1,CCNA2,CCNB2,CDC16,CDC20,CDC6,CDK1,CDT1,Ces1b/Ces1c,Chil3/Chil4,CKM,CKS1B,CNN2,COL2A1,COL4A1,COL9A1,COPB1,COX15,CRYAB,CS,CSRP1,CTSF,DEK,DICER1,DLG1,DLST,DNAJA2,DNM1,DNM1L,DOCK9,DPEP1,ECH1,EGFR,ETFA,FAT1,FBLN2,FH,FKBP4,FSTL1,FUBP1,GAPDH,GATA4,GLB1,GLUL,GOLGA4,GPX1,HDAC2,HDLBP,HSPA8,HSPG2,IDH1,IDH3G,IPO7,ITGA2B,IVL,KMT2D,KPNB1,KSR1,LAMC1,MCAT,MCM3,MCM4,MCM5,MCM6,MCM7,MELK,MRC1,MRPL12,MRPL39,MSH2,MYL9,NAB1,NDUFA8,NDUFS1,NDUFS3,NFS1,NME1,NOTCH1,NOTCH2,NR5A1,NTN1,ODC1,P4HA1,P4HB,PAK1,PARP2,PCNA,PDHA1,PDHB,PDHX,PDIA5,PGAM2,PGD,PIM1,PLAAT4,PLK1,POLD1,POLR3E,PRDX6,PRKAB2,PRKG1,PRKN,PSMA1,PTPN11,RAD50,RAD51,RAD51C,RASA1,RBBP7,RCHY1,RGN,ROBO1,RPL12,RPL5,RPL7,RPN1,RPS18,RPS26,RPS3,RPS5,RRM2,SCRIB,SERPINC1,SF3B3,SLC5A8,SLC7A11,SMC2,SMC4,SNRNP70,SNRPN,SOD2,STAU1,STEAP3,SUCLG1,TARBP2,TBP,TBX3,TBX5,TGFBI,THOP1,TINAGL1,TLN1,TOMM40,TOP2B,TP63,TRAP1,TRIB3,TSC2,UBA1,UQCRFS1,UQCRQ,USO1,VCL,XPC,XPNPEP1,XPO5,XRCC5,YBX1	184 (4)	3	 	 	 	TP53	 	 	 	 	 	
