Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Heparan Sulfate Biosynthesis (Late Stages)	0.00E+00	2.645751311	2.86E-01	"ALDH2,Ces1b/Ces1c,CHST4,CHST7,PRDX6,SULT1B1,SULT1E1,SULT2B1"
Hepatic Fibrosis Signaling Pathway	0.00E+00	2.611164839	3.39E-01	"CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),CCND1,Cdc42,COL11A2,COL2A1,CSNK1G1,EZH2,FGFR1,FLT1,FTH1,IRAK4,ITGA7,ITGAV,ITGB1,ITGB2,LRP1,LRP6,MAPK3,MRAS,MYL1,MYL9,NFKB1,PDCD4,PDGFRB,PIK3CA,PRKAG1,PTCH1,PTCH2,RAC1,RAC2,RHOC,SDHA,SDHB,SOD2,TGFBR1,TTN,WNT9A,YAP1"
Histidine Degradation III	0.00E+00		2.00E-01	UROC1
Histidine Degradation VI	0.00E+00		1.43E-01	UROC1
Human Embryonic Stem Cell Pluripotency	0.00E+00		3.02E-01	"FGFR1,FGFR3,FGFRL1,GNAO1,GNB5,MRAS,PDGFRB,PDPK1,PIK3CA,SMAD1,SOX2,TGFBR1,WNT9A"
Hypoxia Signaling in the Cardiovascular System	0.00E+00		3.12E-01	"BIRC6,EP300,P4HB,UBE2A,UBE2E3,UBE2G1,UBE2M,UBE2Q2,UBE2R2,UBE2V1"
ICOS-ICOSL Signaling in T Helper Cells	0.00E+00	0.707106781	3.60E-01	"CALM1 (includes others),CAMK2D,CSK,ITPR1,NFKB1,PDPK1,PIK3CA,PPP3CA,RAC1"
ID1 Signaling Pathway	0.00E+00	0.208514414	3.29E-01	"BLK,CCND1,CCNE1,CDC20,CHRNA7,EGFR,EP300,FGFR1,FGFR3,FGFRL1,FRK,GSPT1,LYN,MAPK3,MRAS,NFKB1,PIK3CA,PTGER4,REST,RHOC,SMAD1,SMAD9,TGFBR1"
IGF-1 Signaling	0.00E+00	1.889822365	2.43E-01	"CCN1,CSNK2B,MAPK3,MRAS,PDPK1,PIK3CA,PRKAG1,SOCS7,YWHAB"
IL-1 Signaling	0.00E+00	0.447213595	2.97E-01	"ADCY1,ADCY6,ADCY9,ECSIT,GNAO1,GNB5,GUCY1A1,IRAK4,MRAS,NFKB1,PRKAG1"
IL-10 Signaling	0.00E+00		1.67E-01	"BLVRB,NFKB1"
IL-12 Signaling and Production in Macrophages	0.00E+00		3.10E-01	"APOD,EP300,IRF8,MAPK3,NFKB1,NOS2,PIK3CA,RAB7A,RXRA"
IL-13 Signaling Pathway	0.00E+00	2.449489743	3.00E-01	"BLK,FRK,LYN,MAPK3,PIK3CA,POSTN"
IL-15 Signaling	0.00E+00	1.632993162	2.40E-01	"GZMB,MAPK3,MRAS,NFKB1,PIK3CA,STAT5A"
IL-17 Signaling	0.00E+00	-0.377964473	2.50E-01	"Chil3/Chil4,MAPK3,MRAS,NFKB1,NOS2,PIK3CA,SRSF1"
IL-17A Signaling in Airway Cells	0.00E+00		1.76E-01	"MAPK3,NFKB1,PIK3CA"
IL-17A Signaling in Fibroblasts	0.00E+00		3.33E-01	"MAPK3,NFKB1"
IL-2 Signaling	0.00E+00	2	2.50E-01	"CSNK2B,MAPK3,MRAS,PIK3CA,STAT5A"
IL-22 Signaling	0.00E+00		3.33E-01	"MAPK3,STAT5A"
IL-23 Signaling Pathway	0.00E+00		2.50E-01	"NFKB1,PIK3CA,RORA"
IL-3 Signaling	0.00E+00	1.889822365	2.41E-01	"MAPK3,MRAS,PAK1,PIK3CA,PPP3CA,RAC1,STAT5A"
IL-4 Signaling	0.00E+00		1.82E-01	"INPP5F,MRAS,OCRL,PIK3CA"
IL-6 Signaling	0.00E+00	0.377964473	2.12E-01	"A2M,ABCB1,CSNK2B,MAPK3,MRAS,NFKB1,PIK3CA"
IL-7 Signaling Pathway	0.00E+00	1.889822365	3.20E-01	"CCND1,EBF1,FOXO6,LYN,MAPK3,PDPK1,PIK3CA,STAT5A"
IL-8 Signaling	0.00E+00	3.152963125	3.33E-01	"ANGPT1,CCND1,CCND2,Cdc42,EGFR,FLT1,GNAO1,GNB5,IQGAP1,IRAK4,ITGAV,ITGB2,MAPK3,MRAS,MYL9,NFKB1,PIK3CA,PLD1,RAC1,RAC2,RHOC"
IL-9 Signaling	0.00E+00		3.00E-01	"NFKB1,PIK3CA,STAT5A"
ILK Signaling	0.00E+00	2.182820625	3.48E-01	"ACTG1,CCND1,Cdc42,FLNA,ITGB1,ITGB2,MAPK3,MYH10,MYH11,MYH4,MYL1,MYL9,MYO1H,NFKB1,NOS2,PDPK1,PIK3CA,PPP2R3A,PPP2R5E,RAC1,RAC2,RHOC,VCL"
Inhibition of Angiogenesis by TSP1	0.00E+00		3.33E-01	"GUCY1A1,HSPG2,TGFBR1"
Insulin Receptor Signaling	0.00E+00	2.138089935	2.59E-01	"GYS2,INPP5F,MAPK3,MRAS,OCRL,PDPK1,PIK3CA,PPP1CA,PPP1CC,PRKAG1,PTPN1,PTPRF,SCNN1G,SGK1"
Insulin Secretion Signaling Pathway	0.00E+00	2.197401062	3.57E-01	"ADCY1,ADCY6,ADCY9,CACNA1A,CACNA1B,CACNA2D1,CACNB2,CAMK2D,CCKAR,CPE,DLAT,DLD,EIF2A,EIF2AK3,EIF4A3,EIF4G1,GUCY1A1,ITPR1,LYN,MAPK3,NAPA,NSF,PCSK2,PDHA1,PDHB,PDHX,PDX1,PIK3CA,PRKAG1,SCNN1G,SPCS3,SRP14,SRP19,SRP68,SRP72,SSR1,SSR2,STAT5A,STX1B,VAMP3"
Integrin Signaling	0.00E+00	3.265986324	3.05E-01	"ACTG1,ACTR2,ARF1,ARHGAP26,ARPC1B,ARPC2,ARPC3,ARPC4,CAPN2,Cdc42,CTTN,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,MYL9,PAK1,PIK3CA,RAC1,RAC2,RHOC,TTN,VCL"
JAK/STAT Signaling	0.00E+00	1.889822365	2.80E-01	"MAPK3,MRAS,NFKB1,PIK3CA,PTPN1,SOCS7,STAT5A"
LPS-stimulated MAPK Signaling	0.00E+00	2.449489743	1.88E-01	"MAPK3,MRAS,NFKB1,PAK1,PIK3CA,RAC1"
Leptin Signaling in Obesity	0.00E+00		2.35E-01	"ADCY1,ADCY6,ADCY9,GUCY1A1,MAPK3,PDE3A,PIK3CA,PRKAG1"
Leukocyte Extravasation Signaling	0.00E+00	2.333333333	2.16E-01	"ACTG1,AFDN,CTTN,EZR,ITGB1,ITGB2,PIK3CA,RAC1,RAC2,RDX,VCL"
Lysine Degradation II	0.00E+00		3.33E-01	AADAT
MIF Regulation of Innate Immunity	0.00E+00		3.33E-01	"MAPK3,NFKB1,NOS2"
MIF-mediated Glucocorticoid Regulation	0.00E+00		3.33E-01	"MAPK3,NFKB1"
MSP-RON Signaling In Cancer Cells Pathway	0.00E+00	0.904534034	2.75E-01	"CCND1,EGFR,ELF2,ETS2,FLNA,ITGB1,MAPK3,MRAS,NFKB1,PIK3CA,YWHAB"
MSP-RON Signaling In Macrophages Pathway	0.00E+00	2.449489743	2.50E-01	"ITGB2,MAPK3,MRAS,NFKB1,NOS2,PIK3CA"
MSP-RON Signaling Pathway	0.00E+00		2.67E-01	"ACTG1,ITGB2,NOS2,PIK3CA"
MYC Mediated Apoptosis Signaling	0.00E+00		2.50E-01	"CASP2,NFKB1,PRKAG1"
Macropinocytosis Signaling	0.00E+00	2.236067977	2.41E-01	"ANKFY1,ITGB1,ITGB2,MRAS,PAK1,PIK3CA,RAC1"
Mechanisms of Viral Exit from Host Cells	0.00E+00		1.25E-01	"ACTG1,LMNB2"
Melanocyte Development and Pigmentation Signaling	0.00E+00	1.414213562	2.14E-01	"ADCY1,ADCY6,ADCY9,EP300,GUCY1A1,MAPK3,MRAS,PIK3CA,PRKAG1"
Melanoma Signaling	0.00E+00	2	2.22E-01	"CCND1,MAPK3,MRAS,PIK3CA"
Melatonin Degradation I	0.00E+00	1.632993162	3.33E-01	"CSGALNACT1,CYP2A6 (includes others),CYP2U1,CYP3A5,CYP4B1,SULT1B1"
Melatonin Signaling	0.00E+00	0.816496581	1.94E-01	"CALM1 (includes others),CAMK2D,GNAO1,MAPK3,PRKAG1,RORA"
Mitotic Roles of Polo-Like Kinase	0.00E+00	0.816496581	2.81E-01	"CCNB2,CCNB3,CDC16,CDC20,CDC7,CDK1,ESPL1,PPP2R3A,PPP2R5E"
Molecular Mechanisms of Cancer	0.00E+00		3.17E-01	"ADCY1,ADCY6,ADCY9,ARHGEF1,ATR,BRCA1,CAMK2D,CASP10,CCND1,CCND2,CCNE1,Cdc42,CDK1,CDK17,CDK19,CDK7,CDK8,CHEK1,E2F2,EP300,GNAO1,GNB5,GUCY1A1,HDAC2,HDAC7,ITGA7,ITGAV,ITGB1,ITGB2,LRP1,LRP6,MAPK3,MRAS,NAIP,NFKB1,NOTCH1,PAK1,PIK3CA,PRKAG1,PTCH1,PTCH2,RAC1,RAC2,RHOC,SHC2,SMAD1,SMAD9,SUFU,SYNGAP1,TGFBR1,WNT9A"
Mouse Embryonic Stem Cell Pluripotency	0.00E+00	0	1.71E-01	"MAPK3,MRAS,PIK3CA,SMAD1,SMAD9,SOX2"
NAD Salvage Pathway II	0.00E+00		1.67E-01	NMRK2
NAD Signaling Pathway	0.00E+00	0.654653671	3.53E-01	"ACADL,ACADM,AIFM1,CLOCK,EIF2AK3,ERN1,ETFA,HSPD1,NADK,NFKB1,NMRK2,PARP1,PARP3,PIK3CA,POLR2B,POLR2D,POLR2H,PRDM13,PRKAG1,SLC7A5,SOD2,SREBF1,TNKS2,TRPM2"
NAD biosynthesis II (from tryptophan)	0.00E+00		1.43E-01	TDO2
"NER (Nucleotide Excision Repair, Enhanced Pathway)"	0.00E+00	1.414213562	3.57E-01	"CDK7,Cops2,COPS4,COPS6,COPS8,DDB1,EP300,ERCC2,PCNA,POLA1,POLA2,POLD1,POLD2,POLE2,POLE3,POLR2B,POLR2D,POLR2H,RPA1,XPC"
NF-κB Activation by Viruses	0.00E+00	1.889822365	2.50E-01	"ITGAV,ITGB1,MAPK3,MRAS,NFKB1,PIK3CA,TBP"
NF-κB Signaling	0.00E+00	0.25819889	3.26E-01	"CSNK2B,EGFR,EP300,FGFR1,FGFR3,FLT1,HDAC2,IRAK4,MRAS,NFKB1,PDGFRB,PIK3CA,TBK1,TGFBR1,UBE2V1"
NGF Signaling	0.00E+00	1.414213562	2.09E-01	"MAP3K10,MAPK3,MRAS,NFKB1,PDPK1,PIK3CA,RAC1,SHC2,SMPD1"
NRF2-mediated Oxidative Stress Response	0.00E+00	3	3.40E-01	"ABCC1,ACTG1,CAT,CBR1,CCT7,CLPP,CYP2A6 (includes others),CYP2U1,CYP3A5,DNAJA3,DNAJC13,DNAJC19,DNAJC7,EIF2AK3,EP300,EPHX1,FTH1,GCLC,GSTK1,GSTM3,GSTM5,Gstm6,GSTT1,MAPK3,MGST3,MRAS,PIK3CA,PPIB,SCARB1,SOD2,STIP1,UBE2E3,VCP"
Natural Killer Cell Signaling	0.00E+00	1.732050808	2.26E-01	"COL11A2,COL2A1,IRAK4,ITGB1,MAP3K10,MAPK3,MRAS,NFKB1,PAK1,PIK3CA,RAC1,RAC2"
Netrin Signaling	0.00E+00	-0.707106781	2.90E-01	"CACNA1A,CACNA1B,CACNA2D1,CACNB2,ITPR1,PPP3CA,PRKAG1,RAC1,RAC2"
Neuregulin Signaling	0.00E+00	1.133893419	2.56E-01	"EGFR,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,PDPK1,RNF41,RPS6,STAT5A"
Neuroinflammation Signaling Pathway	0.00E+00	-0.534522484	3.00E-01	"BACE1,BIRC6,GABBR2,GLUL,GRIA1,GRIN2D,GRIN3A,IDE,IRAK4,MAPK3,NAIP,NFKB1,NLRP3,NOS2,PIK3CA,PPP3CA,RAC1,RAC2,SOD2,TBK1,TGFBR1"
Neuropathic Pain Signaling In Dorsal Horn Neurons	0.00E+00	-2.138089935	2.80E-01	"CAMK2D,GRIA1,GRIA2,GRIA3,GRIA4,GRIN2D,GRIN3A,GRM4,GRM6,ITPR1,KCNN2,MAPK3,PIK3CA,PRKAG1"
Neurotrophin/TRK Signaling	0.00E+00	2	1.60E-01	"MAPK3,MRAS,PDPK1,PIK3CA"
Neurovascular Coupling Signaling Pathway	0.00E+00	-1.732050808	3.29E-01	"CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),ENTPD6,GABBR2,GRIA1,GRIA2,GRIA3,GRIA4,GRIN2D,GRIN3A,GUCY1A1,GUCY2F,Gucy2g,ITPR1,KCNJ12,KCNN2,NOS1,NPR1,PLAAT4,PRDX6,PRKAG1,PTGER4,PTGS1,SLC39A7"
Nitric Oxide Signaling in the Cardiovascular System	0.00E+00	0.333333333	2.83E-01	"CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),FLT1,GUCY1A1,GUCY2F,ITPR1,MAPK3,NPR1,PIK3CA,PRKAG1"
Non-Small Cell Lung Cancer Signaling	0.00E+00	1.889822365	3.43E-01	"CCND1,CCND2,E2F2,EGFR,HDAC2,HDAC7,ITPR1,MAPK3,MRAS,PDPK1,PIK3CA,RXRA"
Notch Signaling	0.00E+00		1.33E-01	"HEY1,NOTCH1"
Nucleotide Excision Repair Pathway	0.00E+00		3.33E-01	"CDK7,ERCC2,POLR2B,POLR2D,POLR2H,RPA1,XPC"
OX40 Signaling Pathway	0.00E+00		2.00E-01	NFKB1
Oncostatin M Signaling	0.00E+00		2.73E-01	"MAPK3,MRAS,STAT5A"
Opioid Signaling Pathway	0.00E+00	0.557086015	3.20E-01	"ADCY1,ADCY6,ADCY9,AP2A1,AP2M1,BLK,CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),CAMK2D,EP300,FRK,GNAO1,GNB5,GRIN2D,GRIN3A,GUCY1A1,ITPR1,LYN,MAPK3,MRAS,NFKB1,NOS1,PPP3CA,PRKAG1,RAC1,RAC2,RGS12,RGS6,RGS7,SLC12A5"
Ovarian Cancer Signaling	0.00E+00	-0.377964473	2.74E-01	"BRCA1,CCND1,E2F2,EGFR,FSHR,HDAC2,HDAC7,LHCGR,MAPK3,MRAS,MSH2,MSH6,PIK3CA,PRKAG1,PTGS1,RAD51,WNT9A"
Oxytocin In Spinal Neurons Signaling Pathway	0.00E+00	-1.889822365	3.33E-01	"AVPR1A,GUCY1A1,GUCY2F,Gucy2g,NOS1,NPR1,SLC39A7"
Oxytocin Signaling Pathway	0.00E+00	0	2.77E-01	"ATP2B2,CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),EGFR,GNAO1,GNB5,GUCY1A1,GUCY2F,Gucy2g,ITPR1,MAPK3,MRAS,MYH10,MYH11,MYH4,MYL1,MYL9,MYO1H,NFKB1,NPR1,PIK3CA,PPP3CA,PRKAG1,SHC2,SLC39A7"
P2Y Purigenic Receptor Signaling Pathway	0.00E+00	0.707106781	2.08E-01	"ADCY1,ADCY6,ADCY9,GNB5,GUCY1A1,MAPK3,MRAS,NFKB1,PIK3CA,PRKAG1"
PAK Signaling	0.00E+00	2.529822128	3.10E-01	"DSCAM,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,MYL1,MYL9,PAK1,PDGFRB,PIK3CA,RAC1"
PCP (Planar Cell Polarity) Pathway	0.00E+00		1.58E-01	"LGR4,RAC1,WNT9A"
"PD-1, PD-L1 cancer immunotherapy pathway"	0.00E+00	-2.449489743	3.04E-01	"CSK,CSNK2B,LATS1,PDCD4,PIK3CA,STAT5A,YAP1"
PDGF Signaling	0.00E+00	1.889822365	2.26E-01	"CSNK2B,INPP5F,MAPK3,MRAS,OCRL,PDGFRB,PIK3CA"
PEDF Signaling	0.00E+00	0.816496581	2.22E-01	"MAPK3,MRAS,NFKB1,PIK3CA,RAC1,SOD2"
PFKFB4 Signaling Pathway	0.00E+00	0	2.00E-01	"HK1,MAPK3,PFKFB4,PRKAG1"
PI3K Signaling in B Lymphocytes	0.00E+00	1.941450687	3.17E-01	"ATF6B,BLK,CALM1 (includes others),CAMK2D,ITPR1,LYN,MAPK3,MRAS,NFKB1,PDPK1,PIK3CA,PPP3CA,RAC1"
PI3K/AKT Signaling	0.00E+00	2.309401077	2.86E-01	"CCND1,GYS2,INPP5F,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,NFKB1,OCRL,PDPK1,PIK3CA,PPP2R3A,PPP2R5E,YWHAB"
PKCθ Signaling in T Lymphocytes	0.00E+00	0.333333333	3.11E-01	"CACNA1A,CACNA1B,CACNA2D1,CACNB2,CAMK2D,ITPR1,MAP3K10,MAPK3,MRAS,NFKB1,PIK3CA,PPP3CA,RAC1,RAC2"
PPAR Signaling	0.00E+00	-1.133893419	3.33E-01	"EP300,MAPK3,MRAS,NFKB1,NR2F1,PDGFRB,RXRA,STAT5A"
PPARα/RXRα Activation	0.00E+00	0.774596669	2.67E-01	"ACADL,ACOX1,ADCY1,ADCY6,ADCY9,CAND1,CLOCK,EP300,GOT2,GUCY1A1,MAPK3,MED23,MED24,MRAS,NFKB1,NR2F1,PRKAG1,RXRA,TGFBR1,TGS1"
Pancreatic Adenocarcinoma Signaling	0.00E+00	1.414213562	3.59E-01	"CCND1,CCNE1,E2F2,EGFR,HDAC2,HDAC7,MAPK3,NFKB1,NOTCH1,PIK3CA,PLD1,RAC1,RAD51,TGFBR1"
Parkinson's Signaling	0.00E+00		3.33E-01	PRKN
Paxillin Signaling	0.00E+00	3	2.73E-01	"ACTG1,ARF1,CSK,ITGA7,ITGAV,ITGB1,ITGB2,MRAS,PAK1,PIK3CA,RAC1,VCL"
Phagosome Formation	0.00E+00	1.260252076	3.07E-01	"ACTR2,ADGRD1,ADGRL1,AP1S1,ARPC1B,ARPC2,ARPC3,ARPC4,AVPR1A,CALCRL,CCKAR,CLIP1,FSHR,GABBR2,GPR84,GRM4,GRM6,HTR1A,ITGA7,ITGAV,ITGB1,ITGB2,ITPR1,LGR4,LGR5,LHCGR,LYN,MAPK3,MRAS,MRC2,MYH10,MYH11,MYH4,MYL1,MYL9,MYO1H,NPY2R,NPY5R,OCRL,PAK1,PIK3CA,PLAAT4,PLD1,PRDX6,PTGER4,RAC1,RAC2,RXFP1,RXFP2,TACR2,TTN"
Phosphatidylethanolamine Biosynthesis II	0.00E+00		2.00E-01	CEPT1
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	0.00E+00		7.69E-02	TAMM41
Phospholipase C Signaling	0.00E+00	1.807392228	3.46E-01	"ADCY1,ADCY6,ADCY9,ARHGEF1,CALM1 (includes others),Cdc42,EP300,GNB5,GUCY1A1,HDAC2,HDAC7,ITGA7,ITGAV,ITGB1,ITGB2,ITPR1,LYN,MAPK3,MRAS,MYL1,MYL9,NFKB1,PLD1,PPP3CA,RAC1,RAC2,RHOC"
Phospholipases	0.00E+00		2.35E-01	"PLA2G15,PLAAT4,PLD1,PRDX6"
Phototransduction Pathway	0.00E+00		2.63E-01	"GNB5,GUCY1A1,GUCY2F,NPR1,PRKAG1"
Polyamine Regulation in Colon Cancer	0.00E+00	0.816496581	2.86E-01	"CSNK2B,MAPK3,ODC1,SMOX,SMS,SRM"
Pregnenolone Biosynthesis	0.00E+00		1.67E-01	CYP27A1
Primary Immunodeficiency Signaling	0.00E+00		2.00E-01	ADA
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	0.00E+00	0.832050294	2.81E-01	"APOD,CAT,Cdc42,IRF8,MAP3K10,MAPK3,NFKB1,NOS2,PIK3CA,PPP1CA,PPP1CC,PPP2R3A,PPP2R5E,RAC1,RAC2,RHOC"
Prolactin Signaling	0.00E+00	2.449489743	2.33E-01	"EP300,MAPK3,MRAS,PDPK1,PIK3CA,SOCS7,STAT5A"
Prostate Cancer Signaling	0.00E+00		2.75E-01	"CCND1,CCNE1,E2F2,HDAC2,HDAC7,MAPK3,MRAS,NFKB1,PDPK1,PIK3CA,SRD5A1"
Protein Kinase A Signaling	0.00E+00	0.164398987	3.07E-01	"ADCY1,ADCY6,ADCY9,AKAP1,APEX1,CALM1 (includes others),CAMK2D,CDC16,FLNA,GDPD1,GNB5,GUCY1A1,GYS2,ITPR1,MAPK3,MYH10,MYH4,MYL1,MYL9,NFKB1,PDE12,PDE3A,PDE4A,PDE4D,PDE7A,PDE9A,PPP1CA,PPP1CC,PPP3CA,PRKAG1,PTCH1,PTCH2,PTPN1,PTPN21,PTPN23,PTPRA,Ptprd,PTPRD,PTPRE,PTPRF,PTPRG,PTPRJ,PTPRN,PTPRS,TGFBR1,TTN,YWHAB"
Pulmonary Fibrosis Idiopathic Signaling Pathway	0.00E+00	1.460593487	3.13E-01	"ACTG1,CCND1,COL11A2,COL12A1,COL2A1,COL4A1,COL5A1,COL6A2,COL7A1,EGFR,EP300,EZH2,FGFR1,FGFR3,FGFRL1,FOXO6,ITGAV,ITGB1,LATS1,MAPK3,MRAS,NFKB1,NOTCH1,PDGFRB,PIK3CA,PRKN,RBBP7,TGFBR1,WNT9A,WWTR1,YAP1"
Pulmonary Healing Signaling Pathway	0.00E+00	0.894427191	3.28E-01	"BLK,CCND1,CHRNA7,EGFR,EP300,FGFR1,FRK,LYN,MAPK3,MRAS,NFKB1,NOTCH1,PRKAG1,RAC1,SMAD1,SMAD9,STAT5A,WNT9A,WWTR1,YAP1"
Purine Nucleotides Degradation II (Aerobic)	0.00E+00		3.00E-01	"ADA,ADA2,ADARB2"
Pyridoxal 5'-phosphate Salvage Pathway	0.00E+00	1.889822365	2.50E-01	"CDK1,CDK7,CDK8,MAK,MAPK3,PAK1,SGK1"
RAC Signaling	0.00E+00	2.840187787	3.62E-01	"ACTR2,ANK1,ARPC1B,ARPC2,ARPC3,ARPC4,IQGAP1,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,NFKB1,PAK1,PARD3,PIK3CA,PLD1,RAC1,RAC2,TIAM1"
RAN Signaling	0.00E+00		2.00E-01	"CSE1L,RAN"
RANK Signaling in Osteoclasts	0.00E+00	0	2.22E-01	"CALM1 (includes others),MAP3K10,MAPK3,NFKB1,PIK3CA,PPP3CA"
RHOA Signaling	0.00E+00	2.323790008	3.57E-01	"ACTG1,ACTR2,ARHGEF1,ARPC1B,ARPC2,ARPC3,ARPC4,EZR,MYL1,MYL9,PLD1,RAPGEF2,RDX,SEPTIN12,TTN"
Reelin Signaling in Neurons	0.00E+00	0.894427191	3.55E-01	"ACTR2,AFDN,ARHGEF1,ARHGEF10L,ARHGEF25,ARPC1B,ARPC2,ARPC3,ARPC4,BLK,CAMK2D,FRK,GRIN2D,GRIN3A,ITGB1,LYN,MAP3K10,MAPK3,NDEL1,PIK3CA,RAC1,VLDLR"
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	0.00E+00	-0.534522484	2.96E-01	"EGFR,FGF20,FGFR1,FGFR3,FGFRL1,LATS1,MAPK3,MRAS,NFKB1,PDGFRB,PIK3CA,RAC1,SHC2,TGFBR1,WWTR1,YAP1"
Regulation Of The Epithelial Mesenchymal Transition In Development Pathway	0.00E+00	-0.377964473	2.26E-01	"BRCA1,NFKB1,NOTCH1,PTCH1,PTCH2,SUFU,WNT9A"
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	0.00E+00	1.133893419	2.41E-01	"CALM1 (includes others),MAPK3,MRAS,NFKB1,PPP3CA,RAC1,TGFBR1"
Regulation of eIF4 and p70S6K Signaling	0.00E+00	2.645751311	3.12E-01	"EIF2A,EIF3B,EIF3D,EIF4A3,EIF4G1,ITGA7,ITGAV,ITGB1,ITGB2,MAPK3,MRAS,PDPK1,PIK3CA,PPP2R3A,PPP2R5E,RPS12,RPS13,RPS15A,RPS17,RPS2,RPS3,RPS4X,RPS5,RPS6,RPS9"
Regulation of the Epithelial-Mesenchymal Transition Pathway	0.00E+00		2.00E-01	"EGFR,FGF20,FGFR1,FGFR3,FGFRL1,MAPK3,MRAS,NFKB1,NOTCH1,PDGFRB,PIK3CA,TGFBR1,WNT9A"
Relaxin Signaling	0.00E+00	-1.069044968	3.68E-01	"ADCY1,ADCY6,ADCY9,APEX1,GDPD1,GNAO1,GNB5,GUCY1A1,GUCY2F,Gucy2g,MAPK3,MRAS,NFKB1,NOS2,NPR1,PDE12,PDE3A,PDE4A,PDE4D,PDE7A,PDE9A,PIK3CA,PRKAG1,RXFP1,SLC39A7"
Renal Cell Carcinoma Signaling	0.00E+00	2.236067977	2.50E-01	"EP300,FH,MAPK3,MRAS,PAK1,PIK3CA,RAC1,UBA52"
Renin-Angiotensin Signaling	0.00E+00	0.632455532	2.92E-01	"ACE,ADCY1,ADCY6,ADCY9,GUCY1A1,ITPR1,MAPK3,MRAS,NFKB1,PAK1,PIK3CA,PRKAG1,RAC1,SHC2"
Role of CHK Proteins in Cell Cycle Checkpoint Control	0.00E+00	0	3.60E-01	"ATR,BRCA1,CDK1,CHEK1,E2F2,PCNA,PPP2R3A,PPP2R5E,RPA1"
Role of IL-17A in Arthritis	0.00E+00		2.22E-01	"MAPK3,NFKB1,NOS2,PIK3CA"
Role of IL-17F in Allergic Inflammatory Airway Diseases	0.00E+00		3.33E-01	"MAPK3,NFKB1"
Role of JAK family kinases in IL-6-type Cytokine Signaling	0.00E+00		2.86E-01	"MAPK3,STAT5A"
Role of JAK1 and JAK3 in γc Cytokine Signaling	0.00E+00		2.22E-01	"MAPK3,MRAS,PIK3CA,STAT5A"
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	0.00E+00		2.35E-01	"MAPK3,NFKB1,PLAAT4,PRDX6"
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	0.00E+00	1.632993162	1.79E-01	"ATP6V0C,ATP6V1B1,MAPK3,MRAS,NFKB1,PLAAT4,PRDX6"
Role of MAPK Signaling in the Pathogenesis of Influenza	0.00E+00		1.90E-01	"MAPK3,MRAS,PLAAT4,PRDX6"
"Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis"	0.00E+00		2.25E-01	"CALM1 (includes others),CAMK2D,CCND1,CSNK1G1,GNAO1,IRAK4,LRP1,LRP6,MAPK3,MRAS,NFKB1,NOS2,PIK3CA,PPP3CA,PRSS2,RAC1,WIF1,WNT9A"
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	0.00E+00	1	2.20E-01	"GATA4,MAPK3,MRAS,PIK3CA,RIF1,SMAD1,SMAD9,SOX2,WNT9A"
Role of NFAT in Cardiac Hypertrophy	0.00E+00	0.688247202	2.86E-01	"ADCY1,ADCY6,ADCY9,CACNA1A,CACNA1B,CACNA2D1,CACNB2,CALM1 (includes others),CAMK2D,EP300,GATA4,GNB5,GUCY1A1,HDAC2,HDAC7,ITPR1,MAPK3,MRAS,PIK3CA,PPP3CA,PRKAG1,SHC2,SLC8A2,TGFBR1"
Role of NFAT in Regulation of the Immune Response	0.00E+00	1.666666667	2.18E-01	"CALM1 (includes others),CSNK1G1,GATA4,GNAO1,GNB5,ITPR1,LYN,MAPK3,MRAS,NFKB1,PIK3CA,PPP3CA"
"Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis"	0.00E+00		2.50E-01	"ALPL,CALM1 (includes others),CSNK1G1,LRP1,LRP6,MAPK3,NAIP,NFKB1,PIK3CA,PPP3CA,SMAD1,SMAD9,WIF1,WNT9A"
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	0.00E+00		2.00E-01	"MAPK3,NFKB1,PIK3CA"
Role of PKR in Interferon Induction and Antiviral Response	0.00E+00	0	2.12E-01	"CYC1,MAPK3,NFKB1,NLRP10,NLRP3,PDGFRB,TARBP2"
