© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.cyan
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.cyan
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446109

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.cyan
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Developmental Disorder, Hereditary Disorder, Ophthalmic Disease, Organismal Injury and Abnormalities	familial cone dystrophy	Familial cone dystrophy	2.16E-02	 	 	 	 	RPGR,CACNA2D4,CNGB3,CNGA3,GUCY2D,RIMS1,BEST1	7	
Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	hepatotoxicity	Hepatotoxicity	2.16E-02	 	 	 	 	NOS2,ABCC2,Abcb1b,MTHFR,KCNIP4,PARD3B,GSS	7	
Cell Cycle, Embryonic Development	interphase	Interphase of embryonic cells	2.16E-02	 	 	 	 	NOP53,PTEN,PTCH1,UBA3,SMARCA4,MSH2,CHEK1	7	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	long term synaptic depression	Long term synaptic depression of CA1 neuron	2.16E-02	 	-0.896	 	-1.139	GRIA3,PTEN,PICK1,GRIA2,AP2A1,GRM1,PIP5K1C	7	
Cell Cycle, Cellular Assembly and Organization	separation	Separation of centrosome	2.16E-02	 	-0.059	 	-0.402	NSFL1C,PLAAT4,KIF11,RANBP1,PLK1,CDK1,KIF3B	7	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	Burkitt lymphoma	Burkitt lymphoma	2.18E-02	 	 	 	 	PRMT5,PTEN,GNA11,TYMS,DNMT1,RET,TUBG1,FTCD,POLD1,FKBP1A,PCNX3,CD22,SMARCA4,ACE,USP7,CTCF,SMARCB1,RRM2,IRF8,TUBA1A,FBXW7,LRP6,EIF4A1,TUBA3C/TUBA3D,CADPS,ADSL,VWA7,PPP3CA,CCT3,QARS1,TUBB4A,RRM1,CHD4,PTPRD,KMT2D,TARBP2,TUBA4A,TFR2,SARS2,ETS1,MCM5	41	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Respiratory Disease	neuroendocrine lung tumor	Neuroendocrine lung tumor	2.25E-02	 	 	 	 	TERF2,MRPL48,CDHR2,CD22,IL16,GRM3,RPL8,FBXW7,HFM1,ZNF717,GEMIN2,BRD9,GRIN3A,ATP1A3,ANGPTL7,SULT1E1,GBF1,PARP3,BIRC6,ZNF423,ZIK1,TUBA4A,OPCML,ZMYND8,TSPEAR,TNS2,DNAH2,ATP13A4,FKBP1A,ZNF235,DOCK4,VPS29,NR1D1,EPHB1,MYO15A,PYGB,NLRP10,MRPL2,VPS51,FSTL4,CACNA1A,NRXN1,METTL15,PARP1,NCAM1,CROT,KMT2D,EVI5,ABCF1,KIF21B,PLCZ1,TFR2,AOPEP,ZFAT,SLC16A3,RRM2,MDN1,TSPOAP1,PIK3AP1,UPRT,TNN,BCOR,DMD,TMTC1,PRKG1,SLC6A5,U2SURP,PPP1R9A,NSF,NPRL3,COG6,MYO1H,PXDN,SLIT2,POMT1,EPG5,NPEPPS,PRMT6,RPL27,HOXC4,PHTF2,SEMA6D,TBC1D4,CSMD3,ETHE1,GRIA3,PGRMC2,SPTLC3,PTCHD3,ABCF2,ADCY8,SOX6,NDUFAF7,PKHD1L1,BABAM1,RIMS2,FANCM,DYSF,TUBB4A,DAGLA,NDUFS3,UBR3,ITSN2,GUCY2C,SHISA9,CTNND2,MYO3B,FRAS1,PTPRB,TTBK1,NBEA,GALE,F11,ENPP1,TGFBR1,CEP290,RAD54L,RGS7,IFT122,PGBD1,NLGN2,MCCC2,ETS1,ZNF91,CCNB3,THOP1,FBN2,CACNA1B,PKD1L2,DNAJC19,SPTBN1,OTP,SLC6A8,SLC5A12,PAH,UBR7,POLR1B,NOP2,NR4A1,MOCS1,GSS,ABCB7,CDC73,TXNRD3,ASCC3,LRP5,ATP6V1H,SF3B2,ITGAV,NOX5,TRIP12,TUBG1,FAM126A,ZFR,ESCO2,PMPCB,PCDHGB2,EEF1G,NOC2L,XKR4,NUP85,SLC5A7,ANKRD17,CLPB,RORA,KHDRBS1,ZMPSTE24,CLPTM1L,AFMID,DNAH6,ATIC,LRP3,CSNK1A1L,MYO3A,PRDX4,AFDN,GLRA2,RET,MTHFR,ATRN,GTF3C3,ACE,MFSD9,CTCF,XYLT1,SACS,IDH3B,BMS1,NIPBL,PREP,F5,MYH6,TENM2,SLC20A2,PHYHD1,SMYD4,NOS2,PEX5,SLC25A23,GDAP2,AKR1B1,NLRP12,MOXD1,FAM135B,ACAT2,RAX,SLIT3,OBSCN,GALNT2,DPAGT1,EEF2,KMO,OTOF,ADCY1,SMU1,TUBA1A,GRM1,PIP5K1C,SLCO5A1,DNAH17,HMCN1,LAMA1,ARHGEF25,TECTA,KCNH3,ZNF226,GRIK1,RIPOR2,SETD2,MCM4,UBA1,GAD1,PBRM1,SRPK3,GRID1,ATP8A2,PEX14,TGFBI,RPL5,PEPD,INTS14,PSMC1,GRIK3,OSBPL8,FRRS1,GTF3C1,TENM3,DHTKD1,UNC5A,NHLRC1,GTPBP6,SLC12A5,GABRA6,SLC35B3,SMG1,AURKB,SMARCAD1,ZFYVE1,FGFR1,PTEN,DNAJC13,TRPC5,TMPRSS6,LRP8,TMEM245,CYP3A7-CYP3A51P,MPRIP,SCN5A,CAD,INTS2,ADRM1,NF1,STXBP5,SOX2,NKX2-2,FAM47C,RPGR,NAA10,ROBO2,EGFR,SLC7A6,STK40,GRIK2,SMPD1,SLC6A3,SHPRH,PIGG,RBBP5,GPM6A,MCM2,INTS5,DLG5,LMLN,UPF2,NSUN2,TUBA3C/TUBA3D,ANGPT4,PPP6R3,SGPL1,ADARB2,PLOD3,TMTC3,GANAB,NAALAD2,CIT,HGFAC,MCCC1,PHF14,TM9SF1,SMG7,MAGEE1,OCRL,CHD9,KCND2,GRIA4,RALGAPA1,LSAMP,HERC2,ABCA6,MYT1,MAGEL2,CYC1,FANCD2,RRM1,ROS1,EIF2A,TNXB,DMXL1,MED12,STAT5B,ZXDC,EIF3M,MCOLN1,KLKB1,CHAT,OR10H1,FAR1,GSTM5,DHRSX,BEST1,PRTG,XRN2,CASZ1,FAAH2,R3HDM1,TMEM41A,THOC6,FARSB,KNTC1,NALCN,KAZN,UBASH3B,ZNF729,PLEC,CTNNA2,NEFH,OTOP2,ZCCHC8,PLD2,CMC1,CACNA1G,SERPINB10,NAB1,COQ8A,CDR1,LRP2,FBH1,TYMS,MRPL58,PSMA8,HERC3,CPAMD8,PATJ,MCPH1,STAG2,GUSB,DICER1,FLNC,PCDH15,ATRX,FAT1,STRN,PCSK2,KIRREL1,UNC13A,RAB37,NACAD,SVEP1,DYRK1B,RABGAP1,GATB,FHOD3,PRMT1,APBB2,ALDOC,GATD3A/GATD3B,P4HB,WDR7,THOC1,ZNF337,PLSCR1,OGDH,PAX3,KYAT1,ANO5,SLC23A2,TNKS,NBAS,ZSWIM8,NLGN1,UBR4,GRIK4,ANO1,SPNS1,POPDC2,TRIO,PGK1,FBP1,ANO7,CTSA,ZAN,LHCGR,MAN2B1,SLC22A8,CLIP2,SLC4A2,DIAPH1,TMEM63B,GLDC,CUBN,RPL21,HIP1R,INTS12,RUVBL2,CCT4,PBX1,PIGT,SYNE1,ILF3,DTNB,TEFM,PAN2,P4HA2,UNC80,POU3F3	445	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	metastatic pancreaticobiliary adenocarcinoma	Metastatic pancreaticobiliary adenocarcinoma	2.25E-02	 	 	 	 	FGFR1,EGFR,TYMS,RET,TUBG1,FKBP1A,MAP2K1,TUBB4A,PLEC,RRM2,SCN5A,PARP1,TUBA1A,RRM1,ROS1,PARP3,TUBA4A,IDH1,PLK1,TUBA3C/TUBA3D	20	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	upper urinary tract tumor	Upper urinary tract tumor	2.26E-02	 	0.239	 	0.307	PBLD,ALAS1,GNA11,NLRP12,FAM135B,FDPS,ATP2A1,SLIT3,ANPEP,SMARCA4,CEBPZ,ZDHHC3,SDHB,TUBA1A,FBXW7,BEST2,NAALADL1,NDUFA7,ZNF717,RLIM,DNAH17,HMCN1,GRIN3A,FTSJ3,TATDN2,MYH7,NDUFS7,EPC1,VPS26C,RPS6KC1,UQCRC2,SOD2,FOXP2,CANT1,TUBA4A,SETD2,TBX2,ZMYND8,TSPEAR,CCN1,PBRM1,PSMD7,PTCH1,SLC16A12,NOM1,FKBP1A,PTF1A,TSFM,GPX1,SYNE2,KIF11,MYO15A,NEURL4,RPL5,CDCP2,PYGB,CCDC15,MACO1,TSPAN5,GRIK3,NPR2,GTF3C1,PRX,NASP,DLST,FUBP1,SLC6A2,NMUR2,NME1,NDUFS1,PARP1,NCAM1,KMT2D,GABRA6,FNTB,ABCF1,XPO5,KIF21B,ATP5PD,SELENBP1,SMG1,AURKB,SMARCAD1,FGFR1,PAFAH1B1,PTEN,YBX3,ZMAT5,KLHL28,BLVRB,TMPRSS6,EEF1A2,TMEM245,BCAS2,SLC16A3,RRM2,MDN1,AGO1,CAD,RGN,REV3L,NUDT17,CACTIN,TBX3,NF1,BCOR,TET3,FAM47C,ROBO2,EGFR,ERCC2,DROSHA,SMARCD1,CLTC,DAD1,RACGAP1,NPRL3,CSTF1,EIF4G2,PIP4K2A,NPAS4,SLC25A5,RELCH,SLC6A3,SLIT2,CHD4,RASSF1,NPEPPS,PTCD3,CSPG4,MAP2K6,ASAP1,TBP,ACADS,MAU2,SMC1A,GPM6A,MCM2,CSMD3,WDR33,DNM1L,TNNT3,EMC3,MSH6,KIF18A,ADH5,ALDH2,METTL3,LMLN,TRAP1,ECHS1,TUBA3C/TUBA3D,GOLGA5,PLCB1,GABRR2,ANK1,RBM12B,PKHD1L1,RIMS2,GSTK1,KIAA0319L,TUBB4A,NDUFS3,PTPRD,UBR3,CIT,CAND1,MIOX,TMEM145,CTNND2,NDUFA10,KRT8,DIRAS1,ATP5PB,PTPRB,DHRS12,MRPL37,ALPP,MN1,SNX2,TOM1,GLB1,TTBK1,NBEA,RPTN,SMARCB1,SMG7,PLRG1,TRMT13,GSPT1,CHD9,NDUFA9,GRIN2D,PAX8,GOLGA2,CLEC3B,ANKLE2,ZNF564,PRKCE,HERC2,SLC5A11,RAD54L,MYL9,CCT3,PI4KA,KDM3B,FANCD2,RRM1,USP9X,TSPAN1,UBE4A,ROS1,GNPDA2,DMXL1,MED12,LRIG3,DDX56,LIAS,UTRN,SAMHD1,YEATS4,NDUFB9,FAT3,CHAT,KIF3C,FBN2,PCNA,PKD1L2,PURA,SPTBN1,DSCAM,CALCRL,SLC6A8,CELA2B,ZC3H18,PNP,ADAMTS9,YBX1,SLC5A12,PRTG,ADAMTSL4,LAMA4,UQCRFS1,NDUFV2,CUL3,OPTN,ANKMY2,FAAH2,PSPC1,NOP2,PAK1,ARHGAP35,FAT2,OGT,PLIN2,CLCN2,HADHB,ZNF729,PLEC,CTNNA2,NEFH,NDUFS2,HSD17B4,CACNA1G,IDH1,ZNRD2,NDUFB5,BTAF1,B4GALT3,TRAPPC12,LRP2,FAM91A1,SF3B2,TYMS,ARIH1,CTNS,TMOD1,TUBG1,MAP2K1,PCDHGB2,NDUFAF2,STAG2,DICER1,MED14,RDM1,TSC2,KIAA1109,FLNC,PCDH15,ATRX,CENPB,FAT1,TTC27,MCTP1,FLNA,RABGAP1,RAP1GAP,GALNT11,NDUFB8,CNOT1,KRT3,LIN28B,TRIM33,KHDRBS1,PLXNA1,UPF3A,DIS3,NCAN,POLE2,DNAH6,NUBP1,DNAJB9,WDFY3,MSH2,CTR9,MYO3A,AFDN,RBM28,PLSCR1,DAB2IP,GOT2,RET,BAIAP3,ANO5,CTCF,PPM1E,NDUFA13,SSR1,UBR4,GRIK4,SPNS1,NPHS1,GCN1,M6PR,DHRS7B,SESN2,UPF1,CUBN,FH,SDHA,PREP,NIPBL,ARX,PABPC3,SLC20A2,WRN,PHYHD1,CCT8,NOS2,PIGT,POLR1A,SYNE1,NLRP7,TRMT6,AUP1,DHX9,UNC80	357	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	bladder carcinoma	Bladder carcinoma	2.28E-02	 	 	 	 	EVA1C,SMARCA4,TTC7B,SDHB,FBXW7,SLC4A1AP,HFM1,CLPX,SORL1,GEMIN2,ATP1A3,SMC2,PPCS,BIRC6,ZNF671,KRTAP4-3,TUBA4A,SUPT5H,TBX2,RASGRF1,CCN1,ZNF235,SYNE2,CNOT3,MYO15A,CLIP1,COX10,SLC5A1,EGLN1,CELF4,NASP,RPL17-C18orf32,GUCY2D,SLC6A2,CACNA1A,TRAF3IP1,PARP1,DAXX,PDE8A,MRM3,CROT,PRDM16,KMT2D,LEO1,KIF21B,TFR2,SPG7,GCC2,PPP5C,NUP188,SPRED1,DHDH,RRM2,MDN1,TSPOAP1,MIPEP,EMC1,LRSAM1,SMARCD1,USP30,PRKG1,RACGAP1,NSF,CDK8,COG6,NPAS4,PXDN,PDIA4,ANKIB1,RASSF1,NPEPPS,CEP192,PRMT6,UBA52,SMC1A,HMCN2,DNM1L,KIF18A,ADCY8,IVNS1ABP,TBC1D2B,RBM12B,PKHD1L1,ACAD9,TUBB4A,SNRPN,DAGLA,PTPRD,ITSN2,CAND1,TMEM145,PLK1,RUFY3,TTBK1,NBEA,RPTN,TGFBR1,ZNF443,RAD54L,MYL9,EXOC3,MCCC2,ZNF91,PSMB10,FBN2,CDK17,CACNA1B,NUP93,PKD1L2,PTPN4,SPTBN1,DDX18,WIPI2,PGLS,PAH,INPP5F,FAT2,P4HA3,KHDC4,CDC73,GGA3,IDH1,BTAF1,NRDC,COG4,SF3B2,ITGAV,NOX5,TUBG1,FLII,NSMAF,PCDHGB2,TSC2,IVD,DYNC1H1,PUF60,EPS8L2,PGAM2,EIF3F,COQ6,RBM28,RET,ACE,GRIN1,CTCF,CDK19,NOS1,UBE3C,SACS,ECE2,DDX10,IDH3B,PPAT,KCNT1,F5,SCYL2,MYH6,SLC20A2,XPR1,PHYHD1,BCKDHA,WDR46,ZZZ3,NOS2,GPN2,NLRP7,ESRP1,ALAS1,FUT5,RAX,SLIT3,OBSCN,OTOF,TUBA1A,NAALADL1,PIP5K1C,SLCO5A1,SRP54,DNAH17,NUP155,CADPS,SEC13,LAMA1,ARHGEF25,ANKRD44,ZNF226,ZNF623,SETD2,PAK1IP1,MCM4,NAGK,UBA1,ACHE,SRSF3,MCM7,PBRM1,PTCH1,TNRC6C,RBBP7,ATP8A2,FXR2,NEURL4,INTS14,TSEN2,COG1,GRIK3,TDG,OGFOD1,PRX,TM9SF2,OSBPL1A,NHLRC1,SND1,NUMB,RAD21,MYO5A,MED23,ZFYVE1,FGFR1,PTEN,DNAJC13,TECR,YBX3,TRPC5,LRP8,TBC1D16,FHDC1,REV3L,TBX3,NF1,PTPRS,ORC3,FAM47C,RPGR,ROBO2,EGFR,ERCC2,SLC7A6,EIF3A,GRIK2,DIPK2A,ALPL,SLC6A3,CSPG4,SHPRH,MAP2K6,PRCP,DHX37,TBP,ACADS,MAU2,MCM2,INTS5,VPS52,CDC37,ADAM10,DLG5,METTL3,EIF4A3,TUBA3C/TUBA3D,PLXNA2,PLCB1,NSFL1C,ANK1,MCM8,KIAA0319L,ZYG11B,MN1,NR5A2,PRUNE1,TRMT13,HERC1,GRIN2D,UGP2,RBM8A,GOLGA2,CLEC3B,CDT1,GRIA4,ANKLE2,SRP19,RALGAPA1,CELA1,HERC2,TLN1,MYT1,CYC1,FANCD2,RRM1,USP9X,ROS1,TNXB,DMXL1,MED12,PAF1,LIAS,ZXDC,SPTAN1,MTIF2,FGFRL1,RXFP2,TOPBP1,PLCB3,CHST4,ANKRD12,ADAMTS9,INF2,LAMA4,NDUFV2,CASZ1,SF3B3,CACNA2D4,PAK1,ARHGAP35,KAZN,OGT,SOS1,HADHB,CTNNA2,NEFH,CNGA3,GARNL3,PLCG1,BICDL1,NOP58,RUNDC1,LRP2,FAM91A1,TYMS,UTP20,ESPL1,MRPL58,MAP2K1,MCPH1,STAG2,ZNF341,RTL9,TRPA1,RDM1,RXRA,BRD8,UNC5B,MPND,PCDH15,MYOT,ATRX,FAT1,KIRREL1,KSR1,UNC13A,VWA7,NUAK1,LRPPRC,XPO7,GATB,FRYL,MFSD11,BBOX1,COPE,POLE,WDR7,PLSCR1,MRPS7,OGDH,UTP14C,IPO5,ZNF680,UBOX5,TNKS,ZSWIM8,ZBTB4,PPM1E,GRIK4,PPTC7,STEAP3,NPHS1,PGK1,COPS4,ZAN,MAN2B1,CLK2,CLIP2,FNBP4,TMEM63B,NTN1,GBE1,HIP1R,MFGE8,MYH10,RARS2,SQOR,POLR1A,SYNE1,CDC16,PHACTR1,BCCIP,ILF3,PCOLCE2,ALAD,DHX9	400	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	development	Development of urinary tract tumor	2.31E-02	 	 	 	 	PBLD,ALAS1,NLRP12,FAM135B,FDPS,ATP2A1,SLIT3,ANPEP,SMARCA4,CEBPZ,ZDHHC3,SDHB,FBXW7,BEST2,NAALADL1,NDUFA7,ZNF717,RLIM,DNAH17,HMCN1,GRIN3A,FTSJ3,TATDN2,MYH7,NDUFS7,EPC1,VPS26C,RPS6KC1,UQCRC2,SOD2,FOXP2,CANT1,SETD2,TBX2,ZMYND8,TSPEAR,CCN1,PBRM1,PSMD7,PTCH1,SLC16A12,NOM1,FKBP1A,TSFM,GPX1,SYNE2,KIF11,MYO15A,NEURL4,RPL5,CDCP2,PYGB,CCDC15,TSPAN5,GRIK3,NPR2,GTF3C1,PRX,NASP,DLST,NMUR2,NDUFS1,PARP1,NCAM1,KMT2D,GABRA6,FNTB,ABCF1,XPO5,KIF21B,ATP5PD,SELENBP1,AURKB,SMARCAD1,FGFR1,PAFAH1B1,PTEN,YBX3,ZMAT5,KLHL28,BLVRB,TMPRSS6,EEF1A2,TMEM245,BCAS2,SLC16A3,RRM2,MDN1,AGO1,CAD,REV3L,NUDT17,CACTIN,TBX3,NF1,TET3,FAM47C,ROBO2,EGFR,ERCC2,SMARCD1,CLTC,DAD1,RACGAP1,NPRL3,CSTF1,EIF4G2,PIP4K2A,NPAS4,SLC25A5,RELCH,SLIT2,RASSF1,NPEPPS,PTCD3,CSPG4,MAP2K6,ASAP1,TBP,ACADS,MAU2,SMC1A,GPM6A,MCM2,CSMD3,WDR33,DNM1L,TNNT3,EMC3,MSH6,KIF18A,ADH5,ALDH2,METTL3,LMLN,TRAP1,ECHS1,GOLGA5,PLCB1,GABRR2,ANK1,PKHD1L1,RIMS2,GSTK1,KIAA0319L,NDUFS3,UBR3,CIT,CAND1,MIOX,TMEM145,CTNND2,NDUFA10,KRT8,DIRAS1,ATP5PB,PTPRB,DHRS12,MRPL37,ALPP,MN1,SNX2,TOM1,GLB1,TTBK1,NBEA,RPTN,SMARCB1,SMG7,PLRG1,TRMT13,GSPT1,CHD9,NDUFA9,GRIN2D,PAX8,GOLGA2,CLEC3B,ANKLE2,ZNF564,PRKCE,HERC2,SLC5A11,RAD54L,MYL9,CCT3,PI4KA,KDM3B,FANCD2,RRM1,USP9X,UBE4A,ROS1,GNPDA2,DMXL1,MED12,LRIG3,DDX56,LIAS,SAMHD1,YEATS4,NDUFB9,FAT3,CHAT,KIF3C,FBN2,PKD1L2,PURA,DSCAM,CALCRL,SLC6A8,CELA2B,ZC3H18,PNP,SLC5A12,PRTG,ADAMTSL4,LAMA4,UQCRFS1,NDUFV2,CUL3,OPTN,ANKMY2,FAAH2,PSPC1,NOP2,ARHGAP35,FAT2,OGT,PLIN2,CLCN2,HADHB,ZNF729,PLEC,CTNNA2,NDUFS2,HSD17B4,CACNA1G,IDH1,NDUFB5,BTAF1,B4GALT3,TRAPPC12,LRP2,FAM91A1,SF3B2,ARIH1,CTNS,TMOD1,MAP2K1,PCDHGB2,NDUFAF2,STAG2,DICER1,MED14,RDM1,TSC2,KIAA1109,FLNC,PCDH15,ATRX,CENPB,FAT1,TTC27,MCTP1,FLNA,RABGAP1,RAP1GAP,GALNT11,NDUFB8,CNOT1,KRT3,TRIM33,KHDRBS1,PLXNA1,UPF3A,NCAN,POLE2,DNAH6,NUBP1,DNAJB9,WDFY3,MSH2,CTR9,MYO3A,AFDN,RBM28,PLSCR1,DAB2IP,GOT2,RET,BAIAP3,ANO5,CTCF,PPM1E,NDUFA13,SSR1,UBR4,GRIK4,SPNS1,NPHS1,GCN1,M6PR,DHRS7B,SESN2,UPF1,CUBN,FH,SDHA,MFGE8,PREP,ARX,PABPC3,SLC20A2,WRN,PHYHD1,CCT8,PIGT,POLR1A,SYNE1,NLRP7,TRMT6,AUP1,DHX9,UNC80	325	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	familial motor neuron disease	Familial motor neuron disease	2.32E-02	 	 	 	 	UBA1,TBP,PDCD2,IGFALS,DNAJC13,NOP56,TIA1,FIG4,ETFDH,GARS1,RRM2,AARS1,MARS1,NOS1,PSAP,SLC5A7,LHCGR,WARS1,GEMIN2,OPTN,GRIN3A,CYLD,HTR1A,ALS2,DYNC1H1,UPF1,VAPB,PRX,SCN8A,DYSF,NEFH,UPF3A,RRM1,SLC6A3,SYNE1,TUBA4A,VCP,SPG7,NEK1,SMN1/SMN2	40	
Organ Morphology, Organismal Injury and Abnormalities, Reproductive System Development and Function, Reproductive System Disease	abnormal morphology	Abnormal morphology of external genitalia	2.32E-02	 	 	 	 	FSHR,TBX3,LHCGR,FKBP4	4	
Embryonic Development, Nervous System Development and Function, Ophthalmic Disease, Organ Development, Organ Morphology, Organismal Development, Organismal Injury and Abnormalities, Tissue Development, Visual System Development and Function	abnormal morphology	Abnormal morphology of thin outer plexiform layer	2.32E-02	 	 	 	 	LRP5,NCAM1,ERC2,UCHL3	4	
Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	secretion	Abnormal secretion by testis	2.32E-02	 	 	 	 	COMMD3-BMI1,FSHR,LHCGR,SIRT1	4	
Nervous System Development and Function	analgesic tolerance	Analgesic tolerance	2.32E-02	 	 	 	 	SLC12A5,ARRB2,GRK3,NR1I2	4	
Cell Cycle	G2 phase	Arrest in G2 phase of stem cells	2.32E-02	 	 	 	 	PRDM16,SMARCA4,MSH2,CHEK1	4	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	benign breast phyllodes tumor	Benign breast phyllodes tumor	2.32E-02	 	 	 	 	FLNA,KMT2D,MED12,SETD2	4	
Amino Acid Metabolism, Small Molecule Biochemistry	catabolism	Catabolism of acidic amino acid	2.32E-02	 	 	 	 	GLUL,GLUD1,GAD1,GOT2	4	
Carbohydrate Metabolism, Small Molecule Biochemistry	catabolism	Catabolism of hexose	2.32E-02	 	 	 	 	LRP5,GALE,GALK1,GLB1	4	
Cell Death and Survival, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	cell death	Cell death of myofiber	2.32E-02	 	0.655	 	1.046	PLEC,DMD,PRKAB2,DYSF	4	
Embryonic Development, Nervous System Development and Function, Organ Development, Organismal Development, Tissue Development	development	Development of ophthalmic branch of trigeminal ganglion	2.32E-02	 	 	 	 	ROBO2,SLIT2,ROBO1,SLIT3	4	
Cell Morphology, Cellular Assembly and Organization, Cellular Development, Cellular Function and Maintenance, Cellular Growth and Proliferation, Nervous System Development and Function, Organismal Development, Tissue Development	development	Development of sensory projections	2.32E-02	 	 	 	 	ROBO2,SLIT2,ROBO1,SLIT3	4	
Developmental Disorder, Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	developmental delay with variable intellectual impairment and behavioral abnormalities	Developmental delay with variable intellectual impairment and behavioral abnormalities	2.32E-02	 	 	 	 	CNOT1,TANC2,USP7,TCF20	4	
Cellular Development, Nervous System Development and Function, Tissue Development	differentiation	Differentiation of hippocampal neurons	2.32E-02	 	 	 	 	HDAC2,ATP2C1,ADH5,NRXN1	4	
Neurological Disease, Ophthalmic Disease, Organismal Injury and Abnormalities	early onset optic neuropathy	Early onset optic neuropathy	2.32E-02	 	 	 	 	MECR,AP3B2,ATP1A3,OPA1	4	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	emigration	Emigration of antigen presenting cells	2.32E-02	 	 	 	 	NLRP10,ITGAV,NTN1,CNN2	4	
Cancer, Connective Tissue Disorders, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	Ewing sarcoma	Ewing sarcoma in vertebrae	2.32E-02	 	 	 	 	TIE1,FBN2,LMNB2,EIF4G2	4	
Hereditary Disorder, Organismal Injury and Abnormalities, Renal and Urological Disease	familial steroid-resistant nephrotic syndrome	Familial steroid-resistant nephrotic syndrome	2.32E-02	 	 	 	 	SGPL1,NPHS1,XPO5,NUP93	4	
Cancer, Cardiovascular Disease, Developmental Disorder, Hematological Disease, Hereditary Disorder, Metabolic Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	Fanconi anemia group J	Fanconi anemia group J	2.32E-02	 	 	 	 	BRIP1,CAT,GPX1,PRDX3	4	
Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	fibrosis	Fibrosis of hindlimb muscle	2.32E-02	 	 	 	 	NOS1,TRIB3,DMD,UTRN	4	
Tissue Development	formation	Formation of epithelial tubule	2.32E-02	 	 	 	 	CSNK2B,RET,SHANK3,WNT4	4	
Cell Cycle	G1 phase	G1 phase of squamous cell carcinoma cell lines	2.32E-02	 	 	 	 	SOX6,EGFR,IDH3B,CSNK2B	4	
Auditory Disease, Developmental Disorder, Endocrine System Disorders, Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities, Reproductive System Disease	gonadal dysgenesis with auditory dysfunction, autosomal recessive inheritance	Gonadal dysgenesis with auditory dysfunction, autosomal recessive inheritance	2.32E-02	 	 	 	 	CLPP,LARS2,HSD17B4,ERAL1	4	
Cellular Assembly and Organization	growth	Growth of Golgi cisternae	2.32E-02	 	-1.091	 	-1.482	GOLGA2,VCP,NSF,USO1	4	
Behavior, Nervous System Development and Function	olfactory memory	Olfactory memory	2.32E-02	 	 	 	 	Gucy2d,CHRNB2,MAN2B1,GRIN1	4	
Embryonic Development, Organismal Development	outgrowth	Outgrowth of blastocyst	2.32E-02	Increased	2.000	 	1.601	THOC1,Cops2,RINT1,CHEK1	4	
Cellular Compromise, Digestive System Development and Function, Hepatic System Development and Function, Organ Development	oxidative stress response	Oxidative stress response of liver	2.32E-02	 	1.982	 	2.378	PTEN,RXRA,SIRT1,NFE2L1	4	
Developmental Disorder, Hereditary Disorder, Ophthalmic Disease, Organismal Injury and Abnormalities	progressive cone dystrophy	Progressive cone dystrophy	2.32E-02	 	 	 	 	CACNA2D4,CNGB3,GUCY2D,PCDH15	4	
