© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.lightcyan1
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.lightcyan1
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446108

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.lightcyan1
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
desmethoxyyangonin	chemical - endogenous non-mammalian	 	3	 	 	-0.580	4.03E-06	2.81E-02	2-acetylaminofluorene,2-amino-1-methyl-6-phenylimidazo-4-5-b-pyridine,9,10-dimethyl-1,2-benzanthracene,ABCB1,aristolochic acid I,benzo(a)pyrene,CAT,CD36,CYP1A1,desmethoxyyangonin,FOXA2,HNF4A,NFkB (complex),NR1I2,P38 MAPK	ABCB1,ABCB6,ABCG1,ABCG2,ABCG5,ACADM,ACBD5,ACIN1,ACO1,ACOX1,ACOX3,ACY1,AHCY,ALDH1A3,ALDH2,ALDH3A2,ALG2,ANGPT1,ANK1,ANPEP,ARHGDIA,ARHGEF1,ATP5F1B,ATP7A,B4GALT1,BCKDHA,BDH1,BLK,BLVRB,BRCA1,CACHD1,CALML4,CAMK2D,CAT,CBR3,CCKAR,CCNA2,CCNB2,CCND1,CCND2,CCNE1,CCT2,CCT5,CCT7,CCT8,CDHR2,CDK1,CDX1,CKS1B,CLIP2,COL2A1,COL4A1,CPN1,CPOX,CPT1A,CSRP3,CYP27A1,CYP2A6 (includes others),CYP3A5,DAD1,DDB1,DDX23,ECI2,EGFR,EHF,EIF2AK3,ERAP1,ERN1,ESD,ETFDH,ETHE1,FGFR3,FLNA,FTH1,FUT5,FUT6,GALM,GAPDH,GLUL,GMDS,GNAO1,GNPAT,GPX1,GRHL1,GRIN3A,GSTM3,GSTM5,Gstm6,GUSB,HADH,HDAC2,HIBCH,HIP1,HOOK3,HPGD,HSPD1,HTR1A,IMPA1,ING1,IRAK4,ITGAV,ITGB1,ITIH3,ITPR1,IVD,IVL,LCP1,LGR5,LHCGR,LIPA,LRP1,MAP1LC3A,MCCC1,MCCC2,MSH2,MTTP,MYH11,NBEA,NLRP3,NOS1,NOTCH1,NPR1,NPTX2,NR1D1,NR4A1,NR5A1,NR5A2,ODC1,OVOL1,PAPSS2,PAX6,PDGFRB,PDHX,PDIA4,PDX1,PEPD,PGD,PGRMC2,PIPOX,PLD1,POSTN,PSAP,PSMA2,PSMA6,PTPN1,PTPRN,QKI,RAB7A,RAC1,RAC2,RAD51,RAN,RHOC,SCARB1,SCP2,SDHA,SDR16C5,SGK1,SLC10A6,SLC25A1,SLC26A11,SLC6A2,SLC7A5,SOD2,SPRR3,SREBF1,SRR,SRSF3,STAT5A,SULT1E1,SULT2B1,SUPT5H,TAF6,TAGLN,TBP,TBX1,TBXAS1,TDO2,TENM4,TFR2,TPO,TRIB3,TSPAN31,UBA1,USH1C,USP19,VLDLR,XPC,XPNPEP2,XRCC5	190 (15)	15	 	 	 	CYP3A5	CYP1A1	 	 	 	 	
mono-(2-ethylhexyl)phthalate	chemical toxicant	 	1	Activated	biased	5.898	4.16E-06	9.00E-04	mono-(2-ethylhexyl)phthalate	ACADL,ACADM,ACADVL,ACO1,ACO2,ACOX1,ACSBG1,ALDOC,ATP5F1B,ATP5PB,CCND2,CCNE1,CPT2,CS,CYC1,ECHS1,FAM98A,FH,GAPDH,HADH,HADHA,IDH3A,IDH3G,LRP1,MDH1,MDH2,NDUFA10,NDUFB5,NDUFS1,NDUFS7,NDUFV1,NDUFV2,NFKB1,PDHB,PGK1,PLIN2,PPA1,PTRH2,SDHA,SDHB,SUCLG1,SUCLG2,TALDO1,TPI1,UQCRC2,UQCRFS1	46 (1)	1	 	 	 	CYP1A1,GCK,HIPK2,NAMPT,NDUFV1,NR1H3,PCK1,Ppar,PPARA,PPARD,PPARGC1A	CCNE1	 	 	 	 	
12-(3-adamantan-1-yl-ureido) dodecanoic acid	chemical reagent	 	2	Activated	 	2.041	4.23E-06	4.20E-03	12-(3-adamantan-1-yl-ureido) dodecanoic acid,PPARA,PPARG	ABCG1,ABCG2,ABCG5,ACAA2,ACADL,ACADM,ACADS,ACADVL,Acot5,ACOX1,AHCY,ALDH2,ALDH3A2,APEX1,API5,ARHGDIA,ASL,ATP5F1B,ATP5PO,BAAT,BACE1,BDH1,CASP2,CAT,CCNA2,CCNE1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSL,CYP27A1,CYP4B1,DLAT,ECH1,EGFR,ENDOG,EPHX1,ETHE1,FDPS,GAPDH,GATA2,GNMT,GSTK1,GSTM3,HADH,HADHA,HADHB,HSD17B4,IDH1,IRAK4,IVD,KYAT1,MCM7,MDH1,MGST3,MKNK2,MPG,MTTP,NFKB1,NOS2,NPEPPS,NR1D1,NR4A1,NSF,ODC1,PBLD,PCNA,PDX1,PEPD,PLIN2,PLIN4,PPA1,PRDM1,PRDX6,PRKN,RETSAT,SARDH,SCARB1,SCP2,SLC27A4,SORBS1,SORD,SRM,TAGLN,TALDO1,TBXAS1,TGFBR1,TMTC2,TP63,TRIB3,VNN1,WWTR1,YWHAB	96 (3)	3	 	 	 	PPARA	BIRC5	 	 	 	 	
TCF20	transcription regulator	-0.171	2	 	 	0.781	4.24E-06	1.50E-02	AR,ETS1,JUN,PAX6,SP1,TCF20	A2M,ABCB1,ABCG1,ABHD2,ADARB1,ADH5,ANK1,ANPEP,APEX1,ATP1A3,ATP5F1A,ATP5F1B,ATP7A,B3GALT5,B4GALT6,BACE1,BOP1,BRCA1,CACNA1A,CAD,CBS/CBSL,CCN1,CCNA2,CCNE1,CCT3,CDH11,CDT1,CERK,Chil3/Chil4,CHST4,CNRIP1,COL2A1,COL7A1,CORIN,COTL1,CPSF1,CSRP3,CTSL,DAB2IP,DAP3,DHCR24,DICER1,DNAJC19,DNM1L,DOCK9,DROSHA,EGFR,EPHX1,ERN1,ESPL1,ESPN,ETNPPL,ETS2,EZR,FAT4,FEN1,FKBP4,FLI1,FLNA,FLT1,FSHR,FTMT,GPX4,GRIA2,GUCY1A1,HDAC2,HEY1,HPGD,ITGB2,ITIH3,ITPR1,IVL,KNTC1,KRT1,KRT8,L1CAM,LAMA5,LGR5,LHCGR,LIPA,MAPK3,MCCC2,MCM3,MCM4,MCM6,MICALL2,MRAS,MRPL39,MSH2,MTHFR,MUC4,MYOT,NCALD,NDUFB8,NFKB1,NMRK2,NOS1,NOS2,NOTCH1,NPC1,NPR1,NPTXR,NR4A1,NR5A1,NR5A2,ODC1,OXCT1,P3H2,P4HA1,PARP1,PATJ,PCSK2,PDGFRB,PDHX,PDX1,POLD1,POMT2,PRDM1,PTCH1,PTGS1,PTPN1,PTPRF,RORA,RUNX3,RXRA,SCARB1,SCN5A,SDHA,SDHB,SF3B3,SGK1,SLC25A5,SLC4A2,SLC7A11,SLC9A3,SMARCC1,SMC2,SMOX,SMPD1,SNRNP70,Snrpc,SNRPN,SOD2,SRD5A1,SREBF1,SRP19,SUCLG2,SULT1E1,SUN2,SYNE1,TARBP2,TBC1D9B,TBXAS1,TGFBR1,TIAM1,TP63,TWF2,UBE2A,UGDH,UQCRC2,VSX2,WNT9A,WWTR1,XPO5	164 (6)	6	 	 	 	PAX6,WNT7B	TP53BP2	 	 	 	 	
DKK	group	 	3	 	 	-0.800	4.37E-06	3.72E-02	Akt,CTNNB1,DKK,DKK1,DKK2,Frizzled,FZD7,GSK3B,Jnk,LRP6,MAPK8,MAPT,Pkc(s),PLC,PTEN,SMAD1,SMO,Wnt,WNT3	ACAA2,ACADL,ACADS,ACADVL,ACO2,ACOX1,AKAP1,ALDH1A3,ALG3,ALG9,ALPL,ANGPT1,APOD,ARHGDIA,ASPH,ATP5F1A,ATP5PO,AURKB,B4GALT1,BAAT,BACE1,CAD,CALCRL,CAT,CCN1,CCNA2,CCNB2,CCND1,CDC20,CDH11,CDX1,CKM,CKS1B,COL2A1,COL4A1,COPS6,CPD,CPT1A,CS,CTSF,CYC1,CYP2A6 (includes others),DIXDC1,DLAT,DLD,DNPH1,ECI2,EGFR,EIF2AK3,EP300,ERAP1,ERN1,ETS2,FDPS,FEN1,FGFR1,FGFR3,FLI1,FLT1,GALK1,GAPDH,GART,GCLC,GLUL,GMDS,GPX4,GRIA1,GSPT1,GSTK1,GTPBP6,HADH,HADHB,HAND2,HDAC2,HEXB,HEY1,HHEX,HPGD,HSPG2,IDH3A,IDH3B,IDH3G,IFT27,ILF3,IRF8,ITGB1,IVL,KAT2A,KIF3B,KIRREL1,KRT8,L1CAM,LAMB2,LGR5,LHCGR,LIPA,LMF2,LMX1B,LRAT,MDH1,MRC2,MRPL12,MSH2,MTHFR,MTTP,MYO6,NAIP,NCAM1,NDUFA10,NDUFS1,NDUFS3,NME1,NOP2,NOS1,NOTCH1,NPC1,NR1D1,NR4A1,NR5A2,ODC1,OVOL1,PARD3,PARP1,PAX1,PAX8,PCDH1,PCDH15,PCNA,PDCD4,PDGFRB,PDHA1,PDHB,PDPK1,PFKFB3,PLIN2,POLD2,POSTN,PPP3CA,PRX,PTCH2,PTGS1,PTPRF,PTPRN,PTPRS,RAC1,RGN,RPS6,RRM1,RRM2,RXRA,SCARB1,SDHA,SEMA6D,SEPHS2,SGK1,SLC10A1,SLC12A2,SLC20A1,SLC25A1,SLC6A2,SLC6A9,SLC7A11,SLC7A5,SLC7A8,SMARCA4,SMOX,SMS,SORD,SOX3,SQOR,SREBF1,SRSF1,STAT5A,STOM,STT3A,STT3B,SUCLG1,SUCLG2,TAGLN,TBX3,TMX3,TNN,TUBB4A,TUSC3,UQCRC2,WIF1,WNT9A,XRCC5,YAP1	189 (19)	18	 	 	 	 	Frizzled	 	 	 	 	
13-hydroxyoctadecadienoic acid	chemical - endogenous mammalian	 	2	 	 	1.857	4.96E-06	4.30E-03	13-hydroxyoctadecadienoic acid,PPARA,PPARG	ABCG1,ABCG2,ABCG5,ACAA2,ACADL,ACADM,ACADS,ACADVL,Acot5,ACOX1,AHCY,ALDH2,ALDH3A2,APEX1,ARHGDIA,ASL,ATP5F1B,ATP5PO,BAAT,BACE1,BDH1,CAT,CCNA2,CCNE1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSL,CYP27A1,CYP4B1,DLAT,ECH1,EGFR,ENDOG,EPHX1,ETHE1,FDPS,GAPDH,GATA2,GNMT,GSTK1,GSTM3,HADH,HADHA,HADHB,HSD17B4,IDH1,IRAK4,IVD,KYAT1,MCM7,MDH1,MGST3,MKNK2,MPG,MTTP,NFKB1,NOS2,NPEPPS,NR1D1,NR4A1,NSF,ODC1,PBLD,PCNA,PDX1,PEPD,PLIN2,PLIN4,PPA1,PRDM1,PRDX6,PRKN,RETSAT,SARDH,SCARB1,SCP2,SLC27A4,SORBS1,SORD,SRM,TAGLN,TALDO1,TBXAS1,TGFBR1,TMTC2,TP63,TRIB3,VNN1,WWTR1,YWHAB	94 (3)	3	 	 	 	PPARA	 	 	 	 	 	
DUT	enzyme	0.241	2	 	 	-1.857	4.96E-06	4.30E-03	DUT,PPARA,PPARG	ABCG1,ABCG2,ABCG5,ACAA2,ACADL,ACADM,ACADS,ACADVL,Acot5,ACOX1,AHCY,ALDH2,ALDH3A2,APEX1,ARHGDIA,ASL,ATP5F1B,ATP5PO,BAAT,BACE1,BDH1,CAT,CCNA2,CCNE1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSL,CYP27A1,CYP4B1,DLAT,ECH1,EGFR,ENDOG,EPHX1,ETHE1,FDPS,GAPDH,GATA2,GNMT,GSTK1,GSTM3,HADH,HADHA,HADHB,HSD17B4,IDH1,IRAK4,IVD,KYAT1,MCM7,MDH1,MGST3,MKNK2,MPG,MTTP,NFKB1,NOS2,NPEPPS,NR1D1,NR4A1,NSF,ODC1,PBLD,PCNA,PDX1,PEPD,PLIN2,PLIN4,PPA1,PRDM1,PRDX6,PRKN,RETSAT,SARDH,SCARB1,SCP2,SLC27A4,SORBS1,SORD,SRM,TAGLN,TALDO1,TBXAS1,TGFBR1,TMTC2,TP63,TRIB3,VNN1,WWTR1,YWHAB	94 (3)	2	ESR2,RABL6	TP53	 	 	PPARA	 	 	 	 	
aleglitazar	chemical drug	 	2	 	 	1.857	4.96E-06	4.30E-03	aleglitazar,PPARA,PPARG	ABCG1,ABCG2,ABCG5,ACAA2,ACADL,ACADM,ACADS,ACADVL,Acot5,ACOX1,AHCY,ALDH2,ALDH3A2,APEX1,ARHGDIA,ASL,ATP5F1B,ATP5PO,BAAT,BACE1,BDH1,CAT,CCNA2,CCNE1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSL,CYP27A1,CYP4B1,DLAT,ECH1,EGFR,ENDOG,EPHX1,ETHE1,FDPS,GAPDH,GATA2,GNMT,GSTK1,GSTM3,HADH,HADHA,HADHB,HSD17B4,IDH1,IRAK4,IVD,KYAT1,MCM7,MDH1,MGST3,MKNK2,MPG,MTTP,NFKB1,NOS2,NPEPPS,NR1D1,NR4A1,NSF,ODC1,PBLD,PCNA,PDX1,PEPD,PLIN2,PLIN4,PPA1,PRDM1,PRDX6,PRKN,RETSAT,SARDH,SCARB1,SCP2,SLC27A4,SORBS1,SORD,SRM,TAGLN,TALDO1,TBXAS1,TGFBR1,TMTC2,TP63,TRIB3,VNN1,WWTR1,YWHAB	94 (3)	2	 	 	 	PPARA	 	 	 	 	 	
eicosanoid	chemical reagent	 	2	 	 	1.857	4.96E-06	4.30E-03	eicosanoid,PPARA,PPARG	ABCG1,ABCG2,ABCG5,ACAA2,ACADL,ACADM,ACADS,ACADVL,Acot5,ACOX1,AHCY,ALDH2,ALDH3A2,APEX1,ARHGDIA,ASL,ATP5F1B,ATP5PO,BAAT,BACE1,BDH1,CAT,CCNA2,CCNE1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSL,CYP27A1,CYP4B1,DLAT,ECH1,EGFR,ENDOG,EPHX1,ETHE1,FDPS,GAPDH,GATA2,GNMT,GSTK1,GSTM3,HADH,HADHA,HADHB,HSD17B4,IDH1,IRAK4,IVD,KYAT1,MCM7,MDH1,MGST3,MKNK2,MPG,MTTP,NFKB1,NOS2,NPEPPS,NR1D1,NR4A1,NSF,ODC1,PBLD,PCNA,PDX1,PEPD,PLIN2,PLIN4,PPA1,PRDM1,PRDX6,PRKN,RETSAT,SARDH,SCARB1,SCP2,SLC27A4,SORBS1,SORD,SRM,TAGLN,TALDO1,TBXAS1,TGFBR1,TMTC2,TP63,TRIB3,VNN1,WWTR1,YWHAB	94 (3)	2	 	 	 	PPARA	 	 	 	 	 	
isohumulone	chemical - endogenous non-mammalian	 	2	 	 	1.857	4.96E-06	4.30E-03	isohumulone,PPARA,PPARG	ABCG1,ABCG2,ABCG5,ACAA2,ACADL,ACADM,ACADS,ACADVL,Acot5,ACOX1,AHCY,ALDH2,ALDH3A2,APEX1,ARHGDIA,ASL,ATP5F1B,ATP5PO,BAAT,BACE1,BDH1,CAT,CCNA2,CCNE1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSL,CYP27A1,CYP4B1,DLAT,ECH1,EGFR,ENDOG,EPHX1,ETHE1,FDPS,GAPDH,GATA2,GNMT,GSTK1,GSTM3,HADH,HADHA,HADHB,HSD17B4,IDH1,IRAK4,IVD,KYAT1,MCM7,MDH1,MGST3,MKNK2,MPG,MTTP,NFKB1,NOS2,NPEPPS,NR1D1,NR4A1,NSF,ODC1,PBLD,PCNA,PDX1,PEPD,PLIN2,PLIN4,PPA1,PRDM1,PRDX6,PRKN,RETSAT,SARDH,SCARB1,SCP2,SLC27A4,SORBS1,SORD,SRM,TAGLN,TALDO1,TBXAS1,TGFBR1,TMTC2,TP63,TRIB3,VNN1,WWTR1,YWHAB	94 (3)	2	 	 	 	PPARA	 	 	 	 	 	
reglitazar	chemical drug	 	2	 	 	1.857	4.96E-06	4.30E-03	PPARA,PPARG,reglitazar	ABCG1,ABCG2,ABCG5,ACAA2,ACADL,ACADM,ACADS,ACADVL,Acot5,ACOX1,AHCY,ALDH2,ALDH3A2,APEX1,ARHGDIA,ASL,ATP5F1B,ATP5PO,BAAT,BACE1,BDH1,CAT,CCNA2,CCNE1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSL,CYP27A1,CYP4B1,DLAT,ECH1,EGFR,ENDOG,EPHX1,ETHE1,FDPS,GAPDH,GATA2,GNMT,GSTK1,GSTM3,HADH,HADHA,HADHB,HSD17B4,IDH1,IRAK4,IVD,KYAT1,MCM7,MDH1,MGST3,MKNK2,MPG,MTTP,NFKB1,NOS2,NPEPPS,NR1D1,NR4A1,NSF,ODC1,PBLD,PCNA,PDX1,PEPD,PLIN2,PLIN4,PPA1,PRDM1,PRDX6,PRKN,RETSAT,SARDH,SCARB1,SCP2,SLC27A4,SORBS1,SORD,SRM,TAGLN,TALDO1,TBXAS1,TGFBR1,TMTC2,TP63,TRIB3,VNN1,WWTR1,YWHAB	94 (3)	2	 	 	 	PPARA	 	 	 	 	 	
tesaglitazar	chemical drug	 	2	 	 	1.857	4.96E-06	4.30E-03	PPARA,PPARG,tesaglitazar	ABCG1,ABCG2,ABCG5,ACAA2,ACADL,ACADM,ACADS,ACADVL,Acot5,ACOX1,AHCY,ALDH2,ALDH3A2,APEX1,ARHGDIA,ASL,ATP5F1B,ATP5PO,BAAT,BACE1,BDH1,CAT,CCNA2,CCNE1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSL,CYP27A1,CYP4B1,DLAT,ECH1,EGFR,ENDOG,EPHX1,ETHE1,FDPS,GAPDH,GATA2,GNMT,GSTK1,GSTM3,HADH,HADHA,HADHB,HSD17B4,IDH1,IRAK4,IVD,KYAT1,MCM7,MDH1,MGST3,MKNK2,MPG,MTTP,NFKB1,NOS2,NPEPPS,NR1D1,NR4A1,NSF,ODC1,PBLD,PCNA,PDX1,PEPD,PLIN2,PLIN4,PPA1,PRDM1,PRDX6,PRKN,RETSAT,SARDH,SCARB1,SCP2,SLC27A4,SORBS1,SORD,SRM,TAGLN,TALDO1,TBXAS1,TGFBR1,TMTC2,TP63,TRIB3,VNN1,WWTR1,YWHAB	94 (3)	2	 	 	 	PPARA	 	 	 	 	 	
fenoprofen	chemical drug	 	2	 	 	0.769	5.06E-06	1.14E-02	CTNNB1,fenoprofen,PPARA,PPARG,PTGS1,PTGS2	ABCB1,ABCG1,ABCG2,ABCG5,ACAA2,ACADM,Acot5,ACOX1,AHCY,ALDH1A3,ALDH2,ALDH3A2,ANGPT1,APEX1,ARHGDIA,ASL,ATP5F1B,ATP5PO,BAAT,BACE1,BDH1,CAT,CCNA2,CCND1,CCND2,CCNE1,CDH11,CDX1,COL2A1,COL4A1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSF,CTSL,CYC1,CYP27A1,CYP2A6 (includes others),CYP4B1,DIXDC1,DLAT,ECH1,ENDOG,EPHX1,ETHE1,FDPS,FEN1,FGF20,FLT1,GAPDH,GLUL,GNMT,GRIA1,GSTK1,GSTM3,HADH,HADHB,HHEX,HSD17B4,IDH1,ILF3,IRAK4,IRF8,ITGAV,IVD,KYAT1,L1CAM,LGR5,LMX1B,MCM7,MDH1,MGST3,MKNK2,MPG,MTTP,NCAM1,NDUFA10,NDUFB8,NDUFS1,NDUFV1,NFKB1,NPEPPS,NR1D1,NR5A2,NSF,NUP133,ODC1,PAK1,PARD3,PAX1,PAX8,PBLD,PCDH15,PDX1,PEPD,PGK1,PLIN2,PLIN4,PPA1,PPP3CA,PRDX6,PRKN,PRX,PTCH1,PTCH2,PTGER4,PTGS1,RAC1,RETSAT,RGN,SARDH,SCARB1,SCP2,SDHA,SGK1,SLC12A2,SLC27A4,SMS,SORBS1,SORD,SOX2,SRM,SRSF1,TAGLN,TALDO1,TBXAS1,TGFBR1,TMTC2,TP63,TRIB3,WIF1,WNT9A,WWTR1,YAP1	137 (6)	5	 	 	 	PPARA	 	 	 	 	 	
inolitazone	chemical drug	 	2	 	 	1.282	5.06E-06	2.00E-02	AKT1,CDKN1A,EGFR,ERK1/2,inolitazone,PPARG	ABCB1,ABCG1,ABCG2,ACAA2,ACADM,ACADS,Acan,ACOX1,ACY1,ALPL,ASPN,ATAD3A,ATP1A3,ATP5PO,ATR,BACE1,BDH1,BRCA1,BZW2,CAD,CAPN2,CAT,CCND2,CCNE1,CCT5,Ces1b/Ces1c,CHEK1,Chil3/Chil4,COL2A1,COL4A1,COL5A1,COL6A2,CORIN,CPT2,CS,CTPS1,CTSL,CYP4B1,DAG1,DLAT,DNM1L,ECE1,EGFR,EIF2AK3,EP300,EPHX1,FDPS,FLT1,GAPDH,GATA2,GCLC,GCSH,GLB1,GOT2,GSTM5,GZMB,HADHA,HADHB,HIRA,HNRNPH1,HPGD,IDH1,IRAK4,ITGAV,ITGB1,IVD,IVNS1ABP,KRT17,LAMA4,LAMC1,MAP3K10,MAPK3,MCM4,MCM5,MCM7,MKNK2,MTHFR,MTTP,MYH10,MYH11,MYL1,NDUFB8,NFKB1,NOS2,NPEPPS,NR1D1,NR4A1,NSF,NSUN2,ORC1,PDGFRB,PDX1,PEPD,PFKFB4,PLIN2,PLIN4,POLD1,POSTN,PPIA,PRDM1,PSAP,PSMB10,PTGS1,PTPRE,RAC1,RAD51,RBBP7,RHOC,RRM1,SCARB1,SDHB,SEMA6D,SGK1,SLC27A4,SLC7A11,SOD2,SORBS1,SOX2,SPRING1,SREBF1,SRP14,SRSF1,STK3,TAGLN,TBP,TBXAS1,TGFBR1,TRIB3,TUBA4A,UBA1,UQCRC2,VCL,VCP,VNN1,WWTR1,XRN2,YBX1	137 (6)	5	 	 	 	 	 	 	 	 	 	
FH535	chemical reagent	 	2	Inhibited	 	-2.335	5.48E-06	5.30E-03	CTNNB1,FH535,PPARD,PPARG	ABCB1,ABCG1,ABCG2,ACAA2,ACADL,ACADM,ACADS,ACADVL,ACOX1,ACY1,ALDH1A3,ALDH2,ALDH9A1,BACE1,BDH1,CAT,CCNA2,CCNE1,CDH11,CDK1,CDX1,Chil3/Chil4,CLEC4F,CMC1,COL2A1,COL4A1,CORIN,CPT1A,CPT2,CS,CSAD,CTPS1,CTSF,CTSL,CYC1,CYP2A6 (includes others),CYP4B1,DHRS2,DIXDC1,DLAT,ECH1,ECI2,EGFR,EPHX1,FDPS,FEN1,FGF20,FLT1,GATA2,GLUL,GOT2,HADHA,HADHB,HHEX,IDH1,IDH3B,ILF3,IRAK4,IRF8,IVD,KYAT1,L1CAM,LGR5,LMX1B,LRAT,MAPK3,MCM7,MDH1,MKNK2,MTTP,NCAM1,NDUFA10,NDUFB8,NDUFS1,NDUFV1,NPEPPS,NR1D1,NR4A1,NR5A2,NSF,ODC1,OXCT1,PARD3,PAX1,PAX8,PCDH15,PCNA,PDPK1,PDX1,PEPD,PGK1,PLIN4,PPP3CA,PRDM1,PRX,PTCH1,PTCH2,RABL6,RGN,SCARB1,SCARB2,SDHA,SGK1,SLC12A2,SLC27A4,SMS,SORBS1,SORD,SOX2,SREBF1,SRSF1,TAGLN,TBXAS1,TGFBR1,TMEM120A,TP63,TRIB3,VLDLR,VNN1,WIF1,WNT9A,WWTR1,YAP1,ZBED5	124 (4)	3	 	 	 	 	PPARD	 	 	 	 	
PNPLA2	enzyme	-0.182	2	 	 	1.687	6.11E-06	3.85E-02	Akt,DOCK3,EP300,LIPE,P38 MAPK,PI3K (complex),Pkc(s),PLIN1,PNPLA2,PPARA,PPARG,RAS,RHOA	A2M,ABCG1,ABCG2,ABCG5,ACAA2,ACADL,ACADM,ACADS,ACADVL,ACHE,ACO2,Acot5,ACOX1,AHCY,ALDH2,ALDH3A2,ALG9,ANGPT1,ANK1,ANPEP,APEX1,ARHGDIA,ASL,ATP5F1A,ATP5F1B,ATP5PO,B4GALT1,BAAT,BACE1,BDH1,BRCA1,CAD,CAT,CCN1,CCNA2,CCND2,CDK1,CDX1,CKM,COL2A1,COPS6,CORIN,CPD,CPT1A,CPT2,CS,CSAD,CTPS1,CTSL,CYP27A1,CYP2A6 (includes others),CYP4B1,DLAT,ECH1,ENDOG,EP300,EPHX1,ERAP1,ERN1,ETHE1,EZH2,FBLN5,FDPS,FH,FLI1,FLNA,FTH1,GAPDH,GCLC,GNMT,GRIN2D,GSTK1,GSTM3,GSTM5,HADH,HADHA,HADHB,HK1,HPGD,HSD17B4,HSPD1,HSPG2,IDH1,IRAK4,ITGAV,ITGB1,IVD,KIRREL1,KRT8,KYAT1,L1CAM,LAMB2,LHCGR,LIN28B,LIPA,LMF2,LRAT,MAPK3,MCM7,MDH1,MGST3,MKNK2,MPG,MSH2,MTTP,MYH11,NCOA2,NDUFB8,NDUFV1,NOTCH1,NPC1,NPEPPS,NPR1,NSF,OVOL1,PARP1,PBLD,PCDH1,PDHA1,PEPD,PLD1,PLIN2,PLIN4,PPA1,PRDM1,PRDX6,PRKN,PTGS1,PTPRF,PTPRN,PTPRS,RAB7A,RAD51,RETSAT,RHOC,RPL23,RPS6,RRM2,RXRA,SARDH,SCARB1,SCARB2,SCP2,SDHB,SEMA6D,SLC27A4,SLC6A2,SLC6A9,SLC7A5,SMN1/SMN2,SORBS1,SORD,SREBF1,SRM,STT3A,STT3B,SUCLG2,TALDO1,TBP,TMTC2,TMX3,TP63,TPO,TRIB3,TUSC3,UQCRC2,VLDLR,VNN1,WWTR1,YWHAB	170 (13)	13	ABHD5,dorsomorphin,fenofibrate,hexarelin,oleic acid,PPARD,rosiglitazone	10E,12Z-octadecadienoic acid,acetaminophen,adiporon,CAY10499,EGR1,FABP1,G0S2,JZL195,KT109,KT172,RHC20867	 	PCK1,RAS,TP53,ZNF423	p70 S6k,TGFB1	 	 	 	 	
