Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Corticotropin Releasing Hormone Signaling	4.46E-01	1.341640786	1.00E-01	"CACNA1A,CACNA1G,CACNA2D4,CTH,GUCY1B1,GUCY2C"
Cell Cycle: G1/S Checkpoint Regulation	4.52E-01		1.15E-01	"CDKN1B,HDAC6,SKP1"
Transcriptional Regulatory Network in Embryonic Stem Cells	4.61E-01		1.33E-01	"CDYL,L1CAM"
Choline Biosynthesis III	4.63E-01		2.00E-01	PHKA1
Glucose and Glucose-1-phosphate Degradation	4.63E-01		2.00E-01	RGN
Glycine Cleavage Complex	4.63E-01		2.00E-01	GCSH
Methylglyoxal Degradation III	4.63E-01		2.00E-01	AKR1B1
OX40 Signaling Pathway	4.63E-01		2.00E-01	MAP2K4
Purine Ribonucleosides Degradation to Ribose-1-phosphate	4.63E-01		2.00E-01	ADA2
Sucrose Degradation V (Mammalian)	4.63E-01		2.00E-01	ALDOC
Remodeling of Epithelial Adherens Junctions	4.78E-01		1.11E-01	"NME1,TUBA1B,TUBA3C/TUBA3D,TUBB4A"
WNT/Ca+ pathway	4.81E-01		1.20E-01	"PLCB3,PLCL2,ROR1"
eNOS Signaling	4.83E-01	1.341640786	1.03E-01	"AQP7,CHRNA6,CHRNA7,CHRNB2,GUCY1B1,HSPA1L"
Opioid Signaling Pathway	4.92E-01	-1.414213562	9.71E-02	"AP2A1,CACNA1A,CACNA1G,CACNA2D4,CAMK2D,CDKN1B,GRK3,GRK6,GUCY1B1,MAP2K4"
Adrenomedullin signaling pathway	4.94E-01	-1.889822365	1.00E-01	"CSK,CTH,GUCY1B1,GUCY2C,KCNN2,MAP2K4,PLCB3,PLCL2"
Regulation of eIF4 and p70S6K Signaling	4.94E-01		1.00E-01	"EIF2A,EIF3B,EIF3D,RPS2,RPS26,RPS4X,RPS7,RPSA"
Antiproliferative Role of Somatostatin Receptor 2	5.03E-01		1.14E-01	"CDKN1B,CTH,GUCY1B1,GUCY2C"
GNRH Signaling	5.07E-01		1.03E-01	"CACNA1A,CACNA1G,CACNA2D4,CAMK2D,GUCY1B1,MAP2K4,PLCB3"
Endocannabinoid Cancer Inhibition Pathway	5.24E-01	-1.341640786	1.07E-01	"CDKN1B,EIF2A,GUCY1B1,MAP2K4,SMPD1,TRIB3"
Nitric Oxide Signaling in the Cardiovascular System	5.25E-01		1.11E-01	"ARG2,CACNA1A,CACNA2D4,GUCY1B1,GUCY2C"
PKCθ Signaling in T Lymphocytes	5.25E-01		1.11E-01	"CACNA1A,CACNA1G,CACNA2D4,CAMK2D,MAP2K4"
Antioxidant Action of Vitamin C	5.30E-01		1.18E-01	"MAP2K4,PLCB3,PLCL2,PRDX6"
Calcium Signaling	5.33E-01	-1.133893419	1.01E-01	"CACNA1A,CACNA1G,CACNA2D4,CAMK2D,CHRNA6,CHRNA7,CHRNB2,HDAC6,TRPC5"
2-ketoglutarate Dehydrogenase Complex	5.42E-01		2.50E-01	DHTKD1
Acyl-CoA Hydrolysis	5.42E-01		2.50E-01	PPT1
Adenine and Adenosine Salvage III	5.42E-01		2.50E-01	ADA2
Citrulline Biosynthesis	5.42E-01		2.50E-01	ARG2
Citrulline-Nitric Oxide Cycle	5.42E-01		2.50E-01	ASL
Granzyme A Signaling	5.42E-01		2.50E-01	NME1
Phosphatidylcholine Biosynthesis I	5.42E-01		2.50E-01	PHKA1
Sphingomyelin Metabolism	5.42E-01		2.50E-01	SMPD1
"PD-1, PD-L1 cancer immunotherapy pathway"	5.46E-01		1.30E-01	"CDKN1B,CSK,CSNK2B"
Type II Diabetes Mellitus Signaling	5.49E-01		1.14E-01	"CACNA1A,CACNA1G,CACNA2D4,MAP2K4,SMPD1"
Gap Junction Signaling	5.68E-01		1.03E-01	"CTH,GRIK2,GUCY1B1,GUCY2C,PLCB3,PLCL2,TUBA1B,TUBA3C/TUBA3D,TUBB4A"
Oxytocin In Brain Signaling Pathway	5.68E-01	-1.632993162	1.11E-01	"CACNA1A,CACNA1G,CACNA2D4,EIF2A,PLCB3,PRDX6"
Sphingosine-1-phosphate Signaling	5.74E-01		1.16E-01	"ASAH2,GUCY1B1,PLCB3,PLCL2,SMPD1"
IL-10 Signaling	5.96E-01		1.67E-01	"ARG2,MAP2K4"
White Adipose Tissue Browning Pathway	6.01E-01	-1.341640786	1.19E-01	"CACNA1A,CACNA1G,CACNA2D4,FGFR1,GUCY1B1"
Polyamine Regulation in Colon Cancer	6.21E-01		1.43E-01	"CSNK2B,MAP2K4,SMS"
Role of NFAT in Cardiac Hypertrophy	6.24E-01	-2.645751311	1.07E-01	"CACNA1A,CACNA1G,CACNA2D4,CAMK2D,GUCY1B1,HDAC6,MAP2K4,PLCB3,PLCL2"
Arginine Biosynthesis IV	6.50E-01		3.33E-01	ASL
Galactose Degradation I (Leloir Pathway)	6.50E-01		3.33E-01	GALK1
Inosine-5'-phosphate Biosynthesis II	6.50E-01		3.33E-01	PAICS
L-carnitine Biosynthesis	6.50E-01		3.33E-01	BBOX1
Salvage Pathways of Pyrimidine Deoxyribonucleotides	6.50E-01		3.33E-01	TYMP
Dopamine Degradation	6.53E-01		1.82E-01	"ALDH2,ALDH4A1"
Superpathway of Cholesterol Biosynthesis	6.53E-01		1.82E-01	"ACAA2,HADHA"
IL-15 Production	6.58E-01	-1.341640786	1.25E-01	"CSK,FGFR1,MAP2K4,RET,ROR1"
Necroptosis Signaling Pathway	6.88E-01	0.447213595	1.28E-01	"CAMK2D,SLC25A3,SLC25A5,TSPO,VDAC2"
CLEAR Signaling Pathway	7.13E-01	-0.577350269	1.07E-01	"ATP6V0B,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1G2,FGFR1,GBA,GLB1,GUSB,NAGLU,SUMF1"
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	7.18E-01		2.00E-01	"ACAA2,HADHA"
Insulin Secretion Signaling Pathway	7.31E-01	-0.632455532	1.08E-01	"CACNA1A,CACNA1G,CACNA2D4,CAMK2D,EIF2A,GUCY1B1,PLCB3,PLCL2,SEC61G,SRP72,SSR1,SSR2"
Apelin Adipocyte Signaling Pathway	7.54E-01	2	1.35E-01	"CAT,GPX7,GUCY1B1,MGST3,PRDX6"
Glycogen Degradation III	7.92E-01		2.22E-01	"MGAM,TYMP"
Inhibition of Angiogenesis by TSP1	7.92E-01		2.22E-01	"GUCY1B1,MAP2K4"
Arginine Degradation VI (Arginase 2 Pathway)	8.08E-01		5.00E-01	ARG2
Cysteine Biosynthesis/Homocysteine Degradation	8.08E-01		5.00E-01	CTH
Formaldehyde Oxidation II (Glutathione-dependent)	8.08E-01		5.00E-01	ADH5
L-cysteine Degradation I	8.08E-01		5.00E-01	GOT2
NAD Salvage Pathway III	8.08E-01		5.00E-01	NMRK2
Oleate Biosynthesis II (Animals)	8.08E-01		5.00E-01	ALDH6A1
Palmitate Biosynthesis I (Animals)	8.08E-01		5.00E-01	CBR4
Phenylalanine Degradation I (Aerobic)	8.08E-01		5.00E-01	QDPR
Phenylethylamine Degradation I	8.08E-01		5.00E-01	ALDH2
Proline Degradation	8.08E-01		5.00E-01	ALDH4A1
Circadian Rhythm Signaling	8.10E-01		1.12E-01	"CACNA1A,CACNA1G,CACNA2D4,CAMK2D,CTH,GUCY1B1,GUCY2C,MAP2K4,PLCB3,PLCL2,RACK1,RORA"
FcγRIIB Signaling in B Lymphocytes	8.11E-01		1.54E-01	"CACNA1A,CACNA1G,CACNA2D4,MAP2K4"
Maturity Onset Diabetes of Young (MODY) Signaling	8.12E-01		1.76E-01	"CACNA1A,CACNA2D4,GAPDH"
Phospholipases	8.12E-01		1.76E-01	"PLCB3,PLCL2,PRDX6"
TCA Cycle II (Eukaryotic)	8.12E-01		1.76E-01	"DHTKD1,IDH3G,MDH1"
nNOS Signaling in Skeletal Muscle Cells	8.12E-01		1.76E-01	"CACNA1A,CACNA1G,CACNA2D4"
Glucocorticoid Receptor Signaling	8.51E-01		1.09E-01	"ARG2,ATP5F1B,FBP1,HSPA1L,MAP2K4,MED14,NDUFA10,NDUFA7,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,UQCRC2"
CCR5 Signaling in Macrophages	8.56E-01		1.60E-01	"CACNA1A,CACNA1G,CACNA2D4,MAP2K4"
FXR/RXR Activation	8.56E-01		1.60E-01	"BAAT,CYP27A1,FBP1,MAP2K4"
Nicotine Degradation II	8.71E-01		1.88E-01	"AOX1,B4GAT1,CYP2A6 (includes others)"
Nicotine Degradation III	8.71E-01		1.88E-01	"AOX1,B4GAT1,CYP2A6 (includes others)"
Cellular Effects of Sildenafil (Viagra)	8.72E-01		1.27E-01	"CACNA1A,CACNA2D4,GUCY1B1,GUCY2C,KCNN2,PDE4D,PLCB3,PLCL2"
Antiproliferative Role of TOB in T Cell Signaling	8.78E-01		2.50E-01	"CDKN1B,SKP1"
Fatty Acid α-oxidation	8.78E-01		2.50E-01	"ALDH2,ALDH4A1"
Ketogenesis	8.78E-01		2.50E-01	"ACAA2,HADHA"
Superpathway of Citrulline Metabolism	8.78E-01		2.50E-01	"ARG2,ASL"
"Tryptophan Degradation X (Mammalian, via Tryptamine)"	8.78E-01		2.50E-01	"ALDH2,ALDH4A1"
Synaptic Long Term Depression	9.31E-01	-2.121320344	1.23E-01	"CACNA1A,CACNA1G,CACNA2D4,CTH,GRID2,GUCY1B1,GUCY2C,PLCB3,PLCL2,PRDX6"
Endocannabinoid Neuronal Synapse Pathway	9.31E-01	-1.889822365	1.31E-01	"CACNA1A,CACNA1G,CACNA2D4,GUCY1B1,NDUFS2,PLCB3,PLCL2,RIMS1"
Estrogen Biosynthesis	9.36E-01		2.00E-01	"CYP2A6 (includes others),HSD17B12,HSD17B4"
14-3-3-mediated Signaling	9.74E-01	-1	1.40E-01	"CDKN1B,MAP2K4,PLCB3,PLCL2,TUBA1B,TUBA3C/TUBA3D,TUBB4A"
Ketolysis	9.80E-01		2.86E-01	"ACAA2,HADHA"
Leukotriene Biosynthesis	9.80E-01		2.86E-01	"GSTM4,MGST3"
Mevalonate Pathway I	9.80E-01		2.86E-01	"ACAA2,HADHA"
Putrescine Degradation III	9.80E-01		2.86E-01	"ALDH2,ALDH4A1"
Heparan Sulfate Biosynthesis	9.95E-01	1.341640786	1.61E-01	"Ces1b/Ces1c,CHST11,PPME1,PRDX6,SULT1E1"
Melatonin Signaling	9.95E-01	-1.341640786	1.61E-01	"CAMK2D,MAP2K4,PLCB3,PLCL2,RORA"
Induction of Apoptosis by HIV1	1.01E+00		2.14E-01	"MAP2K4,SLC25A3,SLC25A5"
Oxidative Ethanol Degradation III	1.01E+00		2.14E-01	"ALDH2,ALDH4A1,CYP2A6 (includes others)"
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	1.04E+00	-2.236067977	1.54E-01	"CACNA1A,CACNA1G,CACNA2D4,GUCY1B1,PLCB3,PLCL2"
Sperm Motility	1.07E+00	-1	1.28E-01	"CACNA1G,CSK,FGFR1,GUCY1B1,MAP2K4,PDE4D,PLCB3,PLCL2,PRDX6,RET,ROR1"
Oxytocin In Spinal Neurons Signaling Pathway	1.07E+00	0	1.90E-01	"CTH,GUCY1B1,GUCY2C,PLCB3"
4-hydroxyproline Degradation I	1.09E+00		1.00E+00	ALDH4A1
Aspartate Biosynthesis	1.09E+00		1.00E+00	GOT2
Ceramide Degradation	1.09E+00		1.00E+00	ASAH2
Creatine-phosphate Biosynthesis	1.09E+00		1.00E+00	CKM
Glutamate Degradation II	1.09E+00		1.00E+00	GOT2
Interferon Signaling	1.09E+00		1.00E+00	MED14
L-cysteine Degradation II	1.09E+00		1.00E+00	CTH
Lactose Degradation III	1.09E+00		1.00E+00	GLB1
NADH Repair	1.09E+00		1.00E+00	GAPDH
Spermine Biosynthesis	1.09E+00		1.00E+00	SMS
Sphingosine and Sphingosine-1-phosphate Metabolism	1.09E+00		1.00E+00	ASAH2
Thiamin Salvage III	1.09E+00		1.00E+00	TPK1
Histamine Degradation	1.10E+00		3.33E-01	"ALDH2,ALDH4A1"
Pentose Phosphate Pathway	1.10E+00		3.33E-01	"PGD,PGLS"
Xenobiotic Metabolism Signaling	1.12E+00		1.25E-01	"ABCB1,ALDH2,ALDH4A1,ALDH5A1,ALDH6A1,CAMK2D,CAT,CHST11,GSTM4,GSTM5,MAP2K4,MGST3,SULT1E1"
Serotonin Degradation	1.14E+00	2	2.00E-01	"ADH5,ALDH2,ALDH4A1,B4GAT1"
Heparan Sulfate Biosynthesis (Late Stages)	1.20E+00	1.341640786	1.85E-01	"Ces1b/Ces1c,CHST11,PPME1,PRDX6,SULT1E1"
Iron homeostasis signaling pathway	1.21E+00		1.51E-01	"ATP6V0B,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1G2,SKP1,STEAP3"
"Phenylalanine Degradation IV (Mammalian, via Side Chain)"	1.26E+00		4.00E-01	"ALDH2,GOT2"
Triacylglycerol Degradation	1.28E+00	1	2.22E-01	"Ces1b/Ces1c,PNLIP,PPME1,PRDX6"
NRF2-mediated Oxidative Stress Response	1.32E+00	1.632993162	1.34E-01	"AOX1,CAT,CCT7,CLPP,CYP2A6 (includes others),Cyp3a25 (includes others),DNAJC8,GSTM4,GSTM5,MAP2K4,MGST3,SOD2,STIP1"
Tryptophan Degradation III (Eukaryotic)	1.36E+00		2.35E-01	"ACAA2,CDYL,HADHA,HSD17B4"
Ethanol Degradation II	1.38E+00		3.00E-01	"ADH5,ALDH2,ALDH4A1"
Methionine Degradation I (to Homocysteine)	1.38E+00		3.00E-01	"EHMT1,FTSJ1,PRMT5"
Noradrenaline and Adrenaline Degradation	1.38E+00		3.00E-01	"ADH5,ALDH2,ALDH4A1"
Estrogen Receptor Signaling	1.43E+00	0.377964473	1.27E-01	"ARG2,ATP5F1B,CACNA1A,CACNA2D4,GUCY1B1,MED14,NDUFA10,NDUFA7,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,PLCB3,PLCL2,SOD2,UQCRC2"
Glutamate Degradation III (via 4-aminobutyrate)	1.45E+00		5.00E-01	"ABAT,ALDH5A1"
Neurovascular Coupling Signaling Pathway	1.51E+00	0	1.46E-01	"CACNA1A,CACNA1G,CACNA2D4,CTH,GABBR1,GABRB2,GUCY1B1,GUCY2C,KCNMA1,KCNN2,PLCB3,PRDX6"
Glutathione Redox Reactions I	1.51E+00		3.33E-01	"GPX7,MGST3,PRDX6"
Superpathway of Methionine Degradation	1.55E+00	1.341640786	2.27E-01	"CTH,EHMT1,FTSJ1,GOT2,PRMT5"
Gustation Pathway	1.65E+00	0	1.73E-01	"CACNA1A,CACNA1G,CACNA2D4,GABRB2,GUCY1B1,KCNN2,LIPA,LIPJ,PNLIP"
4-aminobutyrate Degradation I	1.73E+00		6.67E-01	"ABAT,ALDH5A1"
Aspartate Degradation II	1.73E+00		6.67E-01	"GOT2,MDH1"
Pentose Phosphate Pathway (Oxidative Branch)	1.73E+00		6.67E-01	"PGD,PGLS"
Urea Cycle	1.73E+00		6.67E-01	"ARG2,ASL"
Fatty Acid β-oxidation I	1.82E+00	2.236067977	2.63E-01	"ACAA2,ECHS1,HADHA,HSD17B4,SCP2"
Xenobiotic Metabolism CAR Signaling Pathway	1.83E+00	3.464101615	1.62E-01	"ABCB1,ALDH2,ALDH4A1,ALDH5A1,ALDH6A1,CHST11,GSTM4,GSTM5,MAP2K4,MGST3,RACK1,SULT1E1"
Coronavirus Pathogenesis Pathway	1.85E+00	-0.632455532	1.69E-01	"ATP6V1A,CTSL,EIF2A,HDAC6,MAP2K4,RPS2,RPS26,RPS4X,RPS7,RPSA,TNPO2"
Xenobiotic Metabolism PXR Signaling Pathway	1.87E+00	3.464101615	1.64E-01	"ABCB1,ALDH2,ALDH4A1,ALDH5A1,ALDH6A1,CAMK2D,CAT,CHST11,GSTM4,GSTM5,MGST3,SULT1E1"
Cysteine Biosynthesis III (mammalia)	1.91E+00	1	3.33E-01	"CTH,EHMT1,FTSJ1,PRMT5"
Glutaryl-CoA Degradation	1.91E+00		3.33E-01	"ACAA2,CDYL,HADHA,HSD17B4"
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	1.94E+00	1.889822365	2.05E-01	"ATP6V0B,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1G2,MAP2K4,PRDX6"
Glutathione-mediated Detoxification	2.05E+00	2	3.64E-01	"ANPEP,GSTM4,GSTM5,MGST3"
Isoleucine Degradation I	2.05E+00		3.64E-01	"ACAA2,ECHS1,HADHA,HSD17B4"
"Bile Acid Biosynthesis, Neutral Pathway"	2.06E+00		5.00E-01	"BAAT,CYP27A1,SCP2"
Coronavirus Replication Pathway	2.08E+00	0.816496581	2.61E-01	"COPB1,COPE,CTSL,TUBA1B,TUBA3C/TUBA3D,TUBB4A"
Xenobiotic Metabolism AHR Signaling Pathway	2.15E+00	2.645751311	2.41E-01	"ALDH2,ALDH4A1,ALDH5A1,ALDH6A1,GSTM4,GSTM5,MGST3"
Arginine Degradation I (Arginase Pathway)	2.18E+00		1.00E+00	"ALDH4A1,ARG2"
β-alanine Degradation I	2.18E+00		1.00E+00	"ABAT,ALDH6A1"
Glycolysis I	2.22E+00	2	4.00E-01	"ALDOC,ENO1,FBP1,GAPDH"
Aryl Hydrocarbon Receptor Signaling	2.23E+00		2.00E-01	"ALDH2,ALDH4A1,ALDH5A1,ALDH6A1,CDKN1B,CHEK1,Cyp3a25 (includes others),GSTM4,GSTM5,MGST3"
Phagosome Maturation	2.33E+00		1.88E-01	"ATP6V0B,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,ATP6V1G2,CTSC,CTSL,PRDX6,TUBA1B,TUBA3C/TUBA3D,TUBB4A"
LPS/IL-1 Mediated Inhibition of RXR Function	2.40E+00		1.77E-01	"ABCB1,ALDH2,ALDH4A1,ALDH5A1,ALDH6A1,CAT,CHST11,CYP2A6 (includes others),GSTM4,GSTM5,MAP2K4,MGST3,SULT1E1,XPO1"
Ethanol Degradation IV	2.41E+00	2	4.44E-01	"ALDH2,ALDH4A1,CAT,GPX7"
Valine Degradation I	2.60E+00	2	3.85E-01	"ABAT,ALDH6A1,ECHS1,HADHA,HSD17B4"
GABA Receptor Signaling	2.60E+00		2.12E-01	"ABAT,ALDH5A1,AP2A1,CACNA1A,CACNA1G,CACNA2D4,GABBR1,GABRB2,GUCY1B1,KCNN2,UBA52"
Gluconeogenesis I	2.98E+00	2.236067977	4.55E-01	"ALDOC,ENO1,FBP1,GAPDH,MDH1"
EIF2 Signaling	3.14E+00	2.886751346	1.79E-01	"EIF2A,EIF3B,EIF3D,RPL10A,RPL12,RPL18,RPL19,RPL3,RPL32,RPL35,RPL7A,RPL8,RPS2,RPS26,RPS4X,RPS7,RPSA,TRIB3,UBA52"
Superoxide Radicals Degradation	3.28E+00		1.00E+00	"CAT,GPX7,SOD2"
Sirtuin Signaling Pathway	3.47E+00	-2.138089935	1.85E-01	"ADAM10,ARG2,ATP5F1B,GOT2,NDUFA10,NDUFA7,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,SF3A1,SLC25A5,SOD2,TSPO,TUBA1B,TUBA3C/TUBA3D,UQCRC2,VDAC2"
Mitochondrial Dysfunction	4.32E+00		2.54E-01	"ATP5F1B,CAT,GPX7,MAP2K4,NDUFA10,NDUFA7,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,SOD2,UQCRC2,VDAC2"
Oxidative Phosphorylation	4.35E+00	3.16227766	3.24E-01	"ATP5F1B,ENOX1,NDUFA10,NDUFA7,NDUFB5,NDUFB8,NDUFB9,NDUFS1,NDUFS2,NDUFS7,UQCRC2"
