Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
GM-CSF Signaling	0.00E+00	-0.333333333	3.85E-01	"CAMK2D,CCND1,ETS1,MAP2K1,MRAS,PIK3C2B,PTPN11,RACK1,RASD2,SOS1"
GNRH Signaling	0.00E+00	-0.21821789	4.12E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CALM1 (includes others),CAMK2D,EGFR,GNA11,GNAS,GUCY1B1,ITPR1,MAP2K1,MAP2K6,MAP3K15,MAPK14,MMP2,MRAS,PAK1,PRKAR1A,PRKCE,PXN,RASD2,SOS1"
Germ Cell-Sertoli Cell Junction Signaling	0.00E+00		4.08E-01	"ACTC1,ACTG1,AXIN1,Cdc42,CTNNA2,ITGB1,JUP,LAMC3,LIMK1,MAP2K1,MAP2K6,MAP3K15,MAPK14,MRAS,PAK1,PDPK1,PIK3C2B,PXN,RASD2,RHOC,RHOT1,TGFBR1,TUBA1A,TUBA1B,TUBA3E,TUBB2A,TUBB2B,TUBB4A,TUBG1"
Glioblastoma Multiforme Signaling	0.00E+00	0	3.67E-01	"AXIN1,CCND1,CCNE1,Cdc42,E2F2,EGFR,FZD8,ITPR1,MAP2K1,MRAS,NF1,PIK3C2B,PLCD3,PLCG1,PLCZ1,RASD2,RHOC,RHOT1,SMO,SOS1,TSC2,WNT4"
Glioma Invasiveness Signaling	0.00E+00	0	3.08E-01	"Cdc42,ITGAV,MMP2,MRAS,PIK3C2B,RASD2,RHOC,RHOT1"
Glioma Signaling	0.00E+00	-0.333333333	3.86E-01	"CALM1 (includes others),CAMK2D,CCND1,E2F2,EGFR,HDAC2,HDAC7,IDH1,IDH3B,IDH3G,MAP2K1,MRAS,PIK3C2B,PLCG1,PRKCE,RASD2,SOS1"
Glutamate Receptor Signaling	0.00E+00	3	4.05E-01	"CALM1 (includes others),GLUL,GRIA2,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIN2C,GRIN2D,GRM1,GRM4,GRM6,HOMER3,SLC1A7"
Glycine Betaine Degradation	0.00E+00		1.67E-01	PIPOX
Glycoaminoglycan-protein Linkage Region Biosynthesis	0.00E+00		2.50E-01	B3GAT3
Granulocyte Adhesion and Diapedesis	0.00E+00		2.73E-01	"ITGB1,MMP17,MMP2"
Growth Hormone Signaling	0.00E+00	0.816496581	2.22E-01	"IGFALS,PDPK1,PIK3C2B,PLCG1,PRKCE,RPS6KB2"
Guanosine Nucleotides Degradation III	0.00E+00		1.67E-01	NT5C3B
Gα12/13 Signaling	0.00E+00	-1.264911064	3.33E-01	"CDH11,CHUK,ELP1,MAP2K1,MRAS,MYL1,MYL9,PIK3C2B,PXN,RASA1,RASD2,VAV1"
Gαi Signaling	0.00E+00	-0.534522484	3.86E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,GNA11,GNAS,GRM4,GRM6,GUCY1B1,HTR1A,MRAS,PRKAR1A,RAP1GAP,RASD2,RGS7,SOS1"
Gαq Signaling	0.00E+00	0	3.73E-01	"ARHGEF25,CALM1 (includes others),Cdc42,CHUK,GNA11,GNAS,GRM1,GYS2,ITPR1,MAP2K1,MRAS,PIK3C2B,PLCG1,PLD1,PLD2,PRKCE,RGS7,RHOC,RHOT1"
Gαs Signaling	0.00E+00	0.277350098	3.95E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,ADD1,BRAF,CNGA3,CNGB3,FSHR,GNA11,GNAS,GUCY1B1,LHCGR,MAP2K1,MRAS,PRKAR1A"
HGF Signaling	0.00E+00	0.277350098	3.46E-01	"CCND1,CRKL,ETS1,ITGA2B,ITGA8,ITGAV,ITGB1,MAP2K1,MAP3K15,MRAS,PAK1,PIK3C2B,PLCG1,PRKCE,PTPN11,PXN,RASD2,SOS1"
HIF1α Signaling	0.00E+00	0.816496581	3.79E-01	"APEX1,BRAF,CAMK2D,COPS5,HK1,HSP90AA1,HSPA8,LDHB,MAP2K1,MAP2K6,MKNK2,MMP17,MMP2,MRAS,NAA10,NOS2,PIK3C2B,PLCG1,PRKCE,RACK1,RAN,RASD2,RBX1,RPS6,RPS6KB2"
HIPPO signaling	0.00E+00	0	3.78E-01	"CSNK1D,CSNK1E,DLG1,DLG5,FAT4,PARD3,PATJ,PPP1R3D,PPP1R7,PPP2CA,PTPA,RASSF1,SKP1,WWTR1"
HMGB1 Signaling	0.00E+00	-0.577350269	4.00E-01	"Cdc42,HAT1,KAT2A,KAT6B,KAT7,MAP2K1,MAP2K6,MAPK14,MRAS,PIK3C2B,RASD2,RBBP7,RHOC,RHOT1"
HOTAIR Regulatory Pathway	0.00E+00	-1	2.25E-01	"AGO1,HDAC2,MMP17,MMP2,PIK3C2B,RBBP7,RHOC,WNT4,YY1"
Heme Biosynthesis from Uroporphyrinogen-III I	0.00E+00		3.33E-01	CPOX
Hepatic Cholestasis	0.00E+00		3.64E-01	"ABCC1,ABCC2,ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CHUK,ELP1,GUCY1B1,IRAK4,NR5A2,PRKAR1A,PRKCE,SLC22A7,SLC4A2"
Hepatic Fibrosis Signaling Pathway	0.00E+00	0.34299717	3.55E-01	"AXIN1,BRAF,CACNA1A,CACNA1B,CACNA1D,CALM1 (includes others),CCND1,Cdc42,CHUK,COL2A1,CSNK1D,CSNK1E,FGFR1,FZD8,IRAK4,ITGA2B,ITGA8,ITGAV,ITGB1,LRP1,LRP5,LRP6,MAP2K1,MAP2K6,MAPK14,MRAS,MYL1,MYL9,PDK1,PIK3C2B,PLCG1,PRKAR1A,PRKCE,PTCH1,RASD2,RHOC,RHOT1,RPS6KB2,SDHB,SMO,SOD2,SOS1,TGFBR1,WNT4"
Histidine Degradation III	0.00E+00		2.00E-01	FTCD
Histidine Degradation VI	0.00E+00		1.43E-01	Cyp2b13/Cyp2b9
Human Embryonic Stem Cell Pluripotency	0.00E+00		2.79E-01	"AXIN1,FGFR1,FGFRL1,FZD8,GNA11,GNAS,MRAS,PDPK1,PIK3C2B,SMO,TGFBR1,WNT4"
ICOS-ICOSL Signaling in T Helper Cells	0.00E+00	1.414213562	3.60E-01	"CALM1 (includes others),CAMK2D,CHUK,ITPR1,PDPK1,PIK3C2B,PLCG1,VAV1,ZAP70"
ID1 Signaling Pathway	0.00E+00	0	3.71E-01	"BLK,BRAF,CCND1,CCNE1,CHRNA10,CHRNA6,CHRNA7,CHRNA9,CHRNB2,EGFR,ETS1,FGFR1,FGFRL1,FRK,KIF11,MAPK14,MMP2,MRAS,PIK3C2B,PLXNB1,RAP1GAP,RASD2,RHOC,TGFBR1,TYMS,WDR48"
IGF-1 Signaling	0.00E+00	-0.904534034	3.51E-01	"CCN1,CSNK2B,MAP2K1,MRAS,PDPK1,PIK3C2B,PRKAR1A,PTPN11,PXN,RASA1,RASD2,RPS6KB2,SOS1"
IL-12 Signaling and Production in Macrophages	0.00E+00		2.76E-01	"CHUK,ELP1,IRF8,MAP2K1,MAPK14,NOS2,PIK3C2B,PRKCE"
IL-13 Signaling Pathway	0.00E+00	0	3.00E-01	"BLK,CLCA1,FRK,MAPK14,PIK3C2B,SPDEF"
IL-15 Production	0.00E+00	1.069044968	3.50E-01	"BLK,CLK2,DDR2,EGFR,EPHB1,FGFR1,FRK,MAP2K1,MAP2K6,RET,SRMS,TIE1,TXK,ZAP70"
IL-15 Signaling	0.00E+00	0.377964473	2.80E-01	"MAP2K1,MAPK14,MLST8,MRAS,PIK3C2B,RASD2,RPS6KB2"
IL-17 Signaling	0.00E+00	0.333333333	3.21E-01	"HSP90AA1,HSP90AB1,MAP2K6,MAPK14,MMP2,MRAS,NOS2,PIK3C2B,RASD2"
IL-17A Signaling in Airway Cells	0.00E+00	1	2.35E-01	"CHUK,MAP2K1,MAPK14,PIK3C2B"
IL-17A Signaling in Fibroblasts	0.00E+00		3.33E-01	"CHUK,MAPK14"
IL-17A Signaling in Gastric Cells	0.00E+00		3.33E-01	"EGFR,MAPK14"
IL-2 Signaling	0.00E+00	0.447213595	3.50E-01	"CSNK2B,MAP2K1,MRAS,PIK3C2B,PTPN11,RASD2,SOS1"
IL-22 Signaling	0.00E+00		1.67E-01	MAPK14
IL-23 Signaling Pathway	0.00E+00		1.67E-01	"PIK3C2B,RORA"
IL-3 Signaling	0.00E+00	0.377964473	2.76E-01	"CRKL,MAP2K1,MRAS,PAK1,PIK3C2B,PRKCE,RASD2,SOS1"
IL-4 Signaling	0.00E+00		3.18E-01	"INPP5F,MRAS,OCRL,PIK3C2B,RASD2,RPS6KB2,SOS1"
IL-6 Signaling	0.00E+00	0.632455532	3.64E-01	"CHUK,CSNK2B,ELP1,MAP2K1,MAP2K6,MAPK14,MRAS,PIK3C2B,PTPN11,RASD2,SOS1,TAB1"
IL-7 Signaling Pathway	0.00E+00	0.816496581	2.80E-01	"CCND1,EBF1,FOXO6,MAPK14,PDPK1,PIK3C2B,SOS1"
IL-8 Signaling	0.00E+00	-1.147078669	3.65E-01	"ANGPT1,BRAF,CCND1,Cdc42,CHUK,EGFR,ELP1,GNA11,GNAS,IRAK4,ITGAV,LIMK1,MAP2K1,MMP2,MRAS,MYL9,PIK3C2B,PLD1,PLD2,PRKCE,RASD2,RHOC,RHOT1"
IL-9 Signaling	0.00E+00		1.00E-01	PIK3C2B
ILK Signaling	0.00E+00	-2.400396793	3.79E-01	"ACTC1,ACTG1,CCND1,Cdc42,FLNA,FLNC,ITGB1,MAP2K6,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,NOS2,PDPK1,PIK3C2B,PPP2CA,PTPA,PXN,RHOC,RHOT1"
Inhibition of ARE-Mediated mRNA Degradation Pathway	0.00E+00	0.534522484	3.55E-01	"AGO1,CNOT1,CNOT3,CNOT8,EXOSC2,EXOSC5,EXOSC6,MAPK14,PPP2CA,PRKAR1A,PSMA1,PSMA2,PSMA4,PSMA5,PSMA6,PSMB10,PSMC2,PSMC3,PSMC4,PSMC5,PSMD1,PSMD3,PSMD4,PSME3,PSME4,PTPA,XRN1"
Insulin Receptor Signaling	0.00E+00	-0.229415734	3.70E-01	"ACLY,CRKL,EIF2B2,GYS2,INPP5F,MAP2K1,MRAS,NCK1,OCRL,PDPK1,PIK3C2B,PPP1R3D,PPP1R7,PRKAR1A,PTPN11,PTPRF,RASD2,RPS6KB2,SOS1,TSC2"
Integrin Signaling	0.00E+00	0	3.90E-01	"ACTC1,ACTG1,ARPC1B,ARPC3,ARPC4,ASAP1,BRAF,CAPN2,CAPN7,Cdc42,CRKL,CTTN,ITGA2B,ITGA8,ITGAV,ITGB1,MAP2K1,MRAS,MYL9,NCK1,PAK1,PIK3C2B,PLCG1,PXN,RASD2,RHOC,RHOT1,SOS1,TLN1,TSPAN1,TSPAN5,WAS"
JAK/STAT Signaling	0.00E+00	0.447213595	2.40E-01	"MAP2K1,MRAS,PIK3C2B,PTPN11,RASD2,SOS1"
Kinetochore Metaphase Signaling Pathway	0.00E+00	-1.069044968	4.00E-01	"ANAPC1,AURKB,BUB1B,BUB3,CDC16,CDK1,H2AZ1,KAT5,KNTC1,PLK1,PPP1R3D,PPP1R7,SMC1A,STAG2"
L-carnitine Biosynthesis	0.00E+00		3.33E-01	BBOX1
LPS-stimulated MAPK Signaling	0.00E+00	0	3.12E-01	"CHUK,ELP1,MAP2K1,MAP2K6,MAPK14,MRAS,PAK1,PIK3C2B,PRKCE,RASD2"
LPS/IL-1 Mediated Inhibition of RXR Function	0.00E+00	0.447213595	3.92E-01	"ABCC2,ACOX3,ACSF2,ALAS1,ALDH18A1,ALDH2,ALDH3A2,ALDH4A1,ALDH5A1,ALDH6A1,CAT,CHST10,CHST13,CHST4,CPT1A,Cyp2b13/Cyp2b9,Cyp2j9,GSTM3,GSTM4,GSTM5,Gstm6,GSTO1,HMGCS1,HS2ST1,MGST3,NDST1,NR5A2,SMOX,SULT1B1,SULT1E1,SULT2B1"
LXR/RXR Activation	0.00E+00		2.50E-01	"ABCG4,ARG2,ECHS1,HADH,NOS2"
Leptin Signaling in Obesity	0.00E+00		3.82E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,GUCY1B1,MAP2K1,PIK3C2B,PLCD3,PLCG1,PLCZ1,PRKAR1A,PTPN11"
Leukocyte Extravasation Signaling	0.00E+00	0.688247202	3.92E-01	"ACTC1,ACTG1,ARHGAP35,ARHGAP6,CRKL,CTNNA2,CTTN,ITGB1,MAPK14,MMP17,MMP2,PIK3C2B,PLCG1,PRKCE,PTPN11,PXN,RAP1GAP,TXK,VAV1,WAS"
Lymphotoxin β Receptor Signaling	0.00E+00	1	3.12E-01	"CHUK,CYC1,ELP1,PDPK1,PIK3C2B"
Lysine Degradation II	0.00E+00		3.33E-01	AASS
Lysine Degradation V	0.00E+00		3.33E-01	PIPOX
MIF Regulation of Innate Immunity	0.00E+00		1.11E-01	NOS2
MSP-RON Signaling In Cancer Cells Pathway	0.00E+00	-0.301511345	3.00E-01	"BRAF,CCND1,EGFR,ETS1,FLNA,ITGB1,KLKB1,MAP2K1,MRAS,PIK3C2B,RASD2,SOS1"
MSP-RON Signaling In Macrophages Pathway	0.00E+00	0	2.92E-01	"CHUK,KLKB1,MRAS,NOS2,PIK3C2B,RASD2,SOS1"
MSP-RON Signaling Pathway	0.00E+00		3.33E-01	"ACTC1,ACTG1,KLKB1,NOS2,PIK3C2B"
MYC Mediated Apoptosis Signaling	0.00E+00		2.50E-01	"CASP2,CHUK,PRKAR1A"
Macropinocytosis Signaling	0.00E+00	0.447213595	2.76E-01	"ITGB1,MRAS,PAK1,PIK3C2B,PLCG1,PRKCE,RAB5A,RASD2"
Mechanisms of Viral Exit from Host Cells	0.00E+00		3.12E-01	"ACTC1,ACTG1,LMNB2,PRKCE,SH3GLB1"
Melanocyte Development and Pigmentation Signaling	0.00E+00	0.534522484	4.05E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,GNAS,GUCY1B1,MAP2K1,MRAS,PAX3,PIK3C2B,PLCG1,PRKAR1A,PTPN11,RASD2,RPS6KB2,SOS1"
Melanoma Signaling	0.00E+00	-0.447213595	3.33E-01	"BRAF,CCND1,MAP2K1,MRAS,PIK3C2B,RASD2"
Melatonin Degradation I	0.00E+00	-0.447213595	2.78E-01	"B3GAT3,B4GAT1,CSGALNACT1,CYP4B1,SULT1B1"
Melatonin Signaling	0.00E+00	-1.264911064	3.55E-01	"BRAF,CALM1 (includes others),CAMK2D,MAP2K1,MAP2K6,PLCD3,PLCG1,PLCZ1,PRKAR1A,PRKCE,RORA"
Methionine Degradation I (to Homocysteine)	0.00E+00	-1	4.00E-01	"AHCYL2,EHMT1,PRMT1,PRMT5"
Methylglyoxal Degradation III	0.00E+00		3.33E-01	"AKR1B1,PTGR1"
Mitochondrial L-carnitine Shuttle Pathway	0.00E+00		2.50E-01	"ACSF2,CPT1A"
Mitotic Roles of Polo-Like Kinase	0.00E+00	0	4.06E-01	"ANAPC1,CCNB3,CDC16,CDK1,HSP90AA1,HSP90AB1,KIF11,PLK1,PPP2CA,PRC1,PTPA,SMC1A,STAG2"
Molecular Mechanisms of Cancer	0.00E+00		3.66E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,ARHGEF11,AXIN1,BRAF,CAMK2D,CASP7,CCND1,CCNE1,Cdc42,CDK1,CDK10,CDK20,CDK8,CHEK1,CTNNA2,DAXX,E2F2,FANCD2,FZD8,GNA11,GNAS,GUCY1B1,HAT1,HDAC2,HDAC7,ITGA2B,ITGA8,ITGAV,ITGB1,LRP1,LRP5,LRP6,MAP2K1,MAP2K6,MAPK14,MRAS,NF1,NLK,PAK1,PIK3C2B,PRKAR1A,PRKCE,PSEN1,PTCH1,PTPN11,RASA1,RASD2,RASGRF1,RHOC,RHOT1,SMO,SOS1,TAB1,TGFBR1,WNT4"
Mouse Embryonic Stem Cell Pluripotency	0.00E+00	0.632455532	3.14E-01	"AXIN1,FZD8,MAP2K1,MAPK14,MRAS,PIK3C2B,PTPN11,RASD2,SMO,SOS1,TAB1"
NAD Phosphorylation and Dephosphorylation	0.00E+00		3.33E-01	NNT
NAD Salvage Pathway II	0.00E+00		3.33E-01	"NMRK2,NT5C3B"
NF-κB Activation by Viruses	0.00E+00	-0.707106781	3.21E-01	"CHUK,ELP1,ITGAV,ITGB1,MRAS,PIK3C2B,PRKCE,RASD2,TBP"
NF-κB Signaling	0.00E+00	0.277350098	3.04E-01	"BRAF,CHUK,CSNK2B,EGFR,FGFR1,HDAC2,IRAK4,MAP2K6,MRAS,PIK3C2B,RASD2,TAB1,TGFBR1,ZAP70"
NGF Signaling	0.00E+00	1.154700538	3.02E-01	"CHUK,MAP2K1,MAP3K15,MRAS,PDPK1,PIK3C2B,PLCG1,PTPN11,RASD2,RPS6KB2,SMPD1,SMPD2,SOS1"
Natural Killer Cell Signaling	0.00E+00	1.341640786	3.77E-01	"COL2A1,HSPA8,IRAK4,ITGB1,LIMK1,MAP2K1,MAP3K15,MAPK14,MRAS,NCK1,PAK1,PIK3C2B,PLCG1,PTPN11,PXN,RASD2,SOS1,VAV1,WAS,ZAP70"
Neuroinflammation Signaling Pathway	0.00E+00	2.496150883	2.86E-01	"BACE1,CHUK,ELP1,GABRA6,GABRB2,GABRR2,GAD1,GLUL,GRIN2C,GRIN2D,IDE,IRAK4,MAPK14,MFGE8,NOS2,PIK3C2B,PLCG1,PSEN1,SOD2,TGFBR1"
Neuropathic Pain Signaling In Dorsal Horn Neurons	0.00E+00	2	3.20E-01	"CAMK2D,GRIA2,GRIN2C,GRIN2D,GRM1,GRM4,GRM6,ITPR1,KCNH2,KCNN2,PIK3C2B,PLCD3,PLCG1,PLCZ1,PRKAR1A,PRKCE"
Neuroprotective Role of THOP1 in Alzheimer's Disease	0.00E+00	-0.816496581	2.65E-01	"ECE2,ENDOU,IDE,LONP1,NFYA,PREP,PRKAR1A,THOP1,TMPRSS15"
Neurotrophin/TRK Signaling	0.00E+00	0	3.60E-01	"MAP2K1,MAP2K6,MRAS,PDPK1,PIK3C2B,PLCG1,PTPN11,RASD2,SOS1"
Neurovascular Coupling Signaling Pathway	0.00E+00	0.557086015	3.54E-01	"CACNA1A,CACNA1B,CACNA1D,CACNA1G,CALM1 (includes others),CTH,DAGLA,GABRA6,GABRB2,GABRR2,GAD1,GRIA2,GRIN2C,GRIN2D,GRM1,GUCY1B1,GUCY2C,Gucy2d,ITPR1,KCNN2,NPR2,ORAI2,PLAAT4,PLD2,PRDX6,PRKAR1A,PRKG1,SLC39A7,STIM1"
Nicotine Degradation II	0.00E+00	0	2.50E-01	"B3GAT3,B4GAT1,CSGALNACT1,CYP4B1"
Nicotine Degradation III	0.00E+00	0	2.50E-01	"B3GAT3,B4GAT1,CSGALNACT1,CYP4B1"
Nitric Oxide Signaling in the Cardiovascular System	0.00E+00	0	3.70E-01	"ARG2,ATP2A1,CACNA1A,CACNA1B,CACNA1D,CALM1 (includes others),GUCY1B1,GUCY2C,HSP90AA1,HSP90AB1,ITPR1,MAP2K1,NPR2,PIK3C2B,PRKAR1A,PRKCE,PRKG1"
Non-Small Cell Lung Cancer Signaling	0.00E+00	0	4.00E-01	"CCND1,E2F2,EGFR,HDAC2,HDAC7,ITPR1,MAP2K1,MRAS,PDPK1,PIK3C2B,PLCG1,RASD2,RASSF1,SOS1"
Notch Signaling	0.00E+00	-0.447213595	3.33E-01	"DLL1,FURIN,NOTCH2,PSEN1,RFNG"
Oncostatin M Signaling	0.00E+00		3.64E-01	"MAP2K1,MRAS,RASD2,SOS1"
Opioid Signaling Pathway	0.00E+00	1.767766953	3.59E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,AP2A1,AP2M1,BLK,BRAF,CACNA1A,CACNA1B,CACNA1D,CACNA1G,CALM1 (includes others),CAMK2D,CLTC,FRK,GNA11,GNAS,GRIN2C,GRIN2D,GRK3,GUCY1B1,ITPR1,MAP2K1,MAP2K6,MRAS,PDK1,PLD2,PRKAR1A,PRKCE,RASD2,RGS6,RGS7,RPS6KB2,SLC12A5,SOS1"
Osteoarthritis Pathway	0.00E+00	0.242535625	3.55E-01	"ALPL,CASP2,CASP7,CASQ1,CHUK,COL2A1,CTNNA2,DDR2,FGFR1,FZD8,ITGA2B,ITGA8,ITGAV,ITGB1,LRP1,NOS2,OCRL,PRKAB2,PTCH1,SIRT1,SMO,TGFBR1"
Ovarian Cancer Signaling	0.00E+00	0.632455532	3.71E-01	"AXIN1,BRAF,CCND1,E2F2,EGFR,FSHR,FZD8,HDAC2,HDAC7,LHCGR,MAP2K1,MLH1,MMP2,MRAS,MSH2,MSH6,PIK3C2B,PRKAR1A,RAD51,RASD2,RPS6KB2,SMO,WNT4"
Oxidative Ethanol Degradation III	0.00E+00		3.57E-01	"ALDH2,ALDH3A2,ALDH4A1,Cyp2b13/Cyp2b9,Cyp2j9"
Oxytocin In Brain Signaling Pathway	0.00E+00	0.447213595	3.70E-01	"CACNA1A,CACNA1B,CACNA1D,CACNA1G,CALM1 (includes others),CAMKK1,EGFR,EIF2A,GNA11,ITPR1,MAP2K1,MRAS,NLRP10,OXTR,PIK3C2B,PLAAT4,PRDX6,PRKCE,RASD2,SLC12A5"
Oxytocin Signaling Pathway	0.00E+00	-1.120897077	3.86E-01	"ABCB8,ABCC9,CACNA1A,CACNA1B,CACNA1D,CALM1 (includes others),CAMKK1,CTH,EEF2,EGFR,GAD1,GNA11,GUCY1B1,GUCY2C,Gucy2d,ITPR1,KCNA5,MAPK14,MFN2,MRAS,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,NPR2,OXTR,PIK3C2B,PRKAB2,PRKAR1A,PRKCE,PRKG1,RASD2,SLC39A7,SOS1"
P2Y Purigenic Receptor Signaling Pathway	0.00E+00	-0.277350098	3.33E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,GUCY1B1,ITGA2B,MAP2K1,MRAS,PIK3C2B,PLCD3,PLCG1,PLCZ1,PRKAR1A,PRKCE,RASD2"
PAK Signaling	0.00E+00	-0.577350269	3.81E-01	"DSCAM,ITGA2B,ITGA8,ITGAV,ITGB1,LIMK1,MAP2K1,MRAS,MYL1,MYL9,NCK1,PAK1,PIK3C2B,PXN,RASD2,SOS1"
PCP (Planar Cell Polarity) Pathway	0.00E+00	1	2.63E-01	"CELSR1,DAAM1,FZD8,SMO,WNT4"
"PD-1, PD-L1 cancer immunotherapy pathway"	0.00E+00	-0.447213595	2.17E-01	"CSNK2B,PIK3C2B,PLCG1,PTPN11,ZAP70"
PDGF Signaling	0.00E+00	0	3.55E-01	"CRKL,CSNK2B,INPP5F,MAP2K1,MRAS,OCRL,PIK3C2B,PLCG1,RASA1,RASD2,SOS1"
PEDF Signaling	0.00E+00	1.632993162	2.59E-01	"CASP7,CHUK,MAPK14,MRAS,PIK3C2B,RASD2,SOD2"
PFKFB4 Signaling Pathway	0.00E+00	-0.447213595	3.00E-01	"FBP1,GNAS,HK1,MAP2K1,MAP2K6,PRKAR1A"
PI3K Signaling in B Lymphocytes	0.00E+00	0.277350098	3.41E-01	"ATF6B,BLK,CALM1 (includes others),CAMK2D,CHUK,ITPR1,MAP2K1,MRAS,PDPK1,PLCD3,PLCG1,PLCZ1,RASD2,VAV1"
PI3K/AKT Signaling	0.00E+00	-1.697749375	3.93E-01	"CCND1,CDC37,CHUK,ELP1,GYS2,HSP90AA1,HSP90AB1,INPP5F,ITGA2B,ITGA8,ITGAV,ITGB1,MAP2K1,MRAS,OCRL,PDPK1,PPP2CA,PTPA,RASD2,RPS6KB2,SOS1,TSC2"
PKCθ Signaling in T Lymphocytes	0.00E+00	2.333333333	3.56E-01	"CACNA1A,CACNA1B,CACNA1D,CACNA1G,CAMK2D,CHUK,ITPR1,MAP3K15,MRAS,PIK3C2B,PLCG1,POU2F1,RASD2,SOS1,VAV1,ZAP70"
PPARα/RXRα Activation	0.00E+00	-0.447213595	4.13E-01	"ACADL,ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,CAND1,CHUK,CKAP5,CLOCK,ELP1,GNA11,GNAS,GOT2,GUCY1B1,HSP90AA1,HSP90AB1,MAP2K1,MAP2K6,MAPK14,MED12,MED23,MRAS,PLCD3,PLCG1,PLCZ1,PRKAB2,PRKAR1A,RASD2,SOS1,TGFBR1"
PTEN Signaling	0.00E+00	0.25819889	3.82E-01	"CCND1,CHUK,CSNK2B,EGFR,ELP1,FGFR1,FOXO6,INPP5F,ITGA2B,ITGA8,ITGAV,ITGB1,MAP2K1,MRAS,OCRL,PDPK1,RASD2,RPS6KB2,SIRT6,SOS1,TGFBR1"
PXR/RXR Activation	0.00E+00	0.447213595	2.50E-01	"ABCC2,ALAS1,ALDH3A2,CPT1A,PRKAR1A"
Pancreatic Adenocarcinoma Signaling	0.00E+00	-0.816496581	3.08E-01	"CCND1,CCNE1,E2F2,EGFR,HDAC2,HDAC7,MAP2K1,PIK3C2B,PLD1,PLD2,RAD51,TGFBR1"
Paxillin Signaling	0.00E+00	-0.832050294	3.86E-01	"ACTC1,ACTG1,ARFIP2,GIT2,ITGA2B,ITGA8,ITGAV,ITGB1,MAPK14,MRAS,NCK1,PAK1,PIK3C2B,PXN,RASD2,SOS1,TLN1"
Phagosome Formation	0.00E+00	-1.032795559	3.61E-01	"ADGRG2,AP1G1,AP1M1,ARFIP2,ARPC1B,ARPC3,ARPC4,CCKAR,CELSR1,CLIP1,CRKL,DIAPH1,FSHR,FZD8,GPR108,GPR179,GPR89A/GPR89B,GRM1,GRM4,GRM6,HTR1A,ITGA2B,ITGA8,ITGAV,ITGB1,ITPR1,LHCGR,LIMK1,MAP2K1,MAP2K6,MRAS,MYH10,MYH11,MYH4,MYH6,MYH7,MYL1,MYL9,MYO18A,MYO1H,OCRL,OXTR,PAK1,PI4KA,PIK3C2B,PLAAT4,PLCG1,PLD1,PLD2,PRDX6,PRKCE,RASD2,RPS6KB2,RXFP2,SMO,SOS1,SSTR4,TLN1,VAV1,WAS"
Phosphatidylethanolamine Biosynthesis II	0.00E+00		4.00E-01	"CEPT1,ETNK2"
Phosphatidylglycerol Biosynthesis II (Non-plastidic)	0.00E+00		1.54E-01	"AGPAT4,MBOAT1"
Phospholipase C Signaling	0.00E+00	-1.5	3.97E-01	"ADCY1,ADCY4,ADCY5,ADCY8,ADCY9,ARHGEF11,CALM1 (includes others),Cdc42,GNAS,GUCY1B1,HDAC2,HDAC7,ITGA2B,ITGA8,ITGAV,ITGB1,ITPR1,MAP2K1,MRAS,MYL1,MYL9,PLCD3,PLCG1,PLD1,PLD2,PRKCE,RASD2,RHOC,RHOT1,SOS1,ZAP70"
Phototransduction Pathway	0.00E+00		3.68E-01	"CNGA3,CNGB3,GUCY1B1,GUCY2C,NPR2,OPN5,PRKAR1A"
Pregnenolone Biosynthesis	0.00E+00		1.67E-01	Cyp2b13/Cyp2b9
Primary Immunodeficiency Signaling	0.00E+00		4.00E-01	"DCLRE1C,ZAP70"
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	0.00E+00	1.212678125	3.33E-01	"ARG2,CAT,Cdc42,CHUK,ELP1,IRF8,MAP2K1,MAP3K15,MAPK14,NOS2,PIK3C2B,PLCG1,PPP1R3D,PPP1R7,PPP2CA,PRKCE,PTPA,RHOC,RHOT1"
Prolactin Signaling	0.00E+00	0	3.00E-01	"MAP2K1,MRAS,PDPK1,PIK3C2B,PLCG1,PRKCE,PTPN11,RASD2,SOS1"
Prostanoid Biosynthesis	0.00E+00		3.33E-01	HPGDS
