© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.green
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	MM.green
Date	Tue Apr 26 16:05:16 PDT 2022
Analysis ID	39446110

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression pvalue
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression other	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p3 - 2022-04-26 04:04 PM->MM.green
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
MM.green	 	dexamethasone	 	chemical drug	 	-1.952	 	-0.032	-1.505	4.46E-01	Abcb1b,ABCC1,ABCC2,ACADL,ACADS,ACLY,ACTC1,ACTG1,ALAS1,ALDH18A1,ALDH2,ALDH4A1,ALDH6A1,ALPL,ANGPT1,ANK2,ANPEP,AP1G1,AQP7,ARG2,ARX,ATP1A3,AUP1,B4GALT4,BACE1,BCKDHA,BEST1,BEST2,BRIP1,CANX,CAT,CBR1,CBR3,CCN1,CCNA2,CCNC,CCND1,CCNE1,CCT2,CD22,CDC6,CDH11,CEP135,CHAT,CHD4,CHEK1,CNN2,COG2,COL15A1,COL4A1,COL5A1,COPA,CPSF3,CRYAB,CTRB2,CTSC,CTSD,Cyp3a25 (includes others),CYP3A7-CYP3A51P,DAP3,DAPK1,DAPK3,DDHD1,DDX19A,DECR1,DHCR24,DHX9,DLG1,DLL1,DNM1L,DPH5,DSPP,DUT,E2F2,EBF1,ECHDC3,ECT2,EDEM1,EGFR,ENO1,EPHB1,ETF1,ETFA,ETNK2,F5,FBLN2,FBP1,FKBP4,FSTL1,FURIN,GABRA6,GAPDH,GCAT,GCC2,GGT1,GIT2,GLRA2,GLRA3,GLUL,GNS,GPT,GPX1,GRK3,GSTM3,GSTM5,GYS2,HADHB,HARS1,HDAC2,HPGDS,HSPA8,IDE,IDH1,IGFALS,ILF2,ILF3,ILVBL,IRAK4,IRF8,ITGAV,ITGB1,ITPR1,IVD,KAT2A,KCNH2,KDM2A,KPNB1,LAMA4,LAMB2,LAMC1,LDHB,LIMK1,LRP1,LRR1,MAP2K1,MAP2K6,MAPK14,MCCC1,MCM2,MCM4,MCM5,MCM7,METTL7A,MFGE8,MGAM,MMP2,MYH6,NAGK,NCAM1,NDUFAF7,NDUFS1,NDUFS2,NDUFV2,NF1,NFE2L1,NIPSNAP1,NOS2,NOTCH2,NPR2,ODC1,ORC4,OSBP2,OSBPL1A,OXTR,P4HA1,P4HA2,PAFAH1B1,PCNA,PCSK2,PDK1,PECR,PFAS,PFKP,PGD,PGRMC2,PHTF2,PLAAT4,PLD1,PLIN2,PLOD3,POLE2,POLR2A,PPA1,PRDX6,PREP,PRKAR1A,PRPF40A,PSAP,PSMA1,PSMA2,PSMB10,PTGR1,RAB37,RACGAP1,RAD51,RBM25,RDH11,RET,RFX2,RGN,RNF2,RORA,RPL7,RPLP0,Rps3a1,RPS6,RPS7,RRAD,SDHB,SELENBP1,SEPTIN7,SHKBP1,SIRT6,SLC10A6,SLC22A1,SLC25A5,SLC35D1,SLC5A2,SLC6A4,SLC7A6,SMS,SNRNP70,SOAT1,SOD2,SPARCL1,SPON2,SPTBN1,SRSF4,SSRP1,SULT1B1,SUPT6H,TAF6,TAGLN,TGFBI,TGFBR1,TGFBRAP1,TIGD7,TK1,TNS2,TRRAP,TWF2,TXK,TYMS,UBE2D2,UGP2,UPF1,UQCRC2,UQCRQ,USF2,USP54,VARS1,VCP,WARS1,WDR1,WNT4,XRN2,ZNF91	 	
MM.green	 	GnRH analog	 	biologic drug	Activated	4.122	 	0.023	3.952	4.49E-01	ABCC1,ACAA2,ANKLE2,AP3D1,AQP7,ATP5F1A,ATP6V1E1,BUB3,CACNA1D,CADM4,CCNC,CDK1,CENPF,CLOCK,CTNS,CUX1,CYC1,DAXX,DDOST,EIF2B2,FCHO1,GABRB2,GATD3A/GATD3B,GDI2,GSTO1,HADHB,HSP90AB1,ITPR1,MIPEP,MRPS31,NDUFB5,NDUFS7,NDUFV2,PCNT,PI4KA,POLR2E,POLR3F,PPM1E,PSMA6,PSMD1,RAN,RNGTT,RPGR,SLC7A11,SLC7A6,SMG5,SPG7,SSR1,SUPT5H,THOC1,TMBIM6,TNS2,TUBA1A,TUBGCP2,TXK,UBR4,VCP,VPS52	 	
MM.green	 	CCR2	 	g-protein coupled receptor	 	-1.913	 	-0.118	-1.580	4.57E-01	COL4A1,FBLN2,GPT,HSPG2,LAMB2,MMP2,P4HA1,PLOD3,TGFBI	 	
MM.green	 	GH1	 	growth factor	Activated	2.010	 	0.016	1.953	4.62E-01	ABCC1,CUX1,DECR1,GATA2,IGFALS,JUP,MLH1,NOS2,RFC1,SIRT1,SMARCA4,TRPA1,XRCC6,YY1	 	
MM.green	 	cinnamaldehyde	 	chemical toxicant	 	-1.970	 	-0.050	-1.787	4.62E-01	CAT,CLK2,CPT1A,CS,GPX1,IDH3A,IRAK4,NOS2,ODC1,PRDM16,SLC7A11,SOD2,TRPA1,UGP2	 	
MM.green	 	FBXW7	-0.427	enzyme	Activated	2.227	 	0.089	1.940	4.73E-01	ATP5F1A,CS,DLST,ECHS1,HSPA8,IDH1,IVD,LIAS,MCAT,PRKN,STIP1	 	
MM.green	 	RUNX2	 	transcription regulator	 	1.813	 	-0.051	1.962	4.73E-01	ALPL,CCND1,CCNE1,CSNK2B,DSPP,GNAS,ISL1,MMP2,MYH11,TAGLN,TLN1	 	
MM.green	 	miR-34a-5p (and other miRNAs w/seed GGCAGUG)	 	mature microrna	Activated	2.020	 	0.118	1.557	4.75E-01	BIN2,CCND1,CDK1,DLL1,E2F2,GALNT2,MAP2K1,MCM10,MCM3,NOTCH2,PLAAT4,PTCH1,SIRT1,STIM1,SUPT3H,TAGLN	 	
MM.green	 	RAF1	 	kinase	Inhibited	-3.867	 	-0.103	-3.402	4.84E-01	ATP6V1B1,CCND1,CDC6,CRYAB,CSTF1,ITGB1,MCM8,NOP56,OPCML,PLD1,RAN,RET,RPS2,RRM2,RTCB,SELENBP1,SNRPD1,TBP,TIAM1,TOMM40,TUBB2A,TUBG1,ZNF680	 	
MM.green	 	MED1	 	transcription regulator	Inhibited	-3.017	 	-0.107	-2.554	4.93E-01	ACLY,ADCY5,AURKB,BOP1,CCND1,CCNE1,CDC6,CDK1,CLTC,DYSF,EBF1,EDF1,EML1,HDAC7,HSD17B12,HSD17B4,IRF8,LBR,MYH7,NCL,NF1,ODC1,PLK1,SMARCA4,TOP1	 	
MM.green	 	tanespimycin	 	chemical drug	Activated	2.161	 	0.058	1.905	4.95E-01	BRAF,CALM1 (includes others),CCND1,CDK1,CHUK,EIF4A1,HAT1,HMGCS1,HSP90AB1,HSPA8,IARS1,PDPK1,PRDX3,PRMT5,PTCH1,RPL24,RPL30,RPL35,RPS8,SOD2	 	
MM.green	 	FOXO1	 	transcription regulator	Inhibited	-2.046	 	-0.067	-1.607	4.95E-01	Acan,ACLY,ALAS1,ANGPT1,ATP5F1B,ATP6V1D,BRIP1,CASP2,CAT,CCNA2,CCND1,CDK1,CENPF,COL2A1,COL4A1,CPT1A,CS,DAPK1,DEPDC1,DNAJC19,EBF1,ELOVL7,FDPS,GABARAPL1,GATA2,GPX1,GRHPR,HSP90AB1,HSPD1,ITGAV,KIF11,KIF18A,LHCGR,MCM5,MEN1,MRPL45,MRPS12,MRPS7,MTTP,NDUFA7,NDUFA8,NDUFA9,NDUFAF2,NDUFAF4,PAK1,PDHB,PLSCR1,PRC1,RHOT1,RPIA,SIRT1,SLC25A14,SOD2,TIE1,TOMM40,TRIB3,TSPO,UBASH3B,WNT4	 	
MM.green	 	BLOC1S5	 	other	Activated	2.213	 	-0.075	2.380	5.07E-01	AP3D1,ARX,GRIN2C,GRIN2D,PI4K2A	 	
MM.green	 	CREB1	 	transcription regulator	 	-1.807	 	-0.032	-1.592	5.16E-01	ACHE,AKAP1,ALAS1,ARFGEF3,ARHGAP35,ARPC3,ATP6V0D1,BRD9,CA10,CCN1,CCNA2,CCND1,CDC37,CDH11,CPEB1,CPT1A,CTNNA2,CYFIP2,ERC2,ESD,EXOSC6,GAA,GAD1,GRIK2,HMGCS1,KCND2,KCNIP2,KDELR3,KYAT1,MCM5,MCM6,MCTP1,MIDN,MINDY3,MKNK2,MYH10,NDUFA10,NF1,NOS2,NPC2,OTOF,OXNAD1,PAX8,PCNA,PLCXD2,POLR2A,PSEN1,RAD54L,RASGRF1,ROBO1,SLC32A1,SLC8A2,SMS,SOD2,SULT2B1,TAF13,TGFBR1,THOP1,TOM1,TPO,UQCRQ,XKR4	 	
MM.green	 	1810019D21Rik	 	other	 	1.890	 	0.059	1.733	5.21E-01	Abcb1b,F5,GPX1,KCNH2,SLC7A11,SQOR,SYNE1	 	
MM.green	 	triadimefon	 	chemical toxicant	 	-1.890	 	-0.118	-1.577	5.21E-01	Abcb1b,ADH5,ALAS1,ALDH3A2,Cyp2j9,Cyp3a25 (includes others),GSTM4	 	
MM.green	 	NGF	 	growth factor	Activated	2.029	 	-0.064	2.334	5.31E-01	ACHE,AGL,AGRN,CCND1,CDK1,CHAT,CRYAB,DHX9,E2F2,EGFR,FRRS1,FSHR,GRIA2,GUCY1B1,KIF3C,LRP1,MAFK,MAPK14,MMP2,NAA15,NKD1,PARP1,RACK1,RASA1,RASA3,RET,SIRT1,TRPA1,UNC5C,WNT4	 	
MM.green	 	mifepristone	 	chemical drug	Activated	2.269	 	0.039	2.054	5.31E-01	ABCC2,Acan,ALAS1,ALPL,ARID4B,CAMK2D,CBR1,CCND1,COL15A1,COL2A1,CTSD,CTSF,FBLN2,GLB1,HDAC7,HSPD1,JUP,LRP1,OXTR,PCNA,PEPD,PSMA1,RAP1GAP,RFX2,RHOC,ROBO1,SLC6A2,TENM3,TK1,TRIM13	 	
MM.green	 	ZNF217	0.245	transcription regulator	Activated	2.449	 	0.099	2.208	5.31E-01	ANK3,ATAD2,EPHX4,FRK,GAD1,GATA4,MYCBP2,NLGN1,PIPOX	 	
MM.green	 	N-acetyl-L-cysteine	 	chemical drug	Activated	2.030	 	0.072	1.706	5.49E-01	Abcb1b,ATP1A3,ATP6AP2,CCN1,CCND1,CHRNA9,DICER1,DSPP,EIF2AK3,GAPDH,GLB1,IRAK4,MAPK14,MIOX,MMP2,MYH11,NOS2,PARP1,PCNA,SOD2,TAGLN,TOP1	 	
MM.green	 	NRAS	 	enzyme	 	1.835	 	0.037	1.702	5.49E-01	AGRN,AK1,ANXA4,BUB3,CCND1,CCNE1,CDC6,CKM,EIF2AK3,EPHX1,ETS1,FBLN2,HOMER3,LIMK1,MCM3,NCAM1,OSBPL1A,POLD1,PPP1R7,PSMB10,SCX,TUBB2A	 	
MM.green	 	NCOA2	0.063	transcription regulator	Activated	2.688	 	-0.063	2.923	5.53E-01	CCND1,GBE1,GPX1,GPX4,GSTM5,GSTO1,HMGCS1,IP6K2,NOS2,NR1D1,PGM3,PLIN2,RET,RORA,TPI1	 	
MM.green	 	RPTOR	-0.292	other	Inhibited	-2.536	 	-0.059	-2.326	5.59E-01	ACADL,CCND1,DHCR24,ENO1,FDPS,GCDH,GHITM,HMGCS1,IRF8,LBR,NOS2,PDPK1,PTPN11,RPS6,SOS1,SPRED1,TPI1	 	
MM.green	 	elaidic acid	 	chemical - endogenous mammalian	Inhibited	-2.688	 	-0.118	-2.202	5.59E-01	ACLY,ATP5F1A,ATP5F1B,DHCR24,DLAT,FDPS,GPX4,HMGCS1,HSD17B12,IDE,MTTP,NPC2,SERPINC1,SGPL1,SOAT1,STX12,SUCLG2	 	
MM.green	 	PDLIM2	 	other	Activated	2.813	 	0.019	2.760	5.64E-01	CCND1,FBP1,FSTL1,MYL9,NUDT11,RTN1,TAGLN,WWOX	 	
MM.green	 	glutathione	 	chemical - endogenous mammalian	Inhibited	-2.189	 	-0.007	-2.170	5.64E-01	ABCC1,CCND1,DLAT,EGFR,PCNA,SLC7A11,SOD2,ZBTB4	 	
MM.green	 	folic acid	 	chemical - endogenous mammalian	Inhibited	-2.003	 	0.000	-2.003	5.69E-01	ABCC1,ANGPT1,DNMT1,HDAC7,MMP2,NOS2,PCNA,PSEN1,TYMS,WNT4	 	
MM.green	 	STIM1	0.340	ion channel	Activated	2.236	 	-0.032	2.308	6.03E-01	GPX1,GSTO1,PTCH1,SMO,TGFBR1	 	
MM.green	 	alvocidib	 	chemical drug	Activated	2.196	 	0.097	1.984	6.03E-01	CCND1,CCNE1,EGFR,PCNA,XRCC6	 	
MM.green	 	8-bromoguanosine 3',5'-cyclic monophosphate	 	chemical reagent	 	1.977	 	-0.071	2.117	1.00E00	HLCS,NOS2,PCCA,SLC12A5	 	
MM.green	 	ADAM12	 	peptidase	Inhibited	-2.200	 	-0.008	-2.183	1.00E00	EGFR,SFRP5,SPARCL1,SVEP1,TGFBI	 	
MM.green	 	AKT1	 	kinase	 	-1.988	 	-0.056	-1.708	1.00E00	Acan,ACLY,ACTC1,ATP6V1E1,AURKB,CCND1,CCNE1,COL4A1,DIAPH1,ENO1,FSTL1,GCSH,GOT2,GSTM5,HMGCS1,ITGB1,LDHB,MDH1,MMP2,MYH10,MYH11,MYH6,MYH7,MYL1,NOS2,PRKAR1A,SIRT6,SRP14,TK1,TP63,TYMS,UNC5B,VCP	 	
MM.green	 	AMPK	 	complex	 	-1.822	 	-0.017	-1.770	1.00E00	ACO2,CAT,CS,IDH3A,LDHB,NOS2,PAX3,PDHB,SIRT1,SLC6A8,STIM1,YBX1	 	
MM.green	 	ARID1A	 	transcription regulator	Activated	2.429	 	0.022	2.376	1.00E00	AGL,AGRN,ALPL,ARMH3,CCNC,CKM,EEF1A2,EPS8L2,GTPBP6,HERC4,IPO4,ISOC2,LRP5,LRP6,MAIP1,MTARC1,P4HA1,P4HA2,PGK1,PXN,SQOR,SRP68,SRP72,SYNE2,THOC6,TP63,WNT4	 	
MM.green	 	ARNTL	0.255	transcription regulator	Activated	2.621	 	-0.006	2.637	1.00E00	ANGPT1,CHEK1,CLOCK,GPT,HLF,MCM6,NR1D1,SIRT1	 	
MM.green	 	BCL6	-0.196	transcription regulator	Inhibited	-2.474	 	-0.030	-2.382	1.00E00	ACAA2,ACADVL,ADCY9,CCND1,CHEK1,CLCN2,COL2A1,DECR1,DOCK10,GABARAPL1,GIT2,GPX4,GSTM5,HADHA,HADHB,IRF8,LDHB,MSH2,NOS2,ZC4H2	 	
MM.green	 	BMP2	-0.040	growth factor	Activated	2.101	 	-0.071	2.435	1.00E00	Acan,ALPL,CCND1,COL2A1,DSPP,ETS1,FGFR1,FSHR,FURIN,GTF2H2,LHCGR,LRP5,MEN1,MMP2,MRAS,NFYA,NFYC,RET,RGS6,SPINT1,STK25,TAGLN,TBX2,WNT4,XPC	 	
MM.green	 	CBFB	-0.071	transcription regulator	 	-1.982	 	0.055	-2.092	1.00E00	AGPAT4,ITGA2B,SMURF2,TGFBR1	 	
MM.green	 	CYP7A1	 	enzyme	 	-1.980	 	-0.054	-1.873	1.00E00	FDPS,MTTP,NOS2,NPC1L1	 	
MM.green	 	DICER1	0.517	enzyme	Activated	2.034	 	0.041	1.858	1.00E00	ANPEP,CAMK2D,CANX,CCN1,CCND1,CHD7,DHCR24,FGF20,IRF8,ITGAV,ITGB1,LRP5,LRP6,MYH7,NEFH,NPHS1,PAX8,PELI2,RET,RTN1,SFRP5,TGFBR1,TPO,WNT4	 	
MM.green	 	E. coli B5 lipopolysaccharide	 	chemical - endogenous non-mammalian	Activated	2.667	 	0.003	2.657	1.00E00	ADH5,ALDH2,CAT,CCND1,EGFR,GPX1,NOS2,PRDM16,PSMA5,SELENBP1,SEPHS2,SLC11A2,SOD2,TGFBR1,TPO,UBE2I	 	
MM.green	 	GNAQ	 	enzyme	Inhibited	-2.201	 	-0.118	-1.941	1.00E00	CCND1,CDC6,GNA11,MYH7,PDK1,PLSCR1,PRKCE,SELENBP1,STMN2,TGM1	 	
MM.green	 	HIC1	 	transcription regulator	Activated	2.000	 	0.030	1.941	1.00E00	CCND1,ITPR1,SIRT1,SLC7A11,TMEM62	 	
MM.green	 	ID2	 	transcription regulator	Activated	2.431	 	0.046	2.274	1.00E00	AURKB,CCND1,CCNE1,CDC6,CDK1,CDK20,DLL1,E2F2,IRF8,LAMA4,MAP2K6,MMP2,PIK3C2B,PLK1,PTPN13,RAP1GAP,RORA,SPDEF,TUBA1A	 	
MM.green	 	IKBKG	 	kinase	Activated	2.178	 	-0.086	2.418	1.00E00	CTSF,GPT,KCND2,KCNH2,MYH6,MYH7,PAX8,TPO	 	
MM.green	 	IL17A	 	cytokine	 	1.917	 	-0.046	2.070	1.00E00	CCN1,CCND1,COL2A1,COTL1,CTTN,ECHS1,GUSB,ITPR1,IVL,MAPK14,MMP2,NOS2,NTN1,TP63	 	
MM.green	 	IL33	 	cytokine	Inhibited	-3.011	 	-0.056	-2.788	1.00E00	ALDOA,CCND1,CDC16,CDK8,DOCK2,ETS1,FAR1,GSTM5,KLHL28,NME1,NOS2,ODC1,ORC6,P4HA1,PGK1,PGM2,PLCG1,PLIN2,PPFIA3,PREB,RANBP1,SLC7A11,SOD2,SOS1,TP63,TPI1,UQCRQ	 	
MM.green	 	INSIG1	 	other	 	1.938	 	0.090	1.655	1.00E00	ACLY,DHCR24,ERN1,FDPS,HMGCS1,IRF8,LHCGR,PLD1,PLIN2,TRIB3	 	
MM.green	 	IRF4	 	transcription regulator	Activated	2.000	 	0.022	1.914	1.00E00	ALPL,CANX,CCNC,CDK1,GALNT2,HSPA8,ITGB1,PCNA,PLSCR1,PPIB,PSMA1,PSMA2,RAD51,RORA,SMARCA4,STAG2,TK1,UBE2H,YBX1	 	
MM.green	 	Il3	 	cytokine	Inhibited	-2.000	 	-0.059	-1.882	1.00E00	ANPEP,Cdc42,COL2A1,KSR1,PRKCE,TCP1	 	
MM.green	 	JAG1	-0.156	growth factor	Inhibited	-2.324	 	-0.097	-2.036	1.00E00	CCND1,GATA2,ITGAV,MYH11,NCAM1,PCNA,TAGLN,TRPA1,WNT4	 	
MM.green	 	KLF5	-0.198	transcription regulator	Inhibited	-2.209	 	-0.008	-2.184	1.00E00	CCNA2,CCND1,CDK1,CDT1,HHEX,HLF,NEGR1,PCNA,PGRMC2,PREB,TAGLN	 	
MM.green	 	KMT2A	 	transcription regulator	Activated	2.000	 	-0.118	2.237	1.00E00	ETS1,NEK1,PBX1,PRDM16	 	
MM.green	 	MAP2K5	 	kinase	 	-1.964	 	-0.106	-1.687	1.00E00	ACLY,ALDOC,CCND1,DHCR24,FDPS,HMGCS1,RDH11	 	
MM.green	 	MAPK1	 	kinase	Inhibited	-3.183	 	-0.035	-2.999	1.00E00	ANPEP,ARG2,ARSB,ATP2A1,CAPN2,CCND1,CTNNA2,DNMT1,DOCK10,ERAP1,FLNC,ITGA2B,ITGAV,LAMA4,MMP2,MYH4,MYH7,NKX2-2,NOS2,PLD1,PLSCR1,PRKG1,QKI,RAD54L,SETD2,SIRT1,SIRT6,SMARCC1,UBE2I	 	
MM.green	 	MAPK7	 	kinase	Inhibited	-2.155	 	-0.106	-1.861	1.00E00	ACLY,ALDOC,CCND1,DHCR24,FDPS,HMGCS1,RDH11,TP63	 	
MM.green	 	N-Ac-Leu-Leu-norleucinal	 	chemical - protease inhibitor	 	-1.863	 	-0.083	-1.656	1.00E00	ACHE,CCND1,CTNND2,DCC,KCNH2,NOS2,PRKCE,USF2	 	
MM.green	 	NANOG	 	transcription regulator	Activated	2.228	 	-0.032	2.299	1.00E00	EN1,GATA4,HOXC4,ISL1,LHX5,NKX2-2,NPTX1,OTX1,PHKG2,PPM1B,SMARCC1,SMURF2,TGFBR1	 	
MM.green	 	NR1H2	 	ligand-dependent nuclear receptor	Inhibited	-2.164	 	-0.005	-2.153	1.00E00	FDPS,HK1,HSD17B4,NOS2,PRDM16,PTCH1,TBX1	 	
MM.green	 	Nr1h	 	group	 	-1.793	 	0.012	-1.829	1.00E00	ACADL,ACLY,ARG2,ELOVL7,ITPR1,NOS2,NR5A2,PTCH1,RGN	 	
MM.green	 	PD98059	 	chemical - kinase inhibitor	Activated	2.704	 	0.081	2.135	1.00E00	ABCC2,ALDOA,ANPEP,ATP2A1,ATP6V1B1,BDH1,CCNA2,CCND1,CCNE1,CHRNA7,COL4A1,CSTF1,DNMT1,E2F2,EGFR,EI24,EIF2AK3,ENO1,ETS1,FURIN,GRIN2C,HADHB,ITGA2B,ITGAV,ITGB1,MCM8,MMP2,MYH11,MYH4,MYH7,NOP56,NOS2,NXN,ODC1,OPCML,PCNA,RAN,RPS2,RPS6,RRM2,RTCB,SELENBP1,SLC6A2,SNRPD1,SOAT1,TAGLN,TOMM40,TUBB2A,UQCRC2,WNT4,ZNF680	 	
MM.green	 	PGR	 	ligand-dependent nuclear receptor	Inhibited	-2.334	 	-0.083	-1.935	1.00E00	ADARB1,AP1G1,CAPN2,CCND1,CDC6,CDK1,CSRP1,CTBS,CTSD,DSCAM,EGFR,EIF5B,GLUL,GSTM3,ITGB1,LAMB2,NOTCH2,P4HA2,PCNA,PFKP,RHOC,SLC7A5,SRSF7,TGFBI,TK1,UCK2,WNT4	 	
MM.green	 	PI3K (complex)	 	complex	Inhibited	-2.025	 	-0.091	-1.686	1.00E00	AQP7,CCND1,CCNE1,CCNT1,CCT6A,CTCF,CTSD,ETS1,GATA2,GSTM5,HK1,ITGB1,LHCGR,MMP2,MUC4,NCL,NME1,NOS2,RASA3,RPL23,RPS6,SOAT1,TAGLN,TP63	 	
MM.green	 	PRKAA1	 	kinase	Inhibited	-2.000	 	0.061	-2.242	1.00E00	CAMKK1,CAT,CENPF,DDAH1,DOCK4,ERN1,GALM,GPX1,NOS2,PARP3,PTPN11,SIRT1,SIRT6,SOD2,SORL1,SOS1,SPRED1	 	
MM.green	 	PTN	 	growth factor	Inhibited	-2.333	 	-0.118	-1.978	1.00E00	ACADL,ACADVL,ACLY,CPT1A,FBP1,HADHA,HMGCS1,PDHA1,PLIN2	 	
MM.green	 	REL	 	transcription regulator	 	-1.999	 	-0.110	-1.541	1.00E00	ACAD9,ARHGEF11,CAMK2D,CCND1,CDC6,COPS4,COTL1,CRKL,DUT,ENDOG,GTF2H4,IRF8,JUP,MYH7,NOS2,PHF14,PIPOX,SLC22A15,SLC7A6,SOD2	 	
MM.green	 	RGS2	 	enzyme	Activated	3.317	 	0.069	3.087	1.00E00	ANXA4,C1GALT1,DECR1,GAPDH,HADH,ILVBL,MKNK2,PDIA4,PPIB,SLC16A3,WDR61	 	
MM.green	 	Raf	 	group	Inhibited	-2.425	 	-0.054	-2.295	1.00E00	ANPEP,CCND1,MYH11,RET,TAGLN,TBP,TPO	 	
MM.green	 	SCAP	-0.046	other	Inhibited	-2.356	 	-0.118	-2.007	1.00E00	ACAA2,ACLY,ALDOC,CSAD,FDPS,Gstm6,HMGCS1,PDK1,RDH11,TRIB3	 	
MM.green	 	SGK1	-0.084	kinase	Activated	2.538	 	-0.109	2.881	1.00E00	CLCN2,GRIK2,KCNA5,KCNQ1,SCN5A,SLC1A7,SLC5A3,SLC6A8,SMO,STIM1	 	
MM.green	 	SP3	 	transcription regulator	 	1.833	 	-0.065	2.044	1.00E00	ADCY4,ADH5,CCND1,COL2A1,DMD,DNM1,DNMT3A,EGFR,LHCGR,MMP2,MSH6,MUC4,MYH11,MYH7,NR5A2,PGK1,PRKG1,SMARCC1,SOD2,TAGLN,TGFBR1,TGM1,TSPO	 	
MM.green	 	SPI1	 	transcription regulator	Activated	2.122	 	-0.024	2.192	1.00E00	CAT,CCNA2,CCND1,CDK1,E2F2,EBF1,GATA2,GPX1,HDAC7,HSPA8,LBR,MMP2,NOS2,PCNA,PRDX4,PSMB10,RACK1,RAD51,RPL18,TCP1,TK1,VAV1	 	
MM.green	 	SUPT16H	0.244	transcription regulator	Inhibited	-2.433	 	-0.071	-2.260	1.00E00	AP1G1,CBR1,CCND1,CCNE1,DNAH17,LYPLA1,PCNA,SEC13,TMTC1,TOP1,ZNF160	 	
MM.green	 	Ubiquitin	 	group	Activated	2.000	 	0.066	1.869	1.00E00	CRYAB,HSP90AA1,HSPD1,MMP2	 	
MM.green	 	androgen	 	chemical drug	 	-1.942	 	-0.024	-1.880	1.00E00	ALDH6A1,AXIN1,CASP7,CCND1,CTNNBL1,DHCR24,DNM1L,DNMT3A,ETS1,FLNA,GGT1,KAT5,RET,SOAT1,STIM1,SULT1E1,TSC2,YBX1	 	
MM.green	 	bisphenol A	 	chemical - endogenous mammalian	Inhibited	-2.184	 	-0.047	-1.955	1.00E00	ALAS1,ALDH5A1,ATP5PB,ATP5PO,CCN1,CCND1,CCNE1,COL5A1,CTTN,DNM1L,ELAC2,GAD1,HSP90AB1,KAT7,LHCGR,NMD3,PCNA,PTPRS,RALGAPA1,RBM22,RPL9,SLC12A5,SLC6A4,SNRPA1,SYNCRIP,TWF2	 	
MM.green	 	brefeldin A	 	chemical - endogenous non-mammalian	 	-1.969	 	-0.024	-1.922	1.00E00	CHRNA7,KCND2,LONP1,OXTR	 	
MM.green	 	chenodeoxycholic acid	 	chemical - endogenous mammalian	Activated	2.424	 	-0.026	2.499	1.00E00	ABCC2,CPT1A,FBP1,LRP2,MTTP,NR5A2,SLC5A8,SULT1E1,TK1	 	
MM.green	 	daporinad	 	chemical drug	Activated	2.000	 	0.075	1.849	1.00E00	BRIP1,E2F2,MCM10,TRIP13	 	
MM.green	 	dimethyl sulfoxide	 	chemical drug	Inhibited	-2.071	 	-0.075	-1.804	1.00E00	Abcb1b,ABCC2,AQP7,CYP3A7-CYP3A51P,GATA4,HSP90AB1,KIF3C,MYH6,MYH7,PLD1,PLD2,SLC11A2,TBX5	 	
MM.green	 	diphenyleneiodonium	 	chemical reagent	 	1.982	 	0.101	1.781	1.00E00	Abcb1b,ATP6AP2,EGFR,SOD2	 	
MM.green	 	docetaxel	 	chemical drug	Activated	2.596	 	0.032	2.512	1.00E00	CCNC,CDK1,EGFR,ITGAV,MCM4,PCNA,PDPK1,TUBB4A,TYMS	 	
MM.green	 	doxycycline	 	chemical drug	Inhibited	-2.170	 	0.051	-2.280	1.00E00	IRAK4,MAPK14,MMP2,NOS2,PAX8,SOD2	 	
MM.green	 	fluticasone propionate	 	chemical drug	Activated	2.975	 	-0.043	3.103	1.00E00	ABLIM3,FCN1,IRF8,METTL7A,MFGE8,PLAAT4,PLIN2,TBC1D16,WARS1	 	
MM.green	 	glutamine	 	chemical - endogenous mammalian	Inhibited	-2.137	 	0.012	-2.170	1.00E00	AARS1,ACTC1,CCND1,DNAJA2,GCDH,GPX4,HK1,IDH1,MYH6,PARP1,PCNA,PYCR1,TUBB4A,VCP,WARS1,ZMYND8	 	
MM.green	 	hexamethylene bisacetamide	 	chemical reagent	Activated	2.429	 	0.055	2.295	1.00E00	ALAS1,HSPA8,RACK1,RPL18,TCP1,USF2	 	
