© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Mod
Workspace	My Projects
Project	Spencer - RKC pH
Analysis	Amb_vs_Mod
Date	Mon Apr 11 14:50:28 PDT 2022
Analysis ID	39401803

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.05
Reference set	User Dataset
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Spencer - RKC pH->ipa_upload.p1 - 2022-04-11 02:49 PM - LFC, User Dataset->Amb_vs_Mod
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
hexarelin	chemical toxicant	 	2	Activated	 	3.355	7.66E-05	2.70E-03	AKT1,ERK1/2,hexarelin,HMGCR,Jnk,MMP9,P38 MAPK,PPARG,PPARGC1A	ABCB1,ACAA2,ACADS,ANGPT1,AQP7,ARG2,ATP1A3,ATP5F1B,ATP6V1D,ATP6V1E1,CAT,CCN1,CDKN1B,Ces1b/Ces1c,CHAT,CTSC,CTSL,CYP2A6 (includes others),DNMT1,ENO1,GAPDH,GATA2,GCSH,GOT2,GSTM5,HADHA,KDELR3,L1CAM,LIPA,MCM3,MDH1,MRC1,MRPS31,MUC2,NDUFB5,NDUFB8,NDUFS1,NPEPPS,PBX1,PEPD,RPSA,SLC24A2,SYT2,TRIB3,TYMP,UQCRC2,VNN1	47 (9)	9	 	 	 	INSIG1,INSIG2,PPARG,UCP1	 	 	 	 	 	
Fe2+	chemical - endogenous mammalian	 	2	 	 	-0.169	7.67E-05	8.00E-04	Akt,AKT1,Fe2+,GNAI2,GSK3B,IDO1,IREB2,IRS1,MAOA,MAP3K7,SRC (family),TRAF6,TSC2	ABCB1,AMOTL2,AP2A1,ATP6V0B,ATP6V1A,ATP6V1D,ATP6V1E1,CCN1,Ces1b/Ces1c,CKM,COPS6,ENO1,GALNT10,GATA2,GCSH,GOT2,GRK6,GSTM5,HGSNAT,KIF3B,L1CAM,MDH1,MUC2,NDUFB8,NDUFS1,NOTCH2,PLCB3,RTN4RL1,SLC22A5,SLC6A9,SOD2,STT3A,TRAF3IP1,TUBB4A,UQCRC2	35 (13)	12	 	 	 	HMOX1,TSC2	HIF1A,IRS1,SREBF1,SREBF2	 	 	 	 	
HDL-cholesterol	complex	 	3	 	 	1.450	7.71E-05	1.55E-02	AGT,Akt,AKT1,ALB,C3,CCND1,CD3,Cdc42,cholesterol,CXCR4,EGFR,EIF2AK2,EIF4EBP1,ERBB2,ERBB3,ERBB4,ERK1/2,ERN1,GC,GSK3B,HDL,HDL-cholesterol,IRS1,LDL,LRP1,MAPK8,MTOR,NFE2L2,NFKBIA,nitric oxide,Nos,NOS3,NOTCH1,Nr1h,P38 MAPK,PI3K (complex),Pka,Pkc(s),PRKAA,PRKAA2,PRKD1,RAC1,RELA,SERPINF1,SRC (family),SREBF2,STAT3,TLR4	ACAA2,ADH5,AHI1,AKR1B1,ALDOC,AMOTL2,AMY2A,AOX1,AP2A1,ASAH2,ASL,ATP1A3,ATP5F1B,ATP6V1A,ATP6V1B1,ATP6V1E1,B4GAT1,BAAT,BCCIP,CAMK2D,CCNG1,CCT3,CCT5,CCT7,CDC16,Ces1b/Ces1c,CHAT,CHEK1,CHRNA7,CKM,CLPP,COMMD3-BMI1,COPS6,CSK,CYP24A1,CYP27A1,CYP2A6 (includes others),ECHS1,ETFA,FKBP2,FOXP2,GABBR1,GALNT10,GAPDH,GBA,GCSH,GOT2,GRK6,GSTM4,GUCY1B1,HDAC6,HDLBP,HGSNAT,IDE,ISLR2,KDELR3,KIF3B,LRP6,MAP2K4,MCM3,MCM8,MDH1,MGST3,NLK,NME1,NOP2,NOTCH2,NPC2,NPHS1,PAICS,PBX1,PDE4D,POLR3A,POLR3E,PRDX6,RACK1,RET,RFC2,RGN,ROBO1,RORA,RPL12,RPL18,RPL32,RPL8,RPS2,RPSA,RTN4RL1,SCP2,SLC10A6,SLC25A5,SLK,SMPD1,SMS,SND1,STIP1,STT3A,SULT1E1,TGFBRAP1,TMED2,TRAF3IP1,TRIB3,TSPO,TUBA1B,TUBB4A,USP10,VDAC2	107 (48)	48	beta-estradiol,gemfibrozil,IRS1,mir-122,PNPLA2,rosuvastatin	clofibrate,FFAR4,IRS2	 	RPTOR	CEBPB	 	 	 	 	
Ldh (complex)	complex	 	3	Inhibited	 	-2.312	7.85E-05	1.39E-02	Abcb1b,AKT1,CAMK4,CAT,CAV1,EGFR,ERK1/2,FOXO1,GSR,HSF1,hydrogen peroxide,INSR,Ldh (complex),MAPK1,MAPK8,NFKBIA,NOS3,NOTCH3,P38 MAPK,Pkc(s),SRC (family),STAT3,TP53	ABAT,ACAA2,ADH5,AKR1B1,ALDH4A1,ALDH6A1,AMOTL2,ANGPT1,ANPEP,AOX1,ARHGEF4,ASL,ATP1A3,ATP6V0B,ATP6V1A,ATP6V1B1,ATP6V1D,ATP6V1E1,BAAT,BCCIP,CCNG1,CCT3,CCT4,CCT5,CCT6A,CCT7,CDC16,CDKN1B,Ces1b/Ces1c,CHAT,CHEK1,CLCA2,CLPP,COMMD3-BMI1,COPB1,CSK,CSRP1,CYP2A6 (includes others),DDX52,ECH1,ECHS1,EHMT1,ETFA,ETFB,GAPDH,GATA2,GCSH,GLB1,GRK6,GSTM4,GSTM5,GUCY1B1,HADHA,HDAC6,HDLBP,IDE,IDH3G,KCNMA1,KDELR3,LIPA,LRP6,MDH1,MEN1,MGST3,MIOX,NAT10,NDUFA7,NDUFB5,NDUFB9,NDUFS1,NME1,NOTCH2,NPEPPS,PGD,POLR3E,PRDX6,QDPR,RET,ROBO1,RORA,RPL12,RPL7A,RPL8,RPS2,RPS26,RPSA,SCP2,SLC25A3,SLC25A5,SLC6A9,STEAP3,SUPT5H,THOP1,TSPO,TUBB4A,TYMP,USP10,VNN1,XPO1	99 (23)	22	beta-estradiol,FOXM1,SMARCD3	2-hydroxyestradiol,chromic chloride,L-carnitine,N-acetyl-L-cysteine,nebivolol,sirolimus,sodium bisulfide,SP600125,torin1	 	GSR	 	 	 	 	 	
IRS1	enzyme	 	2	 	 	-0.453	8.06E-05	9.10E-03	Akt,AKT1,BCL2,CREB1,ERK,ERK1/2,FOXO1,FOXO3,HMGA1,INSR,Insulin,IRS1,JUN,Mek,NFkB (complex),P38 MAPK,PI3K (complex),PIK3R1,PTPN11	ACAA2,ACADS,ADAM10,ALDH6A1,ANPEP,AP2A1,AQP7,ARG2,ARHGAP35,ATP1A3,ATP5F1B,ATP6V0B,ATP6V1D,ATP6V1E1,CCNG1,CCT4,CCT5,CCT6A,CCT7,Ces1b/Ces1c,CHAT,CKM,COPS6,CPEB1,CSK,CTH,CTSC,CTSL,CYP27A1,CYP3A7-CYP3A51P,DNMT1,ECHS1,ENO1,ETFA,ETFB,FGFR1,FKBP2,GALNT10,GAPDH,GCSH,GRIK2,GSTM5,GUCY2C,HADHA,HGSNAT,HSD17B4,HSPA1L,KDELR3,L1CAM,MAP2K4,MDH1,MRC1,NDUFA7,NDUFB5,NDUFB8,NDUFB9,NFYC,NOTCH2,NPHS1,PRDX6,RGN,ROBO1,RPL7A,SCP2,SLC17A5,SLC22A5,SLC25A3,SLC25A5,SMS,SNRNP70,STEAP3,STT3A,THOP1,TRIB3,TYMP,UQCRC2,VNN1,ZNF71	78 (19)	19	2,4-dinitrophenol,2-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indol-5-ol,amino acids,benzylamine,beta-estradiol,calyculin A,CAV3,cholesterol,cytokine,D-thioctic acid,DNM1,eicosapentenoic acid,FFAR4,Integrin alpha 6 beta 4,leukotriene B4,LG100268,Lh,MAP2K1,MAPK8,N-acetylsphingosine,NDUFV1,PDPK1,PHLPP1,phosphatidylinositol-3,4,5-triphosphate,pioglitazone,PRKCE,Proinsulin,RPTOR,TSC2	2-arachidonoylglycerol,acetaminophen,CREB3L3,DGAT1,EPHX2,Fe2+,GRK2,indinavir,NT219,PAX3-FOXO1,PNPLA2,RHEB,S-nitrosoglutathione,sirolimus,SP600125,staurosporine,TFAP2B,TRIM72	 	CEBPD,HDL-cholesterol,PRDM16,SREBF1,UCP1	HMOX1	 	 	 	 	
HGFAC	peptidase	0.104	3	Activated	 	2.746	8.26E-05	1.53E-02	ABL1,Akt,AKT1,CDKN1B,Creb,CSF1R,CTNNB1,EIF4EBP1,ERBB2,ERK,ERK1/2,ETS1,FOXM1,FOXO3,GATA4,GSK3B,HGF,HGFAC,HRAS,IGF1R,INSR,ITGB1,MAP2K1/2,MAPK1,MAPK8,MAPK9,MST1,MST1R,MTOR,NFkB (complex),NOS2,NOTCH1,P38 MAPK,PI3K (complex),PIK3R1,Pkc(s),Raf,RAF1,RAS,RB1,RET,SIRT1,SMAD2,SRC,STAT3,YAP1	ACAA2,ACADS,ADAM10,ADH5,AKR1B1,ALDH6A1,AMOTL2,ANPEP,ARG2,ATP1A3,ATP5F1B,ATP6V1D,ATP6V1E1,B4GAT1,BAAT,BCAN,CACNA1G,CAMK2D,CCNG1,CCT6A,CDC16,CDKN1B,CENPB,Ces1b/Ces1c,CHAT,CHEK1,CHIA,CHRNB2,CHST11,CLPP,COPS6,CSRP1,CTH,CTSC,CYP27A1,ECHS1,EIF2A,ENO1,ETFA,ETFB,FGFR1,FNDC3A,GALNT10,GCSH,GLB1,GOT2,GRK3,GSTM4,GUCY1B1,GUSB,HADHA,HDAC6,HSPA1L,IDE,ILF3,ISLR2,KDELR3,KIF3B,L1CAM,LGMN,LIPA,MAP2K4,MCM8,MDH1,NDUFB5,NDUFB9,NDUFS1,NDUFS7,NOP2,NOP56,NPHS1,PAICS,PES1,PGD,PHKA1,PMPCB,POLR3A,POLR3E,RFC2,RIMS2,ROBO1,RORA,RPL12,RPL32,SCP2,SLC22A5,SLC25A3,SLC25A5,SLC6A9,SLK,SMPD1,SMS,SND1,SOD2,STIP1,STT3A,SULT1E1,SUPT5H,SYT2,TRAF3IP1,TRIB3,TYMP,VNN1,ZNF71	104 (46)	43	 	 	 	 	 	 	 	 	 	
alisertib	chemical drug	 	3	Inhibited	 	-2.524	8.36E-05	7.90E-03	AKT1,alisertib,AURKA,BRCA1,ERK1/2,FOXO1,FOXO3,GSK3B,LATS2,MYC,NF2,NFKBIA,NPM1,PAX3-FOXO1,PAX8,SRC (family),TERT	ABAT,AKR1B1,ARIH1,ATP1A3,ATP5F1B,ATP6V1B1,ATP6V1D,ATP6V1E1,BCCIP,CCN1,CCNG1,CCT3,CCT5,CCT6A,Ces1b/Ces1c,CKM,COL7A1,COMMD3-BMI1,CSK,CYP24A1,CYP27A1,CYP3A7-CYP3A51P,DNMT1,EIF3D,ENO1,FGFR1,GAPDH,GCSH,GLB1,GOT2,GRK6,HADHA,KIF3B,L1CAM,LGMN,MCM3,MDH1,MEN1,MGST3,MUC2,NAGLU,NDUFA7,NME1,NOP56,NPHS1,PAICS,PGD,POLR3E,PRDX4,QDPR,ROBO1,RPL10A,RPL12,RPL18,RPL19,RPL3,RPL35,RPL7A,RPL8,RPS2,RPS26,Rps3a1,RPS7,RPSA,SARDH,SLC25A5,SMS,TRAF3IP1,TRIB3,TSPO,TUBB4A,TYMP,USP10,VDAC2,VNN1,XPO1	76 (17)	15	 	 	 	 	AURKA,PAX3-FOXO1	 	 	 	 	
L-carnitine	chemical - endogenous mammalian	 	3	Inhibited	 	-2.142	8.36E-05	6.60E-03	ACHE,Akt,AKT1,antioxidant,CASP9,EGFR,ERK,EZR,G6PD,GSK3B,GSR,IDH1,IKBKB,Jnk,L-carnitine,MAPK8,MTOR,NADPH oxidase,NFKBIA,NOX4,Pka,Pkc(s),PRKAA,PRKCE,reactive oxygen species,RELA,SMPD1,SP1	ADAM10,ADH5,AKR1B1,AOX1,ATP5F1B,ATP6V1B1,ATP6V1E1,BAAT,BCCIP,CAT,CCN1,CCT5,Ces1b/Ces1c,CHAT,CHRNA6,COL7A1,COPS6,CSK,CTH,CYP24A1,CYP27A1,CYP2A6 (includes others),ETFA,FBP1,GALNT10,GATA2,GCSH,GOT2,GSTM4,GSTM5,HDAC6,HGSNAT,ISLR2,KIF3B,L1CAM,LIPA,MGST3,MRC1,NAGLU,NDUFB8,NOTCH2,NPHS1,PDE4D,PGD,PRDX6,RPL12,RPL32,RPL8,RPS2,RPSA,SLC22A5,SLC25A5,SLC6A9,SMPD1,SND1,STT3A,TMEM8B,TRAF3IP1,TSPO,TUBB4A,TYMP,UQCRC2,USP10	63 (28)	24	ACOX1,PPARA	 	 	AQP1,GSR	cholesterol,Ldh (complex)	 	 	 	 	
EPO	cytokine	 	2	Activated	 	2.183	8.59E-05	2.01E-02	Akt,AKT1,Ap1,CISH,CREB1,ELK1,EPO,ERK,ERK1/2,FOXO3,GATA1,GATA4,GSK3B,HRAS,KIT,KRAS,MAPK1,MAPK14,MAPK3,MAPK8,MAPK9,Mek,MYC,NFkB (complex),NOS3,NRAS,OSM,P38 MAPK,PI3K (complex),PLCG1,Raf,SIRT1,SMAD2,SMAD3,STAT3,STAT5a/b,STAT5B	ADAM10,ADH5,ALDOC,ANPEP,AOX1,AQP7,ARG2,ARHGAP35,ATP1A3,ATP5F1B,ATP6V0B,ATP6V1E1,BAAT,BBOX1,CAMK2D,CCN1,CCT3,CDKN1B,Ces1b/Ces1c,CHAT,CHST11,CKM,CLPP,COL7A1,COMMD3-BMI1,COPS6,CPEB1,CTSL,CYP24A1,CYP27A1,CYP2A6 (includes others),CYP3A7-CYP3A51P,DNMT1,EIF2A,EIF3D,ENO1,ETFB,FNDC3A,GALNT10,GAPDH,GATA2,GBA,GCSH,GLB1,GOT2,GPX7,GRHPR,GRIK2,GSTM4,GUCY1B1,HADHA,HDAC6,HGSNAT,HSPA1L,ILF3,ITM2A,KATNB1,KDELR3,KIF3B,L1CAM,LGMN,LRP6,MAP2K4,MCM3,MDH1,MGST3,MRC1,NDUFB8,NME1,NOP2,NOP56,NOTCH2,NPHS1,PAICS,PEPD,PHKA1,PPME1,PRDX6,RET,RIMS2,ROBO1,RPL10A,RPL12,RPL18,RPL19,RPL3,RPL35,RPL7A,RPL8,RPS2,RPS26,Rps3a1,RPS7,RPSA,SLC22A5,SLC25A5,SMPD1,SNRNP70,STIP1,STT3A,SULT1E1,SYT2,THOP1,TRAF3IP1,TRIB3,TSPO,TUBB4A,TYMP,VDAC2,XPO1,ZNF71	111 (37)	37	beta-estradiol,ciprofloxacin,Hif,HIF1A,Rb,vitamin A	calphostin C,genistein,pyrrolidine dithiocarbamate	 	CRH,HBA1/HBA2,Hbb-b1,IRS2,KAT2B,MAPK8,p70 S6k,PTPN11,Raf	mir-154,SKP2	 	 	 	 	
cumene hydroperoxide	chemical toxicant	 	3	Activated	 	2.860	8.94E-05	1.69E-02	Abcb1b,Akt,AKT1,AMPK,CAMK4,CAT,CAV1,cumene hydroperoxide,EGFR,ERBB2,ERBB3,ERK1/2,FGFR2,FOXO1,HSF1,hydrogen peroxide,IKBKB,INSR,Mapk,MAPK8,NFkB (complex),NFKBIA,NOS3,NOTCH3,P38 MAPK,Pkc(s),RB1,SRC (family),STAT3,TP53,YAP1	ABAT,ACAA2,ADH5,AKR1B1,ALDH4A1,ALDH6A1,AMOTL2,ANGPT1,ARHGEF4,ASL,ATP1A3,ATP6V0B,ATP6V1A,ATP6V1B1,ATP6V1E1,B4GAT1,BAAT,BCCIP,CAT,CCNG1,CCT3,CCT4,CCT5,CCT6A,CCT7,CDC16,CDKN1B,Ces1b/Ces1c,CHAT,CHEK1,CLCA2,CLPP,COPB1,COPS6,CSK,CSRP1,CTSC,CYP2A6 (includes others),DDX52,ECH1,ECHS1,EHMT1,ETFA,ETFB,GALNT10,GAPDH,GCSH,GLB1,GRK6,GSTM5,GUCY1B1,HADHA,HDAC6,HDLBP,IDE,IDH3G,KCNMA1,KDELR3,L1CAM,LIPA,LRP6,MCM8,MEN1,MIOX,MUC2,NAGLU,NAT10,NDUFA10,NDUFA7,NDUFB5,NDUFB9,NDUFS1,NDUFS2,NDUFS7,NME1,NPEPPS,PAICS,PMPCB,POLR3A,POLR3E,PRDX6,QDPR,RET,RFC2,ROBO1,RORA,RPL12,RPL7A,RPL8,RPS2,RPS26,RPSA,SCP2,SLC22A5,SLC25A3,SLC25A5,SLC6A9,SLK,STEAP3,STT3A,SULT1E1,SUPT5H,THOP1,TSPO,TUBB4A,TYMP,USP10,VNN1,XPO1,ZNF71	110 (31)	30	 	 	 	 	 	 	 	 	 	
TRIM72	enzyme	 	2	Inhibited	 	-3.349	8.97E-05	5.90E-03	Akt,GSK3B,INSR,IRS1,TP53,TRIM72	ABAT,ABCB1,ACAA2,ADH5,AKR1B1,ALDH4A1,ALDH6A1,AMOTL2,AP2A1,ARHGEF4,ASL,ATP5F1B,CAMK2D,CAT,CCNG1,CDC16,Ces1b/Ces1c,CHEK1,CKM,CLCA2,CLPP,COL7A1,COPB1,COPS6,CSRP1,CYP24A1,DNMT1,ECH1,ECHS1,ETFA,ETFB,GALNT10,GAPDH,GATA2,GLB1,GOT2,HADHA,HDLBP,HGSNAT,HSPA1L,IDE,IDH3G,KCNMA1,KIF3B,L1CAM,MCM3,MRC1,MUC2,NDUFB5,NDUFB9,NDUFS1,NME1,NOTCH2,NPEPPS,PGD,POLR3E,PRDX6,QDPR,ROBO1,RPL12,RPS26,SCP2,SLC22A5,SLC25A3,SLC25A5,SOD2,STEAP3,STIP1,STT3A,THOP1,TRAF3IP1,TRIB3,TSPO,TUBB4A,XPO1	75 (6)	5	 	KDM5A	 	 	INSR,IRS1	 	 	 	 	
enoxaparin	chemical drug	 	3	Inhibited	 	-3.156	9.26E-05	2.66E-02	Akt,AKT1,C3,CREB1,EGFR,ELK1,enoxaparin,ERK,ERK1/2,F10,F2,F2R,FN1,FYN,GSK3B,HGF,Hsp27,IKBKB,IRS1,MAPK1,MAPK14,MAPK3,MKNK1,MYC,NFkB (complex),NFKBIA,NOX4,P38 MAPK,PGR,PI3K (complex),Pkc(s),PLA2G4A,PLCG1,PRKAA,PRKAA1,PRKCD,SEPTIN5,SMAD2,SRC,SRC (family),STAT3,STK11,TGFB1,VEGFA,YBX1	ADAM10,ADH5,AKR1B1,ALDOC,AMY2B,AP2A1,ARHGAP35,ARIH1,ATP1A3,ATP6V0B,ATP6V1B1,ATP6V1E1,BCCIP,CALML4,CAMK2D,CCN1,CCT3,CCT5,CCT6A,CDHR2,CDKN1B,Ces1b/Ces1c,CHAT,CHEK1,CHIA,CHRNB2,CHST11,CLCA2,COL7A1,COMMD3-BMI1,COPS6,CPEB1,CSK,CTH,CYP24A1,CYP2A6 (includes others),CYP3A7-CYP3A51P,EIF3D,ENO1,ETFA,FBP1,FGFR1,FKBP2,FNDC3A,GABRB2,GALNT10,GAPDH,GATA2,GBA,GCSH,GOT2,GRID2,GRIK2,GRK6,GUCY1B1,GUCY2C,GUSB,HGSNAT,HSD17B4,HSPA1L,IYD,KATNB1,KDELR3,KIF3B,LGMN,LIPA,LRP6,MAP2K4,MDH1,MGST3,MUC2,NAGLU,NDUFA10,NDUFB8,NDUFB9,NDUFS7,NEGR1,NFYC,NME1,NOP2,NOP56,NOTCH2,NPHS1,PAICS,PDE4D,PLCB3,PLCL2,RACK1,ROBO1,RORA,RPL10A,RPL12,RPL18,RPL19,RPL3,RPL35,RPL7A,RPS26,Rps3a1,RPS7,RTN4RL1,SARDH,SCP2,SEPTIN7,SLC22A5,SLC25A5,SLC6A9,SLK,SOD2,SRSF7,STT3A,SYT2,THOP1,TRAF3IP1,TUBB4A,TWF2,TYMP,UQCRC2,USP10,VDAC2,VNN1,XPO1,ZNF71	123 (45)	44	 	 	 	 	 	 	 	 	 	
Daf	group	 	3	Activated	 	2.565	9.42E-05	1.95E-02	ABL1,Akt,AKT1,C3,CAV1,CBL,CD247,CD28,CD55,CDK5,Complement,CTNNB1,Daf,EGFR,ERK1/2,ERN1,FYN,GAB2,GRIN1,HRAS,IKBKB,ITGB1,LCK,MAPK8,NFE2L2,NFkB (complex),NOS2,P38 MAPK,PI3K (complex),Pkc(s),PLA2G4A,PLCG1,PRKCD,RAF1,RAS,SNCA,STAT3,ZAP70,ZNF106	ACADS,ADH5,ALDOC,ANPEP,AOX1,ATP1A3,ATP5F1B,ATP6V1B1,ATP6V1E1,BAAT,BCAN,CACNA1G,CCNG1,CCT3,CCT5,CCT7,Ces1b/Ces1c,CHAT,CHEK1,CHRNA6,CHST11,CLPP,COL7A1,COLGALT2,COPS6,CSNK2B,CTSC,CTSL,CYP27A1,ENO1,ETFA,FKBP2,GALNT10,GATA2,GBA,GCSH,GLB1,GOT2,GSTM4,GUCY1B1,GUCY2C,HADHA,HDAC6,HDLBP,HGSNAT,HSPA1L,IDE,ILF3,KCNMA1,KDELR3,LIPA,LRP6,MAP2K4,MCM8,MDH1,MEGF11,MGST3,MUC2,NAGLU,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NME1,NOP56,NOTCH2,NPHS1,PDE4D,PGD,PRDX4,PRDX6,PRMT5,RACK1,RGN,ROBO1,RORA,RPL18,RPS2,RPS7,SCP2,SLC22A5,SLC25A5,SLC6A9,SMPD1,SMS,SNRNP70,STIP1,STT3A,SULT1E1,TMED2,TSPO,UQCRC2,VNN1,XPO1,ZNF71	95 (39)	36	 	 	 	FYN	 	 	 	 	 	
BAG5	other	 	3	Activated	 	2.538	9.68E-05	1.67E-02	26s Proteasome,Akt,AKT1,BAG5,CTNNB1,EGFR,EIF2AK2,ERK1/2,FUBP1,GATA4,GCK,GSK3B,HSPA4,MAOA,MAPK14,MAPK8,NFkB (complex),PRKN,RIPK1,SEPTIN5,SNCA,TFEB,TP53	ABAT,ACAA2,ADH5,AKR1B1,ALDH4A1,AMOTL2,ARHGEF4,ASL,ATP1A3,ATP6V0B,ATP6V1A,ATP6V1D,ATP6V1E1,BAAT,CACNA1G,CAMK2D,CAT,CCN1,CCNG1,CCT5,CDC16,CHEK1,CHRNA6,CKM,CLCA2,CLPP,COL7A1,COLGALT2,COPB1,COPS6,CSRP1,CYP24A1,CYP27A1,CYP2A6 (includes others),ECH1,ECHS1,ENO1,ETFA,GABBR1,GALNT10,GATA2,GBA,GCSH,GOT2,GSTM5,GUCY2C,GUSB,HADHA,HDAC6,HDLBP,HGSNAT,HSPA1L,IDE,IDH3G,ILF3,KIF3B,LRP6,MCM3,MDH1,MEGF11,MRC1,NDUFA10,NDUFB8,NDUFS1,NDUFS2,NME1,NOTCH2,NPEPPS,PBX1,PGD,PHKA1,POLR3E,PRDX6,PSMC2,QDPR,RET,RGN,ROBO1,RPL12,RPL32,RPS26,SEPTIN7,SLC22A5,SMS,STEAP3,STIP1,STT3A,SUMF1,THOP1,TRAF3IP1,TSPO,TUBB4A,TYMP,UQCRC2,VNN1,XPO1,ZNF71	97 (23)	22	 	 	 	 	PRKN	 	 	 	 	
DMP1	other	 	3	Inhibited	 	-2.137	1.00E-04	2.53E-02	Akt,AKT1,DMP1,ERK,ERK1/2,HMGCR,KDR,MYC,P38 MAPK,PI3K (complex),PLA2G4A,PLCG1,RAS,SMAD1,SRC,SRC (family),STAT3,TP53,Vegf,YAP1	ABAT,ACAA2,ACADS,ADAM10,AKR1B1,ALDH4A1,ALDOC,ANPEP,ARG2,ARHGEF4,ASL,ATP1A3,ATP6V0B,ATP6V1E1,CAMK2D,CCDC15,CCN1,CCNG1,CCT3,CDC16,CDKN1B,Ces1b/Ces1c,CHAT,CHIA,CHRNB2,CLCA2,CLPP,COL7A1,COMMD3-BMI1,COPB1,COPS6,CSRP1,CYP3A7-CYP3A51P,DNMT1,ECH1,EIF3D,ENO1,ETFA,FGFR1,FNDC3A,GALNT10,GATA2,GCSH,GLB1,GOT2,GRK6,GSTM5,GUCY1B1,HADHA,HDLBP,HGSNAT,HSPA1L,IDH3G,KCNMA1,KDELR3,L1CAM,LGMN,MAP2K4,MCM3,MDH1,MGST3,NDUFB8,NDUFS1,NOP2,NOP56,NPEPPS,PAICS,PGD,POLR3E,PRDX4,PRDX6,QDPR,RET,ROBO1,RORA,RPL10A,RPL18,RPL19,RPL3,RPL35,RPL7A,RPL8,RPS2,Rps3a1,RPS7,RPSA,SARDH,SCP2,SLC22A5,SLC25A5,SLC6A9,SLK,SMS,STEAP3,STIP1,STT3A,SULT1E1,THOP1,TMC7,TRIB3,TSPO,TYMP,UQCRC2,VDAC2,VNN1,XPO1	106 (20)	18	 	 	 	 	 	 	 	 	 	
ADA	enzyme	0.351	3	 	 	-0.883	1.02E-04	9.10E-03	ADA,adenosine,ADORA2A,Akt,AKT1,Ca2+,CBL,CD247,Cdc42,CFTR,CHUK,Creb,CREB1,cyclic AMP,EIF4EBP1,ELK1,ERN1,fingolimod,FOS,GSK3B,HMOX1,HRAS,IKBKB,LCK,LRP1,MAPK3,MAPK8,MMP9,MTOR,NFKBIA,NOS3,NR4A2,NRAS,P38 MAPK,Pde,PI3K (complex),Pka,Pkc(s),PLAT,Pld,SMAD2,sphingosine-1-phosphate,SPHK1,STAT3,STAT5a/b,TRPM2	ACAA2,ADH5,AKR1B1,ALDOC,ANGPT1,ARHGAP35,ASL,ATP5F1B,ATP6V1A,ATP6V1B1,ATP6V1E1,BAAT,BCCIP,CAMK2D,CCT5,Ces1b/Ces1c,CHAT,CHEK1,CHST11,CLPP,COPS6,CPEB1,CSK,CSNK2B,CSRP1,CYP24A1,CYP27A1,Cyp3a25 (includes others),EIF2A,ETFA,FNDC3A,GALNT10,GAPDH,GBA,GCSH,GRIK2,GRK3,GUSB,HDAC6,HDLBP,HGSNAT,HSD17B4,IDE,ISLR2,KATNB1,KCNMA1,KDELR3,KIF3B,LIPA,MAP2K4,MDH1,NAGLU,NOTCH2,NPC2,PBX1,PDE4D,PRDX4,PRDX6,ROBO1,RORA,RPL12,RPL32,RPL8,RPS2,RPS7,RPSA,SARDH,SCP2,SLC22A5,SLC25A5,SLC6A9,SND1,SNRNP70,STIP1,STT3A,SYT2,THOP1,TRAF3IP1,TSPO,UQCRC2,USP10,XPO1	82 (46)	42	beta-estradiol	mycophenolate mofetil	 	 	DCK,HIF1A,phosphatidylinositol-3,4,5-triphosphate,SPHK1,VEGFA	 	 	 	 	
